	0.0000-0.0006	0.0006-0.0057	0.0057-0.0080	0.0080-0.0084	0.0096-0.0110	0.0110-0.0115	0.0115-0.0118	0.0118-0.0118	0.0118-0.0119	0.0119-0.0119	0.0119-0.0120	0.0120-0.0121	0.0121-0.0124	0.0125-0.0125	0.0125-0.0128	0.0128-0.0128	0.0128-0.0129	0.0129-0.0139	0.0139-0.0378	0.0378-0.0686	0.0686-0.0690	0.0690-0.0692	0.0692-0.0786	0.0786-0.0791	0.0791-0.0795	0.0795-0.2285	0.2285-0.3362	0.4374-0.4374	0.4374-0.5750	0.5750-5.2337	5.2337-20.0000	Source	Target
Bifidobacterium_animalis_YL2##L-Valine-e0##Microbe	-34.56469128230957	-34.56469128230957	-34.56469128230957	-34.56469128230957	-34.56469128230957	-34.56469128230957	-34.56469128230957	-34.56469128230957	-34.56469128230957	-34.56469128230957	-34.56469128230957	-34.56469128230957	-34.56469128230957	-34.56469128230957	-34.56469128230957	-34.56469128230957	-34.56469128230957	-34.56469128230957	-34.56469128230957	-34.56469128230957	-34.56469128230957	-34.56469128230957	-34.56469128230957	-34.56469128230957	-34.56469128230957	-34.56469128230957	-34.56469128230957	-34.56469128230957	-34.56469128230957	-34.56469128230957	-34.56469128224123	Bifidobacterium_animalis_YL2	L-Valine-e0
Bifidobacterium_animalis_YL2##Niacin##Microbe	-0.9999999999982605	-0.9999999999982605	-0.9999999999982605	-0.9999999999982605	-0.9999999999982605	-0.9999999999982605	-0.9999999999982605	-0.9999999999982605	-0.9999999999982605	-0.9999999999982605	-0.9999999999982605	-0.9999999999982605	-0.9999999999982605	-0.9999999999982605	-0.9999999999982605	-0.9999999999982605	-0.9999999999982605	-0.9999999999982605	-0.9999999999982605	-0.9999999999982605	-0.9999999999982605	-0.9999999999982605	-0.9999999999982605	-0.9999999999982605	-0.9999999999982605	-0.9999999999982605	-0.9999999999982605	-0.9999999999982605	-0.9999999999982605	-0.9999999999982605	-0.9999999999969169	Bifidobacterium_animalis_YL2	Niacin
Limosilactobacillus_reuteri_I49##Inosine##Microbe	-19.50839000714759	-19.508390007132796	-19.508390007023763	-19.508390006830783	-91.56949266720368	-91.56949267021358	-91.56949267167721	-91.56949267042225	-91.56949267015716	-91.56949267267314	-91.56949267232729	-91.56949267111767	-91.56949267236295	1.8829551654061036	2.6365935172521704	-19.508390006900264	-19.50839000695842	-19.508390006873952	-19.508390007336043	-19.508390007027362	-19.508390007663714	-19.508390007151476	2.30221501590653	2.872147061384392	2.8721470613842546	2.8721470613798044	2.872147061381589	2.872147061382404	2.8721470613825177	2.8721470613818147	2.8721470613818147	Limosilactobacillus_reuteri_I49	Inosine
Limosilactobacillus_reuteri_I49##L-Asparagine-e0##Microbe	-16.661009646177042	-16.66100964617656	-16.66100964606445	-16.661009645955012	-70.00159625229553	-1805.727744259687	-1.000000000000001	-0.9999999999999989	-1.0000000000000007	-1.0	-0.9999999999999996	-1.0	-0.999999999999999	-1.0000000000000002	-1.0000000000000004	-0.9999999999999996	-1.0000000000000002	-0.9999999999999993	-0.9999999999999984	-0.9999999999999996	-0.9999999999999981	-1.0	-1.0	-1.000000000000001	-0.9999999999999976	-1.0000000000000007	-0.9999999999999996	-0.9999999999999993	-1.000000000000001	-0.9999999999999996	-0.9999999999999996	Limosilactobacillus_reuteri_I49	L-Asparagine-e0
Limosilactobacillus_reuteri_I49##L-Tyrosine-e0##Microbe	-11.972744790282826	-11.972744790274882	-11.972744790136021	-11.972744790011312	-53.505270831133345	-53.50527083278505	-53.50527083363602	-53.50527083291371	-53.505270832761354	-53.50527083419791	-53.505270834011704	-53.505270833309396	-53.50527083400848	0.3561895118297575	0.7905501213403391	-11.972744790092737	-11.972744790108335	-11.972744790043146	-11.972744790323816	-11.972744790082263	-11.972744790469317	-11.972744790253017	0.5978305638816985	0.9263117645099512	0.9263117645101036	0.9263117645084091	0.9263117645087765	0.9263117645089584	0.9263117645088761	0.9263117645088905	0.9263117645088905	Limosilactobacillus_reuteri_I49	L-Tyrosine-e0
Bifidobacterium_animalis_YL2##Thiamin-e0##Microbe	-1.000000000000003	-1.000000000000003	-1.000000000000003	-1.000000000000003	-1.000000000000003	-1.000000000000003	-1.000000000000003	-1.000000000000003	-1.000000000000003	-1.000000000000003	-1.000000000000003	-1.000000000000003	-1.000000000000003	-1.000000000000003	-1.000000000000003	-1.000000000000003	-1.000000000000003	-1.000000000000003	-1.000000000000003	-1.000000000000003	-1.000000000000003	-1.000000000000003	-1.000000000000003	-1.000000000000003	-1.000000000000003	-1.000000000000003	-1.000000000000003	-1.000000000000003	-1.000000000000003	-1.000000000000003	-0.49999999924190147	Bifidobacterium_animalis_YL2	Thiamin-e0
Bifidobacterium_animalis_YL2##NH3-e0##Microbe	-13.084762773295845	-13.084762773295845	-13.084762773295845	-13.084762773295845	-13.084762773295845	-13.084762773295845	-13.084762773295845	-13.084762773295845	-13.084762773295845	-13.084762773295845	-13.084762773295845	-13.084762773295845	-13.084762773295845	-13.084762773295845	-13.084762773295845	-13.084762773295845	-13.084762773295845	-13.084762773295845	-13.084762773295845	-13.084762773295845	-13.084762773295845	-13.084762773295845	-13.084762773295845	-13.084762773295845	-13.084762773295845	-13.084762773295845	-13.084762773295845	-13.084762773295845	-13.084762773295845	-13.084762773295845	-13.08476277088015	Bifidobacterium_animalis_YL2	NH3-e0
Limosilactobacillus_reuteri_I49##D-Mannitol-e0##Microbe	1.0000000000000218	1.0000000000000246	1.00000000000002	1.0000000000000198	1.0000000000000706	1.0000000000000209	1.000000000000029	1.0000000000000235	1.0000000000000222	1.0000000000000324	1.0000000000000189	1.000000000000016	1.0000000000000129	0.9999999999999772	1.0000000000000246	0.9999999999999916	1.0000000000000229	1.0000000000000182	1.0000000000000133	0.9999999999999858	0.9999999999999625	1.000000000000029	1.0000000000000044	1.000000000000028	0.9999999999999981	1.0000000000000115	1.0000000000000058	1.000000000000003	0.9999999999999987	1.0000000000000149	1.0000000000000149	Limosilactobacillus_reuteri_I49	D-Mannitol-e0
Limosilactobacillus_reuteri_I49##fe3-e0##Microbe	-0.7060625359774058	-0.7060625359769733	-0.7060625359781819	-0.7060625359740719	-2.9665371800485634	-2.966537180142334	-2.9665371801911147	-2.966537180148261	-2.966537180139955	-2.9665371802229177	-2.9665371802117795	-2.966537180171221	-2.966537180211362	-0.03504042308078346	-0.011399647096874677	-0.7060625359729924	-0.7060625359752628	-0.7060625359732602	-0.7060625359858428	-0.7060625359816393	-0.7060625360042798	-0.7060625359781162	-0.021888719507795616	-0.00401060093786012	-0.004010600937869407	-0.004010600937860819	-0.004010600937869939	-0.004010600937861276	-0.004010600937861235	-0.004010600937864205	-0.004010600937864205	Limosilactobacillus_reuteri_I49	fe3-e0
Limosilactobacillus_reuteri_I49##Mn2+-e0##Microbe	-0.7060625359771128	-0.706062535976706	-0.7060625359785094	-0.7060625359734679	-2.9665371800397287	-2.966537180137853	-2.9665371801859446	-2.9665371801445035	-2.9665371801360942	-2.966537180217893	-2.966537180206881	-2.9665371801665543	-2.9665371802070357	-0.035040423080759074	-0.011399647096879245	-0.706062535970935	-0.7060625359750682	-0.7060625359723491	-0.7060625359859324	-0.7060625359827507	-0.7060625360071725	-0.7060625359793791	-0.021888719507785714	-0.004010600937859557	-0.004010600937848704	-0.004010600937854732	-0.004010600937872355	-0.004010600937855525	-0.00401060093785135	-0.004010600937859166	-0.004010600937859166	Limosilactobacillus_reuteri_I49	Mn2+-e0
Bifidobacterium_animalis_YL2##Folate##Microbe	-0.9999999999999997	-0.9999999999999997	-0.9999999999999997	-0.9999999999999997	-0.9999999999999997	-0.9999999999999997	-0.9999999999999997	-0.9999999999999997	-0.9999999999999997	-0.9999999999999997	-0.9999999999999997	-0.9999999999999997	-0.9999999999999997	-0.9999999999999997	-0.9999999999999997	-0.9999999999999997	-0.9999999999999997	-0.9999999999999997	-0.9999999999999997	-0.9999999999999997	-0.9999999999999997	-0.9999999999999997	-0.9999999999999997	-0.9999999999999997	-0.9999999999999997	-0.9999999999999997	-0.9999999999999997	-0.9999999999999997	-0.9999999999999997	-0.9999999999999997	-1.0000000000000004	Bifidobacterium_animalis_YL2	Folate
Limosilactobacillus_reuteri_I49##D-Lactate-e0##Microbe	2650.9015191748795	2559.837993601383	-2253.8936516013728	-792.6785921295441	7565.5482682754255	-1113.082471508159	-1113.0824715268639	689.6452727527546	689.6452727508815	-927.0740723528279	671.8460496855423	-709.5509957710035	383.70203681885147	15.402316997878323	25.79069540545309	4156.767725593572	-282.9950772389369	-374.54252624671153	906.0386323766055	-6219.495736961222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Limosilactobacillus_reuteri_I49	D-Lactate-e0
PAN##Limosilactobacillus_reuteri_I49##Metabolite	96.79614651718363	96.79614651712217	96.79614651746155	96.7961465168765	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	96.79614651662861	96.79614651701462	96.79614651671746	96.79614651851736	96.79614651807364	96.7961465209654	96.79614651742975	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	Limosilactobacillus_reuteri_I49
Bifidobacterium_animalis_YL2##L-Serine-e0##Microbe	-45.132738573128776	-45.132738573128776	-45.132738573128776	-45.132738573128776	-45.132738573128776	-45.132738573128776	-45.132738573128776	-45.132738573128776	-45.132738573128776	-45.132738573128776	-45.132738573128776	-45.132738573128776	-45.132738573128776	-45.132738573128776	-45.132738573128776	-45.132738573128776	-45.132738573128776	-45.132738573128776	-45.132738573128776	-45.132738573128776	-45.132738573128776	-45.132738573128776	-45.132738573128776	-45.132738573128776	-45.132738573128776	-45.132738573128776	-45.132738573128776	-45.132738573128776	-45.132738573128776	-45.132738573128776	-44.96607191141745	Bifidobacterium_animalis_YL2	L-Serine-e0
Limosilactobacillus_reuteri_I49##L-Tryptophan-e0##Microbe	-6.1213101738202145	-6.12131017381631	-6.1213101738429545	-6.12131017380638	-25.718818512485583	-25.718818513320283	-25.718818513744576	-25.71881851337295	-25.718818513301002	-25.718818514021034	-25.718818513921104	-25.71881851357047	-25.71881851391784	-0.30378796122183305	-0.09883087148292452	-6.1213101737914695	-6.1213101738150275	-6.121310173796047	-6.121310173909772	-6.121310173885616	-6.1213101740690234	-6.1213101738424145	-0.1897673854478922	-0.034770478637725505	-0.03477047863776384	-0.034770478637741645	-0.0347704786377638	-0.03477047863770173	-0.03477047863770386	-0.03477047863782565	-0.03477047863782565	Limosilactobacillus_reuteri_I49	L-Tryptophan-e0
Bifidobacterium_animalis_YL2##Co2+-e0##Microbe	-0.706062535970113	-0.706062535970113	-0.706062535970113	-0.706062535970113	-0.706062535970113	-0.706062535970113	-0.706062535970113	-0.706062535970113	-0.706062535970113	-0.706062535970113	-0.706062535970113	-0.706062535970113	-0.706062535970113	-0.706062535970113	-0.706062535970113	-0.706062535970113	-0.706062535970113	-0.706062535970113	-0.706062535970113	-0.706062535970113	-0.706062535970113	-0.706062535970113	-0.706062535970113	-0.706062535970113	-0.706062535970113	-0.706062535970113	-0.706062535970113	-0.706062535970113	-0.706062535970113	-0.706062535970113	-0.7060625369937319	Bifidobacterium_animalis_YL2	Co2+-e0
Bifidobacterium_animalis_YL2##Uracil-e0##Microbe	-12.165428977298582	-12.165428977298582	-12.165428977298582	-12.165428977298582	-12.165428977298582	-12.165428977298582	-12.165428977298582	-12.165428977298582	-12.165428977298582	-12.165428977298582	-12.165428977298582	-12.165428977298582	-12.165428977298582	-12.165428977298582	-12.165428977298582	-12.165428977298582	-12.165428977298582	-12.165428977298582	-12.165428977298582	-12.165428977298582	-12.165428977298582	-12.165428977298582	-12.165428977298582	-12.165428977298582	-12.165428977298582	-12.165428977298582	-12.165428977298582	-12.165428977298582	-12.165428977298582	-12.165428977298582	-12.165428977680506	Bifidobacterium_animalis_YL2	Uracil-e0
Limosilactobacillus_reuteri_I49##Acetate-e0##Microbe	974.6345329617675	974.6345329612	974.6345329635906	244.02700322879213	-1736.334268593202	-0.6081206448702892	-0.6081206449368424	600.3011274428509	600.3011274412283	61.39467908375602	61.39467908359111	61.3946790827456	-1031.8583535164164	5.599184285454409	0.6071652749339171	-1120.2011892473831	148.30246870448434	239.84991771261264	1200.2857866897327	1200.285786682669	1200.2857867177324	1200.28578667824	3.2952255908188954	-27.983286774040337	-27.98328677405111	29.441518132498434	-70.1501133594142	61.653920585759856	24.99327025696281	-1.0021522277114796	-1.0021522277114796	Limosilactobacillus_reuteri_I49	Acetate-e0
Limosilactobacillus_reuteri_I49##Sulfate-e0##Microbe	-0.7060625359793	-0.7060625359787291	-0.7060625359773234	-0.706062535972729	-2.9665371800468714	-2.9665371801389426	-2.966537180187558	-2.9665371801452856	-2.9665371801369167	-2.966537180218328	-2.9665371802076725	-2.966537180166034	-2.9665371802070704	-0.03504042308074469	-0.01139964709686632	-0.7060625359738847	-0.7060625359746112	-0.7060625359726107	-0.7060625359877929	-0.7060625359789219	-0.7060625360025581	-0.7060625359781506	-0.021888719507762167	-0.004010600937851744	-0.00401060093785894	-0.004010600937855231	-0.004010600937856223	-0.00401060093785588	-0.00401060093785505	-0.004010600937865338	-0.004010600937865338	Limosilactobacillus_reuteri_I49	Sulfate-e0
Bifidobacterium_animalis_YL2##L-Phenylalanine-e0##Microbe	-19.790702065762716	-19.790702065762716	-19.790702065762716	-19.790702065762716	-19.790702065762716	-19.790702065762716	-19.790702065762716	-19.790702065762716	-19.790702065762716	-19.790702065762716	-19.790702065762716	-19.790702065762716	-19.790702065762716	-19.790702065762716	-19.790702065762716	-19.790702065762716	-19.790702065762716	-19.790702065762716	-19.790702065762716	-19.790702065762716	-19.790702065762716	-19.790702065762716	-19.790702065762716	-19.790702065762716	-19.790702065762716	-19.790702065762716	-19.790702065762716	-19.790702065762716	-19.790702065762716	-19.790702065762716	-19.79070206576448	Bifidobacterium_animalis_YL2	L-Phenylalanine-e0
Limosilactobacillus_reuteri_I49##Cu2+-e0##Microbe	-0.7060625359759879	-0.7060625359757844	-0.7060625359788764	-0.7060625359743907	-2.9665371800458162	-2.9665371801418745	-2.9665371801917932	-2.966537180147654	-2.9665371801395106	-2.9665371802231935	-2.9665371802113976	-2.966537180171527	-2.9665371802114366	-0.03504042308076889	-0.011399647096865815	-0.7060625359717896	-0.7060625359754735	-0.706062535973207	-0.706062535985759	-0.7060625359848347	-0.7060625360034806	-0.7060625359792855	-0.02188871950779131	-0.004010600937862596	-0.004010600937849978	-0.004010600937860572	-0.004010600937855675	-0.0040106009378615415	-0.004010600937864364	-0.004010600937842637	-0.004010600937842637	Limosilactobacillus_reuteri_I49	Cu2+-e0
Limosilactobacillus_reuteri_I49##Folate-e0##Microbe	-1.0	-1.000000000000001	-1.000000000000002	-0.9999999999999992	-1.0000000000000093	-1.0000000000000255	-0.9999999999999686	-0.9999999999999925	-1.0000000000000007	-0.9999999999999756	-0.9999999999999585	-0.9999999999999857	-0.999999999999991	-1.0000000000000004	-1.0000000000000007	-0.9999999999999984	-1.0000000000000007	-1.0000000000000009	-1.0000000000000004	-1.0000000000000027	-0.9999999999999947	-0.9999999999999997	-0.9999999999999984	-0.9999999999999976	-0.9999999999999981	-1.0000000000000009	-0.9999999999999983	-1.0000000000000007	-0.9999999999999998	-1.000000000000003	-1.000000000000003	Limosilactobacillus_reuteri_I49	Folate-e0
Bifidobacterium_animalis_YL2##Putrescine-e0##Microbe	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-0.9999999999999989	Bifidobacterium_animalis_YL2	Putrescine-e0
Limosilactobacillus_reuteri_I49##Fumarate-e0##Microbe	2415.3697639180587	2415.3697639165093	8.503941318182695	8.503941318062736	38.93101721295608	38.931017213987815	38.931017214567284	38.93101721406197	38.931017213950945	38.931017214975306	38.931017214812634	38.93101721434419	38.931017214833496	-0.5283390524813958	-0.8465552673622802	8.503941318258285	8.503941318192906	8.503941318141443	8.503941318337109	8.503941318006099	8.503941318213998	8.503941318397676	-0.7053673079454698	-0.946015382460328	-0.9460153824605061	-0.9460153824582118	-0.9460153824585591	-0.9460153824587475	-0.9460153824588526	-0.9460153824588986	-0.9460153824588986	Limosilactobacillus_reuteri_I49	Fumarate-e0
Bifidobacterium_animalis_YL2##L-Aspartate-e0##Microbe	-46.35650920376586	-46.35650920376586	-46.35650920376586	-46.35650920376586	-46.35650920376586	-46.35650920376586	-46.35650920376586	-46.35650920376586	-46.35650920376586	-46.35650920376586	-46.35650920376586	-46.35650920376586	-46.35650920376586	-46.35650920376586	-46.35650920376586	-46.35650920376586	-46.35650920376586	-46.35650920376586	-46.35650920376586	-46.35650920376586	-46.35650920376586	-46.35650920376586	-46.35650920376586	-46.35650920376586	-46.35650920376586	-46.35650920376586	-46.35650920376586	-46.35650920376586	-46.35650920376586	-46.35650920376586	-47.35650920543559	Bifidobacterium_animalis_YL2	L-Aspartate-e0
Limosilactobacillus_reuteri_I49##D-Glucose-e0##Microbe	-3778.0173564902116	-3869.080882059801	-1462.2150594664124	-1.0	-1.0000000000000009	-1.0000000000000007	-1.0000000000000007	-0.9999999999999982	-1.0000000000000013	-1.0000000000000004	-0.9999999999999998	-0.9999999999999997	-0.9999999999999992	-1.0000000000000009	-1.0000000000000009	-0.9999999999999989	-0.9999999999999996	-1.0000000000000004	-1.0000000000000002	-1.0	-0.9999999999999994	-0.9999999999999998	-1.000000000000001	-1.0000000000000009	-1.0000000000000004	-0.9999999999999999	-1.0000000000000002	-1.000000000000001	-0.9999999999999998	-0.9999999999999989	-0.9999999999999989	Limosilactobacillus_reuteri_I49	D-Glucose-e0
Bifidobacterium_animalis_YL2##Phosphate-e0##Microbe	-129.86418561972636	-129.86418561972636	-129.86418561972636	-129.86418561972636	-129.86418561972636	-129.86418561972636	-129.86418561972636	-129.86418561972636	-129.86418561972636	-129.86418561972636	-129.86418561972636	-129.86418561972636	-129.86418561972636	-129.86418561972636	-129.86418561972636	-129.86418561972636	-129.86418561972636	-129.86418561972636	-129.86418561972636	-129.86418561972636	-129.86418561972636	-129.86418561972636	-129.86418561972636	-129.86418561972636	-129.86418561972636	-129.86418561972636	-129.86418561972636	-129.86418561972636	-129.86418561972636	-129.86418561972636	-129.8641856206961	Bifidobacterium_animalis_YL2	Phosphate-e0
Limosilactobacillus_reuteri_I49##L-Isoleucine-e0##Microbe	-38.57060811267579	-38.57060811265172	-38.57060811277771	-38.5706081125422	-162.0552531724391	-162.05525317763713	-162.05525318032542	-162.0552531779639	-162.05525317751045	-162.0552531820615	-162.05525318142654	-162.05525317921268	-162.055253181394	-1.914179492445484	-0.6227370783631211	-38.57060811244566	-38.570608112598755	-38.57060811248126	-38.5706081131927	-38.57060811301399	-38.57060811417219	-38.570608112772184	-1.1957315098938706	-0.21909010772894286	-0.2190901077290704	-0.21909010772900142	-0.2190901077294205	-0.21909010772878224	-0.21909010772882176	-0.21909010772967585	-0.21909010772967585	Limosilactobacillus_reuteri_I49	L-Isoleucine-e0
Bifidobacterium_animalis_YL2##L-Proline-e0##Microbe	-18.087781190337797	-18.087781190337797	-18.087781190337797	-18.087781190337797	-18.087781190337797	-18.087781190337797	-18.087781190337797	-18.087781190337797	-18.087781190337797	-18.087781190337797	-18.087781190337797	-18.087781190337797	-18.087781190337797	-18.087781190337797	-18.087781190337797	-18.087781190337797	-18.087781190337797	-18.087781190337797	-18.087781190337797	-18.087781190337797	-18.087781190337797	-18.087781190337797	-18.087781190337797	-18.087781190337797	-18.087781190337797	-18.087781190337797	-18.087781190337797	-18.087781190337797	-18.087781190337797	-18.087781190337797	-18.08778119034009	Bifidobacterium_animalis_YL2	L-Proline-e0
