	0.0000-0.0000	0.0000-0.0020	0.0084-0.0085	0.0085-0.0251	0.0252-0.0332	0.0332-0.0333	0.0465-0.0466	0.0490-0.0491	0.0491-0.0747	0.0749-0.0753	0.0753-0.0754	0.0755-0.0790	0.0790-0.0806	0.0809-0.0810	0.0810-0.0813	0.0813-0.0818	0.0818-0.0843	0.0867-0.1090	0.1090-0.1098	0.1134-0.1135	0.1135-0.1226	0.1226-0.1235	0.1235-0.1238	0.1238-0.1243	0.1514-0.1515	0.1515-0.1515	0.1516-0.1571	0.1571-0.1574	0.1580-0.1895	0.1916-0.2233	0.2233-0.2234	0.2234-0.2267	0.2496-0.2496	0.2496-0.2535	0.2611-0.4877	0.4877-0.4877	0.4877-0.4924	0.4942-0.5557	0.5557-0.5575	0.5575-0.5699	0.5699-0.5955	0.6228-0.6687	0.6688-0.7125	0.7125-0.8888	0.8888-1.1439	1.1439-3.4316	3.4316-20.0000	Source	Target
Muribaculum_intestinale_YL27##L-Methionine-e0##Microbe	-20.482435295204667	-20.48243529521418	-20.48243529521418	-20.48243529521418	-20.48243529521418	-20.48243529521418	-20.48243529521418	-20.48243529521418	-20.48243529521418	-20.48243529521418	-20.48243529521418	-20.48243529521418	-20.48243529521418	-20.4824352954464	-20.4824352954464	-20.48243529516083	-20.48243529516083	-20.482435295076936	-20.482435295076936	-20.482435295076936	-20.482435295076936	-20.48243529510831	-20.482435294985986	-20.48243529500252	-20.482435295069653	-20.482435295069653	-20.482435295069653	-20.482435295069653	-20.482435295069653	-20.4824352948316	-20.482435295124034	-0.1852047764432315	-0.1852047764432315	-0.1852047764432315	-20.48243529517947	-20.48243529512654	-20.482435295196534	-20.482435295108495	-0.6607757256893533	-13.654956863257816	-13.654956863276894	-13.654956863320399	-13.654956863316867	-13.6549568631385	-13.65495686326034	-13.654956863024063	-13.654956863024063	Muribaculum_intestinale_YL27	L-Methionine-e0
Flavonifractor_plautii_YL31##D-Glucose-e0##Microbe	-8.74087128262952	-8.74087128262952	-8.740871282643006	-8.740871282645172	-8.740871282665962	-8.740871282611861	-8.740871282531938	-8.740871282605045	-8.740871282633213	-8.740871282628266	-8.74087128261763	-8.7408712826275	-8.740871282617883	-8.740871282681564	-8.740871282582843	-8.740871282582843	-8.74087128264415	-8.74087128264626	-8.740871282548381	-5.827247521315898	-302.71043024576124	-302.71043024576124	-302.71043024576124	-302.71043024576124	-302.71043024761946	693.2061253347991	-796.7029114737433	-796.7029114952793	312.4669848823372	312.4669848823372	312.4669848823372	312.4669848823372	312.13365158822285	312.1336515919995	312.13365150781516	312.13365150781516	312.13365150781516	312.13365150781516	312.13365150781516	312.13365150781516	312.13365150781516	312.13365150781516	312.13365150781516	312.13365150781516	312.13365150781516	312.13365150781516	312.13365150781516	Flavonifractor_plautii_YL31	D-Glucose-e0
Muribaculum_intestinale_YL27##Sulfate-e0##Microbe	-0.9241112603229554	-0.9241112603230845	-0.9241112603230845	-0.9241112603230845	-0.9241112603230845	-0.9241112603230845	-0.9241112603230845	-0.9241112603230845	-0.9241112603230845	-0.9241112603230845	-0.9241112603230845	-0.9241112603230845	-0.9241112603230845	-0.9241112603294791	-0.9241112603294791	-0.9241112603215784	-0.9241112603215784	-0.9241112603198675	-0.9241112603198675	-0.9241112603198675	-0.9241112603198675	-0.9241112603200891	-0.9241112603187568	-0.9241112603184253	-0.9241112603198472	-0.9241112603198472	-0.9241112603198472	-0.9241112603198472	-0.9241112603198472	-0.9241112603077009	-0.9241112603181408	-0.00835593116300999	-0.00835593116300999	-0.00835593116300999	-0.9241112603285431	-0.9241112603257355	-0.9241112603285984	-0.9241112603260639	-0.029812387045845386	-0.616074173543656	-0.6160741735463178	-0.6160741735466562	-0.6160741735455718	-0.6160741735387347	-0.6160741735435602	-0.6160741735369608	-0.6160741735369608	Muribaculum_intestinale_YL27	Sulfate-e0
Muribaculum_intestinale_YL27##Riboflavin##Microbe	-0.9999999999999994	-0.9999999999999996	-0.9999999999999996	-0.9999999999999996	-0.9999999999999996	-0.9999999999999996	-0.9999999999999996	-0.9999999999999996	-0.9999999999999996	-0.9999999999999996	-0.9999999999999996	-0.9999999999999996	-0.9999999999999996	-0.9999999999999991	-0.9999999999999991	-0.9999999999999998	-0.9999999999999998	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0	-1.0000000000000007	-1.0000000000000016	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000009	-1.000000000000001	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-0.9999999999999859	-1.000000000000005	-0.9999999999999967	-1.0000000000000675	-0.032260603593841974	-0.6666666666611812	-0.6666666666626108	-0.6666666666643765	-0.6666666666656881	-0.6666666666600668	-0.6666666666617614	-0.6666666666545051	-0.6666666666545051	Muribaculum_intestinale_YL27	Riboflavin
Flavonifractor_plautii_YL31##Mg-e0##Microbe	-0.9241112603191493	-0.9241112603191493	-0.9241112603189487	-0.9241112603190157	-0.9241112603222622	-0.9241112603143135	-0.9241112603087478	-0.9241112603127545	-0.924111260318846	-0.9241112603143321	-0.9241112603147182	-0.9241112603161924	-0.9241112603151319	-0.9241112603243152	-0.9241112603113585	-0.9241112603113585	-0.9241112603182523	-0.9241112603184783	-0.924111260307092	-0.6160741734965377	-0.6160741735129412	-0.6160741735129412	-0.6160741735129412	-0.6160741735129412	-0.6160741735171146	-0.616074173483366	-0.6160741735003898	-0.6160741735177707	-0.6160741734570669	-0.6160741734570669	-0.6160741734570669	-0.6160741734570669	-0.6160741735359333	-0.6160741735408785	-0.6160741733877301	-0.6160741733877301	-0.6160741733877301	-0.6160741733877301	-0.6160741733877301	-0.6160741733877301	-0.6160741733877301	-0.6160741733877301	-0.6160741733877301	-0.6160741733877301	-0.6160741733877301	-0.6160741733877301	-0.6160741733877301	Flavonifractor_plautii_YL31	Mg-e0
Flavonifractor_plautii_YL31##Ca2+-e0##Microbe	-0.9241112603166473	-0.9241112603166473	-0.9241112603213855	-0.9241112603214832	-0.9241112603236502	-0.9241112603177811	-0.9241112603090738	-0.9241112603153195	-0.9241112603201145	-0.9241112603190803	-0.9241112603172192	-0.924111260318698	-0.9241112603175049	-0.9241112603247521	-0.9241112603134064	-0.9241112603134064	-0.9241112603203011	-0.9241112603205313	-0.924111260309446	-0.6160741734986604	-0.6160741735140814	-0.6160741735140814	-0.6160741735140814	-0.6160741735140814	-0.6160741735177183	-0.616074173485413	-0.6160741735017286	-0.6160741735184303	-0.6160741734609678	-0.6160741734609678	-0.6160741734609678	-0.6160741734609678	-0.6160741735538144	-0.6160741735403843	-0.6160741733813075	-0.6160741733813075	-0.6160741733813075	-0.6160741733813075	-0.6160741733813075	-0.6160741733813075	-0.6160741733813075	-0.6160741733813075	-0.6160741733813075	-0.6160741733813075	-0.6160741733813075	-0.6160741733813075	-0.6160741733813075	Flavonifractor_plautii_YL31	Ca2+-e0
Muribaculum_intestinale_YL27##L-Arginine-e0##Microbe	-36.57235834212699	-36.57235834214137	-36.57235834214137	-36.57235834214137	-36.57235834214137	-36.57235834214137	-36.57235834214137	-36.57235834214137	-36.57235834214137	-36.57235834214137	-36.57235834214137	-36.57235834214137	-36.57235834214137	-36.57235834252393	-36.57235834252393	-36.57235834205569	-36.57235834205569	-36.57235834193699	-36.57235834193699	-36.57235834193699	-36.57235834193699	-36.57235834199036	-36.572358341793326	-36.572358341815296	-36.572358341921586	-36.572358341921586	-36.572358341921586	-36.572358341921586	-36.572358341921586	-36.57235834151108	-36.57235834195166	-0.33069190031049595	-0.33069190031049595	-0.33069190031049595	-36.57235834213181	-36.57235834203215	-36.57235834215715	-36.57235834199852	-1.1798463549587381	-24.381572227741767	-24.381572227781266	-778.4254593429959	-1.0000000000000004	-0.9999999999999998	-0.999999999999999	-0.9999999999999997	-0.9999999999999997	Muribaculum_intestinale_YL27	L-Arginine-e0
Flavonifractor_plautii_YL31##PAN##Microbe	-1.0000000000037326	-1.0000000000037326	-0.9999999999854523	-0.9999999999853552	-0.9999999999888886	-0.9999999999809703	-0.9999999999880278	-0.9999999999758701	-0.9999999999835076	-0.9999999999650733	-0.9999999999716354	-0.9999999999786644	-0.9999999999770777	-0.9999999999973144	-0.9999999999707956	-0.9999999999707956	-0.9999999999849052	-0.9999999999852541	-0.9999999999622816	-0.6666666665857696	-0.6666666666228559	-0.6666666666228559	-0.6666666666228559	-0.6666666666228559	-0.6666666666441928	-0.6666666665677928	-0.6666666666328859	-0.6666666666527352	-0.6666666665506522	-0.6666666665506522	-0.6666666665506522	-0.6666666665506522	-0.6666666666347499	-0.6666666666647308	-0.6666666664734551	-0.6666666664734551	-0.6666666664734551	-0.6666666664734551	-0.6666666664734551	-0.6666666664734551	-0.6666666664734551	-0.6666666664734551	-0.6666666664734551	-0.6666666664734551	-0.6666666664734551	-0.6666666664734551	-0.6666666664734551	Flavonifractor_plautii_YL31	PAN
Flavonifractor_plautii_YL31##Fe2+-e0##Microbe	-1.924111260294019	-1.924111260294019	-1.9241112603742185	-1.924111260375364	-1.9241112603827741	-1.9241112603610475	-1.9241112603791606	-1.9241112603532575	-1.924111260373617	-1.9241112603662793	-1.924111260358338	-1.9241112603531336	-1.9241112603491684	-1.924111260357937	-1.9241112603468071	-1.9241112603468071	-1.924111260353772	-1.9241112603547414	-1.9241112603401231	-1.2827408401458604	-1.2827408401654474	-1.2827408401654474	-1.2827408401654474	-1.2827408401654474	-1.2827408401734022	-1.282740840125809	-1.282740840179977	-1.282740840139046	-1.2827408401190155	-1.2827408401190155	-1.2827408401190155	-1.2827408401190155	-1.282740840211625	-1.2827408402207998	-1.2827408403460863	-1.2827408403460863	-1.2827408403460863	-1.2827408403460863	-1.2827408403460863	-1.2827408403460863	-1.2827408403460863	-1.2827408403460863	-1.2827408403460863	-1.2827408403460863	-1.2827408403460863	-1.2827408403460863	-1.2827408403460863	Flavonifractor_plautii_YL31	Fe2+-e0
Flavonifractor_plautii_YL31##K+-e0##Microbe	-0.9241112603170083	-0.9241112603170083	-0.9241112603219273	-0.9241112603220568	-0.9241112603242432	-0.9241112603184547	-0.9241112603083212	-0.9241112603173129	-0.9241112603216622	-0.924111260321059	-0.9241112603187417	-0.924111260319944	-0.92411126031891	-0.9241112603255683	-0.9241112603148598	-0.9241112603148598	-0.9241112603217239	-0.9241112603219382	-0.9241112603106917	-0.6160741734990235	-0.6160741735153277	-0.6160741735153277	-0.6160741735153277	-0.6160741735153277	-0.6160741735196639	-0.6160741734850886	-0.6160741735039658	-0.6160741735204591	-0.6160741734620825	-0.6160741734620825	-0.6160741734620825	-0.6160741734620825	-0.6160741735290419	-0.6160741735532028	-0.6160741733837668	-0.6160741733837668	-0.6160741733837668	-0.6160741733837668	-0.6160741733837668	-0.6160741733837668	-0.6160741733837668	-0.6160741733837668	-0.6160741733837668	-0.6160741733837668	-0.6160741733837668	-0.6160741733837668	-0.6160741733837668	Flavonifractor_plautii_YL31	K+-e0
Muribaculum_intestinale_YL27##L-Proline##Microbe	-26.584324739669054	-26.584324739680348	-26.584324739680348	-26.584324739680348	-26.584324739680348	-26.584324739680348	-26.584324739680348	-26.584324739680348	-26.584324739680348	-26.584324739680348	-26.584324739680348	-26.584324739680348	-26.584324739680348	-26.58432473994837	-26.58432473994837	-26.584324739619163	-26.584324739619163	-26.58432473953636	-26.58432473953636	-26.58432473953636	-26.58432473953636	-26.5843247395752	-26.584324739435885	-26.584324739452406	-26.584324739525098	-26.584324739525098	-26.584324739525098	-26.584324739525098	-26.584324739525098	-26.584324739223383	-26.58432473954772	-0.2403788343205442	-0.2403788343205442	-0.2403788343205442	-26.584324739678134	-26.58432473960614	-26.58432473969672	-26.584324739580016	-0.85762636223057	-17.722883159534486	-17.722883159564898	-17.722883159605438	-17.722883159598812	-17.72288315939848	-17.722883159539226	-17.722883159275995	-17.722883159275995	Muribaculum_intestinale_YL27	L-Proline
Muribaculum_intestinale_YL27##H+-e0##Microbe	1674.394981320018	1847.7129465071566	1847.7129465071566	1847.7129465071566	1847.7129465071566	1847.7129465071566	1847.7129465071566	1847.7129465071566	1847.7129465071566	1847.7129465071566	1847.7129465071566	1847.7129465071566	1847.7129465071566	3813.682295405237	3813.682295405237	1876.7025196709444	1876.7025196709444	-2249.59683487818	-2249.59683487818	-2249.59683487818	-2249.59683487818	-3202.120391140364	-1062.9249227885039	-1794.1786846166206	-2182.0321136240627	-2182.0321136240627	-2182.0321136240627	-2182.0321136240627	-2182.0321136240627	-668.1536239109791	2477.0216418941277	0.5964704804612819	0.5964704804612819	0.5964704804612819	906.1821832481065	549.7362360137932	1020.8280254026839	895.3142067690787	26.14144842659416	920.4048549147853	-538.6874992351985	-2046.7752734664084	-491.92435478040204	-491.9243547751938	-491.92435477876563	-491.92435477206504	-491.92435477206504	Muribaculum_intestinale_YL27	H+-e0
Flavonifractor_plautii_YL31##Riboflavin##Microbe	-1.0000000000001557	-1.0000000000001557	-0.9999999999999793	-1.000000000000003	-1.0000000000000338	-1.0000000000000262	-0.9999999999997269	-1.0000000000000315	-0.999999999999942	-1.0000000000000453	-1.0000000000000728	-1.000000000000003	-1.000000000000016	-0.9999999999999656	-1.0000000000000195	-1.0000000000000195	-0.9999999999998023	-1.000000000000093	-0.9999999999999527	-0.6666666666278878	-0.6666666666301858	-0.6666666666301858	-0.6666666666301858	-0.6666666666301858	-0.6666666666214336	-0.6666666666223937	-0.6666666665887494	-0.6666666666061574	-0.6666666665697724	-0.6666666665697724	-0.6666666665697724	-0.6666666665697724	-0.6666666666649297	-0.6666666666664678	-0.6666666665203684	-0.6666666665203684	-0.6666666665203684	-0.6666666665203684	-0.6666666665203684	-0.6666666665203684	-0.6666666665203684	-0.6666666665203684	-0.6666666665203684	-0.6666666665203684	-0.6666666665203684	-0.6666666665203684	-0.6666666665203684	Flavonifractor_plautii_YL31	Riboflavin
Muribaculum_intestinale_YL27##Ca2+-e0##Microbe	-0.9241112603258484	-0.9241112603264786	-0.9241112603264786	-0.9241112603264786	-0.9241112603264786	-0.9241112603264786	-0.9241112603264786	-0.9241112603264786	-0.9241112603264786	-0.9241112603264786	-0.9241112603264786	-0.9241112603264786	-0.9241112603264786	-0.9241112603361828	-0.9241112603361828	-0.924111260323857	-0.924111260323857	-0.9241112603200146	-0.9241112603200146	-0.9241112603200146	-0.9241112603200146	-0.9241112603215198	-0.9241112603163337	-0.9241112603173085	-0.924111260319754	-0.924111260319754	-0.924111260319754	-0.924111260319754	-0.924111260319754	-0.9241112603093689	-0.9241112603232867	-0.008355931163002078	-0.008355931163002078	-0.008355931163002078	-0.9241112603247722	-0.924111260322414	-0.924111260325726	-0.9241112603211741	-0.029812387045752554	-0.6160741735413598	-0.6160741735419093	-0.6160741735432048	-0.6160741735434984	-0.6160741735366838	-0.6160741735412963	-0.6160741735325196	-0.6160741735325196	Muribaculum_intestinale_YL27	Ca2+-e0
Flavonifractor_plautii_YL31##L-Arginine-e0##Microbe	-34.57235834181966	-34.57235834181966	-34.572358342036985	-34.57235834204316	-34.572358342134365	-34.572358341895345	-34.572358341618695	-1378.5701748591325	-909.0677061736849	-1884.1719800222863	-1884.1719800190526	-1502.726893668551	-1502.7268936667338	-35.66836042850167	-1314.6424663231546	-1314.6424663231546	-1537.6632065057465	-1537.663206506079	-1191.8373777985928	-1621.930294038844	-1028.1639286311913	-1028.1639286311913	-1028.1639286311913	-1028.1639286311913	-0.9999999999999996	-1.000000000000001	-0.9999999999999981	-0.9999999999999983	-1.0000000000000013	-1.0000000000000013	-1.0000000000000013	-1.0000000000000013	-1.0000000000000016	-0.9999999999999993	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	Flavonifractor_plautii_YL31	L-Arginine-e0
Muribaculum_intestinale_YL27##Galactose-e0##Microbe	-6.9926970261449615	-6.992697026148843	-6.992697026148843	-6.992697026148843	-6.992697026148843	-6.992697026148843	-6.992697026148843	-6.992697026148843	-6.992697026148843	-6.992697026148843	-6.992697026148843	-6.992697026148843	-6.992697026148843	-6.992697026269738	-6.992697026269738	-6.9926970261077495	-6.9926970261077495	-6.99269702606741	-6.99269702606741	-6.99269702606741	-6.99269702606741	-6.9926970260766765	-6.992697026005833	-6.9926970260176695	-6.992697026062749	-6.992697026062749	-6.992697026062749	-6.992697026062749	-6.992697026062749	-6.9926970259639445	-1579.5803299325432	-0.0790360661953362	-0.0790360661953362	-0.0790360661953362	-8.740871282730081	-8.740871282708698	-126.51381862949746	-0.999999999999999	-0.9999999999999991	-1.0000000000000009	-0.9999999999999992	-1.0000000000000002	-1.0000000000000002	-1.0	-1.0000000000000009	-1.0000000000000007	-1.0000000000000007	Muribaculum_intestinale_YL27	Galactose-e0
