	0.0000-0.0000	0.0000-0.0020	0.0020-0.0084	0.0084-0.0085	0.0250-0.0330	0.0330-0.0331	0.0331-0.0333	0.0334-0.0336	0.0336-0.0339	0.0339-0.0462	0.0462-0.0463	0.0463-0.0484	0.0486-0.0486	0.0486-0.0487	0.0487-0.0488	0.0489-0.0493	0.0493-0.0494	0.0494-0.0496	0.0496-0.0496	0.0496-0.0748	0.0748-0.0751	0.0751-0.0752	0.1457-0.1475	0.1475-0.1476	0.1476-0.1477	0.1477-0.1479	0.1479-0.1540	0.1540-0.1540	0.1540-0.1687	0.1687-0.1691	0.1693-0.1693	0.1693-0.1794	0.1935-0.2068	0.2068-0.2074	0.2074-0.2835	0.3107-0.3217	0.3217-0.3448	0.3923-0.4390	0.4390-0.4390	0.4390-0.4965	0.4965-0.5260	0.5260-0.5585	0.5585-0.5585	0.5585-0.5665	0.5665-0.5665	0.5665-1.0530	1.0530-1.1083	1.1083-5.2447	5.2447-6.1540	6.1540-7.8481	7.8481-8.7234	8.7234-15.9502	15.9502-20.0000	Source	Target
Blautia_coccoides_YL58##L-Asparagine-e0##Microbe	-16.66100964667959	-16.66100964702954	-16.66100964702954	-16.66100964702954	-16.66100964702954	-16.66100964702954	-16.66100964702954	-16.66100964702954	-16.66100964702954	-16.66100964702954	-16.66100964702954	-16.661009646829132	-16.661009646829132	-16.661009646829132	-16.661009646829132	-16.661009646829132	-16.661009646829132	-16.661009646829132	-16.661009646829132	-16.661009646829132	-16.661009646829132	-16.661009646829132	-16.661009646829132	-16.661009646829132	-16.661009646829132	-16.661009646829132	-16.661009646829132	-16.661009646829132	-16.661009646829132	-16.661009646829132	-16.661009646829132	-16.661009646829132	-16.661009646829132	-16.661009646829132	-16.661009646829132	-16.661009646829132	-16.661009646829132	-16.661009646829132	-16.661009646829132	-16.661009646829132	-16.661009646829132	-16.661009646829132	-16.661009646829132	-16.661009646829132	-16.661009646829132	-16.661009646829132	-16.661009646829132	-16.661009646829132	-16.661009646829132	-16.661009646829132	-16.661009646829132	-16.661009646829132	-16.661009646829132	Blautia_coccoides_YL58	L-Asparagine-e0
Flavonifractor_plautii_YL31##Acetate-e0##Microbe	1534.9235605221047	1534.9235605221047	95.59383213995001	-92.98249372241644	487.91002813561346	-566.0105306138993	-797.0138530847632	-1368.2413492716094	-807.1801740552148	-756.0181507636137	-756.0181507625903	-756.0181507625903	393.945196606628	393.94519660673404	393.94519660690156	393.94519660651446	-22.979341417474142	370.71335558199485	369.7133555827365	369.71335558224416	-453.27137488363496	-427.6466158715048	1414.4571642005287	3761.500886068995	1442.8424907407464	3713.842027068822	6.925780331548699	2781.664810319394	2781.6648103182533	2781.6648103323214	-344.35833595228416	1379.3324051626628	1379.3324051665168	1379.3324051663321	1379.3324051661807	1379.332405165818	1379.3324051660506	-697.3993309584243	-701.3537263719978	-701.3537263725468	4032.3107307330256	-721.9638857273521	-2383.8464302752345	-2383.8464302748143	-2383.8464302797206	7649.329173572348	7644.410955703979	283.3300706171032	275.58409444158684	-30.79541734432754	-32.25754689475107	-1160.8940686418985	-1160.8940686445465	Flavonifractor_plautii_YL31	Acetate-e0
Blautia_coccoides_YL58##L-Tyrosine-e0##Microbe	-11.972744790766203	-11.972744791037739	-11.972744791037739	-11.972744791037739	-11.972744791037739	-11.972744791037739	-11.972744791037739	-11.972744791037739	-11.972744791037739	-11.972744791037739	-11.972744791037739	-11.972744790881901	-11.972744790881901	-11.972744790881901	-11.972744790881901	-11.972744790881901	-11.972744790881901	-11.972744790881901	-11.972744790881901	-11.972744790881901	-11.972744790881901	-11.972744790881901	-11.972744790881901	-11.972744790881901	-11.972744790881901	-11.972744790881901	-11.972744790881901	-11.972744790881901	-11.972744790881901	-11.972744790881901	-11.972744790881901	-11.972744790881901	-11.972744790881901	-11.972744790881901	-11.972744790881901	-11.972744790881901	-11.972744790881901	-11.972744790881901	-11.972744790881901	-11.972744790881901	-11.972744790881901	-11.972744790881901	-11.972744790881901	-11.972744790881901	-11.972744790881901	-11.972744790881901	-11.972744790881901	-11.972744790881901	-11.972744790881901	-11.972744790881901	-11.972744790881901	-11.972744790881901	-11.972744790881901	Blautia_coccoides_YL58	L-Tyrosine-e0
Flavonifractor_plautii_YL31##Sulfate-e0##Microbe	-0.9241112603194807	-0.9241112603194807	-0.9241112603207136	-0.9241112603205878	-0.924111260324003	-0.9241112603172755	-0.9241112603166456	-0.9241112603128686	-0.9241112603161181	-0.924111260316539	-0.9241112603162254	-0.9241112603162254	-0.9241112603245435	-0.9241112603251913	-0.924111260325595	-0.9241112603256316	-0.9241112603207985	-0.9241112603209886	-0.9241112603250538	-0.9241112603215476	-0.9241112603181464	-0.9241112603211973	-0.9241112603300873	-0.9241112603478076	-0.9241112603315114	-0.9241112603475043	-0.005926298368173238	-1.84822252062661	-1.8482225206240068	-1.8482225206374812	-0.9241112603195786	-0.924111260316158	-0.9241112603162397	-0.9241112603161059	-0.9241112603222176	-0.9241112603165291	-0.9241112603175571	-0.9241112603173173	-0.924111260312932	-0.9241112603147906	-0.9241112603202565	-0.9241112603085068	-0.924111260307408	-0.9241112603071786	-0.9241112603175828	-0.9241112603177586	-0.9241112603183319	-0.03411126248413763	-0.03411126248414402	-0.03411126248424621	-0.03411126248424472	-0.9241112603178637	-0.9241112603178665	Flavonifractor_plautii_YL31	Sulfate-e0
Blautia_coccoides_YL58##N-acetylneuraminate (as sialic residue)##Microbe	-1.0000000000000009	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	Blautia_coccoides_YL58	N-acetylneuraminate (as sialic residue)
Flavonifractor_plautii_YL31##Cl--e0##Microbe	-0.9241112603156585	-0.9241112603156585	-0.9241112603203426	-0.9241112603206489	-0.9241112603242914	-0.924111260316979	-0.9241112603166607	-0.924111260312287	-0.92411126031602	-0.9241112603163772	-0.9241112603153547	-0.9241112603153547	-0.924111260322978	-0.9241112603239099	-0.9241112603243161	-0.9241112603221908	-0.9241112603196342	-0.9241112603209709	-0.9241112603220069	-0.9241112603213023	-0.9241112603179646	-0.9241112603200088	-0.9241112603288327	-0.9241112603436695	-0.9241112603270374	-0.9241112603433606	-0.00592629836816456	-1.8482225206200558	-1.8482225206187164	-1.8482225206307195	-0.9241112603185351	-0.924111260312999	-0.9241112603179794	-0.9241112603178473	-0.9241112603154182	-0.9241112603176335	-0.9241112603179198	-0.9241112603183582	-0.9241112603125763	-0.9241112603131052	-0.9241112603243707	-0.9241112603165321	-0.9241112603155722	-0.9241112603153393	-0.9241112603170781	-0.9241112603202407	-0.924111260320799	-0.03411126248422848	-0.03411126248423538	-0.03411126248424187	-0.03411126248424075	-0.9241112603177344	-0.924111260317739	Flavonifractor_plautii_YL31	Cl--e0
Blautia_coccoides_YL58##fe3-e0##Microbe	-0.7060625360048208	-0.7060625360196311	-0.7060625360196311	-0.7060625360196311	-0.7060625360196311	-0.7060625360196311	-0.7060625360196311	-0.7060625360196311	-0.7060625360196311	-0.7060625360196311	-0.7060625360196311	-0.7060625360111393	-0.7060625360111393	-0.7060625360111393	-0.7060625360111393	-0.7060625360111393	-0.7060625360111393	-0.7060625360111393	-0.7060625360111393	-0.7060625360111393	-0.7060625360111393	-0.7060625360111393	-0.7060625360111393	-0.7060625360111393	-0.7060625360111393	-0.7060625360111393	-0.7060625360111393	-0.7060625360111393	-0.7060625360111393	-0.7060625360111393	-0.7060625360111393	-0.7060625360111393	-0.7060625360111393	-0.7060625360111393	-0.7060625360111393	-0.7060625360111393	-0.7060625360111393	-0.7060625360111393	-0.7060625360111393	-0.7060625360111393	-0.7060625360111393	-0.7060625360111393	-0.7060625360111393	-0.7060625360111393	-0.7060625360111393	-0.7060625360111393	-0.7060625360111393	-0.7060625360111393	-0.7060625360111393	-0.7060625360111393	-0.7060625360111393	-0.7060625360111393	-0.7060625360111393	Blautia_coccoides_YL58	fe3-e0
Blautia_coccoides_YL58##Mn2+-e0##Microbe	-0.7060625360031695	-0.7060625360179804	-0.7060625360179804	-0.7060625360179804	-0.7060625360179804	-0.7060625360179804	-0.7060625360179804	-0.7060625360179804	-0.7060625360179804	-0.7060625360179804	-0.7060625360179804	-0.7060625360094879	-0.7060625360094879	-0.7060625360094879	-0.7060625360094879	-0.7060625360094879	-0.7060625360094879	-0.7060625360094879	-0.7060625360094879	-0.7060625360094879	-0.7060625360094879	-0.7060625360094879	-0.7060625360094879	-0.7060625360094879	-0.7060625360094879	-0.7060625360094879	-0.7060625360094879	-0.7060625360094879	-0.7060625360094879	-0.7060625360094879	-0.7060625360094879	-0.7060625360094879	-0.7060625360094879	-0.7060625360094879	-0.7060625360094879	-0.7060625360094879	-0.7060625360094879	-0.7060625360094879	-0.7060625360094879	-0.7060625360094879	-0.7060625360094879	-0.7060625360094879	-0.7060625360094879	-0.7060625360094879	-0.7060625360094879	-0.7060625360094879	-0.7060625360094879	-0.7060625360094879	-0.7060625360094879	-0.7060625360094879	-0.7060625360094879	-0.7060625360094879	-0.7060625360094879	Blautia_coccoides_YL58	Mn2+-e0
PAN##Blautia_coccoides_YL58##Metabolite	96.7961465208817	96.79614652291203	96.79614652291203	96.79614652291203	96.79614652291203	96.79614652291203	96.79614652291203	96.79614652291203	96.79614652291203	96.79614652291203	96.79614652291203	96.79614652174774	96.79614652174774	96.79614652174774	96.79614652174774	96.79614652174774	96.79614652174774	96.79614652174774	96.79614652174774	96.79614652174774	96.79614652174774	96.79614652174774	96.79614652174774	96.79614652174774	96.79614652174774	96.79614652174774	96.79614652174774	96.79614652174774	96.79614652174774	96.79614652174774	96.79614652174774	96.79614652174774	96.79614652174774	96.79614652174774	96.79614652174774	96.79614652174774	96.79614652174774	96.79614652174774	96.79614652174774	96.79614652174774	96.79614652174774	96.79614652174774	96.79614652174774	96.79614652174774	96.79614652174774	96.79614652174774	96.79614652174774	96.79614652174774	96.79614652174774	96.79614652174774	96.79614652174774	96.79614652174774	96.79614652174774	PAN	Blautia_coccoides_YL58
Blautia_coccoides_YL58##XAN-e0##Microbe	13.165428977904543	13.165428978227382	13.165428978227382	13.165428978227382	13.165428978227382	13.165428978227382	13.165428978227382	13.165428978227382	13.165428978227382	13.165428978227382	13.165428978227382	13.165428978041707	13.165428978041707	13.165428978041707	13.165428978041707	13.165428978041707	13.165428978041707	13.165428978041707	13.165428978041707	13.165428978041707	13.165428978041707	13.165428978041707	13.165428978041707	13.165428978041707	13.165428978041707	13.165428978041707	13.165428978041707	13.165428978041707	13.165428978041707	13.165428978041707	13.165428978041707	13.165428978041707	13.165428978041707	13.165428978041707	13.165428978041707	13.165428978041707	13.165428978041707	13.165428978041707	13.165428978041707	13.165428978041707	13.165428978041707	13.165428978041707	13.165428978041707	13.165428978041707	13.165428978041707	13.165428978041707	13.165428978041707	13.165428978041707	13.165428978041707	13.165428978041707	13.165428978041707	13.165428978041707	13.165428978041707	Blautia_coccoides_YL58	XAN-e0
Blautia_coccoides_YL58##Acetate-e0##Microbe	1081.423891553396	1081.346553446737	1081.346553446737	1081.346553446737	1081.346553446737	1081.346553446737	1081.346553446737	1081.346553446737	1081.346553446737	1081.346553446737	1081.346553446737	1081.3465534337083	1081.3465534337083	1081.3465534337083	1081.3465534337083	1081.3465534337083	1081.3465534337083	1081.3465534337083	1081.3465534337083	1081.3465534337083	1081.3465534337083	1081.3465534337083	1081.3465534337083	1081.3465534337083	1081.3465534337083	1081.3465534337083	1081.3465534337083	1081.3465534337083	1081.3465534337083	1081.3465534337083	1081.3465534337083	1081.3465534337083	1081.3465534337083	1081.3465534337083	1081.3465534337083	1081.3465534337083	1081.3465534337083	1081.3465534337083	1081.3465534337083	1081.3465534337083	1081.3465534337083	1081.3465534337083	1081.3465534337083	1081.3465534337083	1081.3465534337083	1081.3465534337083	1081.3465534337083	1081.3465534337083	1081.3465534337083	1081.3465534337083	1081.3465534337083	1081.3465534337083	1081.7800066710756	Blautia_coccoides_YL58	Acetate-e0
Flavonifractor_plautii_YL31##D-Glucose-e0##Microbe	-8.74087128262537	-8.74087128262537	-8.740871282643688	-8.740871282643914	-8.740871282671655	-8.74087128261098	-8.740871282611367	-8.740871282581152	-8.740871282607523	-8.74087128261151	-8.740871282607719	-8.740871282607719	-8.740871282662214	-8.740871282692003	-8.740871282698826	-8.74087128265687	-8.740871282642475	-8.740871282639173	-8.740871282657093	-8.740871282644461	-8.74087128261772	-8.740871282643665	-8.74087128271412	-8.740871282833362	-2327.3992665449023	-56.399730281846644	0.631897215735632	-113.79946055975438	-113.79946055969685	-113.79946056025362	191.3418041654467	-54.89973027988442	-54.89973028017576	-54.899730280175504	-1627.3289886243697	-1039.365868061796	-1039.3658680619458	-0.9999999999999993	-0.9999999999999996	-1.0000000000000022	-1.0000000000000007	-1.0000000000000016	-1.0000000000000009	-1.0000000000000013	-1.0000000000000002	-1.0	-1.0	-1.0000000000000009	-0.9999999999999996	-1.0000000000000002	-0.9999999999999996	-1.0000000000000007	-1.000000000000002	Flavonifractor_plautii_YL31	D-Glucose-e0
Blautia_coccoides_YL58##Sulfate-e0##Microbe	-0.7060625360038417	-0.7060625360189472	-0.7060625360189472	-0.7060625360189472	-0.7060625360189472	-0.7060625360189472	-0.7060625360189472	-0.7060625360189472	-0.7060625360189472	-0.7060625360189472	-0.7060625360189472	-0.7060625360108436	-0.7060625360108436	-0.7060625360108436	-0.7060625360108436	-0.7060625360108436	-0.7060625360108436	-0.7060625360108436	-0.7060625360108436	-0.7060625360108436	-0.7060625360108436	-0.7060625360108436	-0.7060625360108436	-0.7060625360108436	-0.7060625360108436	-0.7060625360108436	-0.7060625360108436	-0.7060625360108436	-0.7060625360108436	-0.7060625360108436	-0.7060625360108436	-0.7060625360108436	-0.7060625360108436	-0.7060625360108436	-0.7060625360108436	-0.7060625360108436	-0.7060625360108436	-0.7060625360108436	-0.7060625360108436	-0.7060625360108436	-0.7060625360108436	-0.7060625360108436	-0.7060625360108436	-0.7060625360108436	-0.7060625360108436	-0.7060625360108436	-0.7060625360108436	-0.7060625360108436	-0.7060625360108436	-0.7060625360108436	-0.7060625360108436	-0.7060625360108436	-0.7060625360108436	Blautia_coccoides_YL58	Sulfate-e0
Blautia_coccoides_YL58##Cl--e0##Microbe	-0.7060625360041082	-0.7060625360189187	-0.7060625360189187	-0.7060625360189187	-0.7060625360189187	-0.7060625360189187	-0.7060625360189187	-0.7060625360189187	-0.7060625360189187	-0.7060625360189187	-0.7060625360189187	-0.706062536010426	-0.706062536010426	-0.706062536010426	-0.706062536010426	-0.706062536010426	-0.706062536010426	-0.706062536010426	-0.706062536010426	-0.706062536010426	-0.706062536010426	-0.706062536010426	-0.706062536010426	-0.706062536010426	-0.706062536010426	-0.706062536010426	-0.706062536010426	-0.706062536010426	-0.706062536010426	-0.706062536010426	-0.706062536010426	-0.706062536010426	-0.706062536010426	-0.706062536010426	-0.706062536010426	-0.706062536010426	-0.706062536010426	-0.706062536010426	-0.706062536010426	-0.706062536010426	-0.706062536010426	-0.706062536010426	-0.706062536010426	-0.706062536010426	-0.706062536010426	-0.706062536010426	-0.706062536010426	-0.706062536010426	-0.706062536010426	-0.706062536010426	-0.706062536010426	-0.706062536010426	-0.706062536010426	Blautia_coccoides_YL58	Cl--e0
