	0.0000-0.0000	0.0000-0.0020	0.0020-0.0084	0.0084-0.0085	0.0250-0.0330	0.0330-0.0331	0.0331-0.0333	0.0334-0.0336	0.0336-0.0339	0.0339-0.0462	0.0462-0.0463	0.0463-0.0484	0.0486-0.0486	0.0486-0.0487	0.0487-0.0488	0.0489-0.0493	0.0493-0.0494	0.0494-0.0496	0.0496-0.0496	0.0496-0.0748	0.0748-0.0751	0.0751-0.0752	0.1457-0.1475	0.1475-0.1476	0.1476-0.1477	0.1477-0.1479	0.1479-0.1540	0.1540-0.1540	0.1540-0.1687	0.1687-0.1691	0.1693-0.1693	0.1693-0.1794	0.1935-0.2068	0.2068-0.2074	0.2074-0.2835	0.3107-0.3217	0.3217-0.3448	0.3923-0.4390	0.4390-0.4390	0.4390-0.4965	0.4965-0.5260	0.5260-0.5585	0.5585-0.5585	0.5585-0.5665	0.5665-0.5665	0.5665-1.0530	1.0530-1.1083	1.1083-5.2447	5.2447-6.1540	6.1540-7.8481	7.8481-8.7234	8.7234-15.9502	15.9502-20.0000	Source	Target
Flavonifractor_plautii_YL31##L-Arginine-e0##Microbe##Spermidine-e0	0.9999999999999889	0.9999999999999889	1.0000000000003746	1.0000000000003124	1.00000000000004	1.0000000000000544	1.0000000000000422	1.0000000000000413	1.0000000000000453	1.0000000000000455	1.9999999999998554	1.9999999999998554	2.000000000025637	2.0000000000273372	2.000000000028196	2.0000000000236224	1.000000000010045	0.0	2.0000000000232947	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Flavonifractor_plautii_YL31	L-Arginine-e0
Flavonifractor_plautii_YL31##L-Arginine-e0##Microbe##Riboflavin	-36.572358341813235	-36.572358341813235	-36.57235834202459	-36.57235834203833	-36.57235834216906	-36.572358341906146	-36.57235834189415	-36.57235834174343	-36.57235834187275	-36.57235834188524	-1957.8424832871933	-1957.8424832871933	-1957.8424833021397	-1957.8424833035547	-1957.842483304413	-1957.8424833011204	-1541.417945273378	-1144.2252482746333	-1868.0611903343568	-1144.7252482752426	-1144.725248271802	-1170.3500072874665	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Flavonifractor_plautii_YL31	L-Arginine-e0
Flavonifractor_plautii_YL31##L-Glutamine-e0##Microbe##Folate-e0	1.0000000000000797	1.0000000000000797	1.0000000000012153	4.49999999999793	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.799999999966289	-3.000000000005207	1.9999999999996492	2.0000000000048797	2.0000000000059286	Flavonifractor_plautii_YL31	L-Glutamine-e0
Flavonifractor_plautii_YL31##L-Glutamine-e0##Microbe##Riboflavin	-41.64070266831488	-41.64070266831488	-41.6407026684865	46.64746026269201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	327.70170504101736	327.7017050413956	Flavonifractor_plautii_YL31	L-Glutamine-e0
Flavonifractor_plautii_YL31##L-Leucine-e0##Microbe##Riboflavin	-64.72644010485995	-64.72644010485995	-64.72644010520641	-64.72644010522843	-64.72644010545926	-64.72644010499566	-64.72644010497314	-64.72644010471008	-64.726440104937	-64.72644010495917	-64.72644010487613	-64.72644010487613	-64.72644010537871	-64.72644010539923	-64.72644010542788	-64.72644010534792	-64.72644010518286	-64.72644010521881	-64.7264401053323	-64.72644010524982	-64.72644010504655	-64.72644010519578	-64.72644010592191	-64.72644010691613	-64.72644010575648	-64.72644010689375	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-64.72644010505559	-64.7264401052634	Flavonifractor_plautii_YL31	L-Leucine-e0
Flavonifractor_plautii_YL31##Putrescine-e0##Microbe##Putrescine-e0	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000004	-1.0000000000000002	-0.9999999999999997	-1.0000000000000007	-1.000000000000002	-0.9999999999999994	-1.0000000000000009	-0.9999999999999996	-0.9999999999999996	-0.9999999999999988	-0.9999999999999991	-1.0	-0.9999999999999997	-1.0000000000000004	-1.0000000000000007	-1.0	-0.9999999999999996	-1.0000000000000016	-1.0000000000000024	-1.0000000000000007	-1.0000000000000013	-0.9999999999999982	-0.999999999999998	-0.9999999999999984	-0.9999999999996096	-0.9999999999996172	-1.0000000000001013	-0.9999999999999662	-1.0000000000000258	-1.000000000000061	-0.9999999999998719	-0.9999999999998792	-1.000000000000677	-1.000000000000021	-0.999999999998181	-1.000000000000137	-1.0000000000001126	-0.999999999999264	-0.99999999999956	-0.9999999999996447	-0.9999999999999991	-1.0000000000000888	-0.9999999999995511	-0.999999999999747	-0.9999999999999998	-1.0000000000000009	-1.0000000000000004	-1.0000000000000002	-0.9999999999999994	0.0	Flavonifractor_plautii_YL31	Putrescine-e0
Flavonifractor_plautii_YL31##L-Histidine-e0##Microbe##Riboflavin	-11.393282031189598	-11.393282031189598	-11.393282031249274	-11.393282031253017	-11.393282031293834	-11.393282031212019	-11.393282031208097	-11.393282031161256	-11.39328203120146	-11.39328203120538	-11.393282031192124	-11.393282031192124	-11.393282031278819	-11.393282031287429	-11.393282031292367	-11.393282031272692	-11.393282031245056	-11.393282031251452	-11.393282031270061	-11.393282031256902	-11.393282031221759	-11.393282031247585	-11.39328203137402	-11.393282031544887	-11.393282031343643	-11.393282031541155	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-11.393282031222292	-11.393282031222325	Flavonifractor_plautii_YL31	L-Histidine-e0
Flavonifractor_plautii_YL31##L-Proline-e0##Microbe##Riboflavin	-26.584324739440067	-26.584324739440067	-26.584324739583394	-26.58432473959254	-26.58432473968692	-26.58432473949765	-26.584324739488316	-26.58432473938092	-26.584324739473477	-26.584324739482664	-26.584324739450565	-26.584324739450565	-26.584324739654516	-26.58432473966575	-26.584324739677484	-26.58432473964007	-26.584324739573063	-26.584324739593786	-26.584324739640497	-26.584324739606764	-26.584324739525396	-386.495311108705	-46.1184247247195	-46.11842472539772	-46.11842472460063	-46.11842472538331	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-437.375269767264	-437.3752697674865	Flavonifractor_plautii_YL31	L-Proline-e0
Flavonifractor_plautii_YL31##Co2+-e0##Microbe##Riboflavin	-0.9241112603190819	-0.9241112603190819	-0.9241112603219547	-0.9241112603219442	-0.9241112603245366	-0.9241112603191547	-0.9241112603189394	-0.9241112603150932	-0.9241112603184396	-0.9241112603187552	-0.9241112603173123	-0.9241112603173123	-0.9241112603237107	-0.9241112603235561	-0.9241112603239019	-0.9241112603236941	-0.9241112603213233	-0.9241112603216364	-0.9241112603234648	-0.9241112603221349	-0.92411126032055	-0.924111260321937	-0.9241112603312938	-0.924111260344151	-0.9241112603309313	-0.9241112603438572	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.9241112603211212	-0.9241112603211388	Flavonifractor_plautii_YL31	Co2+-e0
Flavonifractor_plautii_YL31##L-Valine-e0##Microbe##Riboflavin	-50.889993072637765	-50.889993072637765	-50.88999307290616	-50.88999307292337	-50.889993073101365	-50.889993072742634	-50.889993072725716	-50.88999307252015	-50.8899930726961	-50.8899930727144	-50.88999307265408	-50.88999307265408	-50.88999307303791	-50.88999307308463	-50.889993073107	-50.88999307300791	-50.889993072883314	-50.88999307291267	-50.88999307299577	-50.889993072936896	-50.88999307278373	-50.889993072898086	-50.8899930734634	-50.88999307421824	-50.889993073332285	-50.88999307420207	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-50.88999307279018	-50.88999307258331	Flavonifractor_plautii_YL31	L-Valine-e0
Flavonifractor_plautii_YL31##L-Threonine-e0##Microbe##Riboflavin	-37.09933646743834	-37.09933646743834	-37.099336467651725	-37.09933646766652	-37.09933646779484	-37.09933646753877	-37.099336467525525	-37.09933646737729	-37.09933646750175	-37.099336467514085	-37.099336467465285	-37.099336467465285	-37.099336467722814	-37.09933646779314	-37.099336467808435	-37.099336467707694	-37.09933646762347	-831.4847304666888	-104.64878841035592	-827.984730467199	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Flavonifractor_plautii_YL31	L-Threonine-e0
Flavonifractor_plautii_YL31##Spermidine-e0##Microbe##Spermidine-e0	-1.0000000000000004	-1.0000000000000004	-0.9999999999999991	-1.0000000000000007	-1.0000000000000007	-1.0000000000000004	-0.9999999999999991	-0.9999999999999991	-0.9999999999999991	-1.0000000000000007	-1.0000000000000004	-1.0000000000000004	-1.0	-1.0000000000000007	-0.9999999999999999	-1.0000000000000018	-1.0000000000000009	-0.9999999999999992	-0.9999999999999993	-0.9999999999999994	-0.9999999999999997	-1.0000000000000004	-1.0000000000000009	-1.0000000000000002	-1.0000000000000004	-1.0000000000000018	-1.0000000000000013	-1.000000000000105	-1.000000000000046	-1.0000000000000862	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Flavonifractor_plautii_YL31	Spermidine-e0
Flavonifractor_plautii_YL31##L-Isoleucine-e0##Microbe##Riboflavin	-34.93939822897944	-34.93939822897944	-34.939398229166514	-34.939398229178295	-34.9393982293009	-34.93939822905471	-34.939398229042425	-34.9393982289016	-34.939398229023084	-34.93939822903525	-34.939398228992026	-34.939398228992026	-34.939398229253754	-34.939398229274104	-34.939398229284194	-34.939398229241135	-34.93939822915379	-34.939398229173534	-34.93939822923281	-34.93939822918994	-34.93939822908477	-34.93939822916312	-34.9393982295528	-34.93939823007214	-34.93939822946237	-34.93939823006439	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-34.939398229086905	-34.93939822908922	Flavonifractor_plautii_YL31	L-Isoleucine-e0
Flavonifractor_plautii_YL31##fe3-e0##Microbe##Riboflavin	-0.9241112603171603	-0.9241112603171603	-0.9241112603211302	-0.9241112603213506	-0.9241112603247839	-0.9241112603179488	-0.9241112603175641	-0.9241112603135132	-0.9241112603169531	-0.9241112603172513	-0.9241112603161529	-0.9241112603161529	-0.9241112603229361	-0.924111260325084	-0.9241112603254857	-0.9241112603228857	-0.9241112603207187	-0.9241112603213578	-0.9241112603226926	-0.9241112603218624	-0.9241112603188179	-0.9241112603207818	-0.9241112603299609	-0.924111260343612	-0.9241112603276089	-0.9241112603433136	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.9241112603189083	-0.9241112603189126	Flavonifractor_plautii_YL31	fe3-e0
Flavonifractor_plautii_YL31##H+-e0##Microbe##Putrescine-e0	1.0882352941186721	1.0882352941186721	0.9999999999998086	0.9999999999996625	1.499999999998492	1.1666666666667411	1.0000000000004226	0.5000000000058491	1.125000000000244	0.9999999999992998	0.9999999999997387	0.9999999999997387	0.999999999999649	0.999999999998317	0.9999999999984736	0.9999999999995505	0.9999999999997876	0.9999999999999594	0.9999999999996912	0.9999999999999512	0.9999999999999609	0.9999999999998038	1.0000000000006077	1.000000000000591	1.0000000000005649	1.000000000000649	0.9999999999999315	2333.6921871649997	2333.692187163913	2333.6921871765453	-1650.1723639522756	2309.69218716983	2309.6921871780096	2309.692187177738	5459.2173705322	1277.657169444495	1277.6571694448523	-814.0745666800981	-818.0289620934522	-818.0289620942774	3936.635495010441	-837.139121448228	-1388.4069181542623	-1388.406918154054	-1388.406918157132	1967.3849497957624	1931.5574246855701	1.3999999999989023	1.399999999998904	0.9999999999996863	0.9999999999996682	0.9999999999996003	0.0	Flavonifractor_plautii_YL31	H+-e0
Flavonifractor_plautii_YL31##H+-e0##Microbe##Spermidine-e0	0.7647058823533582	0.7647058823533582	5.000000000002013	3.5000000000042126	4.000000000000736	4.000000000000939	4.0000000000007665	4.000000000001046	4.000000000000994	4.000000000000956	4.0000000000004885	4.0000000000004885	4.000000000009201	8.00000000005343	8.000000000055193	4.0000000000102816	3.0000000000028937	2.000000000000359	4.000000000009508	2.000000000000269	2.0000000000003304	3.000000000003215	1.999999999967261	1.9999999999080391	1.999999999978357	1.9999999999072973	5.989196393967146	2334.6921871650147	2334.6921871639333	2334.69218717655	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Flavonifractor_plautii_YL31	H+-e0
Flavonifractor_plautii_YL31##H+-e0##Microbe##Folate-e0	-6.617647058823698	-6.617647058823698	9.000000000007233	-1.4999999999878197	0.9999999999972525	-0.33333333332738757	-1.9999999999905687	-8.999999999912419	-0.24999999999278666	-2.0000000000004987	-2.0000000000025886	-2.0000000000025886	-2.00000000001116	-13.000000000079787	-13.000000000089173	-2.0000000000133307	0.5000000000000451	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.3999999999898094	4.000000000011081	1.5000000000023905	1.4999999999888438	1.4999999999823719	Flavonifractor_plautii_YL31	H+-e0
Flavonifractor_plautii_YL31##H+-e0##Microbe##Riboflavin	1974.9995659919878	1974.9995659919878	-211.70090893582673	-476.56539772948867	-190.1191368020355	-540.092656382591	-692.4282046964441	-988.4747531009631	-597.7167708035439	-646.8787940956274	-646.8787940947158	-646.8787940947158	-646.8787940997784	-3833.317379059886	-3833.317379061571	-774.9662034160317	-358.5416653910145	38.651031608314966	-686.1849104495069	37.151031608336666	37.151031608305296	-348.38471377388225	2332.6921872114576	2332.6921872462885	2332.692187205365	2332.692187245516	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-846.1643805749118	-845.1643805767853	Flavonifractor_plautii_YL31	H+-e0
Flavonifractor_plautii_YL31##H+-e0##Microbe##Puryvate	-0.9411764705869946	-0.9411764705869946	4.0000000000020055	-0.49999999999724387	-0.49999999999948735	-0.16666666666960026	0.0	0.49999999998905753	-0.12500000000335393	0.0	0.0	0.0	0.0	3.0000000000070277	3.0000000000088107	0.0	-0.5000000000007027	-0.9999999999998171	0.0	-0.999999999999894	-0.9999999999998608	-0.5000000000004736	-1.0000000000036255	-1.0000000000184295	-1.0000000000009703	-1.0000000000184233	-0.002700901508269564	-0.9999999999959999	-0.999999999995372	-1.0000000000019955	1.0000000000024842	-0.9999999999992258	-1.0000000000010485	-1.0000000000010847	-1.6666666666681003	-0.9999999999981027	-1.0000000000006355	0.0	0.0	0.0	-1.5000000000039406	0.0	0.4999999999993182	0.49999999999949296	0.500000000000258	-0.39999999999899255	-0.39999999999906255	-0.39999999999916014	-0.3999999999992223	0.0	0.0	0.0	0.0	Flavonifractor_plautii_YL31	H+-e0
Flavonifractor_plautii_YL31##Uracil-e0##Microbe##Folate-e0	1.0000000000002112	1.0000000000002112	1.0000000000012526	1.0000000000010971	0.9999999999991511	1.6666666666657115	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.5000000000012017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Flavonifractor_plautii_YL31	Uracil-e0
Flavonifractor_plautii_YL31##Uracil-e0##Microbe##Riboflavin	-43.06160133095803	-43.06160133095803	-43.0616013311039	-43.061601331109955	-43.061601331265706	131.92515846011955	-20.410389853977843	-20.410389853894685	-20.410389853965906	-20.410389853974333	-20.41038985395866	-20.41038985395866	-20.410389854123686	-20.410389854124343	-20.410389854134692	-20.41038985410828	-436.8349278770574	-39.64223087767923	-39.64223087774696	-39.64223087769833	-39.64223087758596	-39.64223087767323	-39.6422308781053	-39.6422308786962	-39.64223087800463	-39.64223087868242	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-39.64223087759438	-39.64223087732927	Flavonifractor_plautii_YL31	Uracil-e0
