	0.0000-0.0000	0.0000-7.5087	7.5087-7.5089	7.5089-7.5090	7.5090-10.1299	10.1299-10.8394	10.8394-12.3440	12.3440-12.6989	12.6989-13.4896	13.4896-15.8940	16.1627-16.1627	16.1627-16.1826	16.1826-16.3803	16.3803-16.3804	16.3804-16.4159	16.4159-16.4159	16.4185-16.4185	16.4185-16.6485	16.6485-20.0000	Source	Target
Blautia_coccoides_YL58##N-acetylneuraminate (as sialic residue)##Microbe	-0.9999999999999996	-1.0000000000000002	-0.9999999999999997	-1.0000000000000018	-0.9999999999999997	-0.9999999999999997	-0.9999999999999997	-1.0	-1.0	-1.0000000000000007	-0.9999999999999993	-1.0000000000000002	-0.9999999999999998	-1.0000000000000004	-1.0000000000000007	-1.0000000000000002	-1.0000000000000013	-0.9999999999999997	-0.9999999999999994	Blautia_coccoides_YL58	N-acetylneuraminate (as sialic residue)
Enterococcus_faecalis_KB1##L-Isoleucine-e0##Microbe	-38.57060811461231	-38.57060811461231	-38.57060811461231	-38.57060811461231	-38.57060811461231	-38.570608112405765	-38.57060811240415	-38.57060811240415	-38.57060811240415	-38.57060811240415	-38.57060811240415	-38.57060811240415	-38.57060811240415	-38.57060811240415	-38.57060811240415	-38.57060811240415	-38.57060811240415	-38.57060811240415	-38.57060811240415	Enterococcus_faecalis_KB1	L-Isoleucine-e0
Blautia_coccoides_YL58##fe3-e0##Microbe	-0.706062536015663	-0.7060625360041918	-0.05096956425895577	-0.05024475869677025	-0.7060625359704801	-0.7060625359704801	-0.7060625359704801	-0.7060625359703397	-0.7060625359699733	-0.7060625359708114	-0.7060625359704404	-0.7060625359719696	-0.7060625359652527	-0.7060625359719437	-0.706062535972383	-0.7060625359707718	-0.7060625359706382	-0.7060625359709499	-0.7060625359709662	Blautia_coccoides_YL58	fe3-e0
Blautia_coccoides_YL58##Mn2+-e0##Microbe	-0.7060625360140118	-0.7060625360025412	-0.050969564258841804	-0.050244758696657836	-0.7060625359688253	-0.7060625359688253	-0.7060625359688253	-0.7060625359686857	-0.7060625359682815	-0.706062535969121	-0.7060625359686599	-0.70606253597005	-0.7060625359626134	-0.7060625359702104	-0.7060625359706046	-0.7060625359692156	-0.70606253596891	-0.7060625359693444	-0.706062535969364	Blautia_coccoides_YL58	Mn2+-e0
PAN##Blautia_coccoides_YL58##Metabolite	96.79614652236809	96.79614652079547	0.017504256577548283	-0.08957321370463667	96.79614651617436	96.79614651617436	96.79614651617436	96.79614651615516	96.79614651609887	96.79614651620834	96.79614651615755	96.79614651632477	96.79614651554263	96.79614651635416	96.796146516394	96.79614651620997	96.79614651617443	96.79614651622171	96.79614651622407	PAN	Blautia_coccoides_YL58
Enterococcus_faecalis_KB1##Mg-e0##Microbe	-0.7060625360123312	-0.7060625360123312	-0.7060625360123312	-0.7060625360123312	-0.7060625360123312	-0.7060625359718742	-0.7060625359718965	-0.7060625359718965	-0.7060625359718965	-0.7060625359718965	-0.7060625359718965	-0.7060625359718965	-0.7060625359718965	-0.7060625359718965	-0.7060625359718965	-0.7060625359718965	-0.7060625359718965	-0.7060625359718965	-0.7060625359718965	Enterococcus_faecalis_KB1	Mg-e0
Enterococcus_faecalis_KB1##Ca2+-e0##Microbe	-0.7060625360122799	-0.7060625360122799	-0.7060625360122799	-0.7060625360122799	-0.7060625360122799	-0.7060625359720011	-0.7060625359716292	-0.7060625359716292	-0.7060625359716292	-0.7060625359716292	-0.7060625359716292	-0.7060625359716292	-0.7060625359716292	-0.7060625359716292	-0.7060625359716292	-0.7060625359716292	-0.7060625359716292	-0.7060625359716292	-0.7060625359716292	Enterococcus_faecalis_KB1	Ca2+-e0
Enterococcus_faecalis_KB1##H2-e0##Microbe	2325.8394367212036	2325.8394367212036	2325.8394367212036	2325.8394367212036	2325.8394367212036	2326.339436592277	2314.3716206272784	2314.3716206272784	2314.3716206272784	2314.3716206272784	2324.871620627254	2324.871620627254	2324.871620627254	2324.871620627254	2324.871620627254	2324.871620627254	2324.871620627254	2324.871620627254	2324.871620627254	Enterococcus_faecalis_KB1	H2-e0
Enterococcus_faecalis_KB1##O2-e0##Microbe	-0.17651563400088283	-0.17651563400088283	-0.17651563400088283	-0.17651563400088283	-0.17651563400088283	-0.1765156339914024	-0.1765156339912097	-0.1765156339912097	-0.1765156339912097	-0.1765156339912097	-0.1765156339912097	-0.1765156339912097	-0.1765156339912097	-0.1765156339912097	-0.1765156339912097	-0.1765156339912097	-0.1765156339912097	-0.1765156339912097	-0.1765156339912097	Enterococcus_faecalis_KB1	O2-e0
Enterococcus_faecalis_KB1##PAN##Microbe	-1.000000000057351	-1.000000000057351	-1.000000000057351	-1.000000000057351	-1.000000000057351	-1.0000000000001008	-0.9999999999998562	-0.9999999999998562	-0.9999999999998562	-0.9999999999998562	-0.9999999999998562	-0.9999999999998562	-0.9999999999998562	-0.9999999999998562	-0.9999999999998562	-0.9999999999998562	-0.9999999999998562	-0.9999999999998562	-0.9999999999998562	Enterococcus_faecalis_KB1	PAN
Enterococcus_faecalis_KB1##CO2-e0##Microbe	2362.2659640858515	2362.2659640858515	2362.2659640858515	2362.2659640858515	2362.2659640858515	2365.7659639544254	2353.7981479894243	2353.7981479894243	2353.7981479894243	2353.7981479894243	2367.298147989399	2367.298147989399	2367.298147989399	2367.298147989399	2367.298147989399	2367.298147989399	2367.298147989399	2367.298147989399	2367.298147989399	Enterococcus_faecalis_KB1	CO2-e0
Enterococcus_faecalis_KB1##Fe2+-e0##Microbe	-2.4121250720797804	-2.4121250720797804	-2.4121250720797804	-2.4121250720797804	-2.4121250720797804	-2.412125071941917	-2.412125071941992	-2.412125071941992	-2.412125071941992	-2.412125071941992	-2.412125071941992	-2.412125071941992	-2.412125071941992	-2.412125071941992	-2.412125071941992	-2.412125071941992	-2.412125071941992	-2.412125071941992	-2.412125071941992	Enterococcus_faecalis_KB1	Fe2+-e0
Enterococcus_faecalis_KB1##L-Methionine-e0##Microbe	-13.748894122160918	-13.748894122160918	-13.748894122160918	-13.748894122160918	-13.748894122160918	-14.748894121325138	-14.74889412132474	-14.74889412132474	-14.74889412132474	-14.74889412132474	-14.74889412132474	-14.74889412132474	-14.74889412132474	-14.74889412132474	-14.74889412132474	-14.74889412132474	-14.74889412132474	-14.74889412132474	-14.74889412132474	Enterococcus_faecalis_KB1	L-Methionine-e0
Enterococcus_faecalis_KB1##K+-e0##Microbe	-0.7060625360003897	-0.7060625360003897	-0.7060625360003897	-0.7060625360003897	-0.7060625360003897	-0.7060625358573541	-0.7060625358276675	-0.7060625358276675	-0.7060625358276675	-0.7060625358276675	-0.7060625358276675	-0.7060625358276675	-0.7060625358276675	-0.7060625358276675	-0.7060625358276675	-0.7060625358276675	-0.7060625358276675	-0.7060625358276675	-0.7060625358276675	Enterococcus_faecalis_KB1	K+-e0
Blautia_coccoides_YL58##Acetate-e0##Microbe	1081.4238915698413	1080.535402343928	77.57962055944436	76.92889383040122	1082.528391637744	1082.961844875153	1082.961844875153	1082.13696443823	1067.0113306193252	1031.9491361090911	1067.9852008371047	411.69930074171685	1426.0258327357658	1098.0606162073666	724.2802078018874	1110.7828743010095	950.2129353483583	993.1477716937923	993.1477716938076	Blautia_coccoides_YL58	Acetate-e0
Blautia_coccoides_YL58##Sulfate-e0##Microbe	-0.7060625360144781	-0.7060625360035236	-0.050969564258895275	-0.05024475869673928	-0.7060625359705208	-0.7060625359705208	-0.7060625359705208	-0.7060625359697026	-0.7060625359698922	-0.7060625359702509	-0.7060625359702022	-0.706062535971554	-0.7060625359492791	-0.7060625359721882	-0.7060625359722733	-0.706062535971286	-0.7060625359714656	-0.7060625359715191	-0.7060625359716899	Blautia_coccoides_YL58	Sulfate-e0
Blautia_coccoides_YL58##Cl--e0##Microbe	-0.7060625360149506	-0.7060625360034805	-0.05096956425891036	-0.05024475869672552	-0.7060625359697789	-0.7060625359697789	-0.7060625359697789	-0.7060625359696381	-0.7060625359691513	-0.7060625359700181	-0.706062535969543	-0.7060625359706397	-0.7060625359635715	-0.7060625359711655	-0.7060625359712379	-0.7060625359701487	-0.706062535969816	-0.7060625359702143	-0.7060625359702316	Blautia_coccoides_YL58	Cl--e0
Blautia_coccoides_YL58##Cu2+-e0##Microbe	-0.7060625360149883	-0.7060625360035813	-0.050969564258900375	-0.05024475869671512	-0.7060625359696887	-0.7060625359696887	-0.7060625359696887	-0.7060625359696127	-0.7060625359691732	-0.7060625359699093	-0.7060625359697278	-0.7060625359708464	-0.7060625359665453	-0.7060625359710777	-0.7060625359713872	-0.7060625359698167	-0.7060625359696695	-0.7060625359698216	-0.7060625359695031	Blautia_coccoides_YL58	Cu2+-e0
Blautia_coccoides_YL58##D-Glucose-e0##Microbe	-787.3402551989416	-787.0812623805214	-52.313369305865024	-51.508939141138434	-784.114952620049	-784.2372547783217	-784.2372547783217	-783.6873344870193	-806.1999057510345	-746.4460249649211	-786.6557561496887	-668.2781437810225	-1006.3869877746304	-746.9775084633116	-725.6887378050106	-779.9192751370999	-768.5699416267523	-716.6349470804313	-716.6349470804468	Blautia_coccoides_YL58	D-Glucose-e0
Enterococcus_faecalis_KB1##L-Arginine-e0##Microbe	-20.723747384941902	-20.723747384941902	-20.723747384941902	-20.723747384941902	-20.723747384941902	-21.723747383662925	-21.723747383663117	-21.723747383663117	-21.723747383663117	-21.723747383663117	-21.723747383663117	-21.723747383663117	-21.723747383663117	-21.723747383663117	-21.723747383663117	-21.723747383663117	-21.723747383663117	-21.723747383663117	-21.723747383663117	Enterococcus_faecalis_KB1	L-Arginine-e0
Enterococcus_faecalis_KB1##L-Histidine-e0##Microbe	-9.204977705465097	-9.204977705465097	-9.204977705465097	-9.204977705465097	-9.204977705465097	-9.20497770493843	-9.204977704938136	-9.204977704938136	-9.204977704938136	-9.204977704938136	-9.204977704938136	-9.204977704938136	-9.204977704938136	-9.204977704938136	-9.204977704938136	-9.204977704938136	-9.204977704938136	-9.204977704938136	-9.204977704938136	Enterococcus_faecalis_KB1	L-Histidine-e0
Enterococcus_faecalis_KB1##L-Cysteine-e0##Microbe	-6.397459505364516	-6.397459505364516	-6.397459505364516	-6.397459505364516	-6.397459505364516	-6.3974595049482526	-6.397459504947788	-6.397459504947788	-6.397459504947788	-6.397459504947788	-7.397459504947933	-7.397459504947933	-7.397459504947933	-7.397459504947933	-7.397459504947933	-7.397459504947933	-7.397459504947933	-7.397459504947933	-7.397459504947933	Enterococcus_faecalis_KB1	L-Cysteine-e0
Enterococcus_faecalis_KB1##Spermidine-e0##Microbe	-0.9999999999999999	-0.9999999999999999	-0.9999999999999999	-0.9999999999999999	-0.9999999999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Enterococcus_faecalis_KB1	Spermidine-e0
Blautia_coccoides_YL58##Mg-e0##Microbe	-0.7060625360149582	-0.7060625360034891	-0.05096956425890743	-0.05024475869672215	-0.7060625359697753	-0.7060625359697753	-0.7060625359697753	-0.7060625359696344	-0.7060625359692638	-0.7060625359700854	-0.7060625359696187	-0.7060625359710982	-0.7060625359649257	-0.7060625359711352	-0.7060625359715991	-0.7060625359700479	-0.7060625359698365	-0.7060625359701892	-0.7060625359701856	Blautia_coccoides_YL58	Mg-e0
Blautia_coccoides_YL58##Ca2+-e0##Microbe	-0.7060625360155195	-0.7060625360040843	-0.05096956425894199	-0.05024475869676015	-0.70606253597022	-0.70606253597022	-0.70606253597022	-0.7060625359700788	-0.7060625359697734	-0.7060625359704468	-0.7060625359701329	-0.7060625359714832	-0.7060625359687325	-0.7060625359715721	-0.7060625359718543	-0.7060625359704065	-0.7060625359702043	-0.7060625359704317	-0.7060625359704434	Blautia_coccoides_YL58	Ca2+-e0
Enterococcus_faecalis_KB1##H+-e0##Microbe	1063.9972370513462	1063.9972370513462	1063.9972370513462	1063.9972370513462	1063.9972370513462	1060.2472369929144	1054.263329010513	1054.263329010513	1054.263329010513	1054.263329010513	1064.5133290105061	1064.5133290105061	1064.5133290105061	1064.5133290105061	1064.5133290105061	1064.5133290105061	1064.5133290105061	1064.5133290105061	1064.5133290105061	Enterococcus_faecalis_KB1	H+-e0
Enterococcus_faecalis_KB1##L-Leucine-e0##Microbe	-47.2232871577698	-47.2232871577698	-47.2232871577698	-47.2232871577698	-47.2232871577698	-47.22328715491951	-47.223287154891075	-47.223287154891075	-47.223287154891075	-47.223287154891075	-47.223287154891075	-47.223287154891075	-47.223287154891075	-47.223287154891075	-47.223287154891075	-47.223287154891075	-47.223287154891075	-47.223287154891075	-47.223287154891075	Enterococcus_faecalis_KB1	L-Leucine-e0
Blautia_coccoides_YL58##PAN##Microbe	-0.9999999999999871	-0.9999999999998495	-0.9999999999999993	-1.0	-1.0000000000001334	-1.0000000000001334	-1.0000000000001334	-1.0000000000000393	-0.9999999999999263	-1.0000000000001283	-1.000000000000007	-0.9999999999999435	-1.000000000000617	-1.0000000000004539	-1.0000000000003488	-0.9999999999999502	-1.000000000000053	-0.9999999999997808	-0.9999999999997665	Blautia_coccoides_YL58	PAN
Blautia_coccoides_YL58##CO2-e0##Microbe	1447.8766099952995	1447.617617166171	90.1049664633371	88.48302140154931	1457.5362152327207	1460.1585173909923	1460.1585173909923	1459.60859709958	1384.3321869332528	1264.8244253607716	1539.5507852472276	1783.706350996667	1783.7063509820969	1587.112993438908	1503.0081010192694	1480.5290706937976	1498.6601108600375	1201.7022695918479	1201.7022695918977	Blautia_coccoides_YL58	CO2-e0
Blautia_coccoides_YL58##Fe2+-e0##Microbe	-1.7060625360717143	-1.7060625360439805	-0.12315802018446599	-0.12140666877788295	-1.7060625359623989	-1.7060625359623989	-1.7060625359623989	-1.7060625359622295	-1.7060625359615507	-1.706062535963162	-1.7060625359622148	-1.7060625359652044	-1.7060625359524482	-1.7060625359652932	-1.7060625359663442	-1.7060625359634025	-1.7060625359628356	-1.7060625359634096	-1.7060625359633812	Blautia_coccoides_YL58	Fe2+-e0
Blautia_coccoides_YL58##K+-e0##Microbe	-0.7060625359984367	-0.7060625359859246	-0.07494215468365592	0.23507237976963827	-0.7060625359380663	-0.7060625359380663	-0.7060625359380663	-0.7060625359385544	-0.7060625359357992	-0.706062535935712	-75.1327903906681	-0.7060625359723738	-0.7060625360372695	-15.024698533578956	-0.7060625359710071	34.328696937841876	-21.204230874524207	-0.706062535970675	-0.7060625359710865	Blautia_coccoides_YL58	K+-e0
Blautia_coccoides_YL58##L-Methionine-e0##Microbe	-14.248894122203776	-14.248894121972233	-1.0286056652702307	-1.013978522222743	-14.248894121292237	-14.248894121292237	-14.248894121292237	-14.248894121289416	-14.248894121280987	-14.24889412129685	-14.248894121289352	-14.248894121314988	-14.248894121245085	-14.248894121317523	-14.24889412132158	-14.24889412129441	-14.248894121288217	-14.248894121296928	-14.248894121296855	Blautia_coccoides_YL58	L-Methionine-e0
Enterococcus_faecalis_KB1##H2O-e0##Microbe	-197.3527813399168	-197.3527813399168	-197.3527813399168	-197.3527813399168	-197.3527813399168	-197.60278133072913	-210.76737889236398	-210.76737889236398	-210.76737889236398	-210.76737889236398	-203.01737889237398	-203.01737889237398	-203.01737889237398	-203.01737889237398	-203.01737889237398	-203.01737889237398	-203.01737889237398	-203.01737889237398	-203.01737889237398	Enterococcus_faecalis_KB1	H2O-e0
Blautia_coccoides_YL58##L-Alanine-e0##Microbe	-53.03444007608874	-53.034440075226414	-3.424111026310551	-3.6871597641720024	-53.034440072692206	-53.034440072692206	-53.034440072692206	-53.034440072683026	-53.034440072652345	-53.0344400727163	-53.050042230166184	-53.03444007278889	-53.03444007242033	-184.1411607758763	-333.73269005144317	-53.92020536517336	-47.32328228731282	-51.53444007272272	-51.53444007272474	Blautia_coccoides_YL58	L-Alanine-e0
Blautia_coccoides_YL58##L-Threonine-e0##Microbe	-58.55795728320196	-58.557957282248154	-4.0929566546712906	-4.155945202006745	-58.557957279450115	-58.557957279450115	-58.557957279450115	-58.557957279439705	-58.55795727940466	-58.557957279470955	-61.11990096659638	-58.55795727954208	-58.557957279050775	-67.42380305065514	-58.557957279585224	-59.3748494860457	-55.44834176707602	-58.55795727948195	-58.557957279483695	Blautia_coccoides_YL58	L-Threonine-e0
Enterococcus_faecalis_KB1##L-Lysine-e0##Microbe	-36.35966193658258	-36.35966193658258	-36.35966193658258	-36.35966193658258	-36.35966193658258	-36.359661934495605	-36.359661934494156	-36.359661934494156	-36.359661934494156	-36.359661934494156	-36.359661934494156	-36.359661934494156	-36.359661934494156	-36.359661934494156	-36.359661934494156	-36.359661934494156	-36.359661934494156	-36.359661934494156	-36.359661934494156	Enterococcus_faecalis_KB1	L-Lysine-e0
Enterococcus_faecalis_KB1##Niacin##Microbe	-1.0000000000654259	-1.0000000000654259	-1.0000000000654259	-1.0000000000654259	-1.0000000000654259	-0.9999999999554341	-0.9999999999448876	-0.9999999999448876	-0.9999999999448876	-0.9999999999448876	-0.9999999999448876	-0.9999999999448876	-0.9999999999448876	-0.9999999999448876	-0.9999999999448876	-0.9999999999448876	-0.9999999999448876	-0.9999999999448876	-0.9999999999448876	Enterococcus_faecalis_KB1	Niacin
Blautia_coccoides_YL58##Riboflavin##Microbe	-1.0000000000000009	-0.9999999999999992	-1.0000000000000009	-0.9999999999999991	-1.0000000000000009	-1.0000000000000009	-1.0000000000000009	-0.9999999999999994	-1.0000000000000004	-1.0	-0.9999999999999999	-0.9999999999999998	-1.0	-0.9999999999999993	-0.9999999999999997	-1.0000000000000002	-1.0000000000000004	-0.9999999999999986	-0.9999999999905534	Blautia_coccoides_YL58	Riboflavin
Blautia_coccoides_YL58##L-Arginine-e0##Microbe	-21.72374738503477	-21.72374738466754	-0.6956041379351259	-0.678495373721286	-21.723747383583795	-22.72374738358375	-22.72374738358375	-22.723747383579745	-22.723747383570046	-22.723747383594997	20.669592095403612	-22.723747383602618	-22.723747383357566	13.978849451092575	-22.723747383619173	-31.39727060890394	-45.24096791029984	-21.72374738357559	-21.723747383576658	Blautia_coccoides_YL58	L-Arginine-e0
Enterococcus_faecalis_KB1##Zn2+-e0##Microbe	-0.7060625360102238	-0.7060625360102238	-0.7060625360102238	-0.7060625360102238	-0.7060625360102238	-0.7060625359699394	-0.7060625359698681	-0.7060625359698681	-0.7060625359698681	-0.7060625359698681	-0.7060625359698681	-0.7060625359698681	-0.7060625359698681	-0.7060625359698681	-0.7060625359698681	-0.7060625359698681	-0.7060625359698681	-0.7060625359698681	-0.7060625359698681	Enterococcus_faecalis_KB1	Zn2+-e0
Blautia_coccoides_YL58##L-Histidine-e0##Microbe	-9.204977705495539	-9.204977705345481	-0.48153392997363764	-0.5580183182706175	-9.204977704899802	-9.204977704899802	-9.204977704899802	-9.204977704897546	-9.20497770489166	-9.204977704902703	-23.979196990571324	-9.204977704920454	-9.204977704862447	-8.148024514029627	-9.204977704925374	-26.601819722447363	-23.441686207010573	-9.204977704906744	-9.204977704907467	Blautia_coccoides_YL58	L-Histidine-e0
Blautia_coccoides_YL58##L-Cysteine-e0##Microbe	-6.397459505385251	-6.39745950526502	0.4659888205647156	0.4735826518785714	-6.397459504911757	-6.397459504911757	-6.397459504911757	-6.397459504910504	-6.397459504904922	-6.3974595049135745	-7.397459504911965	-7.397459504921827	-7.397459504856663	-7.397459504924831	-7.397459504924709	-7.3974595049153	-7.397459504915137	-7.3974595049138685	-7.397459504914645	Blautia_coccoides_YL58	L-Cysteine-e0
Enterococcus_faecalis_KB1##Putrescine-e0##Microbe	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-0.9999999999999994	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	Enterococcus_faecalis_KB1	Putrescine-e0
Blautia_coccoides_YL58##Spermidine-e0##Microbe	-0.9999999999999987	-0.9999999999999988	-1.0000000000000004	-1.0	-1.0000000000000007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Blautia_coccoides_YL58	Spermidine-e0
Blautia_coccoides_YL58##H+-e0##Microbe	892.6815237059302	892.5340416772012	62.35054113317066	62.67635200278306	878.6758133981198	875.7315687938025	875.7315687938025	874.35676806576	979.5326869413582	1028.9160594936711	876.8928762179723	292.86099512912836	1307.18752712392	917.4540382654687	605.441902189227	828.4161358108988	613.6213485285492	1021.1854864320899	1021.185486432123	Blautia_coccoides_YL58	H+-e0
Enterococcus_faecalis_KB1##L-Valine-e0##Microbe	-34.564691283999665	-34.564691283999665	-34.564691283999665	-34.564691283999665	-34.564691283999665	-34.56469128212146	-34.564691282142014	-34.564691282142014	-34.564691282142014	-34.564691282142014	-34.564691282142014	-34.564691282142014	-34.564691282142014	-34.564691282142014	-34.564691282142014	-34.564691282142014	-34.564691282142014	-34.564691282142014	-34.564691282142014	Enterococcus_faecalis_KB1	L-Valine-e0
Enterococcus_faecalis_KB1##L-Glutamate-e0##Microbe	-19.852516679338237	-19.852516679338237	-19.852516679338237	-19.852516679338237	-19.852516679338237	-19.85251667866138	-39.001022222627206	-39.001022222627206	-39.001022222627206	-39.001022222627206	-37.00102222262886	-37.00102222262886	-37.00102222262886	-37.00102222262886	-37.00102222262886	-37.00102222262886	-37.00102222262886	-37.00102222262886	-37.00102222262886	Enterococcus_faecalis_KB1	L-Glutamate-e0
Blautia_coccoides_YL58##O2-e0##Microbe	-0.9999999999999998	-0.5000000000253044	-0.09905507205331261	-0.08125830402000953	-0.5000000000045015	-0.5000000000045015	-0.5000000000045015	-0.5000000000043483	-0.5000000000053055	-0.5000000000051465	14.769500561455473	-0.5000000000006859	-0.49999999997795597	-2.2010571387781828	-0.5000000000016371	-6.9444990775591195	8.679532634632908	-0.49999999999888767	-0.4999999999987137	Blautia_coccoides_YL58	O2-e0
Enterococcus_faecalis_KB1##Thiamin-e0##Microbe	-0.999999999999998	-0.999999999999998	-0.999999999999998	-0.999999999999998	-0.999999999999998	-1.0000000000000002	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Enterococcus_faecalis_KB1	Thiamin-e0
Riboflavin-e0##Enterococcus_faecalis_KB1##Metabolite	96.79614652206305	96.79614652206305	96.79614652206305	96.79614652206305	96.79614652206305	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin-e0	Enterococcus_faecalis_KB1
Blautia_coccoides_YL58##L-Lysine-e0##Microbe	-36.35966193670362	-36.35966193611283	-2.66288606768092	-2.6158059642355913	-36.359661934379055	-36.359661934379055	-36.359661934379055	-36.35966193437207	-36.359661934350875	-120.80522899703519	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-145.87602035077882	-145.87602035077703	Blautia_coccoides_YL58	L-Lysine-e0
