	0.0000-0.0000	0.0000-0.0005	0.0005-0.0006	0.0006-0.0007	0.0007-0.0009	0.0009-0.0009	0.0009-0.0010	0.0010-0.0012	0.0014-0.0015	0.0015-0.0020	0.0020-0.0022	0.0022-0.0029	0.0029-0.0032	0.0032-0.0032	0.0033-0.0035	0.0035-0.0040	0.0040-0.0050	0.0050-0.0053	0.0053-0.0057	0.0058-0.0066	0.0069-0.0082	0.0083-0.0084	0.0084-0.0085	0.0085-0.0091	0.0091-0.0097	0.0097-0.0105	0.0105-0.0112	0.0117-0.0120	0.0120-0.0120	0.0120-0.0121	0.0121-0.0121	0.0121-0.0128	0.0128-0.0128	0.0131-0.0253	0.0253-20.0000	Source	Target
Turicimonas_muris_YL45##Clostridium_innocuum_I46##PAN	-126.68907412290007	-126.68907412290007	-126.68907412290007	-126.68907412290007	-126.68907412290007	-126.68907412290007	-126.68907412548829	-126.68907412548829	-126.6890741233993	-126.6890741233993	-126.6890741233993	-126.6890741233993	-126.68907412866749	-126.68907411822562	-126.6890741233901	-126.6890741233901	-126.68907413103489	-126.68907412973675	-126.68907412949703	-126.68907412949703	-126.68907412949703	-126.68907412949703	-126.68907412949703	-126.68907412949703	-126.68907412949703	-126.68907412949703	-126.68907412392271	-126.68907412392271	-126.68907412392271	-126.68907412392271	-126.68907412392271	-126.68907412392271	-126.68907412392271	-126.68907412392271	-126.68907412392501	Turicimonas_muris_YL45	Clostridium_innocuum_I46
Acutalibacter_muris_KB1##Bacteroides_caecimuris_I48##PAN	-253.37814823458766	-253.37814823458766	-253.37814823458766	-253.37814823458766	-253.37814823458766	-253.37814823458766	-253.37814823458766	-253.37814823458766	-253.37814823464964	-253.37814823464964	-253.37814823464964	-253.37814823464964	-253.37814823464964	-253.37814823464964	-253.37814823464964	-253.37814823464964	-253.37814823464964	-253.37814823464964	-253.37814823464964	-253.37814823464964	-253.37814823464964	-253.37814823464964	-253.37814823464964	-253.37814823464964	-253.37814823464964	-253.37814823464964	-253.37814823464964	-253.37814823464964	-253.37814823464964	-253.37814823464964	-253.37814823464964	-253.37814823464964	-253.37814823464964	-253.37814823464964	-253.37814823464964	Acutalibacter_muris_KB1	Bacteroides_caecimuris_I48
Akkermansia_muciniphilaYL44##Bacteroides_caecimuris_I48##PAN	-126.68907411597264	-126.68907411597264	-126.68907411597264	-126.68907411597264	-126.68907411597264	-126.68907411597264	-126.68907411597264	-126.68907411597264	-126.68907411600364	-126.68907411600364	-126.68907411600364	-126.68907411600364	-126.68907411600364	-126.68907411600364	-126.68907411600364	-126.68907411600364	-126.68907411600364	-126.68907411600364	-126.68907411600364	-126.68907411600364	-126.68907411052734	-126.6890741119696	-126.6890741119696	-126.6890741119696	-126.68907411875445	-126.68907411875445	-126.68907411875445	-126.68907411875445	-126.68907411875445	-126.68907411875445	-126.68907411875445	-126.68907411875445	-126.68907411875445	-126.68907411801425	-126.68907411801425	Akkermansia_muciniphilaYL44	Bacteroides_caecimuris_I48
Bifidobacterium_animalis_YL2##Bacteroides_caecimuris_I48##PAN	-126.68907411758978	-126.68907411758978	-126.68907411758978	-126.68907411758978	-126.68907411758978	-126.68907411758978	-126.68907411758978	-126.68907411758978	-126.68907411762078	-126.68907411762078	-126.68907411762078	-126.68907411762078	-126.68907411762078	-126.68907411762078	-126.68907411762078	-126.68907411762078	-126.68907411762078	-126.68907411762078	-126.68907411762078	-126.68907411762078	-126.68907411762078	-126.68907411762078	-126.68907411762078	-126.68907411762078	-126.68907411762078	-126.68907411762078	-126.68907411762078	-126.68907411762078	-126.68907411762078	-126.68907411762078	-126.68907411762078	-126.68907411762078	-126.68907411762078	-126.68907411762078	-126.68907411762078	Bifidobacterium_animalis_YL2	Bacteroides_caecimuris_I48
Blautia_coccoides_YL58##Bacteroides_caecimuris_I48##PAN	-126.68907411726099	-126.68907411726168	-126.68907411726168	-126.68907411726168	-126.68907411726168	-126.68907411726168	-126.68907411726168	-126.68907411726168	-126.68907411729268	-126.68907411729268	-126.68907411729268	-126.68907411729268	-126.68907411729268	-126.68907411729268	-126.68907411729268	-126.68907411729268	-126.68907411729268	-126.68907411729268	-126.68907411729268	-126.68907411729268	-126.68907411729268	-126.68907411729268	-126.68907411729268	-126.68907411729268	-126.68907411729268	-126.68907411729268	-126.68907411729268	-126.68907411729268	-126.68907411729268	-126.68907411729268	-126.68907411729268	-126.68907411729268	-126.68907411729268	-126.68907411729268	-126.68907411729268	Blautia_coccoides_YL58	Bacteroides_caecimuris_I48
Clostridium_innocuum_I46##Bacteroides_caecimuris_I48##PAN	-126.6890741172787	-126.6890741172787	-126.6890741172787	-126.6890741172787	-126.6890741172787	-126.6890741172787	-126.68907411722999	-126.68907411722999	-126.68907411731067	-126.68907411731067	-126.68907411731067	-126.68907411731067	-126.6890741173171	-126.68907411722124	-126.68907411731666	-126.68907411731666	-126.68907411725348	-126.6890741173209	-126.68907411731495	-126.68907411731495	-126.68907411731495	-126.68907411731495	-126.68907411731495	-126.68907411731495	-126.68907411731495	-126.68907411731495	-126.68907411731314	-126.68907411731314	-126.68907411731314	-126.68907411731314	-126.68907411731314	-126.68907411731314	-126.68907411731314	-126.68907411731314	-126.68907411731942	Clostridium_innocuum_I46	Bacteroides_caecimuris_I48
Enterocloster_clostridioformis_YL32##Bacteroides_caecimuris_I48##PAN	-126.68907411724834	-126.68907411724834	-126.68907411724834	-126.68907411724834	-126.68907411724834	-126.68907411724834	-126.68907411724834	-126.68907411724834	-126.68907411727933	-126.68907411727933	-126.68907411727933	-126.68907411727933	-126.68907411727933	-126.68907411727933	-126.68907411727933	-126.68907411727933	-126.68907411727933	-126.68907411727933	-126.68907411727933	-126.68907411727933	-126.68907411727933	-126.68907411727933	-126.68907411727933	-126.68907411727933	-126.68907411727933	-126.68907411727933	-126.68907411727933	-126.68907411727933	-126.68907411727933	-126.68907411727933	-126.68907411727933	-126.68907411727933	-126.68907411727933	-126.68907411727933	-126.68907411729774	Enterocloster_clostridioformis_YL32	Bacteroides_caecimuris_I48
Enterococcus_faecalis_KB1##Bacteroides_caecimuris_I48##PAN	-126.68907412368932	-126.68907412368932	-126.68907412368932	-126.68907412368932	-126.68907415067913	-126.68907406882306	-126.68907406882306	-126.68907409431166	-126.68907409434266	-126.68907409434266	-126.68907409434266	-126.68907409434266	-126.68907409434266	-126.68907409434266	-126.68907409434266	-126.68907407366697	-126.68907407366697	-126.68907407366697	-126.68907407366697	-126.68907407366697	-126.68907344356957	-126.68907344356957	-126.68907344356957	-126.68907344356957	-126.68907344356957	-126.68907344356957	-126.68907344356957	-126.68907344356957	-126.68907344356957	-126.68907344356957	-126.68907344356957	-126.68907344356957	-126.68907344356957	-126.68907344356957	24358.99930965952	Enterococcus_faecalis_KB1	Bacteroides_caecimuris_I48
Flavonifractor_plautii_YL31##Bacteroides_caecimuris_I48##PAN	-126.68907411768683	-126.68907411768683	-126.68907411768683	-126.68907411768683	-126.68907411768683	-126.68907411768683	-126.68907411768683	-126.68907411768683	-126.68907411771782	-126.68907411773111	-126.68907411447599	-126.68907411447599	-126.68907411447599	-126.68907411447599	-126.68907411447599	-126.68907411447599	-126.68907411447599	-126.68907411447599	-126.68907411447599	-126.68907411447599	-126.68907411447599	-126.68907411447599	-126.68907411419099	-126.68907411412242	-126.68907411412242	-126.68907411412242	-126.68907411412242	-126.68907411412242	-126.68907411412242	-126.68907411412242	-126.68907411412242	-126.68907411412242	-126.68907411412242	-126.68907411412242	-126.68907411415735	Flavonifractor_plautii_YL31	Bacteroides_caecimuris_I48
Limosilactobacillus_reuteri_I49##Bacteroides_caecimuris_I48##PAN	-126.68907411725124	-126.68907411725124	-126.68907411725124	-126.68907411723235	-126.68907411723235	-126.68907411723235	-126.68907411723235	-126.68907411723235	-126.68907411726335	-126.68907411726335	-126.68907411726335	-126.68907411723448	-126.68907411723448	-126.68907411723448	-126.68907411723448	-126.68907411723448	-126.68907411723448	-126.68907411723448	-126.68907411723448	-126.68907411735547	-126.68907411735547	-126.68907411735547	-126.68907411735547	-126.68907411735547	-126.6890741172487	-126.68907411728091	-126.68907411728091	-126.68907411732279	-126.68907411726602	-126.68907411728594	-126.6890741173088	-126.68907411731682	-126.68907411731145	-126.68907411730572	-126.68907411730572	Limosilactobacillus_reuteri_I49	Bacteroides_caecimuris_I48
Muribaculum_intestinale_YL27##Bacteroides_caecimuris_I48##PAN	-126.68907411727477	-126.68907411726879	-126.68907411721392	-126.68907411721392	-126.68907411721392	-126.68907411721392	-126.68907411721392	-126.68907411721392	-126.68907411724491	-126.68907411724491	-126.68907411724491	-126.68907411724491	-126.68907411724491	-126.68907411724491	-126.68907411724491	-126.68907411724491	-126.68907411724491	-126.68907411724491	-126.68907411724491	-126.68907411724491	-126.68907411724491	-126.68907411724491	-126.68907411724491	-126.68907411724491	-126.68907411724491	-126.68907411724491	-126.68907411724491	-126.68907411724491	-126.68907411724491	-126.68907411724491	-126.68907411724491	-126.68907411724491	-126.68907411724491	-126.68907411724491	-126.68907411724491	Muribaculum_intestinale_YL27	Bacteroides_caecimuris_I48
Turicimonas_muris_YL45##Bacteroides_caecimuris_I48##PAN	-126.68907412329806	-126.68907412329806	-126.68907412329806	-126.68907412329806	-126.68907412329806	-126.68907412329806	-126.68907412329806	-126.68907412329806	-126.68907412332905	-126.68907412332905	-126.68907412332905	-126.68907412332905	-126.68907412332905	-126.68907412332905	-126.68907412332905	-126.68907412332905	-126.68907412332905	-126.68907412332905	-126.68907412332905	-126.68907412332905	-126.68907412332905	-126.68907412332905	-126.68907412332905	-126.68907412332905	-126.68907412332905	-126.68907412332905	-126.68907412332905	-126.68907412332905	-126.68907412332905	-126.68907412332905	-126.68907412332905	-126.68907412332905	-126.68907412332905	-126.68907412332905	-126.68907412332905	Turicimonas_muris_YL45	Bacteroides_caecimuris_I48
Acutalibacter_muris_KB1##Limosilactobacillus_reuteri_I49##PAN	-193.59229303439673	-193.59229303439673	-193.59229303439673	-193.5922930342931	-193.5922930342931	-193.5922930342931	-193.5922930342931	-193.5922930342931	-193.5922930342931	-193.5922930342931	-193.5922930342931	-193.5922930341873	-193.5922930341873	-193.5922930341873	-193.5922930341873	-193.5922930341873	-193.5922930341873	-193.5922930341873	-193.5922930341873	-193.59229303597445	-193.59229303597445	-193.59229303597445	-193.59229303597445	-193.59229303597445	-193.59229303465747	-193.5922930335181	-193.5922930335181	-193.5922930346291	-193.592293036321	-193.59229303548904	-193.5922930346335	-193.59229303448967	-193.5922930344868	-193.59229303421355	-193.59229303421355	Acutalibacter_muris_KB1	Limosilactobacillus_reuteri_I49
Akkermansia_muciniphilaYL44##Limosilactobacillus_reuteri_I49##PAN	-96.79614651618893	-96.79614651618893	-96.79614651618893	-96.79614651613711	-96.79614651613711	-96.79614651613711	-96.79614651613711	-96.79614651613711	-96.79614651613711	-96.79614651613711	-96.79614651613711	-96.7961465160842	-96.7961465160842	-96.7961465160842	-96.7961465160842	-96.7961465160842	-96.7961465160842	-96.7961465160842	-96.7961465160842	-96.79614651697779	-96.79614651279365	-96.79614651389561	-96.79614651389561	-96.79614651389561	-96.79614651842104	-96.79614651785135	-96.79614651785135	-96.79614651840686	-96.7961465192528	-96.79614651883682	-96.79614651840906	-96.79614651833714	-96.7961465183357	-96.79614651763353	-96.79614651763353	Akkermansia_muciniphilaYL44	Limosilactobacillus_reuteri_I49
Bacteroides_caecimuris_I48##Limosilactobacillus_reuteri_I49##PAN	-96.79614651720378	-96.79614651720378	-96.79614651720378	-96.79614651715197	-96.79614651715197	-96.79614651715197	-96.79614651715197	-96.79614651715197	-96.79614651713415	-96.79614651713415	-96.79614651713415	-96.79614651708124	-96.79614651708124	-96.79614651708124	-96.79614651708124	-96.79614651708124	-96.79614651708124	-96.79614651708124	-96.79614651708124	-96.79614651797482	-96.79614651797482	-96.79614651797482	-96.79614651797482	-96.79614651797482	-96.79614651731633	-96.79614651674665	-96.79614651674665	-96.79614651730215	-96.79614651814809	-96.79614651773211	-96.79614651730435	-96.79614651723243	-96.796146517231	-96.79614651709437	-96.79614651709437	Bacteroides_caecimuris_I48	Limosilactobacillus_reuteri_I49
Bifidobacterium_animalis_YL2##Limosilactobacillus_reuteri_I49##PAN	-96.79614651742449	-96.79614651742449	-96.79614651742449	-96.79614651737268	-96.79614651737268	-96.79614651737268	-96.79614651737268	-96.79614651737268	-96.79614651737268	-96.79614651737268	-96.79614651737268	-96.79614651731977	-96.79614651731977	-96.79614651731977	-96.79614651731977	-96.79614651731977	-96.79614651731977	-96.79614651731977	-96.79614651731977	-96.79614651821335	-96.79614651821335	-96.79614651821335	-96.79614651821335	-96.79614651821335	-96.79614651755486	-96.79614651698517	-96.79614651698517	-96.79614651754068	-96.79614651838662	-96.79614651797064	-96.79614651754288	-96.79614651747096	-96.79614651746952	-96.7961465173329	-96.7961465173329	Bifidobacterium_animalis_YL2	Limosilactobacillus_reuteri_I49
Blautia_coccoides_YL58##Limosilactobacillus_reuteri_I49##PAN	-96.79614651717328	-96.79614651717381	-96.79614651717381	-96.796146517122	-96.796146517122	-96.796146517122	-96.796146517122	-96.796146517122	-96.796146517122	-96.796146517122	-96.796146517122	-96.79614651706909	-96.79614651706909	-96.79614651706909	-96.79614651706909	-96.79614651706909	-96.79614651706909	-96.79614651706909	-96.79614651706909	-96.79614651796267	-96.79614651796267	-96.79614651796267	-96.79614651796267	-96.79614651796267	-96.79614651730418	-96.7961465167345	-96.7961465167345	-96.79614651729	-96.79614651813594	-96.79614651771996	-96.7961465172922	-96.79614651722028	-96.79614651721884	-96.79614651708222	-96.79614651708222	Blautia_coccoides_YL58	Limosilactobacillus_reuteri_I49
Clostridium_innocuum_I46##Limosilactobacillus_reuteri_I49##PAN	-96.7961465171868	-96.7961465171868	-96.7961465171868	-96.79614651713499	-96.79614651713499	-96.79614651713499	-96.79614651709778	-96.79614651709778	-96.79614651713574	-96.79614651713574	-96.79614651713574	-96.79614651708283	-96.79614651708776	-96.7961465170145	-96.79614651708741	-96.79614651708741	-96.79614651703913	-96.79614651709066	-96.7961465170861	-96.79614651797968	-96.79614651797968	-96.79614651797968	-96.79614651797968	-96.79614651797968	-96.79614651732119	-96.7961465167515	-96.79614651675013	-96.79614651730563	-96.79614651815157	-96.7961465177356	-96.79614651730783	-96.79614651723591	-96.79614651723448	-96.79614651709785	-96.79614651710266	Clostridium_innocuum_I46	Limosilactobacillus_reuteri_I49
Enterocloster_clostridioformis_YL32##Limosilactobacillus_reuteri_I49##PAN	-96.7961465171636	-96.7961465171636	-96.7961465171636	-96.7961465171118	-96.7961465171118	-96.7961465171118	-96.7961465171118	-96.7961465171118	-96.7961465171118	-96.7961465171118	-96.7961465171118	-96.79614651705889	-96.79614651705889	-96.79614651705889	-96.79614651705889	-96.79614651705889	-96.79614651705889	-96.79614651705889	-96.79614651705889	-96.79614651795247	-96.79614651795247	-96.79614651795247	-96.79614651795247	-96.79614651795247	-96.79614651729398	-96.79614651672429	-96.79614651672429	-96.7961465172798	-96.79614651812574	-96.79614651770976	-96.796146517282	-96.79614651721008	-96.79614651720864	-96.79614651707202	-96.79614651708609	Enterocloster_clostridioformis_YL32	Limosilactobacillus_reuteri_I49
Enterococcus_faecalis_KB1##Limosilactobacillus_reuteri_I49##PAN	-96.79614652208481	-96.79614652208481	-96.79614652208481	-96.796146522033	-96.79614654265443	-96.79614648011271	-96.79614648011271	-96.79614649958715	-96.79614649958715	-96.79614649958715	-96.79614649958715	-96.79614649953425	-96.79614649953425	-96.79614649953425	-96.79614649953425	-96.79614648373709	-96.79614648373709	-96.79614648373709	-96.79614648373709	-96.79614648463067	-96.79614600320794	-96.79614600320794	-96.79614600320794	-96.79614600320794	-96.79614600254945	-96.79614600197976	-96.79614600197976	-96.79614600253527	-96.79614600338121	-96.79614600296523	-96.79614600253747	-96.79614600246555	-96.79614600246411	-96.79614600232749	18611.370259161657	Enterococcus_faecalis_KB1	Limosilactobacillus_reuteri_I49
Flavonifractor_plautii_YL31##Limosilactobacillus_reuteri_I49##PAN	-96.79614651749864	-96.79614651749864	-96.79614651749864	-96.79614651744683	-96.79614651744683	-96.79614651744683	-96.79614651744683	-96.79614651744683	-96.79614651744683	-96.79614651745698	-96.79614651496992	-96.79614651491701	-96.79614651491701	-96.79614651491701	-96.79614651491701	-96.79614651491701	-96.79614651491701	-96.79614651491701	-96.79614651491701	-96.79614651581059	-96.79614651581059	-96.79614651581059	-96.79614651559284	-96.79614651554046	-96.79614651488197	-96.79614651431228	-96.79614651431228	-96.79614651486779	-96.79614651571373	-96.79614651529775	-96.79614651486999	-96.79614651479807	-96.79614651479663	-96.79614651466001	-96.79614651468668	Flavonifractor_plautii_YL31	Limosilactobacillus_reuteri_I49
Muribaculum_intestinale_YL27##Limosilactobacillus_reuteri_I49##PAN	-96.79614651718381	-96.79614651717924	-96.79614651713732	-96.7961465170855	-96.7961465170855	-96.7961465170855	-96.7961465170855	-96.7961465170855	-96.7961465170855	-96.7961465170855	-96.7961465170855	-96.7961465170326	-96.7961465170326	-96.7961465170326	-96.7961465170326	-96.7961465170326	-96.7961465170326	-96.7961465170326	-96.7961465170326	-96.79614651792618	-96.79614651792618	-96.79614651792618	-96.79614651792618	-96.79614651792618	-96.79614651726769	-96.796146516698	-96.796146516698	-96.7961465172535	-96.79614651809945	-96.79614651768347	-96.7961465172557	-96.79614651718379	-96.79614651718235	-96.79614651704573	-96.79614651704573	Muribaculum_intestinale_YL27	Limosilactobacillus_reuteri_I49
Turicimonas_muris_YL45##Limosilactobacillus_reuteri_I49##PAN	-96.79614652178587	-96.79614652178587	-96.79614652178587	-96.79614652173406	-96.79614652173406	-96.79614652173406	-96.79614652173406	-96.79614652173406	-96.79614652173406	-96.79614652173406	-96.79614652173406	-96.79614652168115	-96.79614652168115	-96.79614652168115	-96.79614652168115	-96.79614652168115	-96.79614652168115	-96.79614652168115	-96.79614652168115	-96.79614652257473	-96.79614652257473	-96.79614652257473	-96.79614652257473	-96.79614652257473	-96.79614652191624	-96.79614652134656	-96.79614652134656	-96.79614652190206	-96.796146522748	-96.79614652233202	-96.79614652190426	-96.79614652183234	-96.7961465218309	-96.79614652169428	-96.79614652169428	Turicimonas_muris_YL45	Limosilactobacillus_reuteri_I49
Acutalibacter_muris_KB1##Flavonifractor_plautii_YL31##Riboflavin	307.76087306248013	307.76087306248013	307.76087306248013	307.76087306248013	307.76087306248013	307.76087306248013	307.76087306248013	307.76087306248013	307.76087306248013	307.7608730624631	307.7608730644426	307.7608730644426	307.7608730644426	307.7608730644426	307.7608730644426	307.7608730644426	307.7608730644426	307.7608730644426	307.7608730644426	307.7608730644426	307.7608730644426	307.7608730644426	307.76087306468725	307.76087306473437	307.76087306473437	307.76087306473437	307.76087306473437	307.76087306473437	307.76087306473437	307.76087306473437	307.76087306473437	307.76087306473437	307.76087306473437	307.76087306473437	293.6153341393295	Acutalibacter_muris_KB1	Flavonifractor_plautii_YL31
