	0.0000-0.0000	0.0000-0.0012	0.0012-0.0728	0.0728-0.0822	0.0822-0.0987	0.0987-0.0988	0.0988-0.1046	0.1046-0.2040	0.2040-0.2041	0.2041-0.2042	0.2042-0.2043	0.2043-0.2109	0.2118-0.2367	0.2367-0.2420	0.2420-0.2420	0.2420-0.2421	0.2421-6.4287	6.4287-20.0000	Source	Target
Bacteroides_caecimuris_I48##NH3-e0##Microbe	1531.9387736699198	1531.9387736699198	1274.9888171640998	1274.9888171479258	2596.5755623259147	-36.52212409174121	-36.522124089466004	1037.3693090343709	-336.03117326501	-336.0311732687312	-336.03117326757405	1480.0186262449151	0.7878027176173719	-392.01031960230404	2375.6880036700363	992.3388420302796	-383.7561092191496	-383.42125368162596	Bacteroides_caecimuris_I48	NH3-e0
Blautia_coccoides_YL58##D-Glucose-e0##Microbe	-787.3402551877066	-787.4193918841637	-787.4193918841637	-787.4193918841637	-787.4193918841637	-787.4193918841637	-787.4193918841637	-787.4193918841637	-787.4193918841637	-787.4193918841637	-787.4193918841637	-787.4193918841637	-787.4193918841637	-787.4193918841637	-787.4193918841637	-787.4193918841637	-787.4193918841637	-787.4193918841637	Blautia_coccoides_YL58	D-Glucose-e0
Bacteroides_caecimuris_I48##L-Glycine##Microbe	-77.0494519422868	-77.0494519422868	-77.04945194247763	-77.04945194401397	-77.04945194317699	-77.04945194194353	-77.04945194454136	-77.04945194450012	-77.04945194418971	-77.04945194238458	-77.04945194307005	-77.0494519445266	0.0	0.0	0.0	0.0	0.0	0.0	Bacteroides_caecimuris_I48	L-Glycine
Bacteroides_caecimuris_I48##fe3-e0##Microbe	-0.9241112603157624	-0.9241112603157624	-0.9241112602980421	-0.9241112599924491	-0.9241112600949348	-0.9241112604638944	-0.9241112599901035	-0.9241112600179611	-0.9241112600921967	-0.9241112603586985	-0.924111260269956	-0.9241112599815072	-0.007495834153102118	-0.9241112601360716	-0.9241112599836975	-0.9241112600649516	-0.9241112597589286	-0.8851805035159932	Bacteroides_caecimuris_I48	fe3-e0
Bacteroides_caecimuris_I48##Folate##Microbe	-1.0000000000000004	-1.0000000000000004	-1.0	-1.0000000000000002	-1.0000000000000009	-0.9999999999999999	-1.0	-1.0000000000000007	-1.0000000000000002	-1.0000000000000002	-1.0	-0.9999999999999996	-1.0000000000000004	-1.0000000000000004	-0.9999999999999989	-1.0	-0.9999999999999999	-0.9999999999999991	Bacteroides_caecimuris_I48	Folate
Bacteroides_caecimuris_I48##Neu5Ac-e0##Microbe	-6.9926970260889805	-6.9926970260889805	-6.99269702608463	-6.992697025837082	-6.992697025902933	-6.992697026222486	-6.992697025905439	-6.992697025943672	-6.992697025968743	-6.992697026126844	-6.992697026088844	-6.992697025899947	-0.05672054810632142	-6.992697026034903	-6.992697025954085	-6.992697026015111	-6.992697025877205	-7.038159974431177	Bacteroides_caecimuris_I48	Neu5Ac-e0
Blautia_coccoides_YL58##Mg-e0##Microbe	-0.7060625360048313	-0.7060625360099082	-0.7060625360099082	-0.7060625360099082	-0.7060625360099082	-0.7060625360099082	-0.7060625360099082	-0.7060625360099082	-0.7060625360099082	-0.7060625360099082	-0.7060625360099082	-0.7060625360099082	-0.7060625360099082	-0.7060625360099082	-0.7060625360099082	-0.7060625360099082	-0.7060625360099082	-0.7060625360099082	Blautia_coccoides_YL58	Mg-e0
Blautia_coccoides_YL58##Ca2+-e0##Microbe	-0.706062536005403	-0.70606253601045	-0.70606253601045	-0.70606253601045	-0.70606253601045	-0.70606253601045	-0.70606253601045	-0.70606253601045	-0.70606253601045	-0.70606253601045	-0.70606253601045	-0.70606253601045	-0.70606253601045	-0.70606253601045	-0.70606253601045	-0.70606253601045	-0.70606253601045	-0.70606253601045	Blautia_coccoides_YL58	Ca2+-e0
Bacteroides_caecimuris_I48##Co2+-e0##Microbe	-0.9241112603165806	-0.9241112603165806	-0.9241112603171772	-0.9241112603011641	-0.9241112603034224	-0.9241112603277745	-0.9241112603081322	-0.9241112603111696	-0.9241112603147742	-0.9241112603215464	-0.9241112603187486	-0.9241112603074889	-0.0074958341539949815	-0.9241112603190962	-0.9241112603222387	-0.9241112603199283	-0.9241112603191278	-0.9241112603192746	Bacteroides_caecimuris_I48	Co2+-e0
Bacteroides_caecimuris_I48##Uracil-e0##Microbe	-39.64223087747924	-39.64223087747924	-39.64223087747698	-39.64223087669607	-39.64223087684159	-39.64223087800007	-39.64223087697352	-39.64223087709735	-39.64223087723091	-39.64223087767795	-39.64223087754235	-39.64223087693399	-0.32155390904937625	-39.64223087747302	-39.64223087755749	-39.642230877545956	-39.64223087728521	-39.621383560976895	Bacteroides_caecimuris_I48	Uracil-e0
Blautia_coccoides_YL58##PAN##Microbe	-1.0000000000000235	-0.9999999999999984	-0.9999999999999984	-0.9999999999999984	-0.9999999999999984	-0.9999999999999984	-0.9999999999999984	-0.9999999999999984	-0.9999999999999984	-0.9999999999999984	-0.9999999999999984	-0.9999999999999984	-0.9999999999999984	-0.9999999999999984	-0.9999999999999984	-0.9999999999999984	-0.9999999999999984	-0.9999999999999984	Blautia_coccoides_YL58	PAN
Blautia_coccoides_YL58##CO2-e0##Microbe	1447.8766099745594	1447.4557466759557	1447.4557466759557	1447.4557466759557	1447.4557466759557	1447.4557466759557	1447.4557466759557	1447.4557466759557	1447.4557466759557	1447.4557466759557	1447.4557466759557	1447.4557466759557	1447.4557466759557	1447.4557466759557	1447.4557466759557	1447.4557466759557	1447.4557466759557	1447.4557466759557	Blautia_coccoides_YL58	CO2-e0
Blautia_coccoides_YL58##Fe2+-e0##Microbe	-1.7060625360472659	-1.7060625360592065	-1.7060625360592065	-1.7060625360592065	-1.7060625360592065	-1.7060625360592065	-1.7060625360592065	-1.7060625360592065	-1.7060625360592065	-1.7060625360592065	-1.7060625360592065	-1.7060625360592065	-1.7060625360592065	-1.7060625360592065	-1.7060625360592065	-1.7060625360592065	-1.7060625360592065	-1.7060625360592065	Blautia_coccoides_YL58	Fe2+-e0
Blautia_coccoides_YL58##K+-e0##Microbe	-0.7060625359916567	-0.7060625359925679	-0.7060625359925679	-0.7060625359925679	-0.7060625359925679	-0.7060625359925679	-0.7060625359925679	-0.7060625359925679	-0.7060625359925679	-0.7060625359925679	-0.7060625359925679	-0.7060625359925679	-0.7060625359925679	-0.7060625359925679	-0.7060625359925679	-0.7060625359925679	-0.7060625359925679	-0.7060625359925679	Blautia_coccoides_YL58	K+-e0
Blautia_coccoides_YL58##L-Methionine-e0##Microbe	-14.24889412199934	-14.248894122101738	-14.248894122101738	-14.248894122101738	-14.248894122101738	-14.248894122101738	-14.248894122101738	-14.248894122101738	-14.248894122101738	-14.248894122101738	-14.248894122101738	-14.248894122101738	-14.248894122101738	-14.248894122101738	-14.248894122101738	-14.248894122101738	-14.248894122101738	-14.248894122101738	Blautia_coccoides_YL58	L-Methionine-e0
Bacteroides_caecimuris_I48##Acetate-e0##Microbe	1990.07864263423	1990.07864263423	1733.1286861285223	1733.1286861059255	1733.1286861081082	1733.1286861453502	418.5570406121895	419.05704061318664	876.8572013809544	1790.7093486685214	1790.7093486660942	-25.34045085812891	6.0522277969113905	1300.4897016344344	4621.127689567047	1162.754785473956	-901.3876414079808	-901.1357419326678	Bacteroides_caecimuris_I48	Acetate-e0
Bacteroides_caecimuris_I48##Cl--e0##Microbe	-0.9241112603180367	-0.9241112603180367	-0.9241112603182587	-0.9241112603018979	-0.924111260304307	-0.924111260328808	-0.9241112603090049	-0.9241112603119538	-0.9241112603147619	-0.9241112603224365	-0.9241112603205788	-0.9241112603083174	-0.007495834153997366	-0.9241112603203089	-0.9241112603221512	-0.9241112603209665	-0.9241112603190553	-0.924111260319206	Bacteroides_caecimuris_I48	Cl--e0
Bacteroides_caecimuris_I48##Cu2+-e0##Microbe	-0.9241112603175047	-0.9241112603175047	-0.924111260317586	-0.9241112603028889	-0.9241112603050038	-0.9241112603277012	-0.9241112603092059	-0.9241112603123389	-0.9241112603136182	-0.9241112603209125	-0.9241112603191058	-0.9241112603082251	-0.007495834153995113	-0.9241112603193458	-0.9241112603213535	-0.9241112603210783	-0.9241112603184234	-0.9241112603185396	Bacteroides_caecimuris_I48	Cu2+-e0
Blautia_coccoides_YL58##L-Alanine-e0##Microbe	-53.03444007532266	-53.03444007571049	-53.03444007571049	-53.03444007571049	-53.03444007571049	-53.03444007571049	-53.03444007571049	-53.03444007571049	-53.03444007571049	-53.03444007571049	-53.03444007571049	-53.03444007571049	-53.03444007571049	-53.03444007571049	-53.03444007571049	-53.03444007571049	-53.03444007571049	-53.03444007571049	Blautia_coccoides_YL58	L-Alanine-e0
Blautia_coccoides_YL58##L-Threonine-e0##Microbe	-58.55795728235885	-58.55795728278127	-58.55795728278127	-58.55795728278127	-58.55795728278127	-58.55795728278127	-58.55795728278127	-58.55795728278127	-58.55795728278127	-58.55795728278127	-58.55795728278127	-58.55795728278127	-58.55795728278127	-58.55795728278127	-58.55795728278127	-58.55795728278127	-58.55795728278127	-58.55795728278127	Blautia_coccoides_YL58	L-Threonine-e0
Bacteroides_caecimuris_I48##L-Aspartate-e0##Microbe	-1071.151328039455	-1071.151328039455	-1071.151328039786	1021.0776960042906	-300.5090491719909	-300.5090491797796	-300.5090491732988	-1374.4004822982395	-1.0	-1.0	-1.0000000000000004	-0.9999999999999998	-1.0000000000000009	-0.9999999999999996	-0.9999999999999999	-1.000000000000001	-0.9999999999999993	-1.0	Bacteroides_caecimuris_I48	L-Aspartate-e0
Blautia_coccoides_YL58##Riboflavin##Microbe	-1.0000000000000002	-1.0000000000000018	-1.0000000000000018	-1.0000000000000018	-1.0000000000000018	-1.0000000000000018	-1.0000000000000018	-1.0000000000000018	-1.0000000000000018	-1.0000000000000018	-1.0000000000000018	-1.0000000000000018	-1.0000000000000018	-1.0000000000000018	-1.0000000000000018	-1.0000000000000018	-1.0000000000000018	-1.0000000000000018	Blautia_coccoides_YL58	Riboflavin
Bacteroides_caecimuris_I48##Succinate-e0##Microbe	1031.4135806147472	1031.4135806147472	1031.4135806150832	-1060.8154434279475	260.7713017481173	260.77130175442085	-1053.8003437563796	20.59108936499489	20.59108936502706	20.59108936513289	20.591089365064768	20.591089364929672	0.16702251942900073	20.591089365102068	20.591089365241977	20.5910893651982	20.5910893651212	20.621222246023258	Bacteroides_caecimuris_I48	Succinate-e0
Bacteroides_caecimuris_I48##D-Glucose-e0##Microbe	-1047.1145120269855	-1047.1145120269855	-1047.1145120274052	-1.0	-1.0000000000000004	-0.9999999999999996	-0.9999999999999997	-0.9999999999999986	-1.0000000000000004	-0.9999999999999998	-0.9999999999999993	-0.9999999999999982	-0.9999999999999998	-0.9999999999999996	-0.9999999999999984	-0.9999999999999983	-0.9999999999999994	-1.000000000000002	Bacteroides_caecimuris_I48	D-Glucose-e0
Blautia_coccoides_YL58##L-Arginine-e0##Microbe	-21.723747384709537	-21.72374738487423	-21.72374738487423	-21.72374738487423	-21.72374738487423	-21.72374738487423	-21.72374738487423	-21.72374738487423	-21.72374738487423	-21.72374738487423	-21.72374738487423	-21.72374738487423	-21.72374738487423	-21.72374738487423	-21.72374738487423	-21.72374738487423	-21.72374738487423	-21.72374738487423	Blautia_coccoides_YL58	L-Arginine-e0
Blautia_coccoides_YL58##L-Histidine-e0##Microbe	-9.204977705361685	-9.20497770542894	-9.20497770542894	-9.20497770542894	-9.20497770542894	-9.20497770542894	-9.20497770542894	-9.20497770542894	-9.20497770542894	-9.20497770542894	-9.20497770542894	-9.20497770542894	-9.20497770542894	-9.20497770542894	-9.20497770542894	-9.20497770542894	-9.20497770542894	-9.20497770542894	Blautia_coccoides_YL58	L-Histidine-e0
Blautia_coccoides_YL58##L-Cysteine-e0##Microbe	-6.397459505279516	-6.3974595053323435	-6.3974595053323435	-6.3974595053323435	-6.3974595053323435	-6.3974595053323435	-6.3974595053323435	-6.3974595053323435	-6.3974595053323435	-6.3974595053323435	-6.3974595053323435	-6.3974595053323435	-6.3974595053323435	-6.3974595053323435	-6.3974595053323435	-6.3974595053323435	-6.3974595053323435	-6.3974595053323435	Blautia_coccoides_YL58	L-Cysteine-e0
Blautia_coccoides_YL58##Spermidine-e0##Microbe	-0.9999999999999984	-0.9999999999999991	-0.9999999999999991	-0.9999999999999991	-0.9999999999999991	-0.9999999999999991	-0.9999999999999991	-0.9999999999999991	-0.9999999999999991	-0.9999999999999991	-0.9999999999999991	-0.9999999999999991	-0.9999999999999991	-0.9999999999999991	-0.9999999999999991	-0.9999999999999991	-0.9999999999999991	-0.9999999999999991	Blautia_coccoides_YL58	Spermidine-e0
Bacteroides_caecimuris_I48##Mg-e0##Microbe	-0.92411126031729	-0.92411126031729	-0.9241112603174659	-0.9241112603040492	-0.9241112603057186	-0.9241112603281256	-0.9241112603101816	-0.9241112603125968	-0.9241112603146481	-0.9241112603216435	-0.9241112603197498	-0.9241112603091972	-0.0074958341539966816	-0.9241112603198629	-0.9241112603248068	-0.9241112603224636	-0.924111260321314	-0.9241112603214638	Bacteroides_caecimuris_I48	Mg-e0
Bacteroides_caecimuris_I48##L-Threonine##Microbe	-75.99313011345714	-75.99313011345714	-75.99313011349732	-75.99313011258197	-75.9931301126517	-75.99313011420735	-75.99313011314788	-75.99313011334046	-75.99313011343325	-75.99313011376857	-75.99313011371568	-75.99313011309542	-1.2413892816364451	-153.04258205817547	-2920.7409053326464	-1537.3917436920342	-161.296792441091	-161.4218387697068	Bacteroides_caecimuris_I48	L-Threonine
Blautia_coccoides_YL58##H+-e0##Microbe	892.681523693204	893.1293654263791	893.1293654263791	893.1293654263791	893.1293654263791	893.1293654263791	893.1293654263791	893.1293654263791	893.1293654263791	893.1293654263791	893.1293654263791	893.1293654263791	893.1293654263791	893.1293654263791	893.1293654263791	893.1293654263791	893.1293654263791	893.1293654263791	Blautia_coccoides_YL58	H+-e0
Bacteroides_caecimuris_I48##H2-e0##Microbe	2343.930022097626	2343.930022097626	2086.9800655921854	2086.980065567267	765.393320392442	6031.588693351497	2087.873756740624	1015.4823236215566	1015.4823236228693	5127.816986399497	5127.816986393242	133.6800377012635	9.007347361714633	2708.290890744551	1046.4718967910699	1046.4718967906401	1046.471896784151	1046.5688019169347	Bacteroides_caecimuris_I48	H2-e0
Bacteroides_caecimuris_I48##Mn2+-e0##Microbe	-0.9241112603169239	-0.9241112603169239	-0.9241112603172033	-0.9241112603035079	-0.924111260305446	-0.9241112603258625	-0.9241112603096435	-0.9241112603124714	-0.9241112603146683	-0.9241112603202706	-0.9241112603188851	-0.9241112603094408	-0.0074958341539980555	-0.9241112603196254	-0.9241112603232176	-0.9241112603217135	-0.9241112603206264	-0.9241112603207772	Bacteroides_caecimuris_I48	Mn2+-e0
Bacteroides_caecimuris_I48##K+-e0##Microbe	-0.924111260319323	-0.924111260319323	-0.9241112603191208	-0.9241112603028991	-0.9241112603053329	-0.9241112603320945	-0.9241112603100857	-0.9241112603129287	-0.9241112603141683	-0.9241112603237638	-0.9241112603227294	-0.9241112603088779	-0.007495834153997872	-0.924111260321019	-0.9241112603220488	-0.9241112603219527	-0.9241112603199827	-0.9241112603201314	Bacteroides_caecimuris_I48	K+-e0
Bacteroides_caecimuris_I48##L-Methionine-e0##Microbe	-18.482435295022555	-18.482435295022555	-18.48243529501114	-18.482435294454564	-18.482435294585972	-18.4824352953491	-18.482435294596844	-18.48243529467969	-18.48243529476819	-18.48243529512598	-18.482435295017943	-18.482435294577332	0.8419702148887424	-18.48243529490811	-19.48243529557303	-19.482435295431316	-19.48243529574196	-19.495084276527678	Bacteroides_caecimuris_I48	L-Methionine-e0
Blautia_coccoides_YL58##O2-e0##Microbe	-1.0000000000000018	-0.5000000000299556	-0.5000000000299556	-0.5000000000299556	-0.5000000000299556	-0.5000000000299556	-0.5000000000299556	-0.5000000000299556	-0.5000000000299556	-0.5000000000299556	-0.5000000000299556	-0.5000000000299556	-0.5000000000299556	-0.5000000000299556	-0.5000000000299556	-0.5000000000299556	-0.5000000000299556	-0.5000000000299556	Blautia_coccoides_YL58	O2-e0
Bacteroides_caecimuris_I48##Sulfate-e0##Microbe	-0.9241112602928861	-0.9241112602928861	-0.9241112602466104	-0.9241112594587622	-0.9241112597365844	-0.9241112606521986	-0.9241112594827902	-0.9241112595601366	-0.9241112597085164	-0.9241112603740914	-0.9241112601489692	-0.9241112594684827	-0.007495834151650288	-0.924111259801608	-0.9241112594211386	-0.9241112596577407	-0.9241112588479473	-0.9550201683665359	Bacteroides_caecimuris_I48	Sulfate-e0
Blautia_coccoides_YL58##L-Lysine-e0##Microbe	-36.35966193618233	-36.35966193644345	-36.35966193644345	-36.35966193644345	-36.35966193644345	-36.35966193644345	-36.35966193644345	-36.35966193644345	-36.35966193644345	-36.35966193644345	-36.35966193644345	-36.35966193644345	-36.35966193644345	-36.35966193644345	-36.35966193644345	-36.35966193644345	-36.35966193644345	-36.35966193644345	Blautia_coccoides_YL58	L-Lysine-e0
Bacteroides_caecimuris_I48##Riboflavin##Microbe	-0.9999999999999991	-0.9999999999999991	-1.0000000000000002	-0.9999999999999989	-0.9999999999999999	-1.0000000000000022	-0.9999999999999992	-1.0	-0.9999999999999998	-0.9999999999999998	-1.0000000000000002	-0.9999999999999981	-0.9999999999999999	-0.9999999999999323	-1.0000000000000497	-1.0000000000000502	-0.9999999999999057	-1.000000000000052	Bacteroides_caecimuris_I48	Riboflavin
Bacteroides_caecimuris_I48##L-Arginine-e0##Microbe	-35.57235834181547	-35.57235834181547	-35.57235834183858	-35.5723583414558	-35.572358341461246	-35.572358342156576	-35.572358341724275	-35.572358341810165	-35.57235834185638	-35.572358341967494	-35.57235834195625	-35.572358341696464	0.7033470486473329	-35.5723583420485	-35.57235834227575	-35.57235834216837	-35.57235834229732	-35.61874838022314	Bacteroides_caecimuris_I48	L-Arginine-e0
