	0.0000-0.0000	0.0000-0.0007	0.0007-0.0009	0.0009-0.0069	0.0070-0.0111	0.0111-0.0111	0.0111-0.0415	0.0415-0.0416	0.0416-0.0418	0.0419-0.0419	0.0419-0.0420	0.0420-0.2619	0.2619-0.2619	0.2619-0.2633	0.2633-0.2633	0.2633-0.3378	0.3378-0.3378	0.3378-0.3386	0.3386-0.3387	0.3387-0.3729	0.3729-0.3729	0.3729-0.6227	0.8821-1.0531	1.0572-1.3983	1.5051-1.5051	1.5051-1.5060	1.5060-1.5064	1.5064-1.5066	1.5066-1.9756	1.9756-4.9728	4.9728-19.4354	19.4354-20.0000	Source	Target
Enterococcus_faecalis_KB1##Mg-e0##Microbe	-0.7060625360238506	-0.7060625360036463	-0.7060625361699816	-0.7060625358323354	-0.7060625360305233	-0.7060625360306448	-0.7060625360346359	-0.7060625360221171	-0.7060625360677878	-0.7060625360858522	-0.7060625360783503	-0.7060625360677298	-0.7060625360003139	-0.7060625360649487	-0.7060625360481619	-0.7060625360625584	-0.7060625360286803	-0.01829958339250764	-0.035042923378314404	-0.035042923378314404	-0.035042923378301886	-0.035042923378299576	-0.03504292337830848	-0.0350429233782892	-0.035042923378372316	-0.027373098596128576	-0.021102390948878582	-0.022927348389565005	-1.4121250720824463	-0.47070836199615074	-0.47070836199615074	-1.412125071944362	Enterococcus_faecalis_KB1	Mg-e0
Enterococcus_faecalis_KB1##Ca2+-e0##Microbe	-0.7060625360238034	-0.7060625360034076	-0.7060625361697453	-0.7060625358323463	-0.7060625360322409	-0.7060625360326509	-0.7060625360365564	-0.706062536022955	-0.7060625360689482	-0.7060625360871513	-0.7060625360792229	-0.7060625360689006	-0.706062536000652	-0.7060625360659661	-0.7060625360492018	-0.7060625360637277	-0.7060625360302282	-0.018299583392519223	-0.035042923378328636	-0.035042923378328636	-0.03504292337831338	-0.035042923378361436	-0.035042923378339905	-0.03504292337831657	-0.03504292337832274	-0.027373098596147137	-0.02110239094889261	-0.02292734838958497	-1.4121250720835514	-0.4707083619964982	-0.4707083619964982	-1.4121250719452703	Enterococcus_faecalis_KB1	Ca2+-e0
Acutalibacter_muris_KB1##Riboflavin##Microbe	2.4292613645434367	2.4292613645434367	2.4292613645434367	2.4292613645434367	2.4292613645434367	2.4292613645434367	2.4292613645434367	2.4292613645434367	2.4292613645434367	2.4292613645434367	2.4292613645434367	2.4292613645434367	2.4292613645434367	2.4292613645434367	2.4292613645434367	2.4292613645434367	2.4292613645434367	2.4292613645434367	2.4292613645434367	2.429261364544006	2.429261364544006	2.429261364544006	2.429261364544006	2.429261364544006	2.429261364544006	2.429261364544006	2.429261364544006	2.429261364544006	2.429261364544006	2.429261364544006	2.429261364542357	2.429261364542357	Acutalibacter_muris_KB1	Riboflavin
Enterococcus_faecalis_KB1##PAN##Microbe	-1.0000000000735692	-1.0000000000449705	-1.0000000002780303	-0.9999999997988542	-1.0000000000693767	-1.000000000068506	-1.00000000007256	-1.0000000000669025	-1.0000000001122122	-1.0000000001318745	-1.0000000001315814	-1.0000000001121634	-1.0000000000392766	-1.0000000001123661	-1.0000000000878453	-1.000000000110057	-1.0000000000573892	-0.025917794047782827	-0.049631472556664565	-0.049631472556664565	-0.04963147255671843	-0.04963147255691375	-0.04963147255678558	-0.04963147255657773	-0.04963147255648768	-0.03876866028288791	-0.029887424800663996	-0.032472121407041844	-2.0000000001312754	-0.6666666732753715	-0.6666666732753715	-1.9999999999354792	Enterococcus_faecalis_KB1	PAN
Enterococcus_faecalis_KB1##Fe2+-e0##Microbe	-1.7060625361017923	-2.4121250720503133	-2.412125072618974	-2.4121250714653044	-2.4121250721422727	-2.412125072147903	-1.4121250721567538	-1.4121250721106906	-1.4121250722695309	-1.412125072332739	-1.4121250723066865	-1.412125072269134	-1.4121250720327956	-1.412125072262551	-1.4121250722030436	-1.4121250722542424	-1.4121250721339358	0.937483039166664	0.8802826806853864	0.8802826806853864	0.8802826806854153	0.8802826806852435	0.8802826806850411	0.8802826806853391	0.8802826806856935	0.9064851425239914	0.9279077933008713	0.9216731818130145	-3.8242501443562	-1.274750056563385	-1.274750056563385	-3.824250158750439	Enterococcus_faecalis_KB1	Fe2+-e0
Enterococcus_faecalis_KB1##L-Methionine-e0##Microbe	-13.74889412240023	-13.748894121977376	-13.748894125449077	-13.748894118428044	-13.748894122568537	-13.748894122569821	-13.74889412265569	-13.748894122387352	-13.748894123344588	-13.748894123725428	-13.748894123568496	-13.748894123343716	-13.748894121919752	-13.748894123281815	-13.748894122928649	-13.748894123233626	-13.748894122511778	-0.3822588002763608	-0.7320093338440471	-0.7320093338440471	-0.7320093338435258	0.26799066615639056	0.26799066615647626	0.2679906661566481	0.26799066615532197	0.42820513424979767	0.5591935360460575	0.5210721194613425	-28.49778824558037	-8.832596178536631	-8.832596178536631	-29.497788242696725	Enterococcus_faecalis_KB1	L-Methionine-e0
Enterococcus_faecalis_KB1##K+-e0##Microbe	-0.7060625360179276	-0.7060625359888664	-0.7060625362180842	-0.7060625357628498	-0.7060625361381505	-0.7060625361325581	-0.7060625361399527	-0.7060625361297206	-0.7060625362024883	-0.7060625362267872	-0.7060625362403523	-0.7060625362016567	-0.7060625360094483	-0.7060625361948164	-0.7060625361634945	-0.7060625362005856	-0.7060625362207511	-0.018299583394135153	-0.035042923385123485	-0.035042923385123485	-0.0350429233852483	-0.03504292338588477	-0.035042923386845115	-0.035042923385805384	-0.035042923386649175	-0.02737309859993199	-0.02110239095202342	-0.022927348393642636	-1.4121250723745609	-0.47070835387296817	-0.47070835387296817	-1.4121251026798352	Enterococcus_faecalis_KB1	K+-e0
Acutalibacter_muris_KB1##L-Tryptophan##Microbe	-12.24262034759814	-12.24262034759814	-12.24262034759814	-12.24262034759814	-12.24262034759814	-12.24262034759814	-12.24262034759814	-12.24262034759814	-12.24262034759814	-12.24262034759814	-12.24262034759814	-12.24262034759814	-12.24262034759814	-12.24262034759814	-12.24262034759814	-12.24262034759814	-12.24262034759814	-12.24262034759814	-12.24262034759814	-12.242620347607996	-12.242620347607996	-12.242620347607996	-12.242620347607996	-12.242620347607996	-12.242620347607996	-12.242620347607996	-12.242620347607996	-12.242620347607996	-12.242620347607996	-12.242620347607996	-12.242620347593489	-12.242620347593489	Acutalibacter_muris_KB1	L-Tryptophan
Acutalibacter_muris_KB1##L-Histidine-e0##Microbe	-18.4099554099115	-18.4099554099115	-18.4099554099115	-18.4099554099115	-18.4099554099115	-18.4099554099115	-18.4099554099115	-18.4099554099115	-18.4099554099115	-18.4099554099115	-18.4099554099115	-18.4099554099115	-18.4099554099115	-18.4099554099115	-18.4099554099115	-18.4099554099115	-18.4099554099115	-18.4099554099115	-18.4099554099115	-18.40995540992857	-18.40995540992857	-18.40995540992857	-18.40995540992857	-18.40995540992857	-18.40995540992857	-18.40995540992857	-18.40995540992857	-18.40995540992857	-18.40995540992857	-18.40995540992857	-18.409955409906242	-18.409955409906242	Acutalibacter_muris_KB1	L-Histidine-e0
Acutalibacter_muris_KB1##L-Cysteine-e0##Microbe	-15.794919009915539	-15.794919009915539	-15.794919009915539	-15.794919009915539	-15.794919009915539	-15.794919009915539	-15.794919009915539	-15.794919009915539	-15.794919009915539	-15.794919009915539	-15.794919009915539	-15.794919009915539	-15.794919009915539	-15.794919009915539	-15.794919009915539	-15.794919009915539	-15.794919009915539	-15.794919009915539	-15.794919009915539	-15.794919009927549	-15.794919009927549	-15.794919009927549	-15.794919009927549	-15.794919009927549	-15.794919009927549	-15.794919009927549	-15.794919009927549	-15.794919009927549	-15.794919009927549	-15.794919009927549	-15.794919009902573	-15.794919009902573	Acutalibacter_muris_KB1	L-Cysteine-e0
Acutalibacter_muris_KB1##Spermidine-e0##Microbe	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-0.9999999999999988	-0.9999999999999988	-0.9999999999999988	-0.9999999999999988	-0.9999999999999988	-0.9999999999999988	-0.9999999999999988	-0.9999999999999988	-0.9999999999999988	-0.9999999999999988	-0.9999999999999988	-1.0	0.0	Acutalibacter_muris_KB1	Spermidine-e0
Acutalibacter_muris_KB1##L-Phenylalanine##Microbe	-39.58140413132437	-39.58140413132437	-39.58140413132437	-39.58140413132437	-39.58140413132437	-39.58140413132437	-39.58140413132437	-39.58140413132437	-39.58140413132437	-39.58140413132437	-39.58140413132437	-39.58140413132437	-39.58140413132437	-39.58140413132437	-39.58140413132437	-39.58140413132437	-39.58140413132437	-39.58140413132437	-39.58140413132437	-39.581404131357786	-39.581404131357786	-39.581404131357786	-39.581404131357786	-39.581404131357786	-39.581404131357786	-39.581404131357786	-39.581404131357786	-39.581404131357786	-39.581404131357786	-39.581404131357786	-39.58140413131016	-39.58140413131016	Acutalibacter_muris_KB1	L-Phenylalanine
Enterococcus_faecalis_KB1##L-Arginine-e0##Microbe	-20.723747385310126	-20.72374738465832	-20.723747390028862	-20.723747379186662	-20.723747385554756	-20.723747385555626	-20.723747385687858	-20.723747385278937	-20.723747386754468	-20.723747387344837	-20.72374738709658	-20.723747386752876	-20.723747384566636	-20.723747386655674	-20.72374738611067	-20.7237473865826	-20.72374738545492	0.4110505953056858	-0.12781304468718901	-0.12781304468718901	-0.12781304468596155	0.8721869553133139	0.8721869553132764	0.8721869553139026	-13.730385234839632	-1.313837965620768	-1.0128602100573059	-1.1004534491919922	-67.77835272771675	-22.59278446232112	-22.59278446232112	-67.77835273189291	Enterococcus_faecalis_KB1	L-Arginine-e0
Acutalibacter_muris_KB1##H2O-e0##Microbe	-4122.655369084066	-4122.655369084066	-4122.655369084066	-4122.655369084066	-4122.655369084066	-4122.655369084066	-4122.655369084066	-4122.655369084066	-4122.655369084066	-4122.655369084066	-4122.655369084066	-4122.655369084066	-4122.655369084066	-4122.655369084066	-4122.655369084066	-4122.655369084066	-4122.655369084066	-4122.655369084066	-4122.655369084066	-4122.6553690878745	-4122.6553690878745	-4122.6553690878745	-4122.6553690878745	-4122.6553690878745	-4122.6553690878745	-4122.6553690878745	-4122.6553690878745	-4122.6553690878745	-4122.988702421208	-4122.988702421208	-4122.988702416243	-4120.822035749575	Acutalibacter_muris_KB1	H2O-e0
Enterococcus_faecalis_KB1##L-Histidine-e0##Microbe	-9.204977705614992	-9.204977705350693	-9.204977707520024	-9.204977703120745	-9.204977705714086	-9.204977705715068	-9.204977705768018	-9.204977705602694	-9.204977706200445	-9.204977706438914	-9.204977706338463	-9.204977706199848	-9.204977705311615	-9.204977706160284	-9.20497770593966	-9.204977706130359	-9.204977705678155	-0.2385727163754939	-0.4568565983599343	-0.4568565983599343	-0.45685659835950104	-0.4568565983597408	-0.45685659835975617	-0.4568565983595006	-0.45685659836035064	-0.35686465356185304	-0.2751130789542241	-0.298905153590891	-18.40995541169922	-6.136651864330861	-6.136651864330861	-18.40995540989866	Enterococcus_faecalis_KB1	L-Histidine-e0
Enterococcus_faecalis_KB1##L-Cysteine-e0##Microbe	-6.3974595054843375	-6.397459505273416	-6.397459507025509	-6.3974595034801585	-6.397459505527934	-6.397459505529421	-6.3974595055673085	-6.397459505453637	-6.3974595059031785	-6.397459506073531	-6.397459506018039	-6.397459505902899	-6.397459505233884	-6.397459505880747	-6.397459505697333	-6.397459505859555	-6.397459505474091	0.8082741680716644	0.6328531915837616	0.6328531915837616	0.6328531915841692	0.6328531915832964	-0.9999999999999994	-0.9999999999999998	-0.9999999999999989	-1.0000000000000007	-0.9999999999999994	-1.0000000000000007	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-0.9999999999999998	Enterococcus_faecalis_KB1	L-Cysteine-e0
Enterococcus_faecalis_KB1##Spermidine-e0##Microbe	-1.0000000000000009	-0.9999999999999987	-1.0000000000000016	-0.9999999999999999	-1.0000000000000004	-1.0000000000000007	-1.0000000000000004	-1.0000000000000009	-1.0000000000000007	-0.9999999999999999	-1.0000000000000007	-1.0000000000000007	-0.9999999999999994	-1.000000000000001	-1.0000000000000004	-1.0000000000000007	-1.0000000000000002	0.0	0.0	0.0	0.0	-1.0000000000000007	-1.0000000000000009	-1.0000000000000007	-0.9999999999999993	-1.0000000000000007	-1.0000000000000004	-0.9999999999999997	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	0.0	Enterococcus_faecalis_KB1	Spermidine-e0
Enterococcus_faecalis_KB1##H+-e0##Microbe	1064.879815238525	1064.203108129491	868.2914246486253	868.2914242199197	-174.6427203680397	-1097.516131250031	-468.7671906650797	936.2316420260324	-421.40634928358713	-421.4063492947849	-421.4063492901342	-421.406349283547	922.3791253175789	-418.88303584594996	-418.88303583570087	-418.8830358445936	-1962.1897687132732	1.6670554343100108	-8.702106520591755	-8.702106520591755	-39.657186978166365	-24.229957922573952	-20.96425153940985	-12.933517851737733	-24.394284164564613	-8.221084062771894	-3.8636797713819817	-3.419485279791034	-755.9321782848466	-249.97739513935787	-249.97739513935787	-756.9321785720282	Enterococcus_faecalis_KB1	H+-e0
Enterococcus_faecalis_KB1##L-Leucine-e0##Microbe	-47.22328715854402	-47.22328715718031	-47.22328716842407	-47.22328714560746	-47.2232871590165	-47.22328715901938	-47.22328715929331	-47.223287158446844	-47.22328716150771	-47.223287162736035	-47.22328716221723	-47.22328716150434	-47.22328715696075	-47.22328716130298	-47.223287160169825	-47.22328716115429	-47.2232871588316	-1.223923430766464	-2.3437612805346424	-2.3437612805346424	-2.343761280532201	-2.3437612805343084	-2.3437612805345562	-2.34376128053246	-2.3437612805359573	-1.8307835771934775	-1.4113824437175055	-1.5334403137738466	-94.44657431937851	-31.482191753211296	-31.482191753211296	-94.44657429816004	Enterococcus_faecalis_KB1	L-Leucine-e0
Enterococcus_faecalis_KB1##H2O-e0##Microbe	-197.8823282449118	-195.91168369709823	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.477049541546975	29.363233486436442	-1.467422604476361	0.9075761915090466	12.488047244606117	1193.2940615953141	402.43135776543977	402.43135776543977	1193.294061292505	Enterococcus_faecalis_KB1	H2O-e0
Acutalibacter_muris_KB1##Puryvate##Microbe	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000009	-1.0000000000000009	-1.0000000000000009	-1.0000000000000009	-1.0000000000000009	-1.0000000000000009	-1.0000000000000009	-1.0000000000000009	-1.0000000000000009	-1.0000000000000009	-1.0000000000000009	-1.0000000000000007	-1.0000000000000007	Acutalibacter_muris_KB1	Puryvate
Acutalibacter_muris_KB1##Inosine-e0##Microbe	-81.30471627448455	-81.30471627448455	-81.30471627448455	-81.30471627448455	-81.30471627448455	-81.30471627448455	-81.30471627448455	-81.30471627448455	-81.30471627448455	-81.30471627448455	-81.30471627448455	-81.30471627448455	-81.30471627448455	-81.30471627448455	-81.30471627448455	-81.30471627448455	-81.30471627448455	-81.30471627448455	-81.30471627448455	-81.30471627455861	-81.30471627455861	-81.30471627455861	-81.30471627455861	-81.30471627455861	-81.30471627455861	-81.30471627455861	-81.30471627455861	-81.30471627455861	-81.30471627455861	-81.30471627455861	-81.30471627445084	-81.30471627445084	Acutalibacter_muris_KB1	Inosine-e0
Acutalibacter_muris_KB1##Phosphate-e0##Microbe	-259.7283712385601	-259.7283712385601	-259.7283712385601	-259.7283712385601	-259.7283712385601	-259.7283712385601	-259.7283712385601	-259.7283712385601	-259.7283712385601	-259.7283712385601	-259.7283712385601	-259.7283712385601	-259.7283712385601	-259.7283712385601	-259.7283712385601	-259.7283712385601	-259.7283712385601	-259.7283712385601	-259.7283712385601	-259.72837123880186	-259.72837123880186	-259.72837123880186	-259.72837123880186	-259.72837123880186	-259.72837123880186	-259.72837123880186	-259.72837123880186	-259.72837123880186	-259.72837123880186	-259.72837123880186	-259.7283712384825	-259.7283712384825	Acutalibacter_muris_KB1	Phosphate-e0
Enterococcus_faecalis_KB1##L-Lysine-e0##Microbe	-36.35966193717426	-36.359661936130586	-36.35966194470669	-36.35966192731428	-36.35966193756156	-36.35966193756415	-36.35966193777478	-36.35966193712199	-36.35966193948122	-36.35966194042454	-36.35966194002614	-36.359661939479004	-36.35966193597058	-36.3596619393234	-36.35966193845065	-36.35966193920476	-36.35966193740496	-0.9423622296830142	-1.8045835635212664	-1.8045835635212664	-1.8045835635191192	-1.8045835635203686	-1.804583563520295	-1.804583563519428	-1.8045835635231566	-1.4096153815689776	-1.0866966618689122	-1.1806753566836807	-72.71932387618453	-24.239774864559486	-24.239774864559486	-72.71932386735413	Enterococcus_faecalis_KB1	L-Lysine-e0
Enterococcus_faecalis_KB1##Niacin##Microbe	-1.0000000000841458	-1.0000000000553193	-1.0000000003377731	-0.9999999997479856	-0.9999999999738546	-0.9999999999825234	-0.999999999977398	-0.9999999999679081	-0.9999999999982266	-1.0000000000205738	-1.0000000000024816	-0.999999999999191	-1.0000000000046325	-1.0000000000012035	-0.9999999999990568	-0.9999999999971113	-0.99999999995081	-0.02591779404635926	-0.049631472550923955	-0.049631472550923955	-0.049631472550961016	-0.049631472551484	-0.04963147255144646	-0.0496314725502806	-0.049631472545053366	-0.038768660279865225	-0.029887424798094822	-0.032472121403741075	-1.9999999998383815	-0.6666666795873227	-0.6666666795873227	-1.9999999778809952	Enterococcus_faecalis_KB1	Niacin
Acutalibacter_muris_KB1##L-Valine-e0##Microbe	-69.12938256415586	-69.12938256415586	-69.12938256415586	-69.12938256415586	-69.12938256415586	-69.12938256415586	-69.12938256415586	-69.12938256415586	-69.12938256415586	-69.12938256415586	-69.12938256415586	-69.12938256415586	-69.12938256415586	-69.12938256415586	-69.12938256415586	-69.12938256415586	-69.12938256415586	-69.12938256415586	-69.12938256415586	-69.12938256420821	-69.12938256420821	-69.12938256420821	-69.12938256420821	-69.12938256420821	-69.12938256420821	-69.12938256420821	-69.12938256420821	-69.12938256420821	-69.12938256420821	-69.12938256420821	-69.1293825641565	-69.1293825641565	Acutalibacter_muris_KB1	L-Valine-e0
Enterococcus_faecalis_KB1##Zn2+-e0##Microbe	-0.7060625360217485	-0.7060625360013801	-0.7060625361681881	-0.7060625358309085	-0.7060625360310734	-0.706062536031042	-0.706062536035119	-0.7060625360227442	-0.7060625360685634	-0.7060625360878833	-0.7060625360798908	-0.7060625360685419	-0.7060625359989704	-0.7060625360653553	-0.7060625360483972	-0.7060625360629869	-0.7060625360286497	-0.01829958339251567	-0.03504292337835247	-0.03504292337835247	-0.035042923378306945	-0.035042923378309	-0.035042923378290014	-0.03504292337832567	-0.03504292337834439	-0.027373098596146853	-0.021102390948892248	-0.022927348389583577	-1.412125072083602	-0.47070836199658767	-0.47070836199658767	-1.4121250719454954	Enterococcus_faecalis_KB1	Zn2+-e0
