	0.0000-0.0000	0.0000-0.0012	0.0012-0.0728	0.0746-0.0751	0.0751-0.0805	0.0805-0.0835	0.0835-0.0843	0.0843-0.0877	0.0877-0.0883	0.0883-0.0995	0.0995-0.0997	0.0997-0.1039	0.1212-0.1215	0.1888-0.1898	0.1898-0.2206	0.2206-0.2206	0.2272-0.2293	0.4678-0.4680	0.4680-0.4680	0.4680-0.4721	0.4797-0.5282	0.5282-0.5296	0.5296-0.7420	0.9845-0.9845	0.9845-1.0084	1.0102-1.0102	1.0102-1.0103	1.0103-1.0104	1.0104-1.0276	1.0276-1.1022	1.3480-1.3487	1.3487-1.6281	1.6281-3.9999	4.0004-4.0603	4.0603-9.3849	9.3849-18.8345	18.8345-20.0000	Source	Target
PAN##H+-e0##Bacteroides_caecimuris_I48	1241.4349110991093	1241.4349110991093	1241.4349110993528	-782.0779943373855	-782.0779943362772	-782.0779943362772	-782.0779943358433	-782.0779943358433	-782.0779943364678	-782.0779943358073	1800.3088399108165	-2052.2933203776347	-942.228627133082	-942.228627133082	-942.228627133082	-942.228627133082	-942.228627133082	-942.228627133082	-942.228627133082	-942.228627133082	-942.228627133082	-942.228627133082	-942.228627133082	-942.228627133082	-942.228627133082	-942.228627133082	-942.228627133082	-942.228627133082	-942.228627133082	-942.228627133082	-942.228627133082	-942.228627133082	-942.228627133082	-942.228627133082	-942.228627133082	-942.228627133082	0.0	PAN	H+-e0
PAN##Uracil-e0##Bacteroides_caecimuris_I48	-39.64223087747924	-39.64223087747924	-39.64223087747698	-39.64223087667953	-39.6422308767312	-39.6422308767312	-39.64223087689871	-39.64223087689871	-39.64223087678566	-39.64223087682679	-39.64223087786395	-39.64223087708457	-39.64223087680539	-39.64223087680539	-39.64223087680539	-39.64223087680539	-39.64223087680539	-39.64223087680539	-39.64223087680539	-39.64223087680539	-39.64223087680539	-39.64223087680539	-39.64223087680539	-39.64223087680539	-39.64223087680539	-39.64223087680539	-39.64223087680539	-39.64223087680539	-39.64223087680539	-39.64223087680539	-39.64223087680539	-39.64223087680539	-39.64223087680539	-39.64223087680539	-39.64223087680539	-39.64223087680539	0.0	PAN	Uracil-e0
Folate##L-Aspartate-e0##Bacteroides_caecimuris_I48	1.999999999990071	1.999999999990071	1.9999999999858824	-0.3333333333062656	-0.3333333333065528	-0.3333333333065528	0.0	0.0	0.1111111111189202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Folate	L-Aspartate-e0
Riboflavin##L-Aspartate-e0##Bacteroides_caecimuris_I48	0.9999999999978576	0.9999999999978576	0.9999999999961677	-3.3333333333005926	-3.3333333332999735	-3.3333333332999735	0.0	0.0	-1.8888888888799047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin	L-Aspartate-e0
PAN##L-Aspartate-e0##Bacteroides_caecimuris_I48	-1074.151328039443	-1074.151328039443	-1074.151328039768	949.3615773912111	949.3615773911565	949.3615773911565	-267.36104353022904	-267.36104353022904	311.9230947815828	-234.46486363250415	-234.46486363786903	-234.4648636346535	-234.46486363414104	-234.46486363414104	-234.46486363414104	-234.46486363414104	-234.46486363414104	-234.46486363414104	-234.46486363414104	-234.46486363414104	-234.46486363414104	-234.46486363414104	-234.46486363414104	-234.46486363414104	-234.46486363414104	-234.46486363414104	-234.46486363414104	-234.46486363414104	-234.46486363414104	-234.46486363414104	-234.46486363414104	-234.46486363414104	-234.46486363414104	-234.46486363414104	-234.46486363414104	-234.46486363414104	0.0	PAN	L-Aspartate-e0
Spermidine-e0##D-Glucose-e0##Bacteroides_caecimuris_I48	0.8333333333272207	0.8333333333272207	0.8333333333325006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Spermidine-e0	D-Glucose-e0
Folate##D-Glucose-e0##Bacteroides_caecimuris_I48	1.1666666666571794	1.1666666666571794	1.1666666666523462	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Folate	D-Glucose-e0
Riboflavin##D-Glucose-e0##Bacteroides_caecimuris_I48	2.1666666666647134	2.1666666666647134	2.1666666666628065	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin	D-Glucose-e0
PAN##D-Glucose-e0##Bacteroides_caecimuris_I48	-1050.2811786936154	-1050.2811786936154	-1050.2811786940447	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	D-Glucose-e0
PAN##L-Cysteine-e0##Bacteroides_caecimuris_I48	-13.01350596349274	-13.01350596349274	-13.013505963517346	-13.013505963824358	-13.013505963704098	-13.013505963704098	-13.013505963444468	-13.013505963444468	-13.013505963643146	-13.013505963561142	-13.013505963607235	-13.013505963638925	-13.013505963926661	-13.013505963926661	-13.013505963926661	-13.013505963926661	-13.013505963926661	-13.013505963926661	-13.013505963926661	-13.013505963926661	-13.013505963926661	-13.013505963926661	-13.013505963926661	-13.013505963926661	-13.013505963926661	-13.013505963926661	-13.013505963926661	-13.013505963926661	-13.013505963926661	-13.013505963926661	-13.013505963926661	-13.013505963926661	-13.013505963926661	-13.013505963926661	-13.013505963926661	-13.013505963926661	0.0	PAN	L-Cysteine-e0
Folate##L-Glutamate-e0##Bacteroides_caecimuris_I48	0.9999999999993892	0.9999999999993892	0.9999999999996257	-1.3333333332777102	0.0	0.0	0.0	0.0	0.1111111111253207	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Folate	L-Glutamate-e0
PAN##L-Glutamate-e0##Bacteroides_caecimuris_I48	-67.04418554084123	-67.04418554084123	-67.04418554078799	1879.419267932243	-32.89617989661936	-32.89617989661936	-32.89617989783038	-32.89617989783038	546.3879584143027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	L-Glutamate-e0
PAN##L-Histidine-e0##Bacteroides_caecimuris_I48	-11.393282031193825	-11.393282031193825	-11.393282031204084	-11.393282031209251	-11.393282031153257	-11.393282031153257	-11.393282031072525	-11.393282031072525	-11.393282031137232	-11.393282031098806	-11.393282031340547	-11.393282031257142	-11.393282031290301	-11.393282031290301	-11.393282031290301	-11.393282031290301	-11.393282031290301	-11.393282031290301	-11.393282031290301	-11.393282031290301	-11.393282031290301	-11.393282031290301	-11.393282031290301	-11.393282031290301	-11.393282031290301	-11.393282031290301	-11.393282031290301	-11.393282031290301	-11.393282031290301	-11.393282031290301	-11.393282031290301	-11.393282031290301	-11.393282031290301	-11.393282031290301	-11.393282031290301	-11.393282031290301	0.0	PAN	L-Histidine-e0
Spermidine-e0##L-Arginine-e0##Bacteroides_caecimuris_I48	0.999999999999788	0.999999999999788	1.000000000000017	0.9999999999997847	0.9999999999997485	0.9999999999997485	0.9999999999995831	0.9999999999995831	0.9999999999997568	0.9999999999996383	0.9999999999998659	0.9999999999997263	0.9999999999997446	0.9999999999997446	0.9999999999997446	0.9999999999997446	0.9999999999997446	0.9999999999997446	0.9999999999997446	0.9999999999997446	0.9999999999997446	0.9999999999997446	0.9999999999997446	0.9999999999997446	0.9999999999997446	0.9999999999997446	0.9999999999997446	0.9999999999997446	0.9999999999997446	0.9999999999997446	0.9999999999997446	0.9999999999997446	0.9999999999997446	0.9999999999997446	0.9999999999997446	0.9999999999997446	0.0	Spermidine-e0	L-Arginine-e0
PAN##L-Arginine-e0##Bacteroides_caecimuris_I48	-36.57235834181526	-36.57235834181526	-36.572358341838594	-36.57235834158322	-36.57235834148166	-36.57235834148166	-36.57235834137056	-36.57235834137056	-36.57235834146905	-36.57235834140451	-36.5723583422397	-36.57235834181291	-36.57235834178248	-36.57235834178248	-36.57235834178248	-36.57235834178248	-36.57235834178248	-36.57235834178248	-36.57235834178248	-36.57235834178248	-36.57235834178248	-36.57235834178248	-36.57235834178248	-36.57235834178248	-36.57235834178248	-36.57235834178248	-36.57235834178248	-36.57235834178248	-36.57235834178248	-36.57235834178248	-36.57235834178248	-36.57235834178248	-36.57235834178248	-36.57235834178248	-36.57235834178248	-36.57235834178248	0.0	PAN	L-Arginine-e0
PAN##L-Lysine-e0##Bacteroides_caecimuris_I48	-41.268999357415524	-41.268999357415524	-41.26899935743923	-41.26899935711621	-41.26899935701071	-41.26899935701071	-41.26899935690872	-41.26899935690872	-41.26899935700386	-41.26899935693757	-41.268999357891744	-41.26899935738362	-41.268999357334664	-41.268999357334664	-41.268999357334664	-41.268999357334664	-41.268999357334664	-41.268999357334664	-41.268999357334664	-41.268999357334664	-41.268999357334664	-41.268999357334664	-41.268999357334664	-41.268999357334664	-41.268999357334664	-41.268999357334664	-41.268999357334664	-41.268999357334664	-41.268999357334664	-41.268999357334664	-41.268999357334664	-41.268999357334664	-41.268999357334664	-41.268999357334664	-41.268999357334664	-41.268999357334664	0.0	PAN	L-Lysine-e0
Folate##Inosine-e0##Bacteroides_caecimuris_I48	0.9999999999994147	0.9999999999994147	0.9999999999991381	0.999999999998349	0.999999999998313	0.999999999998313	0.9999999999982375	0.9999999999982375	0.9999999999982889	0.9999999999983032	1.0000000000020308	0.9999999999996562	0.9999999999991117	0.9999999999991117	0.9999999999991117	0.9999999999991117	0.9999999999991117	0.9999999999991117	0.9999999999991117	0.9999999999991117	0.9999999999991117	0.9999999999991117	0.9999999999991117	0.9999999999991117	0.9999999999991117	0.9999999999991117	0.9999999999991117	0.9999999999991117	0.9999999999991117	0.9999999999991117	0.9999999999991117	0.9999999999991117	0.9999999999991117	0.9999999999991117	0.9999999999991117	0.9999999999991117	0.0	Folate	Inosine-e0
Riboflavin##Inosine-e0##Bacteroides_caecimuris_I48	0.9999999999998789	0.9999999999998789	0.9999999999997702	0.9999999999983513	0.9999999999981198	0.9999999999981198	0.9999999999979989	0.9999999999979989	0.9999999999982174	0.9999999999981578	1.000000000001386	0.9999999999993251	0.9999999999988536	0.9999999999988536	0.9999999999988536	0.9999999999988536	0.9999999999988536	0.9999999999988536	0.9999999999988536	0.9999999999988536	0.9999999999988536	0.9999999999988536	0.9999999999988536	0.9999999999988536	0.9999999999988536	0.9999999999988536	0.9999999999988536	0.9999999999988536	0.9999999999988536	0.9999999999988536	0.9999999999988536	0.9999999999988536	0.9999999999988536	0.9999999999988536	0.9999999999988536	0.9999999999988536	0.0	Riboflavin	Inosine-e0
PAN##Inosine-e0##Bacteroides_caecimuris_I48	-60.084785613895605	-60.084785613895605	-60.084785613919074	-60.08478561323547	-60.08478561314378	-60.08478561314378	-60.08478561310055	-60.08478561310055	-60.084785613168876	-60.08478561313632	-60.084785614449245	-60.08478561362709	-60.0847856134607	-60.0847856134607	-60.0847856134607	-60.0847856134607	-60.0847856134607	-60.0847856134607	-60.0847856134607	-60.0847856134607	-60.0847856134607	-60.0847856134607	-60.0847856134607	-60.0847856134607	-60.0847856134607	-60.0847856134607	-60.0847856134607	-60.0847856134607	-60.0847856134607	-60.0847856134607	-60.0847856134607	-60.0847856134607	-60.0847856134607	-60.0847856134607	-60.0847856134607	-60.0847856134607	0.0	PAN	Inosine-e0
Spermidine-e0##NH3-e0##Bacteroides_caecimuris_I48	-2.833333333324589	-2.833333333324589	-0.999999999999274	-0.9999999999887828	-0.9999999999884741	-0.9999999999884741	-2.666666666636645	-2.666666666636645	-1.5555555555340963	-2.666666666636907	-1.9999999999997364	-1.9999999999999076	-1.9999999999997151	-1.9999999999997151	-1.9999999999997151	-1.9999999999997151	-1.9999999999997151	-1.9999999999997151	-1.9999999999997151	-1.9999999999997151	-1.9999999999997151	-1.9999999999997151	-1.9999999999997151	-1.9999999999997151	-1.9999999999997151	-1.9999999999997151	-1.9999999999997151	-1.9999999999997151	-1.9999999999997151	-1.9999999999997151	-1.9999999999997151	-1.9999999999997151	-1.9999999999997151	-1.9999999999997151	-1.9999999999997151	-1.9999999999997151	0.0	Spermidine-e0	NH3-e0
Folate##NH3-e0##Bacteroides_caecimuris_I48	-4.233333333317444	-4.233333333317444	-5.999999999981821	-5.999999999967176	-5.9999999999660165	-5.9999999999660165	-6.333333333261604	-6.333333333261604	-6.44444444439103	-6.333333333266379	1.0000000000036287	1.0000000000026237	1.0000000000046454	1.0000000000046454	1.0000000000046454	1.0000000000046454	1.0000000000046454	1.0000000000046454	1.0000000000046454	1.0000000000046454	1.0000000000046454	1.0000000000046454	1.0000000000046454	1.0000000000046454	1.0000000000046454	1.0000000000046454	1.0000000000046454	1.0000000000046454	1.0000000000046454	1.0000000000046454	1.0000000000046454	1.0000000000046454	1.0000000000046454	1.0000000000046454	1.0000000000046454	1.0000000000046454	0.0	Folate	NH3-e0
Riboflavin##NH3-e0##Bacteroides_caecimuris_I48	-2.366666666662956	-2.366666666662956	-2.99999999999505	-2.999999999969634	-2.999999999963572	-2.999999999963572	-6.333333333253299	-6.333333333253299	-4.44444444438596	-6.333333333255878	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin	NH3-e0
PAN##NH3-e0##Bacteroides_caecimuris_I48	1546.705440336528	1546.705440336528	1284.988817164076	1284.9888171518708	1284.9888171494144	1284.9888171494144	2501.711438070105	2501.711438070105	1922.4272997596697	2468.815258172389	-113.5715760346558	-113.57157603431818	-113.57157603488089	-113.57157603488089	-113.57157603488089	-113.57157603488089	-113.57157603488089	-113.57157603488089	-113.57157603488089	-113.57157603488089	-113.57157603488089	-113.57157603488089	-113.57157603488089	-113.57157603488089	-113.57157603488089	-113.57157603488089	-113.57157603488089	-113.57157603488089	-113.57157603488089	-113.57157603488089	-113.57157603488089	-113.57157603488089	-113.57157603488089	-113.57157603488089	-113.57157603488089	-113.57157603488089	0.0	PAN	NH3-e0
PAN##Neu5Ac-e0##Bacteroides_caecimuris_I48	-6.9926970260889805	-6.9926970260889805	-6.99269702608463	-6.992697025817652	-6.9926970258456285	-6.9926970258456285	-6.9926970259509575	-6.9926970259509575	-6.992697025879143	-6.992697025906009	-6.992697026155325	-6.992697025942408	-6.9926970258295835	-6.9926970258295835	-6.9926970258295835	-6.9926970258295835	-6.9926970258295835	-6.9926970258295835	-6.9926970258295835	-6.9926970258295835	-6.9926970258295835	-6.9926970258295835	-6.9926970258295835	-6.9926970258295835	-6.9926970258295835	-6.9926970258295835	-6.9926970258295835	-6.9926970258295835	-6.9926970258295835	-6.9926970258295835	-6.9926970258295835	-6.9926970258295835	-6.9926970258295835	-6.9926970258295835	-6.9926970258295835	-6.9926970258295835	0.0	PAN	Neu5Ac-e0
PAN##L-Asparagine-e0##Bacteroides_caecimuris_I48	-28.989573168201265	-28.989573168201265	-28.989573168143785	-28.989573166368	-28.98957316675025	-28.98957316675025	-28.98957316751576	-28.98957316751576	-28.989573166949487	-28.989573167224435	-28.98957316834846	-28.98957316702115	-28.989573166235765	-28.989573166235765	-28.989573166235765	-28.989573166235765	-28.989573166235765	-28.989573166235765	-28.989573166235765	-28.989573166235765	-28.989573166235765	-28.989573166235765	-28.989573166235765	-28.989573166235765	-28.989573166235765	-28.989573166235765	-28.989573166235765	-28.989573166235765	-28.989573166235765	-28.989573166235765	-28.989573166235765	-28.989573166235765	-28.989573166235765	-28.989573166235765	-28.989573166235765	-28.989573166235765	0.0	PAN	L-Asparagine-e0
PAN##Ca2+-e0##Bacteroides_caecimuris_I48	-0.9241112603168803	-0.9241112603168803	-0.9241112603170416	-0.9241112603036772	-0.9241112603030354	-0.9241112603030354	-0.9241112603040823	-0.9241112603040823	-0.9241112603034959	-0.9241112603028266	-0.9241112603283099	-0.9241112603129659	-0.9241112603083288	-0.9241112603083288	-0.9241112603083288	-0.9241112603083288	-0.9241112603083288	-0.9241112603083288	-0.9241112603083288	-0.9241112603083288	-0.9241112603083288	-0.9241112603083288	-0.9241112603083288	-0.9241112603083288	-0.9241112603083288	-0.9241112603083288	-0.9241112603083288	-0.9241112603083288	-0.9241112603083288	-0.9241112603083288	-0.9241112603083288	-0.9241112603083288	-0.9241112603083288	-0.9241112603083288	-0.9241112603083288	-0.9241112603083288	0.0	PAN	Ca2+-e0
PAN##Cu2+-e0##Bacteroides_caecimuris_I48	-0.9241112603175047	-0.9241112603175047	-0.924111260317586	-0.9241112603025728	-0.9241112603036395	-0.9241112603036395	-0.9241112603055206	-0.9241112603055206	-0.924111260303888	-0.9241112603040903	-0.9241112603280227	-0.9241112603124265	-0.9241112603074321	-0.9241112603074321	-0.9241112603074321	-0.9241112603074321	-0.9241112603074321	-0.9241112603074321	-0.9241112603074321	-0.9241112603074321	-0.9241112603074321	-0.9241112603074321	-0.9241112603074321	-0.9241112603074321	-0.9241112603074321	-0.9241112603074321	-0.9241112603074321	-0.9241112603074321	-0.9241112603074321	-0.9241112603074321	-0.9241112603074321	-0.9241112603074321	-0.9241112603074321	-0.9241112603074321	-0.9241112603074321	-0.9241112603074321	0.0	PAN	Cu2+-e0
PAN##Fe2+-e0##Bacteroides_caecimuris_I48	-1.9241112603159987	-1.9241112603159987	-1.924111260334689	-1.9241112607219122	-1.9241112605853683	-1.9241112605853683	-1.9241112603843937	-1.9241112603843937	-1.9241112605447255	-1.9241112604562198	-1.9241112603827748	-1.9241112606169728	-1.9241112607987298	-1.9241112607987298	-1.9241112607987298	-1.9241112607987298	-1.9241112607987298	-1.9241112607987298	-1.9241112607987298	-1.9241112607987298	-1.9241112607987298	-1.9241112607987298	-1.9241112607987298	-1.9241112607987298	-1.9241112607987298	-1.9241112607987298	-1.9241112607987298	-1.9241112607987298	-1.9241112607987298	-1.9241112607987298	-1.9241112607987298	-1.9241112607987298	-1.9241112607987298	-1.9241112607987298	-1.9241112607987298	-1.9241112607987298	0.0	PAN	Fe2+-e0
