	0.0000-0.0000	0.0067-0.0071	0.0071-0.0078	0.0078-0.0113	0.0113-0.0176	0.0176-0.2807	0.2807-0.3068	0.3068-0.3069	0.3069-0.3069	0.3131-0.3131	0.3135-20.0000	Source	Target
Akkermansia_muciniphilaYL44##L-Threonine-e0##Microbe##Riboflavin	-74.9931301135713	-74.99313011330783	-74.99313011343992	-74.9931301139302	-74.99313011377045	-74.9931301135674	-74.99313011397972	-74.99313011433105	-74.99313011375335	-74.99313011376992	-74.99313011388408	Akkermansia_muciniphilaYL44	L-Threonine-e0
Akkermansia_muciniphilaYL44##fe3-e0##Microbe##O2-e0	4.000000000000008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Akkermansia_muciniphilaYL44	fe3-e0
Akkermansia_muciniphilaYL44##fe3-e0##Microbe##Riboflavin	-0.9241112602830196	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Akkermansia_muciniphilaYL44	fe3-e0
Akkermansia_muciniphilaYL44##H+-e0##Microbe##O2-e0	-4.2962962962972	0.9999999999989547	0.9999999999995136	1.000000000001503	1.0000000000011116	0.6666666666656329	-0.4999999999998498	0.6666666666782126	-1.0000000000016356	-1.0000000000018066	0.0	Akkermansia_muciniphilaYL44	H+-e0
Akkermansia_muciniphilaYL44##H+-e0##Microbe##Folate	-5.666666666667585	-3.5000000000015463	-3.5000000000003872	-3.499999999994598	-3.4999999999965286	-2.6666666666699284	-6.749999999997756	2.0000000000811053	-10.500000000012072	-10.500000000012342	-3.0000000000055316	Akkermansia_muciniphilaYL44	H+-e0
Akkermansia_muciniphilaYL44##H+-e0##Microbe##Riboflavin	673.4002370010122	-505.9606765564899	-505.9606765570511	-505.9606765598473	-505.96067655905875	529.4810138831663	-2619.7122016620847	-5024.972901320992	-1580.1453162456269	-1583.772421438684	-3761.2851843930703	Akkermansia_muciniphilaYL44	H+-e0
Akkermansia_muciniphilaYL44##L-Alanine-e0##Microbe##Folate	0.9999999999996013	0.9999999999999848	1.0000000000001608	0.9999999999984676	0.9999999999991207	0.9999999999989343	0.9999999999998742	0.999999999997375	-2.749999999989612	-2.749999999989634	1.0000000000005216	Akkermansia_muciniphilaYL44	L-Alanine-e0
Akkermansia_muciniphilaYL44##L-Alanine-e0##Microbe##Riboflavin	163.69692364879378	163.69692364857013	163.6969236484644	163.69692364925982	163.69692364902394	163.69692364870994	163.69692364940718	163.69692365010448	1197.1451991615602	1204.399409547467	200.11136268763295	Akkermansia_muciniphilaYL44	L-Alanine-e0
Akkermansia_muciniphilaYL44##L-Cysteine-e0##Microbe##Riboflavin	-13.01350596348749	-13.013505963516968	2262.3370171423967	-679.2345784908813	-13.013505963479034	-13.013505963446681	-13.013505963482144	-13.013505963550259	-1046.4617814760156	-1050.0888866690552	-12.013505963438748	Akkermansia_muciniphilaYL44	L-Cysteine-e0
Akkermansia_muciniphilaYL44##Inosine-e0##Microbe##Folate	1.000000000000147	0.999999999999703	0.9999999999999885	1.0000000000003773	1.0000000000002247	1.0000000000002751	0.9999999999999813	1.0000000000008604	0.9999999999995259	0.9999999999995082	0.9999999999998777	Akkermansia_muciniphilaYL44	Inosine-e0
Akkermansia_muciniphilaYL44##Inosine-e0##Microbe##Riboflavin	-60.08478561400532	-60.08478561376962	-60.08478561390461	-60.084785614099495	-60.084785614041316	-60.0847856139578	-60.0847856141733	-60.08478561442259	-60.084785614056905	-60.084785614064515	-60.08478561416199	Akkermansia_muciniphilaYL44	Inosine-e0
Akkermansia_muciniphilaYL44##Neu5Ac-e0##Microbe##Riboflavin	-6.992697026115231	-6.992697026167797	-6.992697026089427	-6.992697026102761	-6.992697026100302	-6.992697026100147	-6.992697026111281	-6.992697026144207	-6.992697026110311	-6.992697026111623	-6.992697026016881	Akkermansia_muciniphilaYL44	Neu5Ac-e0
Akkermansia_muciniphilaYL44##L-Asparagine-e0##Microbe##Riboflavin	-28.989573168290903	-28.98957316817694	-28.989573168241527	-28.989573168416346	-28.989573168360867	-28.98957316829013	-28.98957316844072	-28.989573168570267	-28.989573168359925	-28.98957316836419	-28.98957316841836	Akkermansia_muciniphilaYL44	L-Asparagine-e0
Akkermansia_muciniphilaYL44##Ca2+-e0##Microbe##Riboflavin	-0.924111260318052	-0.9241112603148506	-0.9241112603172257	-0.9241112603224114	-0.9241112603206025	-0.9241112603182541	-0.9241112603233361	-0.9241112603276058	-0.9241112603211982	-0.9241112603214336	-0.9241112603213069	Akkermansia_muciniphilaYL44	Ca2+-e0
Akkermansia_muciniphilaYL44##Cu2+-e0##Microbe##Riboflavin	-0.9241112603195881	-0.9241112603155355	-0.9241112603184956	-0.9241112603228039	-0.9241112603210621	-0.9241112603183304	-0.924111260323409	-0.9241112603273238	-0.9241112603213463	-0.9241112603216914	-0.9241112603250989	Akkermansia_muciniphilaYL44	Cu2+-e0
Akkermansia_muciniphilaYL44##Fe2+-e0##Microbe##O2-e0	-4.000000000000015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Akkermansia_muciniphilaYL44	Fe2+-e0
Akkermansia_muciniphilaYL44##Fe2+-e0##Microbe##Riboflavin	-1.9241112603482684	-2.848222520628881	-2.848222520629357	-2.848222520632312	-2.848222520629098	-2.8482225206257414	-2.8482225206312517	-2.8482225206376715	-2.8482225206317047	-2.848222520632161	-2.8482225206360874	Akkermansia_muciniphilaYL44	Fe2+-e0
Akkermansia_muciniphilaYL44##Glycine-e0##Microbe##Folate	-0.9999999999998495	-1.0000000000001932	-1.000000000000036	-0.9999999999994341	-0.9999999999996917	-0.9999999999996114	-0.9999999999999827	-0.9999999999989199	-1.0000000000006266	-1.0000000000007052	-1.0000000000005325	Akkermansia_muciniphilaYL44	Glycine-e0
Akkermansia_muciniphilaYL44##Glycine-e0##Microbe##Riboflavin	-69.54945194232495	-69.5494519421366	-69.54945194220835	-69.54945194249332	-69.5494519424011	-69.54945194227297	-69.54945194255167	-69.54945194285042	-69.54945194238688	-76.80366232808188	-144.37833001919833	Akkermansia_muciniphilaYL44	Glycine-e0
Akkermansia_muciniphilaYL44##L-Methionine-e0##Microbe##Riboflavin	-19.98243529507667	-19.982435294991816	-19.98243529504277	-19.98243529512571	-19.982435295102842	-19.982435295070832	-19.98243529515338	-19.98243529522697	-19.982435295106953	-19.982435295108004	-19.982435295173882	Akkermansia_muciniphilaYL44	L-Methionine-e0
Akkermansia_muciniphilaYL44##Sulfate-e0##Microbe##Riboflavin	-0.9241112603195364	-0.9241112603137879	-0.9241112603210505	-0.9241112603203055	-0.9241112603203426	-0.9241112603186995	-0.9241112603204765	-0.9241112603231785	-0.9241112603200085	-0.9241112603202128	-0.9241112603227759	Akkermansia_muciniphilaYL44	Sulfate-e0
Akkermansia_muciniphilaYL44##Cl--e0##Microbe##Riboflavin	-0.9241112603189167	-0.9241112603148338	-0.9241112603170439	-0.9241112603223641	-0.9241112603207902	-0.9241112603187586	-0.9241112603231383	-0.9241112603270428	-0.924111260320615	-0.9241112603206455	-0.9241112603231931	Akkermansia_muciniphilaYL44	Cl--e0
Akkermansia_muciniphilaYL44##K+-e0##Microbe##Riboflavin	-0.9241112603178396	-0.9241112603152649	-0.9241112603158443	-0.9241112603228355	-0.9241112603203171	-0.9241112603173188	-0.9241112603240232	-0.9241112603294297	-0.9241112603221113	-0.9241112603223773	-0.9241112603254596	Akkermansia_muciniphilaYL44	K+-e0
Akkermansia_muciniphilaYL44##Mg-e0##Microbe##Riboflavin	-0.9241112603185616	-0.9241112603160299	-0.9241112603168062	-0.9241112603226771	-0.9241112603208218	-0.924111260318877	-0.9241112603236352	-0.9241112603278052	-0.924111260320802	-0.9241112603209648	-0.9241112603231764	Akkermansia_muciniphilaYL44	Mg-e0
Akkermansia_muciniphilaYL44##D-Glucose-e0##Microbe##O2-e0	0.14814814814864583	-0.5000000000001175	0.3999999999999358	-0.6666666666665223	-0.49999999999904904	-0.3333333333316715	0.0	0.0	0.0	0.0	0.0	Akkermansia_muciniphilaYL44	D-Glucose-e0
Akkermansia_muciniphilaYL44##D-Glucose-e0##Microbe##Folate	0.3333333333354185	-0.7500000000005479	1.4666666666659856	-1.6666666666663223	-0.74999999999823	-1.1666666666608687	0.0	0.0	0.0	0.0	0.0	Akkermansia_muciniphilaYL44	D-Glucose-e0
Akkermansia_muciniphilaYL44##D-Glucose-e0##Microbe##Riboflavin	-971.2670460816057	-382.0486449313916	-1519.7239064844866	-48.93810866944646	-382.0486449326155	-899.7694901525853	0.0	0.0	0.0	0.0	0.0	Akkermansia_muciniphilaYL44	D-Glucose-e0
Akkermansia_muciniphilaYL44##NH3-e0##Microbe##O2-e0	-0.14814814814867713	0.5000000000011956	1.3999999999999202	0.33333333332916976	0.4999999999977207	0.6666666666658689	0.9999999999997925	0.6666666666620229	1.000000000001127	1.0000000000012514	0.0	Akkermansia_muciniphilaYL44	NH3-e0
Akkermansia_muciniphilaYL44##NH3-e0##Microbe##Folate	0.6666666666632293	1.7500000000027962	3.9666666666665717	0.8333333333218639	1.7499999999949536	1.3333333333308681	2.4999999999990283	0.0	2.5000000000106537	2.500000000010687	-4.999999999991708	Akkermansia_muciniphilaYL44	NH3-e0
Akkermansia_muciniphilaYL44##NH3-e0##Microbe##Riboflavin	1498.0771655411784	908.8587643889897	-228.81649716278716	1241.9693006581285	908.858764393097	391.1379191707071	1290.9074093288039	1978.124752090837	1289.1592350692652	1292.786340262329	3470.2991032154496	Akkermansia_muciniphilaYL44	NH3-e0
Akkermansia_muciniphilaYL44##O2-e0##Microbe##O2-e0	-0.9999999999999996	-0.9999999999999988	-1.0000000000000007	-0.9999999999999992	-1.0000000000000018	-0.9999999999999987	-0.9999999999999994	-0.9999999999999992	-1.000000000000001	-1.000000000000001	0.0	Akkermansia_muciniphilaYL44	O2-e0
Akkermansia_muciniphilaYL44##L-Phenylalanine##Microbe##Folate	0.999999999999878	1.0000000000001064	0.9999999999999758	0.9999999999998854	0.9999999999998876	0.9999999999998915	0.9999999999999927	0.9999999999995512	1.000000000000257	1.0000000000002585	1.0000000000000735	Akkermansia_muciniphilaYL44	L-Phenylalanine
Akkermansia_muciniphilaYL44##L-Phenylalanine##Microbe##Riboflavin	37.591951727231326	37.591951727104295	37.591951727173324	37.59195172721805	37.59195172721378	37.591951727199486	37.591951727278634	37.591951727408095	37.5919517272122	37.59195172721701	37.59195172726918	Akkermansia_muciniphilaYL44	L-Phenylalanine
Akkermansia_muciniphilaYL44##L-Tyrosine##Microbe##Riboflavin	-17.083554956563823	-17.083554956525923	-17.083554956498958	-17.083554956431257	-17.083554956464845	-17.08355495652119	-17.08355495649365	-17.083554956539086	-17.083554956515485	-17.083554956514778	-17.083554956595925	Akkermansia_muciniphilaYL44	L-Tyrosine
Akkermansia_muciniphilaYL44##Folate##Microbe##Folate	-0.9999999999999989	-1.0	-0.9999999999999991	-0.9999999999999994	-1.0000000000000002	-1.0000000000000007	-0.9999999999999986	-0.9999999999999994	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	Akkermansia_muciniphilaYL44	Folate
Akkermansia_muciniphilaYL44##Riboflavin##Microbe##Riboflavin	-1.0000000000001932	-1.0000000000000033	-0.9999999999998549	-0.9999999999999131	-1.0000000000000806	-1.0000000000000642	-0.9999999999998058	-0.9999999999999313	-0.9999999999997451	-0.9999999999999467	-0.99999999999989	Akkermansia_muciniphilaYL44	Riboflavin
Akkermansia_muciniphilaYL44##PAN##Microbe##Riboflavin	-0.9999999999913189	-1.0000000000069864	-1.0000000000030527	-1.000000000020118	-1.0000000000097504	-0.999999999990836	-1.0000000000108862	-1.0000000000267115	-1.0000000000063942	-1.0000000000081695	-0.9999999999902406	Akkermansia_muciniphilaYL44	PAN
Akkermansia_muciniphilaYL44##Uracil##Microbe##Riboflavin	-39.642230877545764	-39.64223087739414	-39.642230877471114	-39.64223087771793	-39.64223087763939	-39.642230877539944	-39.64223087775833	-39.64223087794716	-39.64223087764288	-39.64223087765078	-39.64223087772946	Akkermansia_muciniphilaYL44	Uracil
Akkermansia_muciniphilaYL44##galactose##Microbe##Riboflavin	-6.992697026121221	-6.992697026048632	-6.992697026124665	-6.992697026115245	-6.9926970261142385	-6.992697026110856	-6.992697026123656	680.224645730357	-8.7408712826453	-8.740871282648923	-8.740871282653691	Akkermansia_muciniphilaYL44	galactose
Akkermansia_muciniphilaYL44##Acetate-e0##Microbe##O2-e0	0.0	0.9999999999985101	0.9999999999996886	1.0000000000007718	1.0000000000005609	0.6666666666652054	0.49999999999992795	0.6666666666666983	0.5000000000002572	0.500000000000285	0.0	Akkermansia_muciniphilaYL44	Acetate-e0
Akkermansia_muciniphilaYL44##Acetate-e0##Microbe##Folate	0.0	-0.500000000002778	-0.49999999999999006	-0.4999999999968407	-0.499999999997869	0.33333333332848053	-0.25000000000014494	1.0000000000002434	-0.24999999999717612	-0.24999999999716166	-3.9999999999958957	Akkermansia_muciniphilaYL44	Acetate-e0
Akkermansia_muciniphilaYL44##Acetate-e0##Microbe##Riboflavin	0.0	-254.27808666963136	-254.27808667106834	-254.2780866725667	-254.27808667215598	781.1636037696384	331.27885869470873	-12.32981268207401	332.1529458222196	335.7800510151208	1441.4300994137916	Akkermansia_muciniphilaYL44	Acetate-e0
Akkermansia_muciniphilaYL44##Succinate-e0##Microbe##O2-e0	0.0	0.5000000000016466	-0.3999999999998288	0.6666666666639974	0.4999999999971529	0.6666666666654223	0.4999999999999129	0.6666666666669413	0.5000000000001088	0.5000000000001331	0.0	Akkermansia_muciniphilaYL44	Succinate-e0
Akkermansia_muciniphilaYL44##Succinate-e0##Microbe##Folate	0.0	0.7500000000038927	-1.4666666666658028	1.6666666666589327	0.749999999993706	0.33333333332943754	-0.24999999999996936	1.000000000002249	-0.2499999999981448	-0.24999999999821032	-3.999999999996313	Akkermansia_muciniphilaYL44	Succinate-e0
Akkermansia_muciniphilaYL44##Succinate-e0##Microbe##Riboflavin	0.0	1183.806012129235	2321.4812736839185	850.6954758724698	1183.806012134563	666.0851669118122	216.2004218362941	-127.40824954100171	217.07450896410006	213.44740377129952	1251.522784478733	Akkermansia_muciniphilaYL44	Succinate-e0
Akkermansia_muciniphilaYL44##CO2-e0##Microbe##O2-e0	0.0	1.500000000001655	0.6000000000000095	1.666666666661254	1.499999999995106	1.3333333333286224	1.4999999999994695	1.333333333325917	1.5000000000024185	1.500000000002693	0.0	Akkermansia_muciniphilaYL44	CO2-e0
Akkermansia_muciniphilaYL44##CO2-e0##Microbe##Folate	0.0	1.2500000000045746	-0.9666666666652702	2.1666666666520515	1.2499999999899374	1.666666666650815	2.249999999997442	0.9999999999487689	2.2500000000233635	2.2500000000233924	-8.999999999985645	Akkermansia_muciniphilaYL44	CO2-e0
Akkermansia_muciniphilaYL44##CO2-e0##Microbe##Riboflavin	0.0	1870.6852674472739	3008.360529001938	1537.5747311939929	1870.6852674549655	2388.406112672062	2838.2908577605817	3181.899529150938	2837.4167706256353	2844.6709810118073	6127.833792365686	Akkermansia_muciniphilaYL44	CO2-e0
Akkermansia_muciniphilaYL44##H2-e0##Microbe##O2-e0	0.0	1.0000000000009415	-2.5999999999997825	1.6666666666644234	0.999999999994963	0.6666666666609206	0.0	0.6666666666669848	0.5000000000001064	0.5000000000001288	0.0	Akkermansia_muciniphilaYL44	H2-e0
Akkermansia_muciniphilaYL44##H2-e0##Microbe##Folate	0.0	-2.4999999999965414	-11.366666666663727	1.1666666666609133	-2.500000000009649	-1.666666666685774	-4.000000000000691	1.000000000002449	-0.2499999999983484	-0.2499999999984049	-3.999999999996468	Akkermansia_muciniphilaYL44	H2-e0
Akkermansia_muciniphilaYL44##H2-e0##Microbe##Riboflavin	0.0	1981.0326364568373	6531.733682669727	648.5904914117303	1981.032636463774	3016.474326901447	1216.9353466014145	-157.4993389061668	186.9834195990446	183.3563144062373	1221.4316951136582	Akkermansia_muciniphilaYL44	H2-e0
Akkermansia_muciniphilaYL44##L-Cysteine-e0##Microbe##O2-e0	0.0	0.0	-1.799999999999638	0.33333333333561466	0.0	0.0	0.0	0.0	0.4999999999991757	0.4999999999990778	0.0	Akkermansia_muciniphilaYL44	L-Cysteine-e0
Akkermansia_muciniphilaYL44##L-Cysteine-e0##Microbe##Folate	0.0	0.0	-4.433333333332336	1.8333333333390451	0.0	0.0	0.0	0.0	3.749999999990906	3.7499999999909623	0.0	Akkermansia_muciniphilaYL44	L-Cysteine-e0
Akkermansia_muciniphilaYL44##H2S-e0##Microbe##O2-e0	0.0	0.0	0.0	-0.33333333333561466	0.0	0.0	0.0	0.0	-0.4999999999991737	-0.4999999999990764	0.0	Akkermansia_muciniphilaYL44	H2S-e0
Akkermansia_muciniphilaYL44##H2S-e0##Microbe##Folate	0.0	0.0	0.0	-1.8333333333391368	0.0	0.0	0.0	0.0	-3.7499999999910023	-3.7499999999910494	0.0	Akkermansia_muciniphilaYL44	H2S-e0
Akkermansia_muciniphilaYL44##H2S-e0##Microbe##Riboflavin	0.0	0.0	0.0	667.2210725274373	1.000000000025283	0.999999999988915	1.0000000000322236	1.0000000000567661	1034.448275512569	1038.0753807056026	0.0	Akkermansia_muciniphilaYL44	H2S-e0
Akkermansia_muciniphilaYL44##5'-Deoxyadenosine-e0##Microbe##Riboflavin	0.0	0.0	0.0	0.0	1.4999999999196423	1.4999999999685276	1.4999999998920557	1.499999999876301	1.499999999925461	1.49999999992735	1.4999999999223976	Akkermansia_muciniphilaYL44	5'-Deoxyadenosine-e0
Akkermansia_muciniphilaYL44##Adenosine-e0##Microbe##Riboflavin	0.0	0.0	0.0	0.0	0.0	0.9999999999988423	1.0000000000057494	1.0000000000100675	0.9999999999986835	0.9999999999987502	1.0000000000028568	Akkermansia_muciniphilaYL44	Adenosine-e0
Akkermansia_muciniphilaYL44##Formate-e0-e0##Microbe##Folate	0.0	0.0	0.0	0.0	0.0	-0.9999999999997623	-0.9999999999998804	-0.9999999999997852	-1.0000000000000724	-1.0000000000000728	-1.0000000000001366	Akkermansia_muciniphilaYL44	Formate-e0-e0
Akkermansia_muciniphilaYL44##Formate-e0-e0##Microbe##Riboflavin	0.0	0.0	0.0	0.0	0.0	1.499999999981743	1.499999999891834	1.499999999866863	1.4999999999448022	1.499999999943473	1.4999999999678812	Akkermansia_muciniphilaYL44	Formate-e0-e0
Akkermansia_muciniphilaYL44##L-Glutamate-e0##Microbe##D-Glucose-e0	0.0	0.0	0.0	0.0	0.0	0.0	-0.4999999999987967	0.0	-0.49999999999777905	-0.4999999999978389	-1.9999999999919857	Akkermansia_muciniphilaYL44	L-Glutamate-e0
Akkermansia_muciniphilaYL44##L-Aspartate-e0##Microbe##D-Glucose-e0	0.0	0.0	0.0	0.0	0.0	0.0	1.5000000000079168	0.0	1.500000000014403	1.5000000000145464	0.0	Akkermansia_muciniphilaYL44	L-Aspartate-e0
Akkermansia_muciniphilaYL44##L-Aspartate-e0##Microbe##O2-e0	0.0	0.0	0.0	0.0	0.0	0.0	-0.4999999999997815	0.0	-0.5000000000015163	-0.5000000000016811	0.0	Akkermansia_muciniphilaYL44	L-Aspartate-e0
Akkermansia_muciniphilaYL44##L-Aspartate-e0##Microbe##Folate	0.0	0.0	0.0	0.0	0.0	0.0	-1.749999999998413	2.000000000043645	-1.7500000000136404	-1.750000000013701	1.9999999999947489	Akkermansia_muciniphilaYL44	L-Aspartate-e0
Akkermansia_muciniphilaYL44##H+-e0##Microbe##D-Glucose-e0	0.0	0.0	0.0	0.0	0.0	0.0	3.500000000012287	0.0	5.000000000013274	5.000000000013568	2.000000000022026	Akkermansia_muciniphilaYL44	H+-e0
Akkermansia_muciniphilaYL44##Acetate-e0##Microbe##D-Glucose-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.49999999999850125	0.0	0.4999999999972143	0.4999999999971668	1.9999999999908609	Akkermansia_muciniphilaYL44	Acetate-e0
Akkermansia_muciniphilaYL44##Succinate-e0##Microbe##D-Glucose-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.49999999999914235	0.0	0.4999999999983469	0.4999999999984138	1.9999999999923592	Akkermansia_muciniphilaYL44	Succinate-e0
Akkermansia_muciniphilaYL44##D-Glucose-e0##Microbe##D-Glucose-e0	0.0	0.0	0.0	0.0	0.0	0.0	-0.9999999999999999	-1.0000000000000004	-1.0000000000000002	-0.9999999999999997	-1.0000000000000004	Akkermansia_muciniphilaYL44	D-Glucose-e0
Akkermansia_muciniphilaYL44##NH3-e0##Microbe##D-Glucose-e0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0000000000060356	0.0	-1.0000000000109983	-1.0000000000110947	1.9999999999785931	Akkermansia_muciniphilaYL44	NH3-e0
Akkermansia_muciniphilaYL44##CO2-e0##Microbe##D-Glucose-e0	0.0	0.0	0.0	0.0	0.0	0.0	-0.5000000000134213	0.0	-0.500000000024509	-0.5000000000247046	3.999999999961984	Akkermansia_muciniphilaYL44	CO2-e0
Akkermansia_muciniphilaYL44##H2-e0##Microbe##D-Glucose-e0	0.0	0.0	0.0	0.0	0.0	0.0	1.9999999999943467	0.0	0.49999999999836275	0.49999999999842365	1.9999999999923452	Akkermansia_muciniphilaYL44	H2-e0
Akkermansia_muciniphilaYL44##galactose##Microbe##D-Glucose-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.000000000001043	0.0	0.0	0.0	Akkermansia_muciniphilaYL44	galactose
Akkermansia_muciniphilaYL44##galactose##Microbe##O2-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.3333333333350094	0.0	0.0	0.0	Akkermansia_muciniphilaYL44	galactose
Akkermansia_muciniphilaYL44##galactose##Microbe##Folate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.5000000000111604	0.0	0.0	0.0	Akkermansia_muciniphilaYL44	galactose
Akkermansia_muciniphilaYL44##L-Alanine-e0##Microbe##D-Glucose-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4999999999896645	1.4999999999895801	0.0	Akkermansia_muciniphilaYL44	L-Alanine-e0
Akkermansia_muciniphilaYL44##L-Alanine-e0##Microbe##O2-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.499999999999018	-0.49999999999891054	0.0	Akkermansia_muciniphilaYL44	L-Alanine-e0
Akkermansia_muciniphilaYL44##L-Cysteine-e0##Microbe##D-Glucose-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.4999999999910223	-1.4999999999910032	0.0	Akkermansia_muciniphilaYL44	L-Cysteine-e0
