	0.0000-0.0006	0.0006-0.0012	0.0012-0.0057	0.0057-0.0080	0.0080-0.0094	0.0094-0.0096	0.0110-0.0115	0.0118-0.0118	0.0118-0.0119	0.0119-0.0119	0.0119-0.0120	0.0120-0.0121	0.0121-0.0124	0.0124-0.0125	0.0125-0.0126	0.0131-0.0131	0.0291-0.0617	0.0617-0.0617	0.0617-0.0659	0.0724-0.0725	0.0729-0.0737	0.0737-0.0812	0.0812-0.1738	0.1738-0.2818	0.3446-0.3449	0.3449-0.3457	0.3457-0.4510	0.4510-0.5037	0.5038-0.5041	0.5048-0.5048	0.5048-0.5733	0.5733-0.7844	0.7844-0.7886	0.7886-0.7919	0.7919-0.7920	0.7920-0.7928	0.7928-0.7929	0.7929-1.0883	1.0935-1.7087	1.7087-3.7575	3.7575-6.3404	6.4575-20.0000	Source	Target
Bacteroides_caecimuris_I48##H+-e0##Microbe##O2-e0	2.0000000000225486	2.0000000000225486	2.000000000014975	2.000000000014975	2.000000000014975	2.000000000014975	2.000000000014975	2.000000000014975	2.000000000014975	2.000000000014975	2.000000000014975	2.000000000014975	2.000000000014975	2.000000000014975	2.000000000014975	2.000000000014975	2.000000000014975	2.000000000014975	2.000000000014975	-1.9999999999990494	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteroides_caecimuris_I48	H+-e0
Bacteroides_caecimuris_I48##H+-e0##Microbe##Folate	-3.9999999999888938	-3.9999999999888938	-3.999999999984756	-3.999999999984756	-3.999999999984756	-3.999999999984756	-3.999999999984756	-3.999999999984756	-3.999999999984756	-3.999999999984756	-3.999999999984756	-3.999999999984756	-3.999999999984756	-3.999999999984756	-3.999999999984756	-3.999999999984756	-3.999999999984756	-3.999999999984756	-3.999999999984756	0.6666666665969636	-1.6666666666864693	-1.6666666666864693	-1.6666666666864693	-1.6666666666864693	-1.6666666666864693	-1.6666666666864693	-1.6666666666864693	-1.6666666666864693	-1.6666666666864693	-1.6666666666864693	-1.6666666666864693	-1.6666666666864693	-1.6666666666864693	-1.6666666666864693	-1.6666666666864693	-1.6666666666864693	-1.6666666666864693	-1.6666666666864693	-1.6666666666864693	-1.6666666666864693	-1.6666666666864693	-1.6666666666864693	Bacteroides_caecimuris_I48	H+-e0
Bacteroides_caecimuris_I48##H+-e0##Microbe##Riboflavin	-4.999999999997434	-4.999999999997434	-4.999999999996257	-4.999999999996257	-4.999999999996257	-4.999999999996257	-4.999999999996257	-4.999999999996257	-4.999999999996257	-4.999999999996257	-4.999999999996257	-4.999999999996257	-4.999999999996257	-4.999999999996257	-4.999999999996257	-4.999999999996257	-4.999999999996257	-4.999999999996257	-4.999999999996257	3.6666666665987755	-0.6666666666825796	-0.6666666666825796	-0.6666666666825796	-0.6666666666825796	-0.6666666666825796	-0.6666666666825796	-0.6666666666825796	-0.6666666666825796	-0.6666666666825796	-0.6666666666825796	-0.6666666666825796	-0.6666666666825796	-0.6666666666825796	-0.6666666666825796	-0.6666666666825796	-0.6666666666825796	-0.6666666666825796	-0.6666666666825796	-0.6666666666825796	-0.6666666666825796	-0.6666666666825796	-0.6666666666825796	Bacteroides_caecimuris_I48	H+-e0
Bacteroides_caecimuris_I48##H+-e0##Microbe##PAN	1241.4349110990406	1241.4349110990406	1241.4349110991125	1241.4349110991125	1241.4349110991125	1241.4349110991125	1241.4349110991125	1241.4349110991125	1241.4349110991125	1241.4349110991125	1241.4349110991125	1241.4349110991125	1241.4349110991125	1241.4349110991125	1241.4349110991125	1241.4349110991125	1241.4349110991125	1241.4349110991125	1241.4349110991125	-2959.6898036474718	-864.7545514747869	-864.7545514747869	-864.7545514747869	-864.7545514747869	-864.7545514747869	-864.7545514747869	-864.7545514747869	-864.7545514747869	-864.7545514747869	-864.7545514747869	-864.7545514747869	-864.7545514747869	-864.7545514747869	-864.7545514747869	-864.7545514747869	-864.7545514747869	-864.7545514747869	-864.7545514747869	-864.7545514747869	-864.7545514747869	-864.7545514747869	-864.7545514747869	Bacteroides_caecimuris_I48	H+-e0
Bacteroides_caecimuris_I48##Uracil-e0##Microbe##PAN	-39.64223087747768	-39.64223087747768	-39.64223087746805	-39.64223087746805	-39.64223087746805	-39.64223087746805	-39.64223087746805	-39.64223087746805	-39.64223087746805	-39.64223087746805	-39.64223087746805	-39.64223087746805	-39.64223087746805	-39.64223087746805	-39.64223087746805	-39.64223087746805	-39.64223087746805	-39.64223087746805	-39.64223087746805	-39.64223087689684	-39.64223087676276	-39.64223087676276	-39.64223087676276	-39.64223087676276	-39.64223087676276	-39.64223087676276	-39.64223087676276	-39.64223087676276	-39.64223087676276	-39.64223087676276	-39.64223087676276	-39.64223087676276	-39.64223087676276	-39.64223087676276	-39.64223087676276	-39.64223087676276	-39.64223087676276	-39.64223087676276	-39.64223087676276	-39.64223087676276	-39.64223087676276	-39.64223087676276	Bacteroides_caecimuris_I48	Uracil-e0
Bacteroides_caecimuris_I48##L-Aspartate-e0##Microbe##Folate	1.999999999989986	1.999999999989986	1.999999999985571	1.999999999985571	1.999999999985571	1.999999999985571	1.999999999985571	1.999999999985571	1.999999999985571	1.999999999985571	1.999999999985571	1.999999999985571	1.999999999985571	1.999999999985571	1.999999999985571	1.999999999985571	1.999999999985571	1.999999999985571	1.999999999985571	1.9999999999733684	0.9999999999715715	0.9999999999715715	0.9999999999715715	0.9999999999715715	0.9999999999715715	0.9999999999715715	0.9999999999715715	0.9999999999715715	0.9999999999715715	0.9999999999715715	0.9999999999715715	0.9999999999715715	0.9999999999715715	0.9999999999715715	0.9999999999715715	0.9999999999715715	0.9999999999715715	0.9999999999715715	0.9999999999715715	0.9999999999715715	0.9999999999715715	0.9999999999715715	Bacteroides_caecimuris_I48	L-Aspartate-e0
Bacteroides_caecimuris_I48##L-Aspartate-e0##Microbe##Riboflavin	0.9999999999976354	0.9999999999976354	0.999999999996312	0.999999999996312	0.999999999996312	0.999999999996312	0.999999999996312	0.999999999996312	0.999999999996312	0.999999999996312	0.999999999996312	0.999999999996312	0.999999999996312	0.999999999996312	0.999999999996312	0.999999999996312	0.999999999996312	0.999999999996312	0.999999999996312	0.9999999999720245	0.999999999970039	0.999999999970039	0.999999999970039	0.999999999970039	0.999999999970039	0.999999999970039	0.999999999970039	0.999999999970039	0.999999999970039	0.999999999970039	0.999999999970039	0.999999999970039	0.999999999970039	0.999999999970039	0.999999999970039	0.999999999970039	0.999999999970039	0.999999999970039	0.999999999970039	0.999999999970039	0.999999999970039	0.999999999970039	Bacteroides_caecimuris_I48	L-Aspartate-e0
Bacteroides_caecimuris_I48##L-Aspartate-e0##Microbe##PAN	-1074.1513280393933	-1074.1513280393933	-1074.151328039567	-1074.151328039567	-1074.151328039567	-1074.151328039567	-1074.151328039567	-1074.151328039567	-1074.151328039567	-1074.151328039567	-1074.151328039567	-1074.151328039567	-1074.151328039567	-1074.151328039567	-1074.151328039567	-1074.151328039567	-1074.151328039567	-1074.151328039567	-1074.151328039567	-1074.1513280275433	-1040.0033223842079	-1040.0033223842079	-1040.0033223842079	-1040.0033223842079	-1040.0033223842079	-1040.0033223842079	-1040.0033223842079	-1040.0033223842079	-1040.0033223842079	-1040.0033223842079	-1040.0033223842079	-1040.0033223842079	-1040.0033223842079	-1040.0033223842079	-1040.0033223842079	-1040.0033223842079	-1040.0033223842079	-1040.0033223842079	-1040.0033223842079	-1040.0033223842079	-1040.0033223842079	-1040.0033223842079	Bacteroides_caecimuris_I48	L-Aspartate-e0
Bacteroides_caecimuris_I48##D-Glucose-e0##Microbe##Spermidine-e0	0.8333333333274123	0.8333333333274123	0.8333333333322629	0.8333333333322629	0.8333333333322629	0.8333333333322629	0.8333333333322629	0.8333333333322629	0.8333333333322629	0.8333333333322629	0.8333333333322629	0.8333333333322629	0.8333333333322629	0.8333333333322629	0.8333333333322629	0.8333333333322629	0.8333333333322629	0.8333333333322629	0.8333333333322629	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteroides_caecimuris_I48	D-Glucose-e0
Bacteroides_caecimuris_I48##D-Glucose-e0##Microbe##Fumarate-e0	-0.5000000000082566	-0.5000000000082566	-0.500000000006037	-0.500000000006037	-0.500000000006037	-0.500000000006037	-0.500000000006037	-0.500000000006037	-0.500000000006037	-0.500000000006037	-0.500000000006037	-0.500000000006037	-0.500000000006037	-0.500000000006037	-0.500000000006037	-0.500000000006037	-0.500000000006037	-0.500000000006037	-0.500000000006037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteroides_caecimuris_I48	D-Glucose-e0
Bacteroides_caecimuris_I48##D-Glucose-e0##Microbe##O2-e0	-1.000000000019184	-1.000000000019184	-1.0000000000082003	-1.0000000000082003	-1.0000000000082003	-1.0000000000082003	-1.0000000000082003	-1.0000000000082003	-1.0000000000082003	-1.0000000000082003	-1.0000000000082003	-1.0000000000082003	-1.0000000000082003	-1.0000000000082003	-1.0000000000082003	-1.0000000000082003	-1.0000000000082003	-1.0000000000082003	-1.0000000000082003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteroides_caecimuris_I48	D-Glucose-e0
Bacteroides_caecimuris_I48##D-Glucose-e0##Microbe##Folate	1.1666666666570895	1.1666666666570895	1.1666666666520675	1.1666666666520675	1.1666666666520675	1.1666666666520675	1.1666666666520675	1.1666666666520675	1.1666666666520675	1.1666666666520675	1.1666666666520675	1.1666666666520675	1.1666666666520675	1.1666666666520675	1.1666666666520675	1.1666666666520675	1.1666666666520675	1.1666666666520675	1.1666666666520675	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteroides_caecimuris_I48	D-Glucose-e0
Bacteroides_caecimuris_I48##D-Glucose-e0##Microbe##Riboflavin	2.166666666664504	2.166666666664504	2.166666666662952	2.166666666662952	2.166666666662952	2.166666666662952	2.166666666662952	2.166666666662952	2.166666666662952	2.166666666662952	2.166666666662952	2.166666666662952	2.166666666662952	2.166666666662952	2.166666666662952	2.166666666662952	2.166666666662952	2.166666666662952	2.166666666662952	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteroides_caecimuris_I48	D-Glucose-e0
Bacteroides_caecimuris_I48##D-Glucose-e0##Microbe##PAN	-1050.2811786935656	-1050.2811786935656	-1050.2811786938544	-1050.2811786938544	-1050.2811786938544	-1050.2811786938544	-1050.2811786938544	-1050.2811786938544	-1050.2811786938544	-1050.2811786938544	-1050.2811786938544	-1050.2811786938544	-1050.2811786938544	-1050.2811786938544	-1050.2811786938544	-1050.2811786938544	-1050.2811786938544	-1050.2811786938544	-1050.2811786938544	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteroides_caecimuris_I48	D-Glucose-e0
Bacteroides_caecimuris_I48##L-Cysteine-e0##Microbe##PAN	-13.013505963492717	-13.013505963492717	-13.013505963515883	-13.013505963515883	-13.013505963515883	-13.013505963515883	-13.013505963515883	-13.013505963515883	-13.013505963515883	-13.013505963515883	-13.013505963515883	-13.013505963515883	-13.013505963515883	-13.013505963515883	-13.013505963515883	-13.013505963515883	-13.013505963515883	-13.013505963515883	-13.013505963515883	-13.013505963676467	-13.013505963844823	-13.013505963844823	-13.013505963844823	-13.013505963844823	-13.013505963844823	-13.013505963844823	-13.013505963844823	-13.013505963844823	-13.013505963844823	-13.013505963844823	-13.013505963844823	-13.013505963844823	-13.013505963844823	-13.013505963844823	-13.013505963844823	-13.013505963844823	-13.013505963844823	-13.013505963844823	-13.013505963844823	-13.013505963844823	-13.013505963844823	-13.013505963844823	Bacteroides_caecimuris_I48	L-Cysteine-e0
Bacteroides_caecimuris_I48##L-Glutamate-e0##Microbe##Folate	0.9999999999993869	0.9999999999993869	0.999999999999575	0.999999999999575	0.999999999999575	0.999999999999575	0.999999999999575	0.999999999999575	0.999999999999575	0.999999999999575	0.999999999999575	0.999999999999575	0.999999999999575	0.999999999999575	0.999999999999575	0.999999999999575	0.999999999999575	0.999999999999575	0.999999999999575	0.9999999999978217	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteroides_caecimuris_I48	L-Glutamate-e0
Bacteroides_caecimuris_I48##L-Glutamate-e0##Microbe##PAN	-67.04418554083968	-67.04418554083968	-67.04418554076432	-67.04418554076432	-67.04418554076432	-67.04418554076432	-67.04418554076432	-67.04418554076432	-67.04418554076432	-67.04418554076432	-67.04418554076432	-67.04418554076432	-67.04418554076432	-67.04418554076432	-67.04418554076432	-67.04418554076432	-67.04418554076432	-67.04418554076432	-67.04418554076432	-67.044185539161	-32.89617989615883	-32.89617989615883	-32.89617989615883	-32.89617989615883	-32.89617989615883	-32.89617989615883	-32.89617989615883	-32.89617989615883	-32.89617989615883	-32.89617989615883	-32.89617989615883	-32.89617989615883	-32.89617989615883	-32.89617989615883	-32.89617989615883	-32.89617989615883	-32.89617989615883	-32.89617989615883	-32.89617989615883	-32.89617989615883	-32.89617989615883	-32.89617989615883	Bacteroides_caecimuris_I48	L-Glutamate-e0
Bacteroides_caecimuris_I48##L-Histidine-e0##Microbe##PAN	-11.39328203119328	-11.39328203119328	-11.393282031202583	-11.393282031202583	-11.393282031202583	-11.393282031202583	-11.393282031202583	-11.393282031202583	-11.393282031202583	-11.393282031202583	-11.393282031202583	-11.393282031202583	-11.393282031202583	-11.393282031202583	-11.393282031202583	-11.393282031202583	-11.393282031202583	-11.393282031202583	-11.393282031202583	-11.393282031177597	-11.393282031225084	-11.393282031225084	-11.393282031225084	-11.393282031225084	-11.393282031225084	-11.393282031225084	-11.393282031225084	-11.393282031225084	-11.393282031225084	-11.393282031225084	-11.393282031225084	-11.393282031225084	-11.393282031225084	-11.393282031225084	-11.393282031225084	-11.393282031225084	-11.393282031225084	-11.393282031225084	-11.393282031225084	-11.393282031225084	-11.393282031225084	-11.393282031225084	Bacteroides_caecimuris_I48	L-Histidine-e0
Bacteroides_caecimuris_I48##L-Arginine-e0##Microbe##Spermidine-e0	0.999999999999793	0.999999999999793	1.0000000000000084	1.0000000000000084	1.0000000000000084	1.0000000000000084	1.0000000000000084	1.0000000000000084	1.0000000000000084	1.0000000000000084	1.0000000000000084	1.0000000000000084	1.0000000000000084	1.0000000000000084	1.0000000000000084	1.0000000000000084	1.0000000000000084	1.0000000000000084	1.0000000000000084	0.9999999999997972	0.9999999999998666	0.9999999999998666	0.9999999999998666	0.9999999999998666	0.9999999999998666	0.9999999999998666	0.9999999999998666	0.9999999999998666	0.9999999999998666	0.9999999999998666	0.9999999999998666	0.9999999999998666	0.9999999999998666	0.9999999999998666	0.9999999999998666	0.9999999999998666	0.9999999999998666	0.9999999999998666	0.9999999999998666	0.9999999999998666	0.9999999999998666	0.9999999999998666	Bacteroides_caecimuris_I48	L-Arginine-e0
Bacteroides_caecimuris_I48##L-Arginine-e0##Microbe##PAN	-36.57235834181465	-36.57235834181465	-36.57235834183234	-36.57235834183234	-36.57235834183234	-36.57235834183234	-36.57235834183234	-36.57235834183234	-36.57235834183234	-36.57235834183234	-36.57235834183234	-36.57235834183234	-36.57235834183234	-36.57235834183234	-36.57235834183234	-36.57235834183234	-36.57235834183234	-36.57235834183234	-36.57235834183234	-36.572358341591375	-36.57235834164002	-36.57235834164002	-36.57235834164002	-36.57235834164002	-36.57235834164002	-36.57235834164002	-36.57235834164002	-36.57235834164002	-36.57235834164002	-36.57235834164002	-36.57235834164002	-36.57235834164002	-36.57235834164002	-36.57235834164002	-36.57235834164002	-36.57235834164002	-36.57235834164002	-36.57235834164002	-36.57235834164002	-36.57235834164002	-36.57235834164002	-36.57235834164002	Bacteroides_caecimuris_I48	L-Arginine-e0
Bacteroides_caecimuris_I48##L-Lysine-e0##Microbe##PAN	-41.268999357414245	-41.268999357414245	-41.26899935743239	-41.26899935743239	-41.26899935743239	-41.26899935743239	-41.26899935743239	-41.26899935743239	-41.26899935743239	-41.26899935743239	-41.26899935743239	-41.26899935743239	-41.26899935743239	-41.26899935743239	-41.26899935743239	-41.26899935743239	-41.26899935743239	-41.26899935743239	-41.26899935743239	-41.26899935713551	-41.26899935718108	-41.26899935718108	-41.26899935718108	-41.26899935718108	-41.26899935718108	-41.26899935718108	-41.26899935718108	-41.26899935718108	-41.26899935718108	-41.26899935718108	-41.26899935718108	-41.26899935718108	-41.26899935718108	-41.26899935718108	-41.26899935718108	-41.26899935718108	-41.26899935718108	-41.26899935718108	-41.26899935718108	-41.26899935718108	-41.26899935718108	-41.26899935718108	Bacteroides_caecimuris_I48	L-Lysine-e0
Bacteroides_caecimuris_I48##Inosine-e0##Microbe##Folate	0.9999999999994093	0.9999999999994093	0.9999999999991195	0.9999999999991195	0.9999999999991195	0.9999999999991195	0.9999999999991195	0.9999999999991195	0.9999999999991195	0.9999999999991195	0.9999999999991195	0.9999999999991195	0.9999999999991195	0.9999999999991195	0.9999999999991195	0.9999999999991195	0.9999999999991195	0.9999999999991195	0.9999999999991195	0.9999999999985346	0.9999999999984508	0.9999999999984508	0.9999999999984508	0.9999999999984508	0.9999999999984508	0.9999999999984508	0.9999999999984508	0.9999999999984508	0.9999999999984508	0.9999999999984508	0.9999999999984508	0.9999999999984508	0.9999999999984508	0.9999999999984508	0.9999999999984508	0.9999999999984508	0.9999999999984508	0.9999999999984508	0.9999999999984508	0.9999999999984508	0.9999999999984508	0.9999999999984508	Bacteroides_caecimuris_I48	Inosine-e0
