	0.0000-0.0006	0.0006-0.0012	0.0012-0.0057	0.0057-0.0080	0.0080-0.0094	0.0094-0.0096	0.0110-0.0115	0.0118-0.0118	0.0118-0.0119	0.0119-0.0119	0.0119-0.0120	0.0120-0.0121	0.0121-0.0124	0.0124-0.0125	0.0125-0.0126	0.0131-0.0131	0.0291-0.0617	0.0617-0.0617	0.0617-0.0659	0.0724-0.0725	0.0729-0.0737	0.0737-0.0812	0.0812-0.1738	0.1738-0.2818	0.3446-0.3449	0.3449-0.3457	0.3457-0.4510	0.4510-0.5037	0.5038-0.5041	0.5048-0.5048	0.5048-0.5733	0.5733-0.7844	0.7844-0.7886	0.7886-0.7919	0.7919-0.7920	0.7920-0.7928	0.7928-0.7929	0.7929-1.0883	1.0935-1.7087	1.7087-3.7575	3.7575-6.3404	6.4575-20.0000	Source	Target
Limosilactobacillus_reuteri_I49##Inosine##Microbe	-19.50839000714759	-19.508390007132796	-19.508390007132796	-19.508390007023763	2.591640652788862	-91.56949267518658	-91.56949267021358	-91.56949267042225	-91.56949267015716	-91.5694926725964	-91.56949267232729	-91.56949267111767	-91.56949267236295	2.871842760131112	2.8718427601324192	-19.508390006865174	-19.508390006918713	-19.508390006953057	-19.508390006944058	-19.50839000708797	-19.50839000708797	-19.50839000684471	-19.508390006570067	-19.508390008282962	-19.50839000828317	-19.50839000915714	-19.508390006721317	-19.508390007189515	-19.50839000648993	-19.50839000741601	-19.50839000718382	-19.508390006735507	-19.508390006814952	-19.508390006843726	-19.508390006838596	-19.508390006713846	-19.508390006818253	-19.508390006715395	-19.50839000782186	-19.508390007830943	-19.508390007687485	-19.721442175368544	Limosilactobacillus_reuteri_I49	Inosine
Limosilactobacillus_reuteri_I49##L-Asparagine-e0##Microbe	-16.661009646177042	-16.66100964617656	-16.66100964617656	-16.66100964606445	-0.3022730200074166	-70.00159625792438	-1805.727744259687	-0.9999999999999989	-1.0000000000000007	-1.0000000000000004	-0.9999999999999996	-1.0	-0.999999999999999	-1.0000000000000027	-0.9999999999999993	-0.9999999999999998	-1.0000000000000002	-1.0000000000000007	-1.0	-1.000000000000001	-1.000000000000001	-1.0000000000000002	-1.0	-0.9999999999999991	-0.9999999999999983	-0.9999999999999997	-1.0000000000000007	-1.0000000000000002	-0.999999999999999	-0.9999999999999998	-1.0000000000000007	-1.0000000000000002	-0.9999999999999998	-1.0	-1.0000000000000007	-1.0000000000000002	-1.0000000000000004	-0.9999999999999999	-1.0	-1.0000000000000002	-1.0000000000000004	-1.0000000000000009	Limosilactobacillus_reuteri_I49	L-Asparagine-e0
Limosilactobacillus_reuteri_I49##L-Tyrosine-e0##Microbe	-11.972744790282826	-11.972744790274882	-11.972744790274882	-11.972744790136021	0.7646414695847689	-53.50527083561989	-53.50527083278505	-53.50527083291371	-53.505270832761354	-53.505270834155056	-53.505270834011704	-53.505270833309396	-53.50527083400848	0.9261363800191191	0.9261363800198347	-11.97274479005327	-11.972744790053028	-11.972744790076852	-11.972744790081173	-11.972744790153914	-11.972744790153914	-11.972744790029953	-11.972744789825944	-11.97274479098638	-11.972744790931689	-11.97274479142814	-11.97274479002914	-11.972744790316922	-11.972744789922475	-11.972744790464919	-11.972744790304269	-11.972744789947983	-11.972744790011983	-11.972744790024041	-11.97274479002488	-11.972744789934564	-11.972744790011808	-11.97274478993446	-11.972744790608798	-11.972744790613682	-11.972744790533616	-11.972744790495168	Limosilactobacillus_reuteri_I49	L-Tyrosine-e0
Limosilactobacillus_reuteri_I49##D-Mannitol-e0##Microbe	1.0000000000000218	1.0000000000000246	1.0000000000000246	1.00000000000002	1.0000000000000115	1.0000000000000204	1.0000000000000209	1.0000000000000235	1.0000000000000222	1.0000000000000304	1.0000000000000189	1.000000000000016	1.0000000000000129	1.0000000000000508	1.0000000000000389	1.0000000000000033	0.9999999999999829	0.999999999999982	1.0000000000000289	1.0000000000000295	1.0000000000000295	1.0000000000000113	1.0000000000000169	1.0000000000000067	1.0000000000000662	1.000000000000051	1.0000000000000004	1.0000000000000087	0.9999999999999919	1.0000000000000049	1.000000000000004	1.0000000000000093	1.000000000000012	1.0000000000000075	1.0000000000000122	1.0000000000000075	1.0000000000000135	1.0000000000000095	0.0	0.0	0.0	0.0	Limosilactobacillus_reuteri_I49	D-Mannitol-e0
Limosilactobacillus_reuteri_I49##fe3-e0##Microbe	-0.7060625359774058	-0.7060625359769733	-0.7060625359769733	-0.7060625359781819	-0.012809767210846947	-2.966537180303173	-2.966537180142334	-2.966537180148261	-2.966537180139955	-2.966537180220678	-2.9665371802117795	-2.966537180171221	-2.966537180211362	-0.004020146521180361	-0.004020146521182253	-0.7060625359729238	-0.7060625359762001	-0.706062535977674	-0.7060625359766536	-0.7060625359826357	-0.7060625359826357	-0.7060625359722884	-0.7060625359677076	-0.7060625360179107	-0.7060625360076203	-0.7060625360362496	-0.7060625359654383	-0.7060625359806922	-0.7060625359586542	-0.7060625359867688	-0.7060625359793764	-0.70606253597004	-0.7060625359705722	-0.7060625359714747	-0.7060625359715054	-0.7060625359692032	-0.7060625359709262	-0.7060625359692725	-0.7060625359905081	-0.7060625359907736	-0.7060625359864182	-0.7060625359938376	Limosilactobacillus_reuteri_I49	fe3-e0
Limosilactobacillus_reuteri_I49##Mn2+-e0##Microbe	-0.7060625359771128	-0.706062535976706	-0.706062535976706	-0.7060625359785094	-0.012809767210838907	-2.9665371803007017	-2.966537180137853	-2.9665371801445035	-2.9665371801360942	-2.9665371802156155	-2.966537180206881	-2.9665371801665543	-2.9665371802070357	-0.004020146521193988	-0.004020146521199744	-0.706062535972517	-0.7060625359760521	-0.7060625359767374	-0.7060625359754833	-0.7060625359813584	-0.7060625359813584	-0.7060625359712086	-0.7060625359666878	-0.7060625360189597	-0.7060625360102305	-0.7060625360377855	-0.7060625359635314	-0.7060625359808146	-0.7060625359525778	-0.7060625359891279	-0.7060625359787819	-0.7060625359689637	-0.7060625359693793	-0.7060625359705855	-0.7060625359704025	-0.706062535968132	-0.7060625359698852	-0.7060625359681746	-0.7060625359842743	-0.7060625359843359	-0.706062535981714	-0.7060625359958411	Limosilactobacillus_reuteri_I49	Mn2+-e0
Limosilactobacillus_reuteri_I49##D-Lactate-e0##Microbe	2650.9015191748795	2559.837993601383	2559.837993601383	-2253.8936516013728	25.87495349249463	-3461.7188300864036	-1113.082471508159	689.6452727527546	689.6452727508815	-927.074072352126	671.8460496855423	-709.5509957710035	383.70203681885147	11.505072650639487	26.11204705996935	-519.4718500895046	-2523.52979410936	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.12110171767677183	Limosilactobacillus_reuteri_I49	D-Lactate-e0
Bacteroides_caecimuris_I48##Inosine-e0##Microbe	-58.084785613893956	-58.084785613893956	-58.08478561390757	-58.08478561390757	-58.08478561390757	-58.08478561390757	-58.08478561390757	-58.08478561390757	-58.08478561390757	-58.08478561390757	-58.08478561390757	-58.08478561390757	-58.08478561390757	-58.08478561390757	-58.08478561390757	-58.08478561390757	-58.08478561390757	-58.08478561390757	-58.08478561390757	-58.08478561336301	-58.084785613351045	-58.084785613351045	-58.084785613351045	-58.084785613351045	-58.084785613351045	-58.084785613351045	-58.084785613351045	-58.084785613351045	-58.084785613351045	-58.084785613351045	-58.084785613351045	-58.084785613351045	-58.084785613351045	-58.084785613351045	-58.084785613351045	-58.084785613351045	-58.084785613351045	-58.084785613351045	-58.084785613351045	-58.084785613351045	-58.084785613351045	-58.084785613351045	Bacteroides_caecimuris_I48	Inosine-e0
PAN##Limosilactobacillus_reuteri_I49##Metabolite	96.79614651718363	96.79614651712217	96.79614651712217	96.79614651746155	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	96.79614651668415	96.79614651719679	96.79614651735757	96.79614651715494	96.7961465179627	96.7961465179627	96.79614651656588	96.79614651600204	96.79614652279977	96.79614652138675	96.79614652516508	96.79614651556975	96.79614651766016	96.79614651434915	96.79614651851253	96.79614651746842	96.7961465162783	96.79614651631992	96.79614651646293	96.79614651646227	96.7961465161655	96.79614651638366	96.79614651616609	96.79614651854862	96.79614651858537	96.79614651798268	96.796146519927	PAN	Limosilactobacillus_reuteri_I49
Bacteroides_caecimuris_I48##Phosphate-e0##Microbe	-127.45775495898921	-127.45775495898921	-127.45775495902124	-127.45775495902124	-127.45775495902124	-127.45775495902124	-127.45775495902124	-127.45775495902124	-127.45775495902124	-127.45775495902124	-127.45775495902124	-127.45775495902124	-127.45775495902124	-127.45775495902124	-127.45775495902124	-127.45775495902124	-127.45775495902124	-127.45775495902124	-127.45775495902124	-127.45775495792181	-127.45775495793565	-127.45775495793565	-127.45775495793565	-127.45775495793565	-127.45775495793565	-127.45775495793565	-127.45775495793565	-127.45775495793565	-127.45775495793565	-127.45775495793565	-127.45775495793565	-127.45775495793565	-127.45775495793565	-127.45775495793565	-127.45775495793565	-127.45775495793565	-127.45775495793565	-127.45775495793565	-127.45775495793565	-127.45775495793565	-127.45775495793565	-127.45775495793565	Bacteroides_caecimuris_I48	Phosphate-e0
Limosilactobacillus_reuteri_I49##L-Tryptophan-e0##Microbe	-6.1213101738202145	-6.12131017381631	-6.12131017381631	-6.1213101738429545	-0.11105610956047009	-25.718818514726433	-25.718818513320283	-25.71881851337295	-25.718818513301002	-25.718818514000958	-25.718818513921104	-25.71881851357047	-25.71881851391784	-0.03485323543789063	-0.03485323543791523	-6.121310173794085	-6.12131017382772	-6.1213101738378555	-6.121310173823374	-6.12131017387428	-6.12131017387428	-6.121310173786256	-6.121310173751683	-6.121310174174516	-6.121310174092896	-6.12131017432695	-6.121310173723503	-6.121310173853968	-6.121310173652618	-6.121310173909263	-6.121310173842244	-6.121310173768913	-6.121310173770812	-6.121310173779424	-6.121310173780367	-6.121310173761621	-6.121310173775317	-6.121310173761696	-6.121310173914122	-6.121310173916422	-6.121310173878306	-6.121310173995267	Limosilactobacillus_reuteri_I49	L-Tryptophan-e0
Limosilactobacillus_reuteri_I49##Acetate-e0##Microbe	974.6345329617675	974.6345329612	974.6345329612	974.6345329635906	5.900055654302141	1020.4825060087059	-0.6081206448702892	600.3011274428509	600.3011274412283	61.39467908370136	61.39467908359111	61.3946790827456	-1031.8583535164164	16.57726900043862	1.970294591108252	-12.713131111381387	547.6112120431691	547.6112120437581	-293.06538599301297	-912.2436736979754	-912.2436736979754	160.4381869039907	-945.4066272775144	6417.314934691059	6417.064934606749	6417.064934856759	-943.7399606073845	-943.739960628025	1263.1163343980065	-2634.159883885319	-524.3642975199106	-524.3642975128816	4.977611828823768	-76.33730607488279	-76.33730607484823	-478.38858215627323	-100.45434766168482	-477.3885821562835	-477.3885821700121	-477.3885821702043	-477.38858216714755	4870.862606948831	Limosilactobacillus_reuteri_I49	Acetate-e0
Limosilactobacillus_reuteri_I49##Sulfate-e0##Microbe	-0.7060625359793	-0.7060625359787291	-0.7060625359787291	-0.7060625359773234	-0.012809767210831519	-2.9665371802973652	-2.9665371801389426	-2.9665371801452856	-2.9665371801369167	-2.966537180216577	-2.9665371802076725	-2.966537180166034	-2.9665371802070704	-0.0040201465211891375	-0.004020146521174247	-0.7060625359720631	-0.7060625359746598	-0.7060625359764809	-0.7060625359753515	-0.7060625359803225	-0.7060625359803225	-0.7060625359717203	-0.7060625359665508	-0.7060625360152801	-0.7060625360114736	-0.7060625360315919	-0.7060625359646645	-0.7060625359816785	-0.7060625359565934	-0.70606253599125	-0.7060625359801813	-0.7060625359694132	-0.7060625359698742	-0.7060625359709786	-0.7060625359708459	-0.7060625359684871	-0.7060625359704074	-0.7060625359684192	-0.7060625359915546	-0.7060625359918701	-0.7060625359859106	-0.706062535990323	Limosilactobacillus_reuteri_I49	Sulfate-e0
Bacteroides_caecimuris_I48##L-Glutamate-e0##Microbe	-66.04418554084029	-66.04418554084029	-66.04418554076474	-66.04418554076474	-66.04418554076474	-66.04418554076474	-66.04418554076474	-66.04418554076474	-66.04418554076474	-66.04418554076474	-66.04418554076474	-66.04418554076474	-66.04418554076474	-66.04418554076474	-66.04418554076474	-66.04418554076474	-66.04418554076474	-66.04418554076474	-66.04418554076474	-66.04418553916318	-32.89617989615883	-32.89617989615883	-32.89617989615883	-32.89617989615883	-32.89617989615883	-32.89617989615883	-32.89617989615883	-32.89617989615883	-32.89617989615883	-32.89617989615883	-32.89617989615883	-32.89617989615883	-32.89617989615883	-32.89617989615883	-32.89617989615883	-32.89617989615883	-32.89617989615883	-32.89617989615883	-32.89617989615883	-32.89617989615883	-32.89617989615883	-32.89617989615883	Bacteroides_caecimuris_I48	L-Glutamate-e0
Bacteroides_caecimuris_I48##L-Asparagine-e0##Microbe	-28.989573168200064	-28.989573168200064	-28.989573168131436	-28.989573168131436	-28.989573168131436	-28.989573168131436	-28.989573168131436	-28.989573168131436	-28.989573168131436	-28.989573168131436	-28.989573168131436	-28.989573168131436	-28.989573168131436	-28.989573168131436	-28.989573168131436	-28.989573168131436	-28.989573168131436	-28.989573168131436	-28.989573168131436	-28.989573167011997	-28.989573166461618	-28.989573166461618	-28.989573166461618	-28.989573166461618	-28.989573166461618	-28.989573166461618	-28.989573166461618	-28.989573166461618	-28.989573166461618	-28.989573166461618	-28.989573166461618	-28.989573166461618	-28.989573166461618	-28.989573166461618	-28.989573166461618	-28.989573166461618	-28.989573166461618	-28.989573166461618	-28.989573166461618	-28.989573166461618	-28.989573166461618	-28.989573166461618	Bacteroides_caecimuris_I48	L-Asparagine-e0
Bacteroides_caecimuris_I48##NH3-e0##Microbe	1529.805440336567	1529.805440336567	1273.9888171638725	1273.9888171638725	1273.9888171638725	1273.9888171638725	1273.9888171638725	1273.9888171638725	1273.9888171638725	1273.9888171638725	1273.9888171638725	1273.9888171638725	1273.9888171638725	1273.9888171638725	1273.9888171638725	1273.9888171638725	1273.9888171638725	1273.9888171638725	1273.9888171638725	3368.2178411857562	1279.615922345083	1279.615922345083	1279.615922345083	1279.615922345083	1279.615922345083	1279.615922345083	1279.615922345083	1279.615922345083	1279.615922345083	1279.615922345083	1279.615922345083	1279.615922345083	1279.615922345083	1279.615922345083	1279.615922345083	1279.615922345083	1279.615922345083	1279.615922345083	1279.615922345083	1279.615922345083	1279.615922345083	1279.615922345083	Bacteroides_caecimuris_I48	NH3-e0
Bacteroides_caecimuris_I48##L-Glycine##Microbe	-77.04945194228354	-77.04945194228354	-77.04945194248053	-77.04945194248053	-77.04945194248053	-77.04945194248053	-77.04945194248053	-77.04945194248053	-77.04945194248053	-77.04945194248053	-77.04945194248053	-77.04945194248053	-77.04945194248053	-77.04945194248053	-77.04945194248053	-77.04945194248053	-77.04945194248053	-77.04945194248053	-77.04945194248053	-4265.507500007599	-88.30366232711121	-88.30366232711121	-88.30366232711121	-88.30366232711121	-88.30366232711121	-88.30366232711121	-88.30366232711121	-88.30366232711121	-88.30366232711121	-88.30366232711121	-88.30366232711121	-88.30366232711121	-88.30366232711121	-88.30366232711121	-88.30366232711121	-88.30366232711121	-88.30366232711121	-88.30366232711121	-88.30366232711121	-88.30366232711121	-88.30366232711121	-88.30366232711121	Bacteroides_caecimuris_I48	L-Glycine
Limosilactobacillus_reuteri_I49##Cu2+-e0##Microbe	-0.7060625359759879	-0.7060625359757844	-0.7060625359757844	-0.7060625359788764	-0.012809767210839873	-2.9665371803042015	-2.9665371801418745	-2.966537180147654	-2.9665371801395106	-2.9665371802206706	-2.9665371802113976	-2.966537180171527	-2.9665371802114366	-0.004020146521173434	-0.004020146521175768	-0.7060625359731373	-0.7060625359768454	-0.706062535978496	-0.7060625359764043	-0.7060625359826991	-0.7060625359826991	-0.7060625359720452	-0.7060625359678503	-0.7060625360146416	-0.7060625360069867	-0.7060625360363285	-0.7060625359661886	-0.7060625359798224	-0.706062535951973	-0.7060625359831922	-0.7060625359785407	-0.706062535969893	-0.7060625359704371	-0.7060625359716145	-0.7060625359715019	-0.7060625359691701	-0.7060625359709386	-0.7060625359692769	-0.706062535994004	-0.7060625359946529	-0.706062535990472	-0.7060625359920747	Limosilactobacillus_reuteri_I49	Cu2+-e0
Bacteroides_caecimuris_I48##fe3-e0##Microbe	-0.9241112603162324	-0.9241112603162324	-0.9241112602937493	-0.9241112602937493	-0.9241112602937493	-0.9241112602937493	-0.9241112602937493	-0.9241112602937493	-0.9241112602937493	-0.9241112602937493	-0.9241112602937493	-0.9241112602937493	-0.9241112602937493	-0.9241112602937493	-0.9241112602937493	-0.9241112602937493	-0.9241112602937493	-0.9241112602937493	-0.9241112602937493	-0.9241112600421205	-0.924111259888982	-0.924111259888982	-0.924111259888982	-0.924111259888982	-0.924111259888982	-0.924111259888982	-0.924111259888982	-0.924111259888982	-0.924111259888982	-0.924111259888982	-0.924111259888982	-0.924111259888982	-0.924111259888982	-0.924111259888982	-0.924111259888982	-0.924111259888982	-0.924111259888982	-0.924111259888982	-0.924111259888982	-0.924111259888982	-0.924111259888982	-0.924111259888982	Bacteroides_caecimuris_I48	fe3-e0
Bacteroides_caecimuris_I48##Folate##Microbe	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	Bacteroides_caecimuris_I48	Folate
Limosilactobacillus_reuteri_I49##Folate-e0##Microbe	-1.0	-1.000000000000001	-1.000000000000001	-1.000000000000002	-0.9999999999999996	-0.9999999999999315	-1.0000000000000255	-0.9999999999999925	-1.0000000000000007	-0.9999999999999506	-0.9999999999999585	-0.9999999999999857	-0.999999999999991	-1.0000000000000007	-1.0000000000000013	-1.0	-1.000000000000001	-0.9999999999999998	-1.0000000000000002	-1.0000000000000004	-1.0000000000000004	-0.9999999999999991	-0.9999999999999986	-0.999999999999999	-0.9999999999999902	-0.9999999999999967	-1.0000000000000004	-1.0000000000000013	-1.0000000000000038	-0.9999999999999987	-0.9999999999999993	-0.9999999999999991	-0.9999999999999999	-1.0000000000000002	-1.0000000000000004	-0.9999999999999999	-0.9999999999999997	-1.0000000000000009	-0.9999999999999979	-0.9999999999999974	-0.9999999999999968	-0.9999999999999992	Limosilactobacillus_reuteri_I49	Folate-e0
