	0.0000-0.0000	0.0029-0.0033	0.0033-0.0033	0.0033-0.0229	0.0284-0.0300	0.0300-0.0395	0.0395-0.0767	0.0767-0.2344	0.2375-0.3273	0.3273-0.3273	0.3273-0.3275	0.3589-0.3684	0.3684-0.4725	0.4725-0.4796	0.4796-0.5798	0.5798-0.5802	0.5802-0.6056	0.6056-0.6111	0.6143-0.6143	0.6143-0.6649	0.6649-0.6649	0.6818-0.6819	0.6819-0.6872	0.6872-0.6872	0.6872-0.8082	0.9518-1.0082	1.0082-4.9381	4.9381-5.2359	5.3547-5.3566	5.3566-5.3618	5.3618-5.4844	5.4844-5.5262	5.5262-5.5264	5.5264-5.5464	5.5464-5.5925	5.5925-7.1042	7.1042-7.1408	7.1408-7.1655	7.1655-10.1773	10.1773-10.4017	10.4017-15.9471	15.9471-16.2721	16.2721-16.2729	16.2729-17.0678	17.0678-17.1934	17.1934-17.9633	17.9633-18.1061	18.1061-18.2519	18.2519-18.5850	18.5850-18.6081	18.6081-19.7882	19.7882-19.7899	19.7899-19.8008	19.8008-20.0000	Source	Target
Turicimonas_muris_YL45##carbonate##Microbe	-272.0871878871393	-272.0871878871393	-272.0871878871393	-272.0871878871393	-272.0871878871393	-272.0871878871393	-272.0871878871393	-272.0871878871393	-272.0871878871393	-272.0871878871393	-272.0871878871393	-272.0871878871393	-272.0871878871393	-272.0871878871393	-272.0871878871393	-272.0871878871393	-272.0871878871393	-272.0871878871393	-272.0871878871393	-272.0871878871393	-272.0871878871393	-272.0871878876781	-272.0871878876781	-272.0871878876781	-272.0871878876781	-272.0871878876781	-272.0871878876781	-272.08718789098106	-272.08718788875365	-272.0871878858268	-272.08718788554944	-272.08718789289094	-272.0871878795412	-272.08718789272405	-272.0871878934156	-272.08718788313337	-272.0871878853546	-272.0871878839173	-272.0871878795534	-272.08718788486135	-272.0871878888247	-272.0871878865907	-272.08718788841355	-272.0871878878565	-272.0871878818583	-272.087187883772	-272.0871878879524	-272.0871878868131	-272.08718788478217	-272.08718789000756	-272.0871878921175	-272.08718788753964	-272.08718788911864	-272.08718789400393	Turicimonas_muris_YL45	carbonate
Turicimonas_muris_YL45##L-Asparagine-e0##Microbe	-28.98957316826345	-28.98957316826345	-28.98957316826345	-28.98957316826345	-28.98957316826345	-28.98957316826345	-28.98957316826345	-28.98957316826345	-28.98957316826345	-28.98957316826345	-28.98957316826345	-28.98957316826345	-28.98957316826345	-28.98957316826345	-28.98957316826345	-28.98957316826345	-28.98957316826345	-28.98957316826345	-28.98957316826345	-28.98957316826345	-28.98957316826345	-28.98957316832306	-28.98957316832306	-28.98957316832306	-28.98957316832306	-28.98957316832306	-28.98957316832306	-28.98957316863184	-28.98957316843557	-28.98957316812584	-28.989573168120092	-28.989573168775195	-28.98957316729188	-28.989573168751612	-28.98957316882452	-28.989573167917328	-28.989573168002206	-28.98957316782424	-28.989573167420698	-28683.38177407086	-0.9999999999999989	-1.000000000000001	-1.0000000000000018	-1.0000000000000016	-0.9999999999999987	-1.000000000000002	-0.9999999999999996	-0.9999999999999997	-1.0000000000000009	-0.9999999999999987	-0.9999999999999982	-0.9999999999999989	-0.9999999999999981	-0.9999999999999999	Turicimonas_muris_YL45	L-Asparagine-e0
Enterocloster_clostridioformis_YL32##L-Valine-e0##Microbe	-50.889993073694136	-50.88999307374576	-50.889993073852864	-50.88999307366002	-50.88999307190606	-50.88999307373656	-50.88999307317592	-50.88999307282683	-50.88999307367237	-50.88999307300065	-50.88999307355417	-0.1149115928327831	-7.277591590591361	-7.277591590591848	-7.2775915905985835	-7.277591590592385	-7.277591590597895	-0.5458753362924833	-101.77998615156038	-101.77998615157858	-101.77998615507263	-101.77998615459386	-101.77998615457115	-101.77998615446404	-101.7799861522471	-101.77998615392434	-101.77998615045762	-101.77998615045762	-101.77998615045762	-101.77998615045762	-101.77998615045762	-101.77998615045762	-101.77998615045762	-101.77998615045762	-101.77998615045762	-101.77998615045762	-101.77998615045762	-101.77998615045762	-101.77998615045762	-101.77998615045762	-101.77998615045762	-101.77998615045762	-101.77998615045762	-101.77998615045762	-101.77998615045762	-101.77998615045762	-101.77998615045762	-101.77998615045762	-101.77998615045762	-101.77998615045762	-101.77998615045762	-101.77998615045762	-101.77998615045762	-101.77998615045762	Enterocloster_clostridioformis_YL32	L-Valine-e0
Turicimonas_muris_YL45##fe3-e0##Microbe	-0.9241112603232884	-0.9241112603232884	-0.9241112603232884	-0.9241112603232884	-0.9241112603232884	-0.9241112603232884	-0.9241112603232884	-0.9241112603232884	-0.9241112603232884	-0.9241112603232884	-0.9241112603232884	-0.9241112603232884	-0.9241112603232884	-0.9241112603232884	-0.9241112603232884	-0.9241112603232884	-0.9241112603232884	-0.9241112603232884	-0.9241112603232884	-0.9241112603232884	-0.9241112603232884	-0.9241112602968138	-0.9241112602968138	-0.9241112602968138	-0.9241112602968138	-0.9241112602968138	-0.9241112602968138	-0.9241112601210938	-0.9241112601838714	-0.924111260257659	-0.9241112602953325	-0.9241112602623991	-0.9241112608977086	-0.92411126023873	-0.9241112601488631	-0.9241112604673464	-0.9241112601165545	-0.9241112602207957	-0.9241112605591245	-0.9241112605116659	-0.9241112602340821	-0.9241112602902656	-0.9241112601679947	-0.924111260014627	-0.924111260434747	-0.924111260465867	-0.9241112602612019	-0.9241112602754508	-0.9241112601551872	-0.9241112601294639	-0.9241112600587502	-0.924111260223124	-0.9241112600791275	-0.924111260085251	Turicimonas_muris_YL45	fe3-e0
Enterocloster_clostridioformis_YL32##L-Glutamate-e0##Microbe	-95.18583676563541	241.08857242225062	672.2714365259475	-174.19767962322356	8086.800604967288	-109.3774923007968	-642.4034287285974	-642.4034287236153	-0.9999999999999993	-0.9999999999999982	-0.999999999999999	-1.0000000000000002	-1.0000000000000013	-1.0	-1.0000000000000002	-1.0000000000000002	-1.0000000000000007	-1.000000000000001	-1.0000000000000007	-1.0000000000000016	-0.9999999999999993	-1.0000000000000016	-0.9999999999999996	-1.0000000000000002	-1.0000000000000004	-1.0000000000000018	-0.9999999999999994	-0.9999999999999994	-0.9999999999999994	-0.9999999999999994	-0.9999999999999994	-0.9999999999999994	-0.9999999999999994	-0.9999999999999994	-0.9999999999999994	-0.9999999999999994	-0.9999999999999994	-0.9999999999999994	-0.9999999999999994	-0.9999999999999994	-0.9999999999999994	-0.9999999999999994	-0.9999999999999994	-0.9999999999999994	-0.9999999999999994	-0.9999999999999994	-0.9999999999999994	-0.9999999999999994	-0.9999999999999994	-0.9999999999999994	-0.9999999999999994	-0.9999999999999994	-0.9999999999999994	-0.9999999999999994	Enterocloster_clostridioformis_YL32	L-Glutamate-e0
Enterocloster_clostridioformis_YL32##L-Asparagine-e0##Microbe	-28.989573168845787	-28.98957316887794	-28.989573168944993	-28.98957316882682	-28.989573167885716	-28.98957316884571	-28.989573168539255	-28.98957316833326	-28.989573168827107	-28.98957316846122	-28.989573168738964	-0.06545958895216439	-4.1456927219975395	-109.09355910792617	-1.0000000000000007	-1.0000000000000013	-0.9999999999999981	-0.9999999999999994	-0.9999999999999994	-0.9999999999999996	-1.0000000000000009	-0.9999999999999997	-0.9999999999999998	-1.0000000000000018	-1.000000000000002	-1.0000000000000018	-0.9999999999999983	-0.9999999999999983	-0.9999999999999983	-0.9999999999999983	-0.9999999999999983	-0.9999999999999983	-0.9999999999999983	-0.9999999999999983	-0.9999999999999983	-0.9999999999999983	-0.9999999999999983	-0.9999999999999983	-0.9999999999999983	-0.9999999999999983	-0.9999999999999983	-0.9999999999999983	-0.9999999999999983	-0.9999999999999983	-0.9999999999999983	-0.9999999999999983	-0.9999999999999983	-0.9999999999999983	-0.9999999999999983	-0.9999999999999983	-0.9999999999999983	-0.9999999999999983	-0.9999999999999983	-0.9999999999999983	Enterocloster_clostridioformis_YL32	L-Asparagine-e0
Enterocloster_clostridioformis_YL32##fe3-e0##Microbe	-0.9241112603361137	-0.924111260336975	-0.9241112603390359	-0.9241112603356912	-0.9241112603058004	-0.924111260336927	-0.9241112603265902	-0.9241112603203394	-0.924111260335836	-0.9241112603235655	-0.9241112603335341	-0.0020866793345061417	-0.13215376797659198	-0.13215376797656045	-0.13215376797661346	-0.13215376797653428	-0.1321537679766581	-0.009912548902826964	-1.8482225207469651	-1.8482225207472334	-1.8482225208090362	-1.8482225208019363	-1.8482225208016714	-1.8482225207992653	-1.848222520760111	-1.8482225207903211	-1.848222520726147	-1.848222520726147	-1.848222520726147	-1.848222520726147	-1.848222520726147	-1.848222520726147	-1.848222520726147	-1.848222520726147	-1.848222520726147	-1.848222520726147	-1.848222520726147	-1.848222520726147	-1.848222520726147	-1.848222520726147	-1.848222520726147	-1.848222520726147	-1.848222520726147	-1.848222520726147	-1.848222520726147	-1.848222520726147	-1.848222520726147	-1.848222520726147	-1.848222520726147	-1.848222520726147	-1.848222520726147	-1.848222520726147	-1.848222520726147	-1.848222520726147	Enterocloster_clostridioformis_YL32	fe3-e0
Enterocloster_clostridioformis_YL32##Mn2+-e0##Microbe	-0.9241112603361062	-0.9241112603371127	-0.9241112603395667	-0.9241112603357347	-0.9241112603021544	-0.9241112603367531	-0.9241112603279945	-0.9241112603198703	-0.9241112603357527	-0.924111260322564	-0.924111260333075	-0.0020866793345050245	-0.13215376797651557	-0.1321537679765118	-0.13215376797661227	-0.13215376797654294	-0.13215376797666345	-0.00991254890282369	-1.8482225207466763	-1.8482225207469523	-1.8482225208086192	-1.8482225208011251	-1.8482225208008594	-1.8482225207991327	-1.8482225207591008	-1.8482225207904424	-1.8482225207270413	-1.8482225207270413	-1.8482225207270413	-1.8482225207270413	-1.8482225207270413	-1.8482225207270413	-1.8482225207270413	-1.8482225207270413	-1.8482225207270413	-1.8482225207270413	-1.8482225207270413	-1.8482225207270413	-1.8482225207270413	-1.8482225207270413	-1.8482225207270413	-1.8482225207270413	-1.8482225207270413	-1.8482225207270413	-1.8482225207270413	-1.8482225207270413	-1.8482225207270413	-1.8482225207270413	-1.8482225207270413	-1.8482225207270413	-1.8482225207270413	-1.8482225207270413	-1.8482225207270413	-1.8482225207270413	Enterocloster_clostridioformis_YL32	Mn2+-e0
Enterocloster_clostridioformis_YL32##Neu5Ac-e0##Microbe	-5.9926970262185595	-5.992697026228843	-5.992697026256267	-5.992697026225928	-5.992697025729194	-5.9926970262135315	-5.992697026169578	-5.992697026124325	-5.99269702620364	-5.992697026113054	-5.992697026190714	0.9842102168825341	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Enterocloster_clostridioformis_YL32	Neu5Ac-e0
Turicimonas_muris_YL45##L-Threonine-e0##Microbe	-75.99313011324399	-75.99313011324399	-75.99313011324399	-75.99313011324399	-75.99313011324399	-75.99313011324399	-75.99313011324399	-75.99313011324399	-75.99313011324399	-75.99313011324399	-75.99313011324399	-75.99313011324399	-75.99313011324399	-75.99313011324399	-75.99313011324399	-75.99313011324399	-75.99313011324399	-75.99313011324399	-75.99313011324399	-75.99313011324399	-75.99313011324399	-75.99313011345008	-75.99313011345008	-75.99313011345008	-75.99313011345008	-75.99313011345008	-75.99313011345008	-75.99313011460414	-75.99313011387426	-75.99313011269626	-75.99313011240017	-75.99313011554746	-75.99313011301183	-75.99313011555161	-75.99313011529175	-75.9931301122127	9201.515862245866	9201.51586220039	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Turicimonas_muris_YL45	L-Threonine-e0
Enterocloster_clostridioformis_YL32##L-Serine-e0##Microbe	-34.532865237123275	-34.53286523715976	-34.53286523723318	-34.532865237104595	-17246.50686949297	-34.53286523715815	-34.532865236794805	-34.5328652365046	-34.532865237073125	-1785.9302733335462	-40.61756977114626	-1.0000000000000004	-0.9999999999999998	-1.0000000000000007	-1.0000000000000004	-0.9999999999999996	-1.0000000000000004	-0.9999999999999996	-1.0	-0.9999999999999991	-1.0	-1.0	-0.9999999999999999	-0.9999999999999994	-0.9999999999999997	-1.0000000000000002	-1.000000000000001	-1.000000000000001	-1.000000000000001	-1.000000000000001	-1.000000000000001	-1.000000000000001	-1.000000000000001	-1.000000000000001	-1.000000000000001	-1.000000000000001	-1.000000000000001	-1.000000000000001	-1.000000000000001	-1.000000000000001	-1.000000000000001	-1.000000000000001	-1.000000000000001	-1.000000000000001	-1.000000000000001	-1.000000000000001	-1.000000000000001	-1.000000000000001	-1.000000000000001	-1.000000000000001	-1.000000000000001	-1.000000000000001	-1.000000000000001	-1.000000000000001	Enterocloster_clostridioformis_YL32	L-Serine-e0
Turicimonas_muris_YL45##Acetate-e0##Microbe	6530.851790883832	6530.851790883832	6530.851790883832	6530.851790883832	6530.851790883832	6530.851790883832	6530.851790883832	6530.851790883832	6530.851790883832	6530.851790883832	6530.851790883832	6530.851790883832	6530.851790883832	6530.851790883832	6530.851790883832	6530.851790883832	6530.851790883832	6530.851790883832	6530.851790883832	6530.851790883832	6530.851790883832	6530.851790891477	6530.851790891477	6530.851790891477	6530.851790891477	6530.851790891477	6530.851790891477	13934.966934796885	13934.966934690308	13934.966934530104	13934.966934514829	140.4139566304024	140.41395662277296	140.41395663027924	13825.143241302796	222.9519553383262	18777.969940057537	18777.96993996436	374.9382155576744	374.93821556554457	7545.533659186106	7546.283659119345	7546.283659162315	15413.116460947935	1390.0112562077372	1390.0112562177376	13702.556062047386	1645.4518109820724	13447.11550716711	24694.500449986284	24694.5004501868	9748.683316810599	24690.80400491434	24690.80400533513	Turicimonas_muris_YL45	Acetate-e0
Turicimonas_muris_YL45##Sulfate-e0##Microbe	-0.9241112602976418	-0.9241112602976418	-0.9241112602976418	-0.9241112602976418	-0.9241112602976418	-0.9241112602976418	-0.9241112602976418	-0.9241112602976418	-0.9241112602976418	-0.9241112602976418	-0.9241112602976418	-0.9241112602976418	-0.9241112602976418	-0.9241112602976418	-0.9241112602976418	-0.9241112602976418	-0.9241112602976418	-0.9241112602976418	-0.9241112602976418	-0.9241112602976418	-0.9241112602976418	-0.924111260235717	-0.924111260235717	-0.924111260235717	-0.924111260235717	-0.924111260235717	-0.924111260235717	-0.9241112604142181	-0.9241112603243826	-0.9241112601515041	-0.9241112600278459	-0.9241112606910424	-0.9241112616859108	-0.9241112606723605	-0.9241112604380018	-0.92411126010897	-0.9241112602409326	-0.9241112603262557	-0.9241112601911351	-0.9241112600528641	-0.9241112602967022	-0.9241112601806517	-0.9241112600255689	-0.9241112598422485	-0.9241112604046968	-0.924111260354495	-0.9241112599475213	-0.9241112603713965	-0.9241112601713322	-0.9241112601343505	-0.9241112600427005	-0.9241112601885106	-0.9241112599081905	-0.9241112602946308	Turicimonas_muris_YL45	Sulfate-e0
