	0.0000-0.0000	0.0000-0.0006	0.0010-0.0049	0.0049-0.0060	0.0072-0.0108	0.0175-0.0333	0.0333-0.0378	0.0378-0.0379	0.0379-0.0395	0.0395-0.0408	0.0802-0.0989	0.0989-0.1172	0.1172-0.1174	0.1180-0.1216	0.1349-0.1862	0.1862-0.2181	0.2181-0.2247	0.2247-0.2268	0.2361-0.2617	0.2617-0.2985	0.2985-0.3608	0.3608-0.3747	0.3747-0.3855	0.3855-0.4670	0.4670-0.4712	0.4713-0.6562	0.6562-0.6563	0.6563-0.6565	0.6592-0.6592	0.6592-0.6597	0.6597-0.6641	0.6641-0.6641	0.6641-0.6649	0.6662-0.6662	0.6909-0.7248	0.7248-0.7258	0.7258-0.7273	0.7273-0.8530	0.8530-0.8969	0.8969-0.8983	0.8983-0.8983	0.8993-0.9006	0.9061-0.9513	0.9521-0.9766	0.9766-0.9767	0.9768-0.9769	0.9769-0.9769	0.9769-0.9880	1.0650-1.0664	1.0688-1.0689	1.0690-1.0692	1.0731-1.0790	1.0790-1.1222	1.1222-1.4591	1.4591-1.4944	1.4944-4.2531	4.2531-8.5218	8.5218-11.6128	11.6128-20.0000	Source	Target
Muribaculum_intestinale_YL27##L-Methionine-e0##Microbe	-20.482435295204667	-20.48243529521418	-20.48243529521418	-20.48243529521418	-20.48243529521418	-20.48243529521418	-20.48243529521418	-20.48243529521418	-20.48243529521418	-20.48243529521418	-20.482435295099833	-20.482435295095346	-20.482435294943503	-20.48243529505164	-20.48243529506691	-20.482435294850134	-20.482435294980974	-20.482435295136288	-20.48243529496213	-20.48243529496213	-20.482435294959558	-20.482435294959558	-20.482435294959558	-20.482435294959558	-20.48243529497972	-20.482435294965093	-20.482435294965093	-20.482435294965093	-20.482435294965093	-20.482435294965093	-20.482435294965093	-20.482435294965093	-20.482435294965093	-20.482435294965093	-20.482435294965093	-20.482435294965093	-20.482435294984267	-20.482435294982004	-20.482435294982004	-20.482435294982004	-20.482435294982004	-20.482435294982004	-20.482435294982004	-20.48243529495131	-20.482435294944963	-20.48243529496735	-20.482435295007715	-20.48243529499	-20.482435294958854	-20.48243529497272	-20.482435295002038	-20.482435294955515	-20.48243529494847	-20.482435294962347	-20.482435295028694	-20.482435294763363	-20.482435294763363	-20.482435294763363	-20.482435294763363	Muribaculum_intestinale_YL27	L-Methionine-e0
Limosilactobacillus_reuteri_I49##Inosine##Microbe	-19.508390007157587	-19.508390007157587	-19.508390007160397	-19.508390007041832	-19.508390006771194	-19.508390006975773	2.691392812237533	-0.33797796173444494	-91.56949266744063	-91.56949266692719	-91.5694926670567	-91.5694926670567	-91.5694926670567	-91.5694926670567	-91.5694926688331	-91.5694926688331	-91.5694926688331	-91.5694926688331	-91.56949267011794	-91.56949266241702	-91.56949266241702	1.8769833895612722	2.4267362501545575	-91.56949266691515	-91.56949266691515	-91.56949266691515	-91.56949266854966	-91.56949266852224	-91.56949266758525	-91.5694926664624	-91.56949266647914	-91.56949266779027	-91.5694926683082	-45.06007642359155	-45.06007642333874	-45.06007642363824	-45.06007642363824	-45.06007642363824	-45.06007642335898	-45.060076424472975	-45.06007642344733	1.9507465232242167	-19.508390006734047	-19.508390006734047	-19.508390006734047	-19.508390006734047	-19.508390006734047	-19.508390006734047	-19.508390006734047	-19.508390006734047	-19.508390006734047	-19.508390006734047	-19.508390006734047	-19.508390006734047	-19.508390006734047	-19.508390006734047	-42.01678003535381	-42.016779958509616	-19.98490343132234	Limosilactobacillus_reuteri_I49	Inosine
Limosilactobacillus_reuteri_I49##L-Asparagine-e0##Microbe	-16.661009646184674	-16.661009646184674	-16.66100964618208	-16.66100964607528	-16.66100964592734	-16.661009645972484	-0.22843514487487215	-2.4708156825704974	-261.32119460220605	-1.0000000000000002	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000018	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000004	-1.000000000000001	-1.0000000000000013	-1.0000000000000002	-0.9999999999999998	-0.9999999999999984	-1.0000000000000009	-0.9999999999999993	-1.0	-1.0	-1.0	-1.0	-1.0000000000000002	-1.0	-1.0000000000000007	-1.0000000000000004	-1.0000000000000018	-1.0000000000000018	-1.0000000000000018	-1.0000000000000018	-1.0000000000000018	-1.0000000000000018	-1.0000000000000018	-1.0000000000000018	-1.0000000000000018	-1.0000000000000018	-1.0000000000000018	-1.0000000000000018	-1.0000000000000018	-1.0000000000000018	-1.000000000000001	-1.0000000000000007	-1.0	Limosilactobacillus_reuteri_I49	L-Asparagine-e0
Limosilactobacillus_reuteri_I49##L-Tyrosine-e0##Microbe	-11.972744790288003	-11.972744790288003	-11.97274479029122	-11.972744790144798	-11.972744789996957	-11.972744790123786	0.8221337782921886	-0.9238486715024546	-53.50527083116718	-53.505270830875716	-53.50527083094661	-53.50527083094661	-53.50527083094661	-53.50527083094661	-53.5052708319532	-53.5052708319532	-53.5052708319532	-53.5052708319532	-53.50527083266188	-53.50527082827268	-53.50527082827268	0.3527476697454304	0.6695985664952161	-53.50527083089592	-53.50527083089592	-53.50527083089592	-53.505270831816816	-53.5052708318015	-53.50527083129586	-53.50527083064161	-53.50527083065181	-53.50527083136258	-53.50527083169544	-26.69949809129092	-26.699498091153174	-26.699498091319015	-26.699498091319015	-26.699498091319015	-26.699498091164422	-26.699498091799136	-26.699498091277306	0.3952611639415832	-11.972744789938602	-11.972744789938602	-11.972744789938602	-11.972744789938602	-11.972744789938602	-11.972744789938602	-11.972744789938602	-11.972744789938602	-11.972744789938602	-11.972744789938602	-11.972744789938602	-11.972744789938602	-11.972744789938602	-11.972744789938602	-24.94548959251985	-24.94548954723887	-11.972744789925303	Limosilactobacillus_reuteri_I49	L-Tyrosine-e0
Limosilactobacillus_reuteri_I49##fe3-e0##Microbe	-0.7060625359776853	-0.7060625359776853	-0.7060625359778244	-0.7060625359789442	-0.7060625359716034	-0.7060625359696169	-0.009680655681907855	-0.10470856351625896	-2.966537180049076	-2.9665371800323204	-2.966537180036582	-2.966537180036582	-2.966537180036582	-2.966537180036582	-2.96653718009394	-2.96653718009394	-2.96653718009394	-2.96653718009394	-2.9665371801434386	-2.9665371798887294	-2.9665371798887294	-0.03522775088150748	-0.017982630337975616	-2.9665371800322866	-2.9665371800322866	-2.9665371800322866	-2.966537180086765	-2.9665371800859135	-2.9665371800547913	-2.9665371800180846	-2.966537180018665	-2.96653718006117	-2.9665371800786864	-1.507589811103018	-1.507589811094633	-1.5075898111047645	-1.5075898111047645	-1.5075898111047645	-1.5075898110951864	-1.5075898111331354	-1.5075898110989785	-0.03291388546511212	-0.706062535969815	-0.706062535969815	-0.706062535969815	-0.706062535969815	-0.706062535969815	-0.706062535969815	-0.706062535969815	-0.706062535969815	-0.706062535969815	-0.706062535969815	-0.706062535969815	-0.706062535969815	-0.706062535969815	-0.706062535969815	-1.4121250726278753	-1.4121250701634005	-0.7060625359691362	Limosilactobacillus_reuteri_I49	fe3-e0
Limosilactobacillus_reuteri_I49##Mn2+-e0##Microbe	-0.7060625359774743	-0.7060625359774743	-0.7060625359775076	-0.7060625359793197	-0.7060625359703874	-0.7060625359656852	-0.00968065568190935	-0.10470856351612581	-2.966537180044872	-2.966537180028096	-2.9665371800322213	-2.9665371800322213	-2.9665371800322213	-2.9665371800322213	-2.9665371800893876	-2.9665371800893876	-2.9665371800893876	-2.9665371800893876	-2.9665371801357767	-2.9665371798847513	-2.9665371798847513	-0.03522775088147001	-0.01798263033796497	-2.966537180028274	-2.966537180028274	-2.966537180028274	-2.966537180082488	-2.9665371800815974	-2.9665371800508153	-2.9665371800140186	-2.9665371800144658	-2.966537180055108	-2.9665371800744893	-1.507589811100905	-1.5075898110930146	-1.5075898111028323	-1.5075898111028323	-1.5075898111028323	-1.5075898110932207	-1.5075898111314006	-1.5075898111001977	-0.03291388546508196	-0.7060625359686475	-0.7060625359686475	-0.7060625359686475	-0.7060625359686475	-0.7060625359686475	-0.7060625359686475	-0.7060625359686475	-0.7060625359686475	-0.7060625359686475	-0.7060625359686475	-0.7060625359686475	-0.7060625359686475	-0.7060625359686475	-0.7060625359686475	-1.4121250726255536	-1.4121250701610273	-0.706062535967923	Limosilactobacillus_reuteri_I49	Mn2+-e0
PAN##Limosilactobacillus_reuteri_I49##Metabolite	96.7961465172219	96.7961465172219	96.79614651724711	96.79614651758014	96.79614651647292	96.79614651594927	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	96.79614651615705	PAN	Limosilactobacillus_reuteri_I49
Limosilactobacillus_reuteri_I49##L-Tryptophan-e0##Microbe	-6.121310173822642	-6.121310173822642	-6.12131017382425	-6.12131017385067	-6.121310173779326	-6.121310173743516	-0.08392782947036193	-0.9077858723265044	-25.71881851250899	-25.718818512363313	-25.718818512400553	-25.718818512400553	-25.718818512400553	-25.718818512400553	-25.718818512898675	-25.718818512898675	-25.718818512898675	-25.718818512898675	-25.718818513314964	-25.71881851111203	-25.71881851111203	-0.3054120263916571	-0.1559029865359389	-25.71881851236286	-25.71881851236286	-25.71881851236286	-25.718818512831092	-25.718818512823717	-25.71881851255989	-25.718818512238002	-25.718818512242766	-25.71881851260757	-25.718818512765324	-13.07026556209333	-13.070265562020808	-13.07026556210759	-13.07026556210759	-13.07026556210759	-13.070265562025808	-13.070265562357756	-13.070265562068874	-0.28535163911355105	-6.12131017376676	-6.12131017376676	-6.12131017376676	-6.12131017376676	-6.12131017376676	-6.12131017376676	-6.12131017376676	-6.12131017376676	-6.12131017376676	-6.12131017376676	-6.12131017376676	-6.12131017376676	-6.12131017376676	-6.12131017376676	-12.24262035350041	-12.242620332134287	-6.121310173760898	Limosilactobacillus_reuteri_I49	L-Tryptophan-e0
Muribaculum_intestinale_YL27##Sulfate-e0##Microbe	-0.9241112603229554	-0.9241112603230845	-0.9241112603230845	-0.9241112603230845	-0.9241112603230845	-0.9241112603230845	-0.9241112603230845	-0.9241112603230845	-0.9241112603230845	-0.9241112603230845	-0.9241112603206797	-0.9241112603206846	-0.9241112603173849	-0.9241112603202474	-0.924111260320583	-0.924111260307839	-0.9241112603178249	-0.9241112603223572	-0.924111260317543	-0.924111260317543	-0.9241112603175002	-0.9241112603175002	-0.9241112603175002	-0.9241112603175002	-0.9241112603177157	-0.9241112603181053	-0.9241112603181053	-0.9241112603181053	-0.9241112603181053	-0.9241112603181053	-0.9241112603181053	-0.9241112603181053	-0.9241112603181053	-0.9241112603181053	-0.9241112603181053	-0.9241112603181053	-0.9241112603182687	-0.9241112603181956	-0.9241112603181956	-0.9241112603181956	-0.9241112603181956	-0.9241112603181956	-0.9241112603181956	-0.9241112603168008	-0.9241112603165483	-0.9241112603180314	-0.9241112603185835	-0.9241112603176598	-0.9241112603164541	-0.9241112603191258	-0.9241112603192637	-0.9241112603210214	-0.9241112603197676	-0.924111260319876	-0.9241112603196854	-0.9241112603247508	-0.9241112603247508	-0.9241112603247508	-0.9241112603247508	Muribaculum_intestinale_YL27	Sulfate-e0
Muribaculum_intestinale_YL27##Riboflavin##Microbe	-0.9999999999999994	-0.9999999999999996	-0.9999999999999996	-0.9999999999999996	-0.9999999999999996	-0.9999999999999996	-0.9999999999999996	-0.9999999999999996	-0.9999999999999996	-0.9999999999999996	-1.0000000000000002	-0.9999999999999994	-1.0000000000000013	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-0.9999999999999993	-0.9999999999999988	-0.9999999999999988	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999992	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-0.9999999999999994	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0	-0.9999999999999994	-0.9999999999999997	-0.9999999999999994	-0.9999999999999983	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000002	-1.0000000000000002	-0.9999999999999999	-0.9999999999999989	-1.0000000000000013	-1.0000000000000013	-1.0000000000000013	-1.0000000000000013	Muribaculum_intestinale_YL27	Riboflavin
Muribaculum_intestinale_YL27##L-Arginine-e0##Microbe	-36.57235834212699	-36.57235834214137	-36.57235834214137	-36.57235834214137	-36.57235834214137	-36.57235834214137	-36.57235834214137	-36.57235834214137	-36.57235834214137	-36.57235834214137	-36.57235834197014	-36.57235834196329	-36.57235834171789	-36.57235834190503	-36.57235834192283	-36.57235834153549	-36.57235834177548	-36.57235834202122	-36.57235834173406	-36.57235834173406	-36.57235834172986	-36.57235834172986	-36.57235834172986	-36.57235834172986	-36.57235834176159	-36.572358341742245	-36.572358341742245	-36.572358341742245	-36.572358341742245	-36.572358341742245	-36.572358341742245	-36.572358341742245	-36.572358341742245	-36.572358341742245	-36.572358341742245	-36.572358341742245	-36.572358341773196	-36.572358341768805	-36.572358341768805	-36.572358341768805	-36.572358341768805	-36.572358341768805	-36.572358341768805	-36.572358341719784	-36.57235834170174	-36.57235834174593	-36.572358341815054	-36.57235834177787	-0.9999999999999993	-1.0000000000000004	-1.0000000000000002	-0.9999999999999999	-1.000000000000001	-0.9999999999999998	-1.0000000000000018	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	Muribaculum_intestinale_YL27	L-Arginine-e0
