	0.0000-0.0000	0.0000-0.0006	0.0010-0.0049	0.0049-0.0060	0.0072-0.0108	0.0175-0.0333	0.0333-0.0378	0.0378-0.0379	0.0379-0.0395	0.0395-0.0408	0.0802-0.0989	0.0989-0.1172	0.1172-0.1174	0.1180-0.1216	0.1349-0.1862	0.1862-0.2181	0.2181-0.2247	0.2247-0.2268	0.2361-0.2617	0.2617-0.2985	0.2985-0.3608	0.3608-0.3747	0.3747-0.3855	0.3855-0.4670	0.4670-0.4712	0.4713-0.6562	0.6562-0.6563	0.6563-0.6565	0.6592-0.6592	0.6592-0.6597	0.6597-0.6641	0.6641-0.6641	0.6641-0.6649	0.6662-0.6662	0.6909-0.7248	0.7248-0.7258	0.7258-0.7273	0.7273-0.8530	0.8530-0.8969	0.8969-0.8983	0.8983-0.8983	0.8993-0.9006	0.9061-0.9513	0.9521-0.9766	0.9766-0.9767	0.9768-0.9769	0.9769-0.9769	0.9769-0.9880	1.0650-1.0664	1.0688-1.0689	1.0690-1.0692	1.0731-1.0790	1.0790-1.1222	1.1222-1.4591	1.4591-1.4944	1.4944-4.2531	4.2531-8.5218	8.5218-11.6128	11.6128-20.0000	Source	Target
Limosilactobacillus_reuteri_I49##Mn2+-e0##Microbe##PAN	-0.7060625359774743	-0.7060625359774743	-0.7060625359775076	-0.7060625359793197	-0.7060625359703874	-0.7060625359656852	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.706062535967923	Limosilactobacillus_reuteri_I49	Mn2+-e0
Limosilactobacillus_reuteri_I49##Zn2+-e0##Microbe##PAN	-0.7060625359822703	-0.7060625359822703	-0.7060625359777707	-0.7060625360057349	-0.7060625360018182	-0.7060625359869765	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.3064424999248654	Limosilactobacillus_reuteri_I49	Zn2+-e0
Limosilactobacillus_reuteri_I49##L-Lysine-e0##Microbe##PAN	-36.359661934697215	-36.359661934697215	-36.35966193470844	-36.35966193495976	-36.35966193451746	1399.3775266363452	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-38.603480844395264	Limosilactobacillus_reuteri_I49	L-Lysine-e0
Limosilactobacillus_reuteri_I49##L-Aspartate-e0##Microbe##Spermidine-e0	0.9999999999470961	0.9999999999470961	0.9999999999446181	0.0	0.0	3.333333333318914	0.9303044105722535	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Limosilactobacillus_reuteri_I49	L-Aspartate-e0
Limosilactobacillus_reuteri_I49##L-Aspartate-e0##Microbe##Melitose-e0	2.500000000041078	2.500000000041078	2.5000000000423177	0.0	0.0	2.333333333323079	-0.06969558942841515	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Limosilactobacillus_reuteri_I49	L-Aspartate-e0
Limosilactobacillus_reuteri_I49##L-Aspartate-e0##Microbe##Folate-e0	8.500000000120618	8.500000000120618	9.000000000137078	0.0	0.0	4.999999999995955	0.8805218466945086	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Limosilactobacillus_reuteri_I49	L-Aspartate-e0
Limosilactobacillus_reuteri_I49##L-Aspartate-e0##Microbe##Urea-e0	1.5000000000237976	1.5000000000237976	1.5000000000242726	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Limosilactobacillus_reuteri_I49	L-Aspartate-e0
Limosilactobacillus_reuteri_I49##L-Aspartate-e0##Microbe##Sucrose	2.0000000000190568	2.0000000000190568	2.0000000000195257	0.0	0.0	1.6666666666586276	-0.049782563877415725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Limosilactobacillus_reuteri_I49	L-Aspartate-e0
Limosilactobacillus_reuteri_I49##L-Aspartate-e0##Microbe##Thiamine	10.500000000159998	10.500000000159998	11.000000000171486	1.000000000013774	1.0000000000015918	8.6666666666463	2.315804513654611	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Limosilactobacillus_reuteri_I49	L-Aspartate-e0
Limosilactobacillus_reuteri_I49##L-Aspartate-e0##Microbe##Riboflavin	7.500000000079338	7.500000000079338	7.500000000081755	0.0	0.0	8.666666666671595	3.345674051980157	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Limosilactobacillus_reuteri_I49	L-Aspartate-e0
Limosilactobacillus_reuteri_I49##L-Aspartate-e0##Microbe##PAN	-2640.0975755208483	-2640.0975755208483	-2722.538776414199	-191.73175292074563	-191.7317529184312	-1627.46894148788	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Limosilactobacillus_reuteri_I49	L-Aspartate-e0
Limosilactobacillus_reuteri_I49##Sulfate-e0##Microbe##PAN	-0.7060625359795198	-0.7060625359795198	-0.706062535979821	-0.706062535977898	-0.7060625359707579	-0.7060625359688719	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.7060625359689858	Limosilactobacillus_reuteri_I49	Sulfate-e0
Limosilactobacillus_reuteri_I49##L-Arginine-e0##Microbe##Spermidine-e0	0.9999999999993557	0.9999999999993557	0.9999999999993683	0.9999999999994542	1.0000000000003146	4.999999999976914	0.8900706421821164	-7.251333661402182	1.0000000000692706	1.000000000031611	1.0000000000286475	1.0000000000286475	1.0000000000286475	1.0000000000286475	1.5000000000897438	1.5000000000897438	1.5000000000897438	1.5000000000897438	1.0000000000046971	1.0000000000024616	1.0000000000024616	0.9857388491982405	1.0183729734468117	1.0000000000040363	1.0000000000040363	1.0000000000040363	1.0000000000071259	1.000000000006975	-1.0000000000518123	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.03682459977080344	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Limosilactobacillus_reuteri_I49	L-Arginine-e0
Limosilactobacillus_reuteri_I49##L-Arginine-e0##Microbe##PAN	-22.723747383722085	-22.723747383722085	-22.723747383740022	-22.723747383939	-22.723747383636205	-2783.4797651435847	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-22.5059530088347	Limosilactobacillus_reuteri_I49	L-Arginine-e0
Limosilactobacillus_reuteri_I49##L-Histidine-e0##Microbe##PAN	-9.204977705006344	-9.204977705006344	-9.204977705008798	-9.20497770503721	-9.204977704933162	-9.204977704882712	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-9.20497770490223	Limosilactobacillus_reuteri_I49	L-Histidine-e0
Limosilactobacillus_reuteri_I49##L-Proline-e0##Microbe##PAN	-18.08778119033702	-18.08778119033702	-18.08778119034212	-18.08778119040783	-18.08778119020346	-18.0877811901041	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-18.08778119014549	Limosilactobacillus_reuteri_I49	L-Proline-e0
Limosilactobacillus_reuteri_I49##Co2+-e0##Microbe##PAN	-0.7060625359780843	-0.7060625359780843	-0.7060625359813979	-0.706062535980808	-0.7060625359758722	-0.7060625359738297	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.12066031029255636	Limosilactobacillus_reuteri_I49	Co2+-e0
Limosilactobacillus_reuteri_I49##L-Valine-e0##Microbe##PAN	-34.56469128229321	-34.56469128229321	-34.56469128230255	-34.564691282414174	-34.56469128202524	-34.56469128184519	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-34.564691281912204	Limosilactobacillus_reuteri_I49	L-Valine-e0
Limosilactobacillus_reuteri_I49##L-Threonine-e0##Microbe##Thiamine	1.0000000000093512	1.0000000000093512	0.0	0.0	0.0	0.0	-0.2851961659475451	-3.870835431460124	-102.35500373947072	-100.25424280845446	-100.25424280860027	-100.25424280860027	-100.25424280860027	-100.25424280860027	-100.25424281053893	-100.25424281053893	-100.25424281053893	-100.25424281053893	2375.371791327268	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Limosilactobacillus_reuteri_I49	L-Threonine-e0
Limosilactobacillus_reuteri_I49##L-Threonine-e0##Microbe##PAN	-169.1477606150726	-169.1477606150726	-73.08423504313627	-73.08423504332038	-73.08423504250796	-73.08423504219896	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Limosilactobacillus_reuteri_I49	L-Threonine-e0
Limosilactobacillus_reuteri_I49##Spermidine-e0##Microbe##Spermidine-e0	-1.0000000000000007	-1.0000000000000007	-0.9999999999999999	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-0.9999999999999989	-0.9999999999999997	-1.0000000000000002	-1.0000000000000002	-1.0000000000000013	-1.0000000000000013	-1.0000000000000013	-1.0000000000000013	-0.9999999999999999	-0.9999999999999999	-0.9999999999999999	-0.9999999999999999	-0.9999999999999998	-0.9999999999999999	-0.9999999999999999	-1.0000000000000009	-0.9999999999999997	-0.9999999999999999	-0.9999999999999999	-0.9999999999999999	-1.0000000000000004	-0.9999999999999996	-1.0000000000000004	-0.9999999999999992	-0.9999999999999999	-1.0	-0.9999999999999998	-0.9999999999999996	-0.9999999999999991	-1.0	-1.0	-1.0	-1.0000000000000002	-0.9999999999999997	-1.0000000000000004	-0.9999999999999998	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0000000000000007	-0.9999999999999996	-1.0000000000000009	Limosilactobacillus_reuteri_I49	Spermidine-e0
