	0.0000-0.0012	0.0727-0.0746	0.0750-0.0754	0.0754-0.0773	0.0858-0.0901	0.0901-0.0901	0.0901-0.1013	0.1013-0.1018	0.1018-0.2074	0.2074-20.0000	Source	Target
Bacteroides_caecimuris_I48##Cl--e0##Microbe	-0.9241112603180367	-0.924111260309766	-0.9241112603027072	-0.9241112603031143	-0.9241112603038617	-0.9241112603030307	-0.9241112603047222	-0.9241112603090837	-0.924111260312252	-0.9241112603029393	Bacteroides_caecimuris_I48	Cl--e0
Bacteroides_caecimuris_I48##Sulfate-e0##Microbe	-0.9241112602928861	-0.9241112596823061	-0.9241112591886266	-0.9241112591731311	-0.9241112600593773	-0.9241112598165202	-0.9241112598300851	-0.9241112595698632	-0.9241112596486375	-0.9241112589127397	Bacteroides_caecimuris_I48	Sulfate-e0
Bacteroides_caecimuris_I48##Riboflavin##Microbe	-0.9999999999999991	-1.0000000000000009	-1.0	-0.9999999999999996	-0.9999999999999986	-1.0	-0.9999999999999994	-0.9999999999999986	-0.9999999999999999	-0.999999999999999	Bacteroides_caecimuris_I48	Riboflavin
Bacteroides_caecimuris_I48##Cu2+-e0##Microbe	-0.9241112603175047	-0.9241112603109122	-0.9241112603027573	-0.9241112603028393	-0.9241112603054603	-0.9241112603043726	-0.9241112603058714	-0.9241112603098233	-0.9241112603129328	-0.9241112603025669	Bacteroides_caecimuris_I48	Cu2+-e0
Bacteroides_caecimuris_I48##Glycerol-e0##Microbe	3.9543954170359035	3.95439541700746	3.9543954169807276	3.954395416981329	3.9543954169802773	3.954395416977374	3.9543954169848807	3.954395417002153	3.954395417015376	3.954395416982257	Bacteroides_caecimuris_I48	Glycerol-e0
Bacteroides_caecimuris_I48##L-Arginine-e0##Microbe	-35.57235834181547	-35.57235834170119	-35.57235834158807	-35.57235834160233	-35.57235834137188	-35.572358341397894	-35.57235834145806	-35.572358341707705	-35.572358341801745	-35.572358341642214	Bacteroides_caecimuris_I48	L-Arginine-e0
Bacteroides_caecimuris_I48##Sucrose-e0##Microbe	-6.992697026108399	-6.992697026169707	-6.992697026224126	-6.992697026229226	-6.992697026046516	-6.992697026086038	-6.992697026095807	-6.992697026193644	-6.992697026203043	-6.992697026287983	Bacteroides_caecimuris_I48	Sucrose-e0
Bacteroides_caecimuris_I48##L-Tryptophan##Microbe	-6.835969218711587	-6.835969218696611	-6.835969218683836	-6.835969218685783	-6.835969218632084	-6.83596921863759	-6.835969218649042	-6.8359692187036325	-6.835969218721167	-6.835969218695667	Bacteroides_caecimuris_I48	L-Tryptophan
Bacteroides_caecimuris_I48##L-Aspartate-e0##Microbe	-1071.151328039455	-25.0368160105448	944.0282440580912	944.0282440583212	-299.50904917210664	-299.5090491716846	-299.5090491722026	-299.50904917339386	-1376.377680007044	-1.0000000000000009	Bacteroides_caecimuris_I48	L-Aspartate-e0
Bacteroides_caecimuris_I48##Inosine-e0##Microbe	-58.08478561389631	-58.0847856135422	-58.08478561324692	-58.08478561326158	-58.08478561311066	-58.08478561309397	-58.08478561320512	-58.084785613518086	-58.08478561370089	-58.08478561325942	Bacteroides_caecimuris_I48	Inosine-e0
Bacteroides_caecimuris_I48##L-Proline##Microbe	-26.58432473944087	-26.58432473926139	-26.584324739095567	-26.584324739103284	-26.584324739088803	-26.58432473906773	-26.58432473911248	-26.58432473924137	-26.58432473932065	-26.58432473909083	Bacteroides_caecimuris_I48	L-Proline
Bacteroides_caecimuris_I48##Phosphate-e0##Microbe	-127.457754958994	-127.45775495832397	-127.45775495769176	-127.45775495772224	-127.45775495739103	-127.457754957367	-127.45775495761148	-127.45775495823092	-127.45775495858537	-127.45775495777427	Bacteroides_caecimuris_I48	Phosphate-e0
Bacteroides_caecimuris_I48##L-Cysteine-e0##Microbe	-13.01350596349274	-13.013505963690932	-13.013505963825116	-13.013505963830342	-13.01350596343631	-13.013505963536897	-13.013505963559819	-13.013505963716042	-13.013505963721833	-13.013505963951609	Bacteroides_caecimuris_I48	L-Cysteine-e0
Bacteroides_caecimuris_I48##L-Histidine-e0##Microbe	-11.393282031193825	-11.393282031206173	-11.393282031210386	-11.393282031215533	-11.393282031070797	-11.393282031098142	-11.393282031116938	-11.393282031215655	-11.39328203123939	-11.393282031250097	Bacteroides_caecimuris_I48	L-Histidine-e0
Bacteroides_caecimuris_I48##Succinate-e0##Microbe	1031.4135806147472	-14.700931413562998	-983.7659914817443	-983.765991481975	259.7713017480633	259.77130174781195	259.77130174825743	-1056.2775414647535	20.59108936500403	20.591089364764976	Bacteroides_caecimuris_I48	Succinate-e0
Bacteroides_caecimuris_I48##Spermidine-e0##Microbe	-1.0000000000000022	-0.9999999999999996	-1.0000000000000009	-1.0000000000000007	-1.0000000000000004	-0.9999999999999998	-1.0000000000000007	-0.9999999999999994	-1.000000000000001	-1.0000000000000013	Bacteroides_caecimuris_I48	Spermidine-e0
Bacteroides_caecimuris_I48##H+-e0##Microbe	1238.4349110991523	192.3203990682275	-776.7446610042186	-776.744661004445	-776.74466100266	-776.7446610023953	-776.7446610036833	-2092.793504221803	-2092.793504227638	-717.4158242161966	Bacteroides_caecimuris_I48	H+-e0
Bacteroides_caecimuris_I48##D-Glucose-e0##Microbe	-1047.1145120269855	-1.0000000000000004	-1.0	-1.0000000000000002	-0.9999999999999998	-0.9999999999999993	-0.9999999999999994	-0.9999999999999987	-0.9999999999999979	-1.0000000000000002	Bacteroides_caecimuris_I48	D-Glucose-e0
Bacteroides_caecimuris_I48##L-Phenylalanine##Microbe	-22.28019597210415	-22.280195971951585	-22.280195971811857	-22.28019597181845	-22.280195971809068	-22.280195971791148	-22.280195971828988	-22.280195971934454	-22.28019597200089	-22.280195971807036	Bacteroides_caecimuris_I48	L-Phenylalanine
Bacteroides_caecimuris_I48##5'-Deoxyadenosine-e0##Microbe	0.0	1.5000000000257498	1.50000000005869	1.5000000000594111	1.4999999999709501	1.4999999999962628	1.500000000002879	1.5000000000402107	1.5000000000418026	1.5000000000850067	Bacteroides_caecimuris_I48	5'-Deoxyadenosine-e0
Bacteroides_caecimuris_I48##Glycolaldehyde-e0##Microbe	0.0	0.49999999997595557	0.49999999997299394	0.49999999997385114	0.4999999999695055	0.4999999999671001	0.4999999999705169	0.49999999998339406	0.4999999999906761	0.4999999999725657	Bacteroides_caecimuris_I48	Glycolaldehyde-e0
Bacteroides_caecimuris_I48##5-Methylthio-D-ribose-e0##Microbe	0.0	-0.5000000000043414	-0.5000000000083383	-0.5000000000083653	-0.5000000000077103	-0.5000000000077967	-0.5000000000079983	-0.5000000000048362	-0.5000000000029723	-0.500000000010534	Bacteroides_caecimuris_I48	5-Methylthio-D-ribose-e0
Bacteroides_caecimuris_I48##Glutamine##Microbe	0.0	0.0	-1938.130120137729	-1938.1301201381784	-1.0000000000000004	-1.0	-1.0000000000000002	-1.0000000000000002	-0.999999999999999	-0.9999999999999992	Bacteroides_caecimuris_I48	Glutamine
