	0.0000-0.0020	0.0084-0.0084	0.0084-0.0085	0.0085-0.0086	0.0086-0.0087	0.0087-0.0254	0.0329-0.0337	0.0337-0.0348	0.0463-0.0464	0.0464-0.0495	0.0495-0.0497	0.0497-0.0498	0.0498-0.0499	0.0499-0.0499	0.0499-0.0522	0.0622-0.0750	0.0750-0.0750	0.0750-0.0751	0.0751-0.0752	0.0752-0.1059	0.1059-0.1133	0.1133-0.1195	0.1195-0.1205	0.1205-0.1453	0.1453-0.1453	0.1453-0.1454	0.1454-0.1879	0.1879-0.2089	0.2091-0.2162	0.2164-0.2410	0.2410-0.2700	0.2700-0.3483	0.3483-0.3483	0.3483-0.4735	0.4735-0.5060	0.5060-0.5077	0.5077-0.5130	0.5130-0.5600	0.5600-0.5814	0.5814-0.5818	0.5818-0.8009	0.8011-0.8014	0.8014-0.8091	0.8091-0.8091	0.8091-0.9883	1.0265-1.0833	1.0833-1.0838	1.0838-18.3854	18.3854-20.0000	Source	Target
Flavonifractor_plautii_YL31##Sulfate-e0##Microbe	-0.9241112603194245	-0.9241112603206846	-0.9241112603207597	-0.9241112603206372	-0.924111260320578	-0.924111260320678	-0.9241112603232423	-0.9241112603227218	-0.9241112603266631	-0.9241112603223666	-0.9241112603227619	-0.9241112603215811	-0.9241112603215094	-0.9241112603215944	-0.9241112603215649	-0.9241112603207781	-0.9241112603211565	-0.9241112603191218	-0.9241112603180749	-0.9241112603183514	-0.9241112603125814	-0.9241112603161795	-0.9241112603207722	-0.9241112603262637	-0.924111260327897	-0.9241112603211028	-0.9241112603215872	-0.9241112603202105	-0.9241112603451919	-0.9241112603370493	-0.9241112603700344	-0.9241112603246555	-0.9241112603210166	-0.924111260321096	-0.9241112603270304	-0.9241112603255696	-0.9241112603236362	-0.9241112603260847	-0.9241112603263253	-0.9241112603239401	-0.924111260323806	-0.9241112603197392	-0.9241112603230969	-0.9241112603259927	-0.9241112603257462	-0.9241112603269505	-0.9241112603267326	-0.9241112603173832	-0.9241112603173807	Flavonifractor_plautii_YL31	Sulfate-e0
Acutalibacter_muris_KB1##L-Lysine-e0##Microbe	-72.7193238692557	-72.7193238692557	-72.7193238692557	-72.7193238692557	-72.7193238692557	-72.7193238692557	-72.7193238692557	-72.7193238692557	-72.7193238692557	-72.7193238692557	-72.7193238692557	-72.7193238692557	-72.7193238692557	-72.7193238692557	-72.7193238692557	-72.7193238690766	-72.7193238690766	-72.7193238690766	-72.7193238690766	-72.7193238690766	-72.7193238690766	-72.7193238690766	-72.7193238690766	-72.7193238690766	-72.7193238690766	-72.7193238690766	-72.7193238690766	-72.7193238690766	-72.7193238690766	-72.7193238690766	-72.7193238690766	-72.7193238690766	-72.7193238690766	-72.7193238690766	-72.7193238690766	-72.7193238690766	-72.7193238690766	-72.7193238690766	-72.7193238690766	-72.7193238690766	-72.7193238690766	-72.7193238690766	-72.7193238690766	-72.7193238690766	-72.7193238690766	-72.7193238690766	-72.7193238690766	-72.7193238690766	-72.7193238690766	Acutalibacter_muris_KB1	L-Lysine-e0
Flavonifractor_plautii_YL31##Cl--e0##Microbe	-0.9241112603156035	-0.9241112603206971	-0.9241112603208665	-0.9241112603206808	-0.9241112603206216	-0.9241112603207402	-0.9241112603228718	-0.9241112603222255	-0.9241112603257307	-0.9241112603211834	-0.9241112603218561	-0.9241112603217249	-0.9241112603224719	-0.9241112603225586	-0.9241112603217536	-0.9241112603210707	-0.924111260319926	-0.9241112603183809	-0.9241112603179793	-0.9241112603178165	-0.9241112603131552	-0.9241112603171051	-0.924111260319425	-0.9241112603229888	-0.9241112603241879	-0.9241112603213995	-0.9241112603218855	-0.924111260321602	-0.9241112603437109	-0.9241112603341181	-0.9241112603669247	-0.9241112603237511	-0.9241112603206055	-0.9241112603203908	-0.9241112603258741	-0.9241112603242532	-0.9241112603228998	-0.9241112603236602	-0.9241112603233149	-0.924111260324896	-0.9241112603247617	-0.9241112603182927	-0.9241112603208002	-0.924111260325986	-0.9241112603242717	-0.9241112603254193	-0.9241112603276	-0.9241112603181776	-0.9241112603181738	Flavonifractor_plautii_YL31	Cl--e0
Acutalibacter_muris_KB1##Niacin##Microbe	-2.0000000000011053	-2.0000000000011053	-2.0000000000011053	-2.0000000000011053	-2.0000000000011053	-2.0000000000011053	-2.0000000000011053	-2.0000000000011053	-2.0000000000011053	-2.0000000000011053	-2.0000000000011053	-2.0000000000011053	-2.0000000000011053	-2.0000000000011053	-2.0000000000011053	-1.9999999999959848	-1.9999999999959848	-1.9999999999959848	-1.9999999999959848	-1.9999999999959848	-1.9999999999959848	-1.9999999999959848	-1.9999999999959848	-1.9999999999959848	-1.9999999999959848	-1.9999999999959848	-1.9999999999959848	-1.9999999999959848	-1.9999999999959848	-1.9999999999959848	-1.9999999999959848	-1.9999999999959848	-1.9999999999959848	-1.9999999999959848	-1.9999999999959848	-1.9999999999959848	-1.9999999999959848	-1.9999999999959848	-1.9999999999959848	-1.9999999999959848	-1.9999999999959848	-1.9999999999959848	-1.9999999999959848	-1.9999999999959848	-1.9999999999959848	-1.9999999999959848	-1.9999999999959848	-1.9999999999959848	-1.9999999999959848	Acutalibacter_muris_KB1	Niacin
Acutalibacter_muris_KB1##Zn2+-e0##Microbe	-1.4121250719209246	-1.4121250719209246	-1.4121250719209246	-1.4121250719209246	-1.4121250719209246	-1.4121250719209246	-1.4121250719209246	-1.4121250719209246	-1.4121250719209246	-1.4121250719209246	-1.4121250719209246	-1.4121250719209246	-1.4121250719209246	-1.4121250719209246	-1.4121250719209246	-1.4121250719245848	-1.4121250719245848	-1.4121250719245848	-1.4121250719245848	-1.4121250719245848	-1.4121250719245848	-1.4121250719245848	-1.4121250719245848	-1.4121250719245848	-1.4121250719245848	-1.4121250719245848	-1.4121250719245848	-1.4121250719245848	-1.4121250719245848	-1.4121250719245848	-1.4121250719245848	-1.4121250719245848	-1.4121250719245848	-1.4121250719245848	-1.4121250719245848	-1.4121250719245848	-1.4121250719245848	-1.4121250719245848	-1.4121250719245848	-1.4121250719245848	-1.4121250719245848	-1.4121250719245848	-1.4121250719245848	-1.4121250719245848	-1.4121250719245848	-1.4121250719245848	-1.4121250719245848	-1.4121250719245848	-1.4121250719245848	Acutalibacter_muris_KB1	Zn2+-e0
Flavonifractor_plautii_YL31##Fumarate-e0##Microbe	25.59108936516045	25.59108936517306	25.59108936517701	25.591089365171882	19.11052093521481	48.12518934983416	48.1251893499281	48.12518934989635	48.12518935013139	48.125189349854395	48.125189349920504	48.125189349862566	48.12518934987734	48.12518934988431	48.12518934986379	48.12518934982735	-689.8203076538634	28.591089365106804	28.59108936509532	28.591089365090873	28.591089364964088	28.591089365063187	28.591089365153913	28.591089365238307	28.591089365120617	28.591089365200954	28.591089365219467	28.591089365214746	28.591089365735492	28.591089365555273	28.591089366366464	28.591089365179492	28.591089365077217	28.591089365115707	28.591089365235746	28.59108936514207	28.591089365178814	28.591089365182295	28.591089365177226	28.59108936520342	28.59108936519741	28.591089365152357	1704.2948596198153	-57.2273205935593	-57.227320593574206	-57.22732059364563	-57.22732059369963	-57.22732059316335	-57.22732059316368	Flavonifractor_plautii_YL31	Fumarate-e0
Acutalibacter_muris_KB1##Riboflavin##Microbe	2.429261364544314	2.429261364544314	2.429261364544314	2.429261364544314	2.429261364544314	2.429261364544314	2.429261364544314	2.429261364544314	2.429261364544314	2.429261364544314	2.429261364544314	2.429261364544314	2.429261364544314	2.429261364544314	2.429261364544314	2.4292613645407295	2.4292613645407295	2.4292613645407295	2.4292613645407295	2.4292613645407295	2.4292613645407295	2.4292613645407295	2.4292613645407295	2.4292613645407295	2.4292613645407295	2.4292613645407295	2.4292613645407295	2.4292613645407295	2.4292613645407295	2.4292613645407295	2.4292613645407295	2.4292613645407295	2.4292613645407295	2.4292613645407295	2.4292613645407295	2.4292613645407295	2.4292613645407295	2.4292613645407295	2.4292613645407295	2.4292613645407295	2.4292613645407295	2.4292613645407295	2.4292613645407295	2.4292613645407295	2.4292613645407295	2.4292613645407295	2.4292613645407295	2.4292613645407295	2.4292613645407295	Acutalibacter_muris_KB1	Riboflavin
Flavonifractor_plautii_YL31##D-Glucose-e0##Microbe	-8.74087128262677	-8.740871282646038	-8.740871282645998	-8.740871282644227	-8.74087128264387	-8.74087128264443	-8.740871282663635	-8.740871282656013	-8.740871282694544	-8.740871282653917	-8.740871282664246	-8.740871282648497	-8.740871282650128	-8.740871282650783	-8.74087128264845	-8.740871282642516	-8.740871282648031	-8.740871282633025	-8.740871282620443	-8.740871282619016	-8.740871282549838	-8.74087128253981	-8.740871282670435	-8.740871282701422	-8.740871282625509	-8.74087128268452	-8.740871282675405	-8.740871282669017	-54.44533486471015	-54.44533486424599	-54.445334866068585	-58.39973028047239	-58.399730280255746	-58.3997302803399	-58.3997302805956	-58.39973028041463	-58.39973028048849	-362.48581674368216	-362.48581674397803	519.2752733654601	519.2752733653842	-361.9858167429398	-361.98581674330444	80.86622544601062	-65.59585643006183	-0.9999999999999998	-0.9999999999999987	-0.9999999999999996	-0.9999999999999993	Flavonifractor_plautii_YL31	D-Glucose-e0
Acutalibacter_muris_KB1##L-Tryptophan##Microbe	-12.242620347612323	-12.242620347612323	-12.242620347612323	-12.242620347612323	-12.242620347612323	-12.242620347612323	-12.242620347612323	-12.242620347612323	-12.242620347612323	-12.242620347612323	-12.242620347612323	-12.242620347612323	-12.242620347612323	-12.242620347612323	-12.242620347612323	-12.242620347585213	-12.242620347585213	-12.242620347585213	-12.242620347585213	-12.242620347585213	-12.242620347585213	-12.242620347585213	-12.242620347585213	-12.242620347585213	-12.242620347585213	-12.242620347585213	-12.242620347585213	-12.242620347585213	-12.242620347585213	-12.242620347585213	-12.242620347585213	-12.242620347585213	-12.242620347585213	-12.242620347585213	-12.242620347585213	-12.242620347585213	-12.242620347585213	-12.242620347585213	-12.242620347585213	-12.242620347585213	-12.242620347585213	-12.242620347585213	-12.242620347585213	-12.242620347585213	-12.242620347585213	-12.242620347585213	-12.242620347585213	-12.242620347585213	-12.242620347585213	Acutalibacter_muris_KB1	L-Tryptophan
Acutalibacter_muris_KB1##L-Histidine-e0##Microbe	-18.409955409936344	-18.409955409936344	-18.409955409936344	-18.409955409936344	-18.409955409936344	-18.409955409936344	-18.409955409936344	-18.409955409936344	-18.409955409936344	-18.409955409936344	-18.409955409936344	-18.409955409936344	-18.409955409936344	-18.409955409936344	-18.409955409936344	-18.409955409891907	-18.409955409891907	-18.409955409891907	-18.409955409891907	-18.409955409891907	-18.409955409891907	-18.409955409891907	-18.409955409891907	-18.409955409891907	-18.409955409891907	-18.409955409891907	-18.409955409891907	-18.409955409891907	-18.409955409891907	-18.409955409891907	-18.409955409891907	-18.409955409891907	-18.409955409891907	-18.409955409891907	-18.409955409891907	-18.409955409891907	-18.409955409891907	-18.409955409891907	-18.409955409891907	-18.409955409891907	-18.409955409891907	-18.409955409891907	-18.409955409891907	-18.409955409891907	-18.409955409891907	-18.409955409891907	-18.409955409891907	-18.409955409891907	-18.409955409891907	Acutalibacter_muris_KB1	L-Histidine-e0
Acutalibacter_muris_KB1##L-Cysteine-e0##Microbe	-15.794919009941433	-15.794919009941433	-15.794919009941433	-15.794919009941433	-15.794919009941433	-15.794919009941433	-15.794919009941433	-15.794919009941433	-15.794919009941433	-15.794919009941433	-15.794919009941433	-15.794919009941433	-15.794919009941433	-15.794919009941433	-15.794919009941433	-15.794919009899864	-15.794919009899864	-15.794919009899864	-15.794919009899864	-15.794919009899864	-15.794919009899864	-15.794919009899864	-15.794919009899864	-15.794919009899864	-15.794919009899864	-15.794919009899864	-15.794919009899864	-15.794919009899864	-15.794919009899864	-15.794919009899864	-15.794919009899864	-15.794919009899864	-15.794919009899864	-15.794919009899864	-15.794919009899864	-15.794919009899864	-15.794919009899864	-15.794919009899864	-15.794919009899864	-15.794919009899864	-15.794919009899864	-15.794919009899864	-15.794919009899864	-15.794919009899864	-15.794919009899864	-15.794919009899864	-15.794919009899864	-15.794919009899864	-15.794919009899864	Acutalibacter_muris_KB1	L-Cysteine-e0
Acutalibacter_muris_KB1##Spermidine-e0##Microbe	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999991	-0.9999999999999991	-0.9999999999999991	-0.9999999999999991	-0.9999999999999991	-0.9999999999999991	-0.9999999999999991	-0.9999999999999991	-0.9999999999999991	-0.9999999999999991	-0.9999999999999991	-0.9999999999999991	-0.9999999999999991	-0.9999999999999991	-0.9999999999999991	-0.9999999999999991	-0.9999999999999991	-0.9999999999999991	-0.9999999999999991	-0.9999999999999991	-0.9999999999999991	-0.9999999999999991	-0.9999999999999991	-0.9999999999999991	-0.9999999999999991	-0.9999999999999991	-0.9999999999999991	-0.9999999999999991	-0.9999999999999991	-0.9999999999999991	-0.9999999999999991	-0.9999999999999991	-0.9999999999999991	0.0	Acutalibacter_muris_KB1	Spermidine-e0
Flavonifractor_plautii_YL31##Mg-e0##Microbe	-0.9241112603189717	-0.9241112603190292	-0.9241112603191174	-0.9241112603190011	-0.9241112603189623	-0.9241112603191075	-0.9241112603205628	-0.9241112603195103	-0.9241112603230947	-0.9241112603178516	-0.924111260318725	-0.9241112603195618	-0.9241112603211049	-0.9241112603212512	-0.9241112603196877	-0.9241112603190234	-0.924111260318352	-0.9241112603159635	-0.9241112603149795	-0.9241112603147784	-0.9241112603092637	-0.9241112603102875	-0.924111260318782	-0.9241112603207767	-0.9241112603133574	-0.9241112603238201	-0.924111260321412	-0.9241112603217463	-0.9241112603516939	-0.9241112603353684	-0.9241112603718079	-0.9241112603237486	-0.9241112603217662	-0.924111260320257	-0.9241112603248874	-0.9241112603259365	-0.9241112603221767	-0.9241112603249088	-0.924111260323498	-0.9241112603203697	-0.9241112603202835	-0.9241112603170105	-0.9241112603203442	-0.9241112603252742	-0.9241112603226327	-0.9241112603236871	-0.9241112603266595	-0.924111260317196	-0.924111260317092	Flavonifractor_plautii_YL31	Mg-e0
Flavonifractor_plautii_YL31##Ca2+-e0##Microbe	-0.9241112603161393	-0.9241112603213787	-0.9241112603215874	-0.9241112603214308	-0.9241112603213795	-0.9241112603214362	-0.9241112603236273	-0.9241112603231236	-0.9241112603259523	-0.9241112603215973	-0.9241112603224295	-0.9241112603216729	-0.9241112603222537	-0.9241112603222398	-0.924111260321691	-0.9241112603210211	-0.9241112603208306	-0.9241112603190021	-0.9241112603183649	-0.9241112603185947	-0.9241112603149881	-0.9241112603200229	-0.924111260319021	-0.9241112603225238	-0.9241112603253618	-0.9241112603216497	-0.9241112603223334	-0.9241112603224177	-0.924111260344034	-0.9241112603362426	-0.9241112603690173	-0.9241112603221765	-0.9241112603239352	-0.9241112603197648	-0.9241112603288959	-0.9241112603217836	-0.9241112603261832	-0.9241112603283875	-0.9241112603268938	-0.9241112603229097	-0.9241112603266852	-0.9241112603194958	-0.924111260324279	-0.9241112603282041	-0.9241112603261735	-0.9241112603244734	-0.9241112603274634	-0.924111260317976	-0.9241112603181316	Flavonifractor_plautii_YL31	Ca2+-e0
Acutalibacter_muris_KB1##L-Phenylalanine##Microbe	-39.581404131376146	-39.581404131376146	-39.581404131376146	-39.581404131376146	-39.581404131376146	-39.581404131376146	-39.581404131376146	-39.581404131376146	-39.581404131376146	-39.581404131376146	-39.581404131376146	-39.581404131376146	-39.581404131376146	-39.581404131376146	-39.581404131376146	-39.58140413127783	-39.58140413127783	-39.58140413127783	-39.58140413127783	-39.58140413127783	-39.58140413127783	-39.58140413127783	-39.58140413127783	-39.58140413127783	-39.58140413127783	-39.58140413127783	-39.58140413127783	-39.58140413127783	-39.58140413127783	-39.58140413127783	-39.58140413127783	-39.58140413127783	-39.58140413127783	-39.58140413127783	-39.58140413127783	-39.58140413127783	-39.58140413127783	-39.58140413127783	-39.58140413127783	-39.58140413127783	-39.58140413127783	-39.58140413127783	-39.58140413127783	-39.58140413127783	-39.58140413127783	-39.58140413127783	-39.58140413127783	-39.58140413127783	-39.58140413127783	Acutalibacter_muris_KB1	L-Phenylalanine
