	0.0000-0.0000	0.0000-0.0805	0.0805-0.0843	0.1213-0.1215	0.1215-0.1885	0.1885-0.2207	0.2207-0.2207	0.2273-0.2294	0.2294-0.4758	0.4758-0.4760	0.4760-0.4760	0.4802-0.4803	0.4803-0.4979	0.4979-0.7269	0.7269-0.7283	0.9461-0.9461	0.9706-0.9725	0.9725-0.9726	0.9726-0.9727	0.9727-0.9728	0.9808-1.0567	1.0567-1.3064	1.3064-1.3621	1.3629-1.6015	1.6015-1.6015	1.6015-1.6688	1.6688-1.6701	1.6701-1.6702	1.6702-1.6703	1.6703-1.6703	1.6876-1.6878	1.6878-1.6878	1.6878-1.7052	1.7052-1.7056	1.7056-1.7276	1.7276-1.7675	1.7675-1.7675	1.7675-1.7676	1.7676-6.3268	6.3268-6.5370	6.5370-10.2751	10.2751-12.9607	12.9607-16.6732	16.6732-20.0000	Source	Target
Acutalibacter_muris_KB1##Zn2+-e0##Microbe	-1.4121250719209246	-1.4121250719209246	-1.4121250719209246	-1.4121250719209246	-1.4121250719209246	-1.4121250719209246	-1.4121250719209246	-1.4121250719209246	-1.4121250719209246	-1.4121250719209246	-1.4121250719209246	-1.4121250719209246	-1.4121250719209246	-1.4121250719209246	-1.4121250719209246	-1.4121250719209246	-1.4121250719209246	-1.4121250719209246	-1.4121250719209246	-1.4121250719209246	-1.4121250719209246	-1.4121250719209246	-1.4121250719209246	-1.4121250719209246	-1.4121250719209246	-1.4121250719387581	-1.4121250719387581	-1.4121250719387581	-1.4121250719387581	-1.4121250719387581	-1.4121250719387581	-1.4121250719387581	-1.4121250719387581	-1.4121250719387581	-1.4121250719387581	-1.4121250719387581	-1.4121250719387581	-1.4121250719387581	-1.4121250719387581	-0.7060625359614711	-0.7060625359614711	-0.7060625359482944	-0.7060625359813145	-0.7060625359791474	Acutalibacter_muris_KB1	Zn2+-e0
Acutalibacter_muris_KB1##Riboflavin##Microbe	2.429261364544314	2.429261364544314	2.429261364544314	2.429261364544314	2.429261364544314	2.429261364544314	2.429261364544314	2.429261364544314	2.429261364544314	2.429261364544314	2.429261364544314	2.429261364544314	2.429261364544314	2.429261364544314	2.429261364544314	2.429261364544314	2.429261364544314	2.429261364544314	2.429261364544314	2.429261364544314	2.429261364544314	2.429261364544314	2.429261364544314	2.429261364544314	2.429261364544314	2.4292613645434367	2.4292613645434367	2.4292613645434367	2.4292613645434367	2.4292613645434367	2.4292613645434367	2.4292613645434367	2.4292613645434367	2.4292613645434367	2.4292613645434367	2.4292613645434367	2.4292613645434367	2.4292613645434367	2.4292613645434367	1.5479640156023384	1.5479640156023384	1.214630682273361	1.2146306822692812	1.2146306822692536	Acutalibacter_muris_KB1	Riboflavin
Acutalibacter_muris_KB1##L-Tryptophan##Microbe	-12.242620347612323	-12.242620347612323	-12.242620347612323	-12.242620347612323	-12.242620347612323	-12.242620347612323	-12.242620347612323	-12.242620347612323	-12.242620347612323	-12.242620347612323	-12.242620347612323	-12.242620347612323	-12.242620347612323	-12.242620347612323	-12.242620347612323	-12.242620347612323	-12.242620347612323	-12.242620347612323	-12.242620347612323	-12.242620347612323	-12.242620347612323	-12.242620347612323	-12.242620347612323	-12.242620347612323	-12.242620347612323	-12.24262034759814	-12.24262034759814	-12.24262034759814	-12.24262034759814	-12.24262034759814	-12.24262034759814	-12.24262034759814	-12.24262034759814	-12.24262034759814	-12.24262034759814	-12.24262034759814	-12.24262034759814	-12.24262034759814	-12.24262034759814	-6.121310173783995	-6.121310173783995	-6.121310173787899	-6.1213101737614615	-6.121310173761771	Acutalibacter_muris_KB1	L-Tryptophan
Acutalibacter_muris_KB1##L-Histidine-e0##Microbe	-18.409955409936344	-18.409955409936344	-18.409955409936344	-18.409955409936344	-18.409955409936344	-18.409955409936344	-18.409955409936344	-18.409955409936344	-18.409955409936344	-18.409955409936344	-18.409955409936344	-18.409955409936344	-18.409955409936344	-18.409955409936344	-18.409955409936344	-18.409955409936344	-18.409955409936344	-18.409955409936344	-18.409955409936344	-18.409955409936344	-18.409955409936344	-18.409955409936344	-18.409955409936344	-18.409955409936344	-18.409955409936344	-18.4099554099115	-18.4099554099115	-18.4099554099115	-18.4099554099115	-18.4099554099115	-18.4099554099115	-18.4099554099115	-18.4099554099115	-18.4099554099115	-18.4099554099115	-18.4099554099115	-18.4099554099115	-18.4099554099115	-18.4099554099115	-9.20497770493309	-9.20497770493309	-9.204977704940175	-9.204977704905492	-9.204977704906366	Acutalibacter_muris_KB1	L-Histidine-e0
Acutalibacter_muris_KB1##L-Cysteine-e0##Microbe	-15.794919009941433	-15.794919009941433	-15.794919009941433	-15.794919009941433	-15.794919009941433	-15.794919009941433	-15.794919009941433	-15.794919009941433	-15.794919009941433	-15.794919009941433	-15.794919009941433	-15.794919009941433	-15.794919009941433	-15.794919009941433	-15.794919009941433	-15.794919009941433	-15.794919009941433	-15.794919009941433	-15.794919009941433	-15.794919009941433	-15.794919009941433	-15.794919009941433	-15.794919009941433	-15.794919009941433	-15.794919009941433	-15.794919009915539	-15.794919009915539	-15.794919009915539	-15.794919009915539	-15.794919009915539	-15.794919009915539	-15.794919009915539	-15.794919009915539	-15.794919009915539	-15.794919009915539	-15.794919009915539	-15.794919009915539	-15.794919009915539	-15.794919009915539	-7.3974595049356076	-7.3974595049356076	-7.8974595049357665	-7.897459504907093	-7.897459504908291	Acutalibacter_muris_KB1	L-Cysteine-e0
Muribaculum_intestinale_YL27##Sulfate-e0##Microbe	-0.9241112603229554	-0.9241112603231305	-0.9241112603206721	-0.9241112603120483	-0.9241112603140862	-0.9241112603003073	-0.9241112603193372	-0.9241112603199879	-0.92411126031018	-0.92411126030954	-0.9241112603101191	-0.9241112603093751	-0.9241112603101875	-0.9241112603103537	-0.9241112603113265	-0.9241112603092665	-0.9241112603100615	-0.9241112603096185	-0.9241112603108701	-0.9241112603115615	-0.9241112603104688	-0.9241112603094569	-0.9241112603130386	-0.9241112603115834	-0.9241112603097833	-0.9241112603097833	-0.9241112603073811	-0.9241112603134394	-0.9241112603101423	-0.9241112603219559	-0.9241112603026862	-0.9241112603073165	-0.9241112603172162	-0.9241112603270212	-0.9241112603202272	-0.92411126030789	-0.9241112603059	-0.9241112603098592	-0.9241112603068274	-0.9241112603068274	-0.9241112603068963	-0.9241112603068963	-0.9241112603068963	-0.9241112603068963	Muribaculum_intestinale_YL27	Sulfate-e0
Acutalibacter_muris_KB1##Spermidine-e0##Microbe	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-0.9999999999999999	-0.9999999999999999	-1.0000000000000004	-0.9999999999999991	-0.9999999999999986	Acutalibacter_muris_KB1	Spermidine-e0
Muribaculum_intestinale_YL27##Riboflavin##Microbe	-0.9999999999999994	-1.0	-1.0	-0.9999999999999989	-0.9999999999999989	-1.0000000000000004	-0.9999999999999999	-1.0	-0.9999999999999989	-0.9999999999999994	-1.0	-1.0000000000000009	-0.999999999999999	-1.000000000000001	-1.0000000000000002	-1.0000000000000007	-1.0000000000000007	-1.0000000000000004	-0.9999999999999999	-1.0000000000000002	-1.0	-1.000000000000001	-0.9999999999999996	-1.0000000000000007	-0.9999999999999999	-0.9999999999999999	-0.9999999999999994	-0.9999999999999993	-1.0000000000000004	-0.9999999999999997	-1.0	-0.9999999999999996	-0.9999999999999997	-1.0	-0.9999999999999999	-0.9999999999999988	-1.0	-0.9999999999999997	-0.9999999999999994	-0.9999999999999994	-0.9999999999816597	-0.9999999999816597	-0.9999999999816597	-0.9999999999816597	Muribaculum_intestinale_YL27	Riboflavin
Acutalibacter_muris_KB1##L-Phenylalanine##Microbe	-39.581404131376146	-39.581404131376146	-39.581404131376146	-39.581404131376146	-39.581404131376146	-39.581404131376146	-39.581404131376146	-39.581404131376146	-39.581404131376146	-39.581404131376146	-39.581404131376146	-39.581404131376146	-39.581404131376146	-39.581404131376146	-39.581404131376146	-39.581404131376146	-39.581404131376146	-39.581404131376146	-39.581404131376146	-39.581404131376146	-39.581404131376146	-39.581404131376146	-39.581404131376146	-39.581404131376146	-39.581404131376146	-39.58140413132437	-39.58140413132437	-39.58140413132437	-39.58140413132437	-39.58140413132437	-39.58140413132437	-39.58140413132437	-39.58140413132437	-39.58140413132437	-39.58140413132437	-39.58140413132437	-39.58140413132437	-39.58140413132437	-39.58140413132437	-19.79070206561304	-19.79070206561304	-19.790702065626746	-19.790702065542263	-19.79070206554423	Acutalibacter_muris_KB1	L-Phenylalanine
Muribaculum_intestinale_YL27##L-Arginine-e0##Microbe	-36.57235834212699	-36.572358342115415	-36.57235834204769	-36.57235834181207	-36.57235834192676	-36.57235834151808	-36.57235834194914	-36.5723583420077	-36.572358341716956	-36.57235834173076	-36.57235834177054	-36.57235834172207	-36.57235834172745	-36.57235834173916	-36.57235834177235	-36.572358341712345	-36.57235834178501	-36.57235834169555	-36.572358341733796	-36.5723583418032	-1174.9738703262112	-1.0000000000000016	-0.9999999999999997	-1.0000000000000007	-0.9999999999999994	-0.9999999999999994	-0.9999999999999996	-0.9999999999999988	-0.9999999999999993	-0.9999999999999982	-0.9999999999999989	-0.9999999999999996	-0.9999999999999997	-1.0	-0.9999999999999989	-0.999999999999999	-0.9999999999999994	-0.9999999999999994	-1.0000000000000007	-1.0000000000000007	-0.9999999999999984	-0.9999999999999984	-0.9999999999999984	-0.9999999999999984	Muribaculum_intestinale_YL27	L-Arginine-e0
Muribaculum_intestinale_YL27##L-Proline##Microbe	-26.584324739669054	-26.584324739664	-26.584324739612747	-26.58432473944495	-26.584324739525307	-26.58432473922399	-26.584324739544588	-26.58432473957626	-26.58432473937221	-26.584324739385654	-26.584324739411414	-26.584324739375795	-26.584324739379753	-26.58432473938647	-26.58432473941176	-26.584324739368114	-26.584324739421152	-26.584324739357424	-26.58432473938447	-26.58432473943478	-26.584324739368224	-26.584324739406924	-26.58432473938159	-26.5843247393928	-26.584324739371308	-26.584324739371308	-26.584324739252096	-26.584324739398046	-26.584324739200408	-26.58432473966861	-26.584324739222083	-26.584324739256044	-26.584324739574242	-26.584324739800415	-26.584324739582108	-26.58432473931168	-26.584324739254576	-26.584324739385842	-26.58432473933918	-26.58432473933918	-26.58432473934163	-26.58432473934163	-26.58432473934163	-26.58432473934163	Muribaculum_intestinale_YL27	L-Proline
Muribaculum_intestinale_YL27##H+-e0##Microbe	1674.394981320018	1847.712946505838	1847.7129465022674	-1323.0628517835055	-2260.884956865423	-775.1926490194753	2236.56080110158	-743.7067273486001	801.9061832094217	-1081.4562933762325	-1081.4562933774087	-36.51154045083061	348.46091883854416	348.4609188386505	348.4609188388783	348.46091883854086	-1680.629827858037	478.54928991983303	478.5492899203187	478.54928992128043	-3020.890818584349	-1846.916948260817	499.030792394582	-708.6848071950211	-708.6848071946612	-708.6848071946612	-708.6848071916288	2483.9665103835214	2483.9665103648717	2483.966510409336	-5834.210893051562	9577.502793729169	-695.0488862124399	-695.0488862181293	3173.06343667843	-769.0420163185826	-3474.454685221525	-3474.454685238646	-783.67793730658	-783.67793730658	-783.677937306607	-783.677937306607	-784.6779373066075	-784.6779373066075	Muribaculum_intestinale_YL27	H+-e0
Acutalibacter_muris_KB1##H2O-e0##Microbe	-4122.655369089614	-4122.655369089614	-4122.655369089614	-4122.655369089614	-4122.655369089614	-4122.655369089614	-4122.655369089614	-4122.655369089614	-4122.655369089614	-4122.655369089614	-4122.655369089614	-4122.655369089614	-4122.655369089614	-4122.655369089614	-4122.655369089614	-4122.655369089614	-4122.655369089614	-4122.655369089614	-4122.655369089614	-4122.655369089614	-4122.655369089614	-4122.655369089614	-4122.655369089614	-4122.655369089614	-4122.655369089614	-4122.655369084066	-4122.655369084066	-4122.655369084066	-4122.655369084066	-4122.655369084066	-4122.655369084066	-4122.655369084066	-4122.655369084066	-4122.655369084066	-4122.655369084066	-4122.655369084066	-4122.655369084066	-4122.655369084066	-4122.655369084066	-2063.8832400925216	-2063.8832400925216	-2062.9110178718847	436.20945147904155	436.2094514790913	Acutalibacter_muris_KB1	H2O-e0
Muribaculum_intestinale_YL27##Ca2+-e0##Microbe	-0.9241112603258484	-0.9241112603256061	-0.9241112603235262	-0.924111260317514	-0.9241112603205486	-0.9241112603102613	-0.9241112603228431	-0.924111260323116	-0.9241112603148661	-0.9241112603153012	-0.924111260316097	-0.9241112603150844	-0.9241112603151816	-0.9241112603154872	-0.9241112603163496	-0.924111260314602	-0.9241112603166435	-0.9241112603146315	-0.9241112603153356	-0.9241112603172672	-0.9241112603147493	-0.9241112603160758	-0.924111260315572	-0.9241112603164408	-0.924111260316095	-0.924111260316095	-0.9241112603128087	-0.9241112603167407	-0.9241112603097137	-0.9241112603259156	-0.9241112603120688	-0.9241112603104953	-0.9241112603220071	-0.9241112603290297	-0.9241112603221662	-0.9241112603137303	-0.9241112603119518	-0.9241112603158057	-0.9241112603145152	-0.9241112603145152	-0.9241112603145155	-0.9241112603145155	-0.9241112603145155	-0.9241112603145155	Muribaculum_intestinale_YL27	Ca2+-e0
Muribaculum_intestinale_YL27##Galactose-e0##Microbe	-6.9926970261449615	-6.992697026134586	-6.992697026120979	-6.992697026135194	-6.9926970261666135	-6.992697026106334	-1512.869422091689	-8.740871282645148	-8.740871282570202	-8.740871282574487	-8.740871282578315	-1.0000000000000018	-0.999999999999999	-1.0000000000000002	-0.999999999999999	-1.000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000013	-1.0000000000000013	-1.0000000000000002	-1.0	-0.9999999999999998	-0.9999999999999991	-1.0000000000000004	-1.0000000000000004	-1.0	-0.9999999999999992	-0.9999999999999996	-1.0000000000000004	-1.0	-0.9999999999999994	-1.0000000000000016	-0.9999999999999989	-1.0000000000000004	-1.0000000000000004	-0.9999999999999992	-1.0000000000000004	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	Muribaculum_intestinale_YL27	Galactose-e0
Muribaculum_intestinale_YL27##L-Tyrosine##Microbe	-17.083554956657373	-17.08355495665405	-17.083554956620095	-17.083554956499047	-17.08355495654864	-17.0835549563444	-17.083554956577174	-17.08355495658506	-17.083554956444065	-17.083554956460986	-17.083554956473012	-17.0835549564473	-17.083554956450623	-17.08355495645725	-17.083554956473805	-17.083554956445926	-17.083554956486992	-17.08355495643726	-17.083554956454414	-17.08355495648698	-17.08355495644265	-17.083554956473115	-17.08355495644857	-17.083554956457405	-17.083554956442214	-17.083554956442214	-17.08355495636134	-17.08355495646512	-17.08355495633881	-17.08355495664079	-17.08355495634994	-17.083554956459086	-17.083554956582773	-17.083554956744493	-17.083554956586937	-17.0835549564005	-17.08355495636135	-17.083554956449817	-17.083554956414304	-17.083554956414304	-17.083554956415874	-17.083554956415874	-17.083554956415874	-17.083554956415874	Muribaculum_intestinale_YL27	L-Tyrosine
Muribaculum_intestinale_YL27##PAN##Microbe	-1.0000000000001044	-0.9999999999996195	-0.9999999999996444	-1.000000000000039	-1.000000000000086	-0.9999999999998839	-1.000000000000586	-0.9999999999999618	-0.9999999999999656	-1.0000000000000075	-0.9999999999999342	-0.9999999999998802	-0.9999999999998529	-0.999999999999939	-1.000000000000034	-0.9999999999999342	-0.9999999999999395	-0.9999999999999952	-0.9999999999999054	-0.9999999999998952	-1.0000000000000122	-1.0000000000001017	-1.0000000000001936	-0.9999999999998711	-0.9999999999997513	-0.9999999999997513	-0.9999999999996498	-1.000000000000265	-0.9999999999998668	-0.9999999999998593	-0.999999999999347	-0.9999999999998864	-0.9999999999999468	-0.999999999999564	-0.9999999999995285	-1.0000000000002174	-0.9999999999999848	-1.0000000000000133	-1.0000000000000324	-1.0000000000000324	-1.000000000000048	-1.000000000000048	-1.000000000000048	-1.000000000000048	Muribaculum_intestinale_YL27	PAN
Muribaculum_intestinale_YL27##Fe2+-e0##Microbe	-1.9241112603302701	-1.9241112603327992	-1.9241112603307031	-1.9241112603818846	-1.9241112603828119	-1.9241112603709862	-1.924111260323528	-1.9241112603561832	-1.9241112603861128	-1.9241112603824602	-1.9241112603801152	-1.9241112603828245	-1.9241112603874984	-1.9241112603885888	-1.9241112603889308	-1.9241112603837351	-1.9241112603796964	-1.9241112603826944	-1.9241112603869182	-1.9241112603937625	-1.924111260385906	-1.9241112603929098	-1.924111260406685	-1.9241112604036739	-1.92411126042793	-1.92411126042793	-1.9241112604859851	-1.9241112604075137	-1.9241112603845183	-1.924111260444058	-1.9241112605008117	10272.551679933504	0.0	0.0	0.0	0.0	-1.9241112604094535	-1.9241112604045112	-1.9241112604427129	-1.9241112604427129	-1.9241112604425392	-1.9241112604425392	-1.9241112604425392	-1.9241112604425392	Muribaculum_intestinale_YL27	Fe2+-e0
