	0.0000-0.0020	0.0020-0.0084	0.0084-0.0085	0.0085-0.0252	0.0252-0.0253	0.0253-0.0411	0.0411-0.0414	0.0414-0.0416	0.0416-0.0419	0.0419-0.0419	0.0421-0.0421	0.0421-0.0423	0.0423-0.0423	0.0423-0.0426	0.0431-0.0431	0.0431-0.0463	0.0464-0.0464	0.0465-0.0469	0.0469-0.0536	0.0536-0.0538	0.0593-0.0593	0.0702-0.0756	0.0820-0.0884	0.0884-0.0986	0.1110-0.1819	0.1819-0.1833	0.1833-0.3447	0.3447-8.5368	8.5368-9.4824	9.4824-20.0000	Source	Target
Flavonifractor_plautii_YL31##Cl--e0##Microbe	-0.9241112603156776	-0.9241112603238999	-0.9241112603252517	-0.9241112603253945	-0.9241112603251229	-0.9241112603261146	-0.9241112603202561	-0.9241112603299152	-0.9241112603167831	-0.9241112603030975	-0.9241112603356247	-0.9241112603424053	-0.9241112603467851	-0.9241112603489473	-0.924111260349134	-0.9241112603233376	-0.9241112602910572	-0.9241112602885666	-0.9241112603088948	-0.9241112603137756	-0.9241112603242458	-0.9241112603235015	-0.9241112603115341	-0.9241112603223886	-0.9241112603242188	-0.9241112603203481	-0.9241112603214535	-0.9241112603244226	-0.9241112603503744	-0.9241112603503744	Flavonifractor_plautii_YL31	Cl--e0
Enterocloster_clostridioformis_YL32##L-Valine-e0##Microbe	-50.889993073701724	-50.889993073701724	-50.889993073701724	-50.889993073701724	-50.889993073701724	-50.889993073701724	-50.889993073701724	-50.889993073701724	-50.889993073701724	-50.889993073701724	-50.889993073701724	-50.889993073701724	-50.889993073701724	-50.889993073701724	-50.889993073701724	-50.889993073701724	-50.889993073701724	-50.889993073701724	-50.889993073701724	-50.889993073701724	-50.889993073701724	-50.889993073701724	-50.889993073701724	-50.889993073701724	-50.889993073701724	-50.889993073701724	-50.889993073701724	-50.889993073701724	-50.889993073701724	-50.889993073715885	Enterocloster_clostridioformis_YL32	L-Valine-e0
Enterocloster_clostridioformis_YL32##L-Glutamate-e0##Microbe	-93.58583676564123	-93.52869390849868	-93.52869390849868	-93.52869390849868	-93.52869390849868	-93.52869390849868	-93.52869390849868	-93.52869390849868	-93.52869390849868	-93.52869390849868	-93.52869390849868	-93.52869390849868	-93.52869390849868	-93.52869390849868	-93.52869390849868	-93.52869390849868	-93.52869390849868	-93.52869390849868	-93.52869390849868	-93.52869390849868	-93.52869390849868	-93.52869390849868	-93.52869390849868	-93.52869390849868	-93.52869390849868	-93.52869390849868	-93.52869390849868	-93.52869390849868	-95.52869390849624	-97.52625958389993	Enterocloster_clostridioformis_YL32	L-Glutamate-e0
Enterocloster_clostridioformis_YL32##L-Asparagine-e0##Microbe	-28.989573168843787	-28.989573168843787	-28.989573168843787	-28.989573168843787	-28.989573168843787	-28.989573168843787	-28.989573168843787	-28.989573168843787	-28.989573168843787	-28.989573168843787	-28.989573168843787	-28.989573168843787	-28.989573168843787	-28.989573168843787	-28.989573168843787	-28.989573168843787	-28.989573168843787	-28.989573168843787	-28.989573168843787	-28.989573168843787	-28.989573168843787	-28.989573168843787	-28.989573168843787	-28.989573168843787	-28.989573168843787	-28.989573168843787	-28.989573168843787	-28.989573168843787	-28.989573168843787	-28.989573168861742	Enterocloster_clostridioformis_YL32	L-Asparagine-e0
Enterocloster_clostridioformis_YL32##fe3-e0##Microbe	-0.9241112603363127	-0.9241112603363127	-0.9241112603363127	-0.9241112603363127	-0.9241112603363127	-0.9241112603363127	-0.9241112603363127	-0.9241112603363127	-0.9241112603363127	-0.9241112603363127	-0.9241112603363127	-0.9241112603363127	-0.9241112603363127	-0.9241112603363127	-0.9241112603363127	-0.9241112603363127	-0.9241112603363127	-0.9241112603363127	-0.9241112603363127	-0.9241112603363127	-0.9241112603363127	-0.9241112603363127	-0.9241112603363127	-0.9241112603363127	-0.9241112603363127	-0.9241112603363127	-0.9241112603363127	-0.9241112603363127	-0.9241112603363127	-0.9241112603365147	Enterocloster_clostridioformis_YL32	fe3-e0
Enterocloster_clostridioformis_YL32##Mn2+-e0##Microbe	-0.9241112603363152	-0.9241112603363152	-0.9241112603363152	-0.9241112603363152	-0.9241112603363152	-0.9241112603363152	-0.9241112603363152	-0.9241112603363152	-0.9241112603363152	-0.9241112603363152	-0.9241112603363152	-0.9241112603363152	-0.9241112603363152	-0.9241112603363152	-0.9241112603363152	-0.9241112603363152	-0.9241112603363152	-0.9241112603363152	-0.9241112603363152	-0.9241112603363152	-0.9241112603363152	-0.9241112603363152	-0.9241112603363152	-0.9241112603363152	-0.9241112603363152	-0.9241112603363152	-0.9241112603363152	-0.9241112603363152	-0.9241112603363152	-0.9241112603365158	Enterocloster_clostridioformis_YL32	Mn2+-e0
Enterocloster_clostridioformis_YL32##Neu5Ac-e0##Microbe	-5.992697026241887	-5.992697026241887	-5.992697026241887	-5.992697026241887	-5.992697026241887	-5.992697026241887	-5.992697026241887	-5.992697026241887	-5.992697026241887	-5.992697026241887	-5.992697026241887	-5.992697026241887	-5.992697026241887	-5.992697026241887	-5.992697026241887	-5.992697026241887	-5.992697026241887	-5.992697026241887	-5.992697026241887	-5.992697026241887	-5.992697026241887	-5.992697026241887	-5.992697026241887	-5.992697026241887	-5.992697026241887	-5.992697026241887	-5.992697026241887	-5.992697026241887	-5.992697026241887	0.0	Enterocloster_clostridioformis_YL32	Neu5Ac-e0
Enterocloster_clostridioformis_YL32##L-Serine-e0##Microbe	-34.532865237128185	-34.532865237128185	-34.532865237128185	-34.532865237128185	-34.532865237128185	-34.532865237128185	-34.532865237128185	-34.532865237128185	-34.532865237128185	-34.532865237128185	-34.532865237128185	-34.532865237128185	-34.532865237128185	-34.532865237128185	-34.532865237128185	-34.532865237128185	-34.532865237128185	-34.532865237128185	-34.532865237128185	-34.532865237128185	-34.532865237128185	-34.532865237128185	-34.532865237128185	-34.532865237128185	-34.532865237128185	-34.532865237128185	-34.532865237128185	-34.532865237128185	-34.532865237128185	-34.53286523713231	Enterocloster_clostridioformis_YL32	L-Serine-e0
Flavonifractor_plautii_YL31##D-Glucose-e0##Microbe	-8.740871282625115	-8.74087128264473	-8.740871282659723	-8.740871282663955	-8.740871282660596	-8.74087128266445	-8.740871282603866	-8.74087128271303	-8.74087128256354	-8.740871282470977	-8.740871282720583	-8.74087128274605	-8.740871282801884	-8.740871282865395	-8.74087128284054	-8.740871282636613	-8.740871282352861	-8.740871282325843	-8.740871282480903	-8.740871282556862	-8.740871282664935	-8.740871282601425	-8.740871282612138	-8.740871282666902	-8.740871282674771	-8.740871282617409	-8.740871282618356	-8.740871282643223	-8.740871282887706	-8.740871282887706	Flavonifractor_plautii_YL31	D-Glucose-e0
Enterocloster_clostridioformis_YL32##Co2+-e0##Microbe	-0.924111260336197	-0.924111260336197	-0.924111260336197	-0.924111260336197	-0.924111260336197	-0.924111260336197	-0.924111260336197	-0.924111260336197	-0.924111260336197	-0.924111260336197	-0.924111260336197	-0.924111260336197	-0.924111260336197	-0.924111260336197	-0.924111260336197	-0.924111260336197	-0.924111260336197	-0.924111260336197	-0.924111260336197	-0.924111260336197	-0.924111260336197	-0.924111260336197	-0.924111260336197	-0.924111260336197	-0.924111260336197	-0.924111260336197	-0.924111260336197	-0.924111260336197	-0.924111260336197	-0.9241112603364054	Enterocloster_clostridioformis_YL32	Co2+-e0
Flavonifractor_plautii_YL31##Mg-e0##Microbe	-0.9241112603190176	-0.9241112603250236	-0.9241112603247974	-0.9241112603265287	-0.9241112603258678	-0.9241112603251116	-0.9241112603220824	-0.9241112603311682	-0.9241112603181394	-0.9241112603016047	-0.9241112603361079	-0.9241112603420318	-0.9241112603474759	-0.9241112603478153	-0.9241112603528178	-0.9241112603245651	-0.9241112602955731	-0.9241112602948839	-0.924111260315358	-0.9241112603137019	-0.9241112603263442	-0.9241112603205622	-0.9241112603102767	-0.9241112603214316	-0.924111260323191	-0.9241112603192346	-0.9241112603208834	-0.9241112603269888	-0.9241112603529584	-0.9241112603529584	Flavonifractor_plautii_YL31	Mg-e0
Flavonifractor_plautii_YL31##Ca2+-e0##Microbe	-0.9241112603162025	-0.9241112603211815	-0.9241112603223333	-0.9241112603214796	-0.9241112603214255	-0.9241112603231212	-0.9241112603161156	-0.9241112603257382	-0.9241112603133629	-0.9241112603005248	-0.9241112603311354	-0.924111260332623	-0.9241112603395449	-0.9241112603441041	-0.9241112603423693	-0.9241112603207082	-0.9241112602907021	-0.9241112602873474	-0.9241112603050753	-0.9241112603126815	-0.9241112603222449	-0.9241112603182989	-0.9241112603132519	-0.9241112603211754	-0.9241112603223414	-0.9241112603171878	-0.9241112603179502	-0.9241112603198425	-0.9241112603458247	-0.9241112603458247	Flavonifractor_plautii_YL31	Ca2+-e0
Enterocloster_clostridioformis_YL32##Cl--e0##Microbe	-0.9241112603359095	-0.9241112603359095	-0.9241112603359095	-0.9241112603359095	-0.9241112603359095	-0.9241112603359095	-0.9241112603359095	-0.9241112603359095	-0.9241112603359095	-0.9241112603359095	-0.9241112603359095	-0.9241112603359095	-0.9241112603359095	-0.9241112603359095	-0.9241112603359095	-0.9241112603359095	-0.9241112603359095	-0.9241112603359095	-0.9241112603359095	-0.9241112603359095	-0.9241112603359095	-0.9241112603359095	-0.9241112603359095	-0.9241112603359095	-0.9241112603359095	-0.9241112603359095	-0.9241112603359095	-0.9241112603359095	-0.9241112603359095	-0.9241112603361087	Enterocloster_clostridioformis_YL32	Cl--e0
Flavonifractor_plautii_YL31##PAN##Microbe	-1.0000000000038012	-0.9999999999774225	-0.9999999999752138	-0.9999999999751175	-0.9999999999760719	-0.9999999999766555	-0.9999999999610655	-0.9999999999743606	-0.999999999965395	-0.9999999999748623	-0.9999999999762761	-0.9999999999509304	-0.9999999999783179	-0.9999999999864131	-0.9999999999824231	-0.999999999967953	-0.999999999947645	-0.9999999999431533	-0.9999999999374115	-0.9999999999573375	-1.0000000000033404	-0.9999999999810536	-0.9999999999825534	-0.9999999999915119	-0.9999999999911208	-0.9999999999741627	-0.9999999999724762	-0.9999999999723911	-1.0000000000005633	-1.0000000000005633	Flavonifractor_plautii_YL31	PAN
Flavonifractor_plautii_YL31##Fe2+-e0##Microbe	-1.9241112602928716	-1.9241112603527704	-1.924111260348167	-1.924111260353599	-1.9241112603539863	-1.924111260352531	-1.924111260334711	-1.9241112604156692	-1.9241112603221047	-1.9241112602059565	-1.9241112603826531	-1.9241112604778088	-1.924111260485699	-1.9241112604343569	-1.9241112604763795	-1.9241112603398538	-1.9241112602346186	-1.9241112602277999	-1.924111260339294	-1.9241112602576413	-1.9241112603556958	-1.9241112603505075	-1.9241112602610169	-1.9241112603115493	-1.9241112603493509	-1.9241112603333543	-1.9241112603350168	-1.9241112603681199	-1.9241112604231154	-1.9241112604231154	Flavonifractor_plautii_YL31	Fe2+-e0
Flavonifractor_plautii_YL31##K+-e0##Microbe	-0.9241112603167019	-0.9241112603242511	-0.9241112603254402	-0.9241112603253425	-0.9241112603250186	-0.9241112603260089	-0.9241112603193525	-0.9241112603283229	-0.9241112603167673	-0.9241112603092865	-0.9241112603330207	-0.9241112603384285	-0.924111260343215	-0.9241112603462172	-0.9241112603489138	-0.9241112603229373	-0.9241112602921402	-0.9241112602912976	-0.9241112603094799	-0.9241112603156443	-0.9241112603258038	-0.9241112603239976	-0.9241112603120063	-0.9241112603229581	-0.9241112603250821	-0.924111260320701	-0.9241112603217001	-0.9241112603249703	-0.9241112603509346	-0.9241112603509346	Flavonifractor_plautii_YL31	K+-e0
Enterocloster_clostridioformis_YL32##Cu2+-e0##Microbe	-0.924111260335335	-0.924111260335335	-0.924111260335335	-0.924111260335335	-0.924111260335335	-0.924111260335335	-0.924111260335335	-0.924111260335335	-0.924111260335335	-0.924111260335335	-0.924111260335335	-0.924111260335335	-0.924111260335335	-0.924111260335335	-0.924111260335335	-0.924111260335335	-0.924111260335335	-0.924111260335335	-0.924111260335335	-0.924111260335335	-0.924111260335335	-0.924111260335335	-0.924111260335335	-0.924111260335335	-0.924111260335335	-0.924111260335335	-0.924111260335335	-0.924111260335335	-0.924111260335335	-0.9241112603355482	Enterocloster_clostridioformis_YL32	Cu2+-e0
Enterocloster_clostridioformis_YL32##Folate-e0##Microbe	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-1.000000000000001	Enterocloster_clostridioformis_YL32	Folate-e0
Enterocloster_clostridioformis_YL32##D-Glucose-e0##Microbe	-738.2206364167187	-738.2777792738639	-738.2777792738639	-738.2777792738639	-738.2777792738639	-738.2777792738639	-738.2777792738639	-738.2777792738639	-738.2777792738639	-738.2777792738639	-738.2777792738639	-738.2777792738639	-738.2777792738639	-738.2777792738639	-738.2777792738639	-738.2777792738639	-738.2777792738639	-738.2777792738639	-738.2777792738639	-738.2777792738639	-738.2777792738639	-738.2777792738639	-738.2777792738639	-738.2777792738639	-738.2777792738639	-738.2777792738639	-738.2777792738639	-738.2777792738639	-737.277779273846	-738.2765621116995	Enterocloster_clostridioformis_YL32	D-Glucose-e0
Enterocloster_clostridioformis_YL32##L-Proline-e0##Microbe	-26.58432473997577	-26.58432473997577	-26.58432473997577	-26.58432473997577	-26.58432473997577	-26.58432473997577	-26.58432473997577	-26.58432473997577	-26.58432473997577	-26.58432473997577	-26.58432473997577	-26.58432473997577	-26.58432473997577	-26.58432473997577	-26.58432473997577	-26.58432473997577	-26.58432473997577	-26.58432473997577	-26.58432473997577	-26.58432473997577	-26.58432473997577	-26.58432473997577	-26.58432473997577	-26.58432473997577	-26.58432473997577	-26.58432473997577	-26.58432473997577	-26.58432473997577	-26.58432473997577	-26.584324739987263	Enterocloster_clostridioformis_YL32	L-Proline-e0
Enterocloster_clostridioformis_YL32##L-Isoleucine-e0##Microbe	-45.484452675302464	-45.484452675302464	-45.484452675302464	-45.484452675302464	-45.484452675302464	-45.484452675302464	-45.484452675302464	-45.484452675302464	-45.484452675302464	-45.484452675302464	-45.484452675302464	-45.484452675302464	-45.484452675302464	-45.484452675302464	-45.484452675302464	-45.484452675302464	-45.484452675302464	-45.484452675302464	-45.484452675302464	-45.484452675302464	-45.484452675302464	-45.484452675302464	-45.484452675302464	-45.484452675302464	-45.484452675302464	-45.484452675302464	-45.484452675302464	-45.484452675302464	-45.484452675302464	-45.48445267532151	Enterocloster_clostridioformis_YL32	L-Isoleucine-e0
Flavonifractor_plautii_YL31##Riboflavin##Microbe	-0.9999999999999584	-0.9999999999994658	-1.0000000000001632	-1.000000000000138	-0.999999999999957	-1.0000000000003484	-0.9999999999997767	-0.9999999999999308	-0.9999999999995874	-0.9999999999996526	-1.0000000000001594	-1.000000000000166	-1.0000000000001938	-0.9999999999998117	-1.000000000000271	-1.0000000000003122	-0.9999999999998443	-1.000000000000106	-1.0000000000001978	-1.0000000000003273	-1.000000000000098	-1.0000000000000666	-0.9999999999999187	-0.9999999999999425	-1.000000000000181	-1.0000000000003357	-1.0000000000003895	-1.0000000000005722	-1.0000000000286553	-1.0000000000286553	Flavonifractor_plautii_YL31	Riboflavin
Enterocloster_clostridioformis_YL32##Mg-e0##Microbe	-0.9241112603354001	-0.9241112603354001	-0.9241112603354001	-0.9241112603354001	-0.9241112603354001	-0.9241112603354001	-0.9241112603354001	-0.9241112603354001	-0.9241112603354001	-0.9241112603354001	-0.9241112603354001	-0.9241112603354001	-0.9241112603354001	-0.9241112603354001	-0.9241112603354001	-0.9241112603354001	-0.9241112603354001	-0.9241112603354001	-0.9241112603354001	-0.9241112603354001	-0.9241112603354001	-0.9241112603354001	-0.9241112603354001	-0.9241112603354001	-0.9241112603354001	-0.9241112603354001	-0.9241112603354001	-0.9241112603354001	-0.9241112603354001	-0.9241112603356935	Enterocloster_clostridioformis_YL32	Mg-e0
Flavonifractor_plautii_YL31##L-Arginine-e0##Microbe	-34.572358341814315	-34.572358342033446	-34.57235834207811	-34.57235834208282	-34.5723583420699	-34.57235834210246	-34.572358341863726	-34.57235834225585	-34.572358341743616	-34.57235834135013	-34.57235834246855	-34.57235834260262	-34.57235834282504	-35.57235834295961	-35.57235834295903	-35.57235834202365	-35.57235834083041	-35.57235834073372	-35.572358341449906	-35.572358341695406	-34.57235834210021	-34.57235834197079	-34.57235834164803	-34.572358342025325	-34.57235834208335	-34.57235834191468	-34.57235834192788	-34.57235834204827	-36.57235834307482	-36.57235834307482	Flavonifractor_plautii_YL31	L-Arginine-e0
Enterocloster_clostridioformis_YL32##L-Tyrosine-e0##Microbe	-16.083554956849813	-16.083554956849813	-16.083554956849813	-16.083554956849813	-16.083554956849813	-16.083554956849813	-16.083554956849813	-16.083554956849813	-16.083554956849813	-16.083554956849813	-16.083554956849813	-16.083554956849813	-16.083554956849813	-16.083554956849813	-16.083554956849813	-16.083554956849813	-16.083554956849813	-16.083554956849813	-16.083554956849813	-16.083554956849813	-16.083554956849813	-16.083554956849813	-16.083554956849813	-16.083554956849813	-16.083554956849813	-16.083554956849813	-16.083554956849813	-16.083554956849813	-16.083554956849813	-16.08355495685279	Enterocloster_clostridioformis_YL32	L-Tyrosine-e0
Flavonifractor_plautii_YL31##L-Histidine-e0##Microbe	-11.393282031189838	-11.393282031258707	-11.393282031271996	-11.393282031273527	-11.393282031270827	-11.393282031282379	-11.393282031208178	-11.39328203132955	-11.393282031167962	-11.393282031037431	-11.39328203139094	-11.39328203143916	-11.393282031507693	-11.393282031540119	-11.393282031544139	-11.393282031252774	-11.39328203088281	-11.39328203085413	-11.39328203107575	-11.393282031147692	-11.393282031279048	-11.393282031239137	-11.393282031131978	-11.393282031251761	-11.393282031274435	-11.393282031219139	-11.39328203122419	-11.393282031262418	-11.393282031582391	-11.393282031582391	Flavonifractor_plautii_YL31	L-Histidine-e0
Flavonifractor_plautii_YL31##L-Cysteine-e0##Microbe	-13.013505963492879	-13.013505963533646	-13.013505963549663	-13.013505963546873	-13.01350596354592	-13.013505963558512	-13.013505963459364	-13.01350596357296	-13.013505963458831	-13.013505963388459	-13.013505963645448	-13.013505963683869	-13.013505963778295	-13.013505963829981	-13.013505963791708	-13.013505963516952	-13.013505963137996	-13.013505963100481	-13.01350596332374	-13.01350596342244	-13.013505963534191	-13.013505963537257	-13.01350596340177	-13.01350596353915	-13.013505963528631	-13.013505963492069	-13.013505963493449	-13.013505963504366	-13.013505963870207	-13.013505963870207	Flavonifractor_plautii_YL31	L-Cysteine-e0
Enterocloster_clostridioformis_YL32##L-Methionine-e0##Microbe	-18.98243529543746	-18.98243529543746	-18.98243529543746	-18.98243529543746	-18.98243529543746	-18.98243529543746	-18.98243529543746	-18.98243529543746	-18.98243529543746	-18.98243529543746	-18.98243529543746	-18.98243529543746	-18.98243529543746	-18.98243529543746	-18.98243529543746	-18.98243529543746	-18.98243529543746	-18.98243529543746	-18.98243529543746	-18.98243529543746	-18.98243529543746	-18.98243529543746	-18.98243529543746	-18.98243529543746	-18.98243529543746	-18.98243529543746	-18.98243529543746	-18.98243529543746	-18.98243529543746	-18.982435295447967	Enterocloster_clostridioformis_YL32	L-Methionine-e0
Flavonifractor_plautii_YL31##Spermidine-e0##Microbe	-0.9999999999999997	-0.999999999999999	-1.0000000000000004	-0.9999999999999987	-0.9999999999999992	-0.9999999999999997	-1.0000000000000022	-1.0000000000000004	-0.9999999999999997	-1.0	-1.0	-1.0	-0.9999999999999991	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.000000000000002	-0.9999999999999994	-0.9999999999999998	-0.9999999999999996	-1.0000000000000016	-0.9999999999999986	-0.9999999999999988	-0.9999999999999981	0.0	0.0	Flavonifractor_plautii_YL31	Spermidine-e0
