	0.0000-0.0012	0.0727-0.0821	0.0821-0.0985	0.0985-0.1232	0.1246-0.2301	0.2301-0.2302	0.2302-0.2302	0.2302-0.2376	0.2378-0.2431	0.2431-0.2431	0.2431-0.2432	0.2471-19.3033	19.3711-19.3729	19.3729-19.5635	19.5635-19.5759	19.5759-19.5763	19.5909-19.5944	19.6012-19.6200	19.6200-19.8922	19.8922-20.0000	Source	Target
Acutalibacter_muris_KB1##Riboflavin##Microbe	2.429261364544314	2.429261364544314	2.429261364544314	2.429261364544314	2.429261364544314	2.429261364544314	2.429261364544314	2.429261364544314	2.429261364544314	2.429261364544314	2.429261364544314	2.429261364544314	2.429261364582585	2.4292613646177488	2.4292613646066856	2.42926136490252	2.429261365244732	2.4292613645675365	2.4292613646433696	2.4292613645672407	Acutalibacter_muris_KB1	Riboflavin
Acutalibacter_muris_KB1##L-Tryptophan##Microbe	-12.242620347612323	-12.242620347612323	-12.242620347612323	-12.242620347612323	-12.242620347612323	-12.242620347612323	-12.242620347612323	-12.242620347612323	-12.242620347612323	-12.242620347612323	-12.242620347612323	-12.242620347612323	-12.242620347742013	-12.2426203475713	-12.242620347499109	-12.242620347576175	-12.242620347728568	-12.242620347605738	-12.242620347880848	-12.242620347604669	Acutalibacter_muris_KB1	L-Tryptophan
Bacteroides_caecimuris_I48##Inosine-e0##Microbe	-57.08478561388875	-57.084785613114846	-57.08478561319917	2.712740605274143	-57.08478561410228	-57.08478561410493	-57.08478561397968	-57.08478561412616	-57.0847856141271	-57.084785614463556	-57.084785614296656	-57.08478561430453	-57.08478561430453	-57.08478561430453	-57.08478561430453	-57.08478561430453	-57.08478561430453	-57.08478561430453	-57.08478561430453	-57.08478561430453	Bacteroides_caecimuris_I48	Inosine-e0
Bacteroides_caecimuris_I48##Phosphate-e0##Microbe	-127.45775495897772	-127.45775495746389	-127.45775495760914	-0.6093628722902502	-127.45775495944667	-127.45775495949046	-127.4577549591368	-127.45775495952597	-127.45775495950275	-127.45775496030663	-127.45775495990992	-127.457754959967	-127.457754959967	-127.457754959967	-127.457754959967	-127.457754959967	-127.457754959967	-127.457754959967	-127.457754959967	-127.457754959967	Bacteroides_caecimuris_I48	Phosphate-e0
Acutalibacter_muris_KB1##L-Histidine-e0##Microbe	-18.409955409936344	-18.409955409936344	-18.409955409936344	-18.409955409936344	-18.409955409936344	-18.409955409936344	-18.409955409936344	-18.409955409936344	-18.409955409936344	-18.409955409936344	-18.409955409936344	-18.409955409936344	-18.409955410011687	-18.409955409976668	-18.409955409863457	-18.40995540980302	-18.40995541009408	-18.409955409901986	-18.409955410203025	-18.4099554099086	Acutalibacter_muris_KB1	L-Histidine-e0
Acutalibacter_muris_KB1##L-Cysteine-e0##Microbe	-15.794919009941433	-15.794919009941433	-15.794919009941433	-15.794919009941433	-15.794919009941433	-15.794919009941433	-15.794919009941433	-15.794919009941433	-15.794919009941433	-15.794919009941433	-15.794919009941433	-15.794919009941433	-15.794919009851085	-15.794919010010693	-15.794919009806854	-15.794919009050533	-15.794919008853247	-15.794919009813343	-15.794919009798088	-15.794919009835334	Acutalibacter_muris_KB1	L-Cysteine-e0
Acutalibacter_muris_KB1##Spermidine-e0##Microbe	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Acutalibacter_muris_KB1	Spermidine-e0
Acutalibacter_muris_KB1##L-Phenylalanine##Microbe	-39.581404131376146	-39.581404131376146	-39.581404131376146	-39.581404131376146	-39.581404131376146	-39.581404131376146	-39.581404131376146	-39.581404131376146	-39.581404131376146	-39.581404131376146	-39.581404131376146	-39.581404131376146	-39.581404131560475	-39.581404131377454	-39.581404131172654	-39.58140413110115	-39.5814041316915	-39.58140413130241	-39.581404131946385	-39.58140413131788	Acutalibacter_muris_KB1	L-Phenylalanine
Bacteroides_caecimuris_I48##L-Glutamate-e0##Microbe	-66.04418554083344	-66.04418553868362	-66.04418553922433	0.6794684051616294	-66.04418553988305	-66.04418554010266	-66.04418554072271	-66.04418553976109	-66.0441855403062	-66.04418554007749	-66.04418554029155	-66.04418553962556	-66.04418553962556	-66.04418553962556	-66.04418553962556	-66.04418553962556	-66.04418553962556	-66.04418553962556	-66.04418553962556	-66.04418553962556	Bacteroides_caecimuris_I48	L-Glutamate-e0
Bacteroides_caecimuris_I48##L-Asparagine-e0##Microbe	-28.98957316819622	-28.989573166721083	-28.989573167135834	-0.1385962711952716	-28.989573167284288	-28.989573167470954	-28.98957316804892	-939.8881602915584	-0.9999999999999996	-1.0000000000000018	-1.0000000000000002	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	Bacteroides_caecimuris_I48	L-Asparagine-e0
Bacteroides_caecimuris_I48##NH3-e0##Microbe	1530.9387736697288	1275.988817148186	2600.2422289927613	-0.17460864931528614	1041.6798400832456	-336.0311732665927	-336.0311732673059	1485.7660009827798	-392.0103196023073	2384.3090657540765	996.6493730721677	293.5898102963343	295.58981029633793	295.58981029633793	295.58981029633793	295.58981029633793	295.58981029633793	295.58981029633793	295.58981029633793	295.58981029633793	Bacteroides_caecimuris_I48	NH3-e0
Bacteroides_caecimuris_I48##L-Glycine##Microbe	-77.04945194227712	-77.04945194402968	-77.0494519431809	-0.36836578016849647	-77.04945194501981	-77.04945194455705	-77.04945194302147	-77.04945194532785	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteroides_caecimuris_I48	L-Glycine
Bacteroides_caecimuris_I48##fe3-e0##Microbe	-0.9241112603160383	-0.9241112599933768	-0.9241112600962215	-0.0044180841885488355	-0.9241112600240609	-0.9241112600977449	-0.9241112602645936	-0.9241112599904703	-0.9241112601357764	-0.9241112599883868	-0.9241112600668349	-0.9241112599098344	-0.9241112599098344	-0.9241112599098344	-0.9241112599098344	-0.9241112599098344	-0.9241112599098344	-0.9241112599098344	-0.9241112599098344	-0.9241112599098344	Bacteroides_caecimuris_I48	fe3-e0
Bacteroides_caecimuris_I48##Folate##Microbe	-1.0000000000000009	-1.0000000000000007	-1.0000000000000013	-1.0000000000000002	-0.999999999999999	-0.9999999999999997	-0.9999999999999998	-1.0	-0.9999999999999996	-0.9999999999999994	-1.0000000000000004	-0.9999999999999996	-0.9999999999999996	-0.9999999999999996	-0.9999999999999996	-0.9999999999999996	-0.9999999999999996	-0.9999999999999996	-0.9999999999999996	-0.9999999999999996	Bacteroides_caecimuris_I48	Folate
Acutalibacter_muris_KB1##H2O-e0##Microbe	-4122.655369089614	-4122.655369089614	-4122.655369089614	-4122.655369089614	-4122.655369089614	-4122.655369089614	-4122.655369089614	-4122.655369089614	-4122.655369089614	-4122.655369089614	-4122.655369089614	-4122.655369089614	-51564.26076327699	3154.446380477382	3154.4463804627626	-64008.40959074315	-41705.44095344249	-19459.235565716546	-41600.05037210709	-19471.216437152096	Acutalibacter_muris_KB1	H2O-e0
Bacteroides_caecimuris_I48##Formate-e0##Microbe	1.4999999999687672	1.4999999993872857	1.4999999995724065	-3.9737050460472365	1.4999999995322653	1.4999999996467541	1.499999999836843	1.4999999994928888	1.4999999996701505	-2774.8193853570406	0.499999999833707	0.4999999997307294	0.4999999997307294	0.4999999997307294	0.4999999997307294	0.4999999997307294	0.4999999997307294	0.4999999997307294	0.4999999997307294	0.4999999997307294	Bacteroides_caecimuris_I48	Formate-e0
Bacteroides_caecimuris_I48##Neu5Ac-e0##Microbe	-6.99269702608769	-6.992697025838224	-6.992697025903404	-0.03343139023783769	-6.992697025990102	-6.992697026001679	-6.9926970260832855	-6.992697025972067	-6.9926970260356525	-6.992697025954258	-6.99269702601527	-6.992697025944718	-6.992697025944718	-6.992697025944718	-6.992697025944718	-6.992697025944718	-6.992697025944718	-6.992697025944718	-6.992697025944718	-6.992697025944718	Bacteroides_caecimuris_I48	Neu5Ac-e0
Bacteroides_caecimuris_I48##Co2+-e0##Microbe	-0.9241112603165755	-0.9241112603013591	-0.9241112603034242	-0.0044180841886329375	-0.9241112603172755	-0.9241112603190456	-0.9241112603183063	-0.9241112603170556	-0.924111260318974	-0.9241112603225586	-0.9241112603200924	-0.9241112603195374	-0.9241112603195374	-0.9241112603195374	-0.9241112603195374	-0.9241112603195374	-0.9241112603195374	-0.9241112603195374	-0.9241112603195374	-0.9241112603195374	Bacteroides_caecimuris_I48	Co2+-e0
Bacteroides_caecimuris_I48##Uracil-e0##Microbe	-39.64223087747396	-39.64223087670555	-39.642230876845076	-0.18952557009389528	-39.642230877364824	-39.642230877415706	-39.64223087751198	-39.64223087734498	-39.642230877474	-39.64223087756354	-39.642230877546865	-39.642230877411144	-39.642230877411144	-39.642230877411144	-39.642230877411144	-39.642230877411144	-39.642230877411144	-39.642230877411144	-39.642230877411144	-39.642230877411144	Bacteroides_caecimuris_I48	Uracil-e0
Bacteroides_caecimuris_I48##Acetate-e0##Microbe	1990.0786426339857	1735.128686106293	1735.1286861082299	4.314601585461014	416.7465095741326	875.9835140238202	1792.7093486647227	-29.087825580934428	1300.7654892176956	4631.74875165143	1162.5995199530648	108.01017578535128	106.34350911867959	106.34350911867959	106.34350911867959	106.34350911867959	106.34350911867959	106.34350911867959	106.34350911867959	106.34350911867959	Bacteroides_caecimuris_I48	Acetate-e0
Bacteroides_caecimuris_I48##Cl--e0##Microbe	-0.9241112603179182	-0.9241112603021084	-0.924111260304388	-0.0044180841886321265	-0.924111260318185	-0.9241112603190886	-0.9241112603198584	-0.9241112603178945	-0.9241112603203191	-0.9241112603222539	-0.9241112603209805	-0.9241112603199444	-0.9241112603199444	-0.9241112603199444	-0.9241112603199444	-0.9241112603199444	-0.9241112603199444	-0.9241112603199444	-0.9241112603199444	-0.9241112603199444	Bacteroides_caecimuris_I48	Cl--e0
Bacteroides_caecimuris_I48##Cu2+-e0##Microbe	-0.9241112603176507	-0.9241112603031857	-0.9241112603050524	-0.004418084188631668	-0.924111260318729	-0.9241112603177228	-0.9241112603191918	-0.9241112603177611	-0.924111260319124	-0.9241112603214038	-0.924111260321099	-0.9241112603196192	-0.9241112603196192	-0.9241112603196192	-0.9241112603196192	-0.9241112603196192	-0.9241112603196192	-0.9241112603196192	-0.9241112603196192	-0.9241112603196192	Bacteroides_caecimuris_I48	Cu2+-e0
Acutalibacter_muris_KB1##Puryvate##Microbe	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.000000000000001	-0.999999999999999	-1.0000000000000007	-1.0000000000000007	-0.9999999999999996	-0.9999999999999992	-0.9999999999999998	-1.0000000000000007	Acutalibacter_muris_KB1	Puryvate
Bacteroides_caecimuris_I48##L-Aspartate-e0##Microbe	-1071.1513280393167	1023.7443626711836	-300.50904917201734	-0.44148482990823795	-1378.7110133493788	-0.9999999999999999	-1.0	-1.0	-0.9999999999999998	-0.9999999999999993	-1.0000000000000009	-0.9999999999999987	-0.9999999999999987	-0.9999999999999987	-0.9999999999999987	-0.9999999999999987	-0.9999999999999987	-0.9999999999999987	-0.9999999999999987	-0.9999999999999987	Bacteroides_caecimuris_I48	L-Aspartate-e0
Acutalibacter_muris_KB1##Inosine-e0##Microbe	-81.30471627459659	-81.30471627459659	-81.30471627459659	-81.30471627459659	-81.30471627459659	-81.30471627459659	-81.30471627459659	-81.30471627459659	-81.30471627459659	-81.30471627459659	-81.30471627459659	-81.30471627459659	-81.30471627546598	-81.30471627358114	-81.30471627405674	-81.30471627375505	-81.30471627426664	-81.30471627419679	-81.30471627530278	-81.30471627422241	Acutalibacter_muris_KB1	Inosine-e0
Acutalibacter_muris_KB1##Phosphate-e0##Microbe	-259.7283712389129	-259.7283712389129	-259.7283712389129	-259.7283712389129	-259.7283712389129	-259.7283712389129	-259.7283712389129	-259.7283712389129	-259.7283712389129	-259.7283712389129	-259.7283712389129	-259.7283712389129	-259.7283712408473	-259.7283712390295	-259.72837123844766	-259.7283712364504	-259.7283712384702	-259.72837123824206	-259.7283712427563	-259.7283712383385	Acutalibacter_muris_KB1	Phosphate-e0
Bacteroides_caecimuris_I48##Succinate-e0##Microbe	1031.4135806146128	-1063.4821100948445	260.77130174814124	0.25150260468500435	20.591089365134067	20.59108936512307	20.591089365051086	20.59108936514289	20.591089365102892	20.591089365247228	20.59108936520098	20.591089365159277	20.591089365159277	20.591089365159277	20.591089365159277	20.591089365159277	20.591089365159277	20.591089365159277	20.591089365159277	20.591089365159277	Bacteroides_caecimuris_I48	Succinate-e0
Bacteroides_caecimuris_I48##D-Glucose-e0##Microbe	-1048.4478453601891	-1.0000000000000002	-1.0000000000000004	-1.0000000000000007	-0.9999999999999993	-1.0000000000000009	-0.9999999999999989	-0.999999999999999	-0.9999999999999991	-0.9999999999999992	-0.999999999999999	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	Bacteroides_caecimuris_I48	D-Glucose-e0
Acutalibacter_muris_KB1##L-Valine-e0##Microbe	-69.12938256425586	-69.12938256425586	-69.12938256425586	-69.12938256425586	-69.12938256425586	-69.12938256425586	-69.12938256425586	-69.12938256425586	-69.12938256425586	-69.12938256425586	-69.12938256425586	-69.12938256425586	-21966.408795257077	-78.92593775570818	-78.92593775406122	-22466.54459481189	-163.57595687539896	-163.57595687437922	-163.57595687643592	-163.57595687442083	Acutalibacter_muris_KB1	L-Valine-e0
Bacteroides_caecimuris_I48##Mg-e0##Microbe	-0.9241112603171714	-0.9241112603042604	-0.9241112603057993	-0.004418084188630168	-0.9241112603188291	-0.9241112603189776	-0.9241112603190306	-0.9241112603187758	-0.924111260319874	-0.9241112603249152	-0.9241112603224794	-0.9241112603218347	-0.9241112603218347	-0.9241112603218347	-0.9241112603218347	-0.9241112603218347	-0.9241112603218347	-0.9241112603218347	-0.9241112603218347	-0.9241112603218347	Bacteroides_caecimuris_I48	Mg-e0
Acutalibacter_muris_KB1##L-Asparagine-e0##Microbe	-112.25906502307537	-112.25906502307537	-112.25906502307537	-112.25906502307537	-112.25906502307537	-112.25906502307537	-112.25906502307537	-112.25906502307537	-112.25906502307537	-112.25906502307537	-112.25906502307537	-112.25906502307537	10835.880641322441	-107.8607874265155	-107.8607874265145	-107.86078742600581	-107.86078742623384	-33.322019291951534	-33.32201929246409	-33.32201929195401	Acutalibacter_muris_KB1	L-Asparagine-e0
Bacteroides_caecimuris_I48##L-Threonine##Microbe	-75.99313011344769	-75.99313011259896	-75.99313011265743	-0.3633156103775613	-75.99313011385382	-75.99313011379151	-75.99313011366192	-75.99313011388297	-153.0425820581755	-2929.361967416773	-1541.70227473394	-838.6427119573103	-838.6427119573103	-838.6427119573103	-838.6427119573103	-838.6427119573103	-838.6427119573103	-838.6427119573103	-838.6427119573103	-838.6427119573103	Bacteroides_caecimuris_I48	L-Threonine
Acutalibacter_muris_KB1##L-Lactate-e0##Microbe	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-0.9999999999999999	-1.0000000000000002	-0.9999999999999997	-0.9999999999999992	-1.0000000000000009	-0.9999999999999999	-1.0000000000000018	-0.9999999999999986	Acutalibacter_muris_KB1	L-Lactate-e0
Acutalibacter_muris_KB1##Glycine-e0##Microbe	-107.87094859988498	-107.87094859988498	-107.87094859988498	-107.87094859988498	-107.87094859988498	-107.87094859988498	-107.87094859988498	-107.87094859988498	-107.87094859988498	-107.87094859988498	-107.87094859988498	-107.87094859988498	-107.87094860045313	-107.87094859862681	-107.870948599143	-107.87094859833935	-107.87094859936042	-107.87094859947403	-107.87094860045384	-107.87094859950744	Acutalibacter_muris_KB1	Glycine-e0
Bacteroides_caecimuris_I48##H2-e0##Microbe	2343.930022097346	2088.9800655677104	764.7266537258233	3.324342508703998	1004.9068661276358	1004.906866126883	5130.173122014158	120.23089284054714	2702.88807049403	1035.896439290426	1035.8964392898945	1035.8964392865164	1033.229772619845	1033.229772619845	1033.229772619845	1033.229772619845	1033.229772619845	1033.229772619845	1033.229772619845	1033.229772619845	Bacteroides_caecimuris_I48	H2-e0
Bacteroides_caecimuris_I48##Mn2+-e0##Microbe	-0.924111260316806	-0.9241112603037185	-0.924111260305527	-0.004418084188632765	-0.9241112603187086	-0.9241112603190018	-0.9241112603181705	-0.9241112603190211	-0.9241112603196375	-0.9241112603233242	-0.924111260321733	-0.9241112603211191	-0.9241112603211191	-0.9241112603211191	-0.9241112603211191	-0.9241112603211191	-0.9241112603211191	-0.9241112603211191	-0.9241112603211191	-0.9241112603211191	Bacteroides_caecimuris_I48	Mn2+-e0
Bacteroides_caecimuris_I48##K+-e0##Microbe	-0.9241112603190448	-0.9241112603030228	-0.9241112603053182	-0.0044180841886291575	-0.92411126031929	-0.9241112603181412	-0.9241112603218157	-0.9241112603183754	-0.924111260321108	-0.9241112603221184	-0.9241112603219381	-0.9241112603208855	-0.9241112603208855	-0.9241112603208855	-0.9241112603208855	-0.9241112603208855	-0.9241112603208855	-0.9241112603208855	-0.9241112603208855	-0.9241112603208855	Bacteroides_caecimuris_I48	K+-e0
Bacteroides_caecimuris_I48##L-Methionine-e0##Microbe	-18.48243529501932	-18.482435294459087	-18.482435294587887	0.9068564110955395	-18.48243529481121	-18.48243529485629	-18.482435295002528	-18.482435294778575	-18.482435294908854	-19.482435295574813	-19.48243529543177	-19.48243529558924	-20.48243529558968	-20.48243529558968	-20.48243529558968	-20.48243529558968	-20.48243529558968	-20.48243529558968	-20.48243529558968	-20.48243529558968	Bacteroides_caecimuris_I48	L-Methionine-e0
Acutalibacter_muris_KB1##L-Serine-e0##Microbe	-58.50491445238028	-58.50491445238028	-58.50491445238028	-58.50491445238028	-58.50491445238028	-58.50491445238028	-58.50491445238028	-58.50491445238028	-58.50491445238028	-58.50491445238028	-58.50491445238028	-58.50491445238028	-58.504914452570986	-58.50491445221399	-58.504914451803	-58.504914451390185	-58.50491445189817	-58.5049144522357	-44340.1345266623	-82.46665730965255	Acutalibacter_muris_KB1	L-Serine-e0
Bacteroides_caecimuris_I48##Sorbitol-e0-e0##Microbe	6.992697026034945	6.992697023885064	6.992697024577166	0.03343139023709148	6.992697023069819	925.4667059234034	-1366.3478806817554	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteroides_caecimuris_I48	Sorbitol-e0-e0
Acutalibacter_muris_KB1##L-Glutamine-e0##Microbe	-122.63775242578393	-122.63775242578393	-122.63775242578393	-122.63775242578393	-122.63775242578393	-122.63775242578393	-122.63775242578393	-122.63775242578393	-122.63775242578393	-122.63775242578393	-122.63775242578393	-122.63775242578393	-123.63775242662845	-123.63775242601413	-123.63775242505315	22263.980904634707	44566.94954325616	0.0	0.0	0.0	Acutalibacter_muris_KB1	L-Glutamine-e0
Acutalibacter_muris_KB1##Co2+-e0##Microbe	-1.412125071936898	-1.412125071936898	-1.412125071936898	-1.412125071936898	-1.412125071936898	-1.412125071936898	-1.412125071936898	-1.412125071936898	-1.412125071936898	-1.412125071936898	-1.412125071936898	-1.412125071936898	-1.4121250719374288	-1.4121250719722929	-1.412125071979141	-1.4121250719119585	-1.4121250719618461	-1.4121250719438054	-1.4121250719191176	-1.4121250719465357	Acutalibacter_muris_KB1	Co2+-e0
Acutalibacter_muris_KB1##Uracil-e0##Microbe	-7.15762242384341	-7.15762242384341	-7.15762242384341	-7.15762242384341	-7.15762242384341	-7.15762242384341	-7.15762242384341	-7.15762242384341	-7.15762242384341	-7.15762242384341	-7.15762242384341	-7.15762242384341	-7.157622423742232	-7.157622424437822	-7.157622424351151	-7.157622424292117	-7.1576224249400955	-7.157622424022546	-7.157622424081603	-7.157622424025988	Acutalibacter_muris_KB1	Uracil-e0
Acutalibacter_muris_KB1##Acetate-e0##Microbe	6274.535613485465	6274.535613485465	6274.535613485465	6274.535613485465	6274.535613485465	6274.535613485465	6274.535613485465	6274.535613485465	6274.535613485465	6274.535613485465	6274.535613485465	6274.535613485465	31821.861594987833	-1009.3626912693197	-1009.3626912647162	43765.87462286442	43765.87462353084	10396.566542108063	43607.78875141768	10414.537849254797	Acutalibacter_muris_KB1	Acetate-e0
Acutalibacter_muris_KB1##Cl--e0##Microbe	-1.4121250719496163	-1.4121250719496163	-1.4121250719496163	-1.4121250719496163	-1.4121250719496163	-1.4121250719496163	-1.4121250719496163	-1.4121250719496163	-1.4121250719496163	-1.4121250719496163	-1.4121250719496163	-1.4121250719496163	-1.4121250719561362	-1.4121250719562566	-1.412125071941265	-1.4121250719252296	-1.4121250719395704	-1.4121250719448437	-1.4121250719657492	-1.4121250719465233	Acutalibacter_muris_KB1	Cl--e0
Bacteroides_caecimuris_I48##Sulfate-e0##Microbe	-0.9241112602936624	-0.9241112594592881	-0.9241112597375314	-0.00441808418840355	-0.9241112595650534	-0.9241112597117594	-0.9241112601448938	-0.9241112594766518	-0.9241112598005783	-0.924111259419543	-0.9241112596577322	-0.9241112592449838	-0.9241112592449838	-0.9241112592449838	-0.9241112592449838	-0.9241112592449838	-0.9241112592449838	-0.9241112592449838	-0.9241112592449838	-0.9241112592449838	Bacteroides_caecimuris_I48	Sulfate-e0
Bacteroides_caecimuris_I48##Riboflavin##Microbe	-0.9999999999999991	-0.9999999999999993	-0.9999999999999998	-1.0000000000000004	-0.9999999999999684	-1.000000000000226	-0.9999999999999664	-1.0000000000000309	-0.999999999999969	-1.000000000000416	-1.000000000000048	-0.9999999999999423	-0.9999999999999423	-0.9999999999999423	-0.9999999999999423	-0.9999999999999423	-0.9999999999999423	-0.9999999999999423	-0.9999999999999423	-0.9999999999999423	Bacteroides_caecimuris_I48	Riboflavin
Acutalibacter_muris_KB1##Cu2+-e0##Microbe	-1.4121250719424934	-1.4121250719424934	-1.4121250719424934	-1.4121250719424934	-1.4121250719424934	-1.4121250719424934	-1.4121250719424934	-1.4121250719424934	-1.4121250719424934	-1.4121250719424934	-1.4121250719424934	-1.4121250719424934	-1.4121250719376135	-1.4121250719435197	-1.4121250719371656	-1.4121250719102336	-1.4121250719336733	-1.4121250719414253	-1.4121250719512641	-1.412125071941084	Acutalibacter_muris_KB1	Cu2+-e0
