	Clostridium_innocuum_I46	Bacteroides_caecimuris_I48	Limosilactobacillus_reuteri_I49	Flavonifractor_plautii_YL31	Muribaculum_intestinale_YL27	Akkermansia_muciniphilaYL44	Turicimonas_muris_YL45	Acutalibacter_muris_KB1	Enterocloster_clostridioformis_YL32	Bifidobacterium_animalis_YL2	Enterococcus_faecalis_KB1	Blautia_coccoides_YL58	In	InAmount	Out	OutAmount	All	AllAmount
Ca2+-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Acutalibacter_muris_KB1.Akkermansia_muciniphilaYL44.Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49.Muribaculum_intestinale_YL27.Turicimonas_muris_YL45	12		0	Acutalibacter_muris_KB1.Akkermansia_muciniphilaYL44.Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49.Muribaculum_intestinale_YL27.Turicimonas_muris_YL45	12
Carnitine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0		0		0
Carnitine-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0		0		0
Carnosine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0		0		0
Cd2+-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0		0		0
Cellulose	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0		0		0
Cholesterol	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0		0		0
Choline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0		0		0
Choline-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Limosilactobacillus_reuteri_I49	4		0	Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Limosilactobacillus_reuteri_I49	4
Chromium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0		0		0
Citrulline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0		0		0
Cl	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Limosilactobacillus_reuteri_I49	1		0	Limosilactobacillus_reuteri_I49	1
Cl--e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Acutalibacter_muris_KB1.Akkermansia_muciniphilaYL44.Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Muribaculum_intestinale_YL27.Turicimonas_muris_YL45	11		0	Acutalibacter_muris_KB1.Akkermansia_muciniphilaYL44.Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Muribaculum_intestinale_YL27.Turicimonas_muris_YL45	11
Co2+-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Acutalibacter_muris_KB1.Akkermansia_muciniphilaYL44.Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49.Muribaculum_intestinale_YL27.Turicimonas_muris_YL45	12		0	Acutalibacter_muris_KB1.Akkermansia_muciniphilaYL44.Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49.Muribaculum_intestinale_YL27.Turicimonas_muris_YL45	12
Creatine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0		0		0
Creatinine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0		0		0
Cu2+-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Acutalibacter_muris_KB1.Akkermansia_muciniphilaYL44.Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49.Muribaculum_intestinale_YL27.Turicimonas_muris_YL45	12		0	Acutalibacter_muris_KB1.Akkermansia_muciniphilaYL44.Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49.Muribaculum_intestinale_YL27.Turicimonas_muris_YL45	12
Cytosine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Enterococcus_faecalis_KB1.Limosilactobacillus_reuteri_I49	2		0	Enterococcus_faecalis_KB1.Limosilactobacillus_reuteri_I49	2
Cytosine-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Enterocloster_clostridioformis_YL32.Flavonifractor_plautii_YL31	2		0	Enterocloster_clostridioformis_YL32.Flavonifractor_plautii_YL31	2
D-Glucose-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Acutalibacter_muris_KB1.Akkermansia_muciniphilaYL44.Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49.Muribaculum_intestinale_YL27	11		0	Acutalibacter_muris_KB1.Akkermansia_muciniphilaYL44.Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49.Muribaculum_intestinale_YL27	11
D-Lactate-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.8732224932603856e-14	0.0	0.0	0.0	0.0	Acutalibacter_muris_KB1.Bifidobacterium_animalis_YL2.Limosilactobacillus_reuteri_I49.Turicimonas_muris_YL45	4		0	Acutalibacter_muris_KB1.Bifidobacterium_animalis_YL2.Limosilactobacillus_reuteri_I49.Turicimonas_muris_YL45	4
D-Mannitol-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteroides_caecimuris_I48.Enterocloster_clostridioformis_YL32.Limosilactobacillus_reuteri_I49	3		0	Bacteroides_caecimuris_I48.Enterocloster_clostridioformis_YL32.Limosilactobacillus_reuteri_I49	3
D-Mannose-e0	-2.4107093141874634e-13	0.0	-2.4599072778741515e-13	0.0	-2.0433047615009414e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49.Muribaculum_intestinale_YL27	6		0	Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49.Muribaculum_intestinale_YL27	6
Ethanol-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Acutalibacter_muris_KB1.Akkermansia_muciniphilaYL44.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Muribaculum_intestinale_YL27.Turicimonas_muris_YL45	8		0	Acutalibacter_muris_KB1.Akkermansia_muciniphilaYL44.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Muribaculum_intestinale_YL27.Turicimonas_muris_YL45	8
Fe2+-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Acutalibacter_muris_KB1.Akkermansia_muciniphilaYL44.Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49.Muribaculum_intestinale_YL27.Turicimonas_muris_YL45	12		0	Acutalibacter_muris_KB1.Akkermansia_muciniphilaYL44.Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49.Muribaculum_intestinale_YL27.Turicimonas_muris_YL45	12
Folate	0.0	1.2336381916000505e-12	0.0	0.0	-1.3589129821411916e-12	-2.4713564528155985e-13	6.229183835415597e-13	0.0	0.0	-2.0416446311344316e-12	0.0	0.0	Akkermansia_muciniphilaYL44.Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Muribaculum_intestinale_YL27.Turicimonas_muris_YL45	5		0	Akkermansia_muciniphilaYL44.Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Muribaculum_intestinale_YL27.Turicimonas_muris_YL45	5
Folate-e0	1.8538504065190864e-12	0.0	-4.270361841918202e-12	-6.783462680459706e-14	0.0	0.0	0.0	0.0	2.6338931036207214e-12	0.0	-5.188098839425948e-10	2.2097879082139116e-12	Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49	6		0	Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49	6
Formate-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-4.191230695838044e-13	0.0	0.0	0.0	Bacteroides_caecimuris_I48.Enterocloster_clostridioformis_YL32	2		0	Bacteroides_caecimuris_I48.Enterocloster_clostridioformis_YL32	2
Formate-e0-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Akkermansia_muciniphilaYL44.Enterococcus_faecalis_KB1.Muribaculum_intestinale_YL27.Turicimonas_muris_YL45	4		0	Akkermansia_muciniphilaYL44.Enterococcus_faecalis_KB1.Muribaculum_intestinale_YL27.Turicimonas_muris_YL45	4
Fumarate-e0	0.0	9.92081417017232e-13	0.0	0.0	-2.2389728959737454e-13	-2.799149800836176e-14	0.0	0.0	0.0	0.0	0.0	-4.205216036501369e-12	Akkermansia_muciniphilaYL44.Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49.Muribaculum_intestinale_YL27.Turicimonas_muris_YL45	10		0	Akkermansia_muciniphilaYL44.Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49.Muribaculum_intestinale_YL27.Turicimonas_muris_YL45	10
Galactose-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Acutalibacter_muris_KB1.Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Enterocloster_clostridioformis_YL32.Muribaculum_intestinale_YL27	5		0	Acutalibacter_muris_KB1.Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Enterocloster_clostridioformis_YL32.Muribaculum_intestinale_YL27	5
Gamma-Tocopherol	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0		0		0
Glutamine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Muribaculum_intestinale_YL27	1		0	Muribaculum_intestinale_YL27	1
Glycerol-e0	0.0	0.0	0.0	0.0	-2.0067281170099704e-14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Enterococcus_faecalis_KB1.Muribaculum_intestinale_YL27	4		0	Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Enterococcus_faecalis_KB1.Muribaculum_intestinale_YL27	4
Glycine-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Acutalibacter_muris_KB1.Akkermansia_muciniphilaYL44.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Flavonifractor_plautii_YL31.Muribaculum_intestinale_YL27.Turicimonas_muris_YL45	7		0	Acutalibacter_muris_KB1.Akkermansia_muciniphilaYL44.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Flavonifractor_plautii_YL31.Muribaculum_intestinale_YL27.Turicimonas_muris_YL45	7
Guanidine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0		0		0
Guanine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0		0		0
H+-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Acutalibacter_muris_KB1.Akkermansia_muciniphilaYL44.Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49.Muribaculum_intestinale_YL27.Turicimonas_muris_YL45	12		0	Acutalibacter_muris_KB1.Akkermansia_muciniphilaYL44.Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49.Muribaculum_intestinale_YL27.Turicimonas_muris_YL45	12
H2-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Acutalibacter_muris_KB1.Akkermansia_muciniphilaYL44.Bacteroides_caecimuris_I48.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Muribaculum_intestinale_YL27	6		0	Acutalibacter_muris_KB1.Akkermansia_muciniphilaYL44.Bacteroides_caecimuris_I48.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Muribaculum_intestinale_YL27	6
H2O-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Acutalibacter_muris_KB1.Akkermansia_muciniphilaYL44.Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49.Muribaculum_intestinale_YL27.Turicimonas_muris_YL45	12		0	Acutalibacter_muris_KB1.Akkermansia_muciniphilaYL44.Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49.Muribaculum_intestinale_YL27.Turicimonas_muris_YL45	12
Hemin	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0		0		0
Hydrocortisone	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0		0		0
Hypoxanthine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0		0		0
Inosine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Clostridium_innocuum_I46.Enterococcus_faecalis_KB1.Limosilactobacillus_reuteri_I49	3		0	Clostridium_innocuum_I46.Enterococcus_faecalis_KB1.Limosilactobacillus_reuteri_I49	3
Inosine-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Acutalibacter_muris_KB1.Akkermansia_muciniphilaYL44.Bacteroides_caecimuris_I48.Blautia_coccoides_YL58.Enterocloster_clostridioformis_YL32.Flavonifractor_plautii_YL31.Muribaculum_intestinale_YL27	7		0	Acutalibacter_muris_KB1.Akkermansia_muciniphilaYL44.Bacteroides_caecimuris_I48.Blautia_coccoides_YL58.Enterocloster_clostridioformis_YL32.Flavonifractor_plautii_YL31.Muribaculum_intestinale_YL27	7
K+-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Acutalibacter_muris_KB1.Akkermansia_muciniphilaYL44.Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49.Muribaculum_intestinale_YL27.Turicimonas_muris_YL45	12		0	Acutalibacter_muris_KB1.Akkermansia_muciniphilaYL44.Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49.Muribaculum_intestinale_YL27.Turicimonas_muris_YL45	12
L-Alanine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0		0		0
L-Alanine-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Acutalibacter_muris_KB1.Akkermansia_muciniphilaYL44.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Limosilactobacillus_reuteri_I49	6		0	Acutalibacter_muris_KB1.Akkermansia_muciniphilaYL44.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Limosilactobacillus_reuteri_I49	6
L-Arginine-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Acutalibacter_muris_KB1.Akkermansia_muciniphilaYL44.Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49.Muribaculum_intestinale_YL27.Turicimonas_muris_YL45	12		0	Acutalibacter_muris_KB1.Akkermansia_muciniphilaYL44.Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49.Muribaculum_intestinale_YL27.Turicimonas_muris_YL45	12
L-Ascorbate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0		0		0
L-Ascorbate-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0		0		0
L-Asparagine-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Acutalibacter_muris_KB1.Akkermansia_muciniphilaYL44.Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49.Turicimonas_muris_YL45	11		0	Acutalibacter_muris_KB1.Akkermansia_muciniphilaYL44.Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49.Turicimonas_muris_YL45	11
L-Aspartate-e0	-8.040738214143417e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Akkermansia_muciniphilaYL44.Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49.Muribaculum_intestinale_YL27.Turicimonas_muris_YL45	11		0	Akkermansia_muciniphilaYL44.Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49.Muribaculum_intestinale_YL27.Turicimonas_muris_YL45	11
L-Cysteine-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Acutalibacter_muris_KB1.Akkermansia_muciniphilaYL44.Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49.Muribaculum_intestinale_YL27.Turicimonas_muris_YL45	12		0	Acutalibacter_muris_KB1.Akkermansia_muciniphilaYL44.Bacteroides_caecimuris_I48.Bifidobacterium_animalis_YL2.Blautia_coccoides_YL58.Clostridium_innocuum_I46.Enterocloster_clostridioformis_YL32.Enterococcus_faecalis_KB1.Flavonifractor_plautii_YL31.Limosilactobacillus_reuteri_I49.Muribaculum_intestinale_YL27.Turicimonas_muris_YL45	12
L-Cystine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0		0		0
L-Fucose-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Enterocloster_clostridioformis_YL32	1		0	Enterocloster_clostridioformis_YL32	1
