	0.0000-0.0006	0.0006-0.0009	0.0009-0.0010	0.0010-0.0017	0.0022-0.0023	0.0023-0.0023	0.0023-0.0026	0.0026-0.0033	0.0033-0.0033	0.0033-0.0044	0.0044-0.0048	0.0048-0.0057	0.0057-0.0058	0.0083-0.0083	0.0090-0.0097	0.0112-0.0117	0.0117-0.0120	0.0120-0.0120	0.0121-0.0121	0.0121-0.0128	0.0128-0.0128	0.0129-0.0138	0.0138-0.0212	0.0212-0.1018	0.1018-0.1028	0.1028-0.1364	0.2061-0.2069	0.2072-0.2077	0.2081-0.2083	0.2083-0.2085	0.2085-0.2088	0.2088-0.2091	0.2091-0.2102	0.2102-0.2105	0.2117-0.2123	0.2128-0.2139	0.2139-0.2148	0.2148-0.2155	0.2155-0.2155	0.2155-0.2316	0.2316-0.2319	0.2319-0.2325	0.2326-0.2326	0.2326-0.2328	0.2328-0.2328	0.2330-0.2343	0.2355-0.2432	0.2455-0.2801	0.2846-0.2849	0.2849-0.2898	0.2898-0.3009	0.3009-0.3038	0.3038-0.3076	0.3125-0.3168	0.3168-0.3241	0.3241-0.3259	0.3285-0.3303	0.3303-0.3349	0.3349-0.3360	0.3360-0.3363	0.3363-0.3574	0.3975-0.3993	0.3993-0.4879	0.4879-0.4880	0.4880-0.4880	0.4881-0.4883	0.4883-0.5221	0.5221-0.5232	0.5232-0.5236	0.5238-0.5360	0.5360-0.5512	0.5518-0.5546	0.5546-0.5546	0.5547-0.5549	0.5549-0.5558	0.5598-0.5598	0.5726-0.5782	0.5786-0.5787	0.5787-0.5787	0.5788-0.5789	0.5789-0.5953	0.6417-0.6582	0.6582-0.6582	0.6582-0.6584	0.6584-0.6586	0.6586-0.6615	0.6615-0.6615	0.6615-0.6616	0.6628-0.6703	0.6703-0.6885	0.6885-0.6920	0.7008-0.7278	0.7278-0.7354	0.7354-0.7372	0.7424-0.7432	0.7791-0.7792	0.7792-0.8249	0.9102-0.9112	0.9112-0.9166	0.9166-2.6258	2.6305-2.6473	2.6473-3.4846	3.4846-4.2916	4.2916-4.6761	4.6761-6.0375	6.0375-6.2118	6.2118-6.2154	6.2199-6.2212	6.2212-7.9488	7.9488-8.5734	8.5734-20.0000	Source	Target
Clostridium_innocuum_I46##L-Malate-e0##Microbe##L-Aspartate-e0	0.44444444442897746	0.44444444442897746	1.0000000000002454	1.000000000000337	1.0000000000002804	-0.6666666666314248	-0.6666666666314248	1.6060606061024107	0.6153846153725933	0.6153846153535104	0.42857142854478575	1.0000000000009397	1.0000000000009397	1.0000000000039915	1.0000000000006672	1.0000000000006672	1.0000000000006672	1.0000000000006672	1.0000000000006672	1.0000000000006672	1.0000000000006672	1.0000000000006672	1.0000000000006672	1.0000000000006672	1.0000000000007918	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Clostridium_innocuum_I46	L-Malate-e0
Clostridium_innocuum_I46##L-Malate-e0##Microbe##Spermidine-e0	0.2777777777715345	0.2777777777715345	0.0	0.0	0.0	3.333333333123522	3.333333333123522	-1.2121212121528073	-0.7692307692172615	-0.7692307692086267	-0.6857142856908274	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.49999999998724	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.5000000000004803	-0.5000000000003678	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Clostridium_innocuum_I46	L-Malate-e0
Clostridium_innocuum_I46##L-Malate-e0##Microbe##Thiamin-e0	-6.22222222215719	-6.22222222215719	0.0	0.0	0.0	-18.833333332164518	-18.833333332164518	6.8484848486659	-3.384615384592955	-3.384615384789919	-5.142857142929152	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.0000000000032987	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-3.4999999999960676	-3.499999999996461	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Clostridium_innocuum_I46	L-Malate-e0
Clostridium_innocuum_I46##L-Malate-e0##Microbe##N-Acetyl-D-glucosamine-e0	-1.999999999986026	-1.999999999986026	0.0	0.0	0.0	-2.9999999998737636	-2.9999999998737636	1.0909090909606585	-0.3076923077050539	-0.3076923077317737	-0.5714285714597855	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.000000000000267	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.000000000000408	1.0000000000005171	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Clostridium_innocuum_I46	L-Malate-e0
Clostridium_innocuum_I46##L-Malate-e0##Microbe##Folate-e0	-7.8333333333012805	-7.8333333333012805	-0.9999999999994934	-0.9999999999984021	-0.9999999999989034	-22.333333332185557	-22.333333332185557	6.757575757848209	-4.384615384635307	-4.384615384848905	-6.485714285837353	-0.9999999999954164	-0.9999999999954164	-0.9999999999733831	-0.9999999999979254	-0.9999999999979254	-0.9999999999979254	-0.9999999999979254	-0.9999999999979254	-0.9999999999979254	-0.9999999999979254	-0.9999999999979254	-0.9999999999979254	-0.9999999999979254	-0.9999999999981573	-1.4999999999864408	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Clostridium_innocuum_I46	L-Malate-e0
Clostridium_innocuum_I46##L-Malate-e0##Microbe##N-Acetyl-D-chondrosamine-e0	-0.5555555555439134	-0.5555555555439134	-1.0000000000001934	-1.00000000000026	-1.0000000000002145	-0.9999999999460664	-0.9999999999460664	-1.0000000000206697	-0.6153846153773457	-0.6153846153696529	-0.5428571428428745	-1.0000000000005258	-1.0000000000005258	-1.0000000000029707	-1.0000000000005185	-1.0000000000005185	-1.0000000000005185	-1.0000000000005185	-1.0000000000005185	-1.0000000000005185	-1.0000000000005185	-1.0000000000005185	-1.0000000000005185	-1.0000000000005185	-1.0000000000008544	0.9999999999901859	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999999976895	0.9999999999977994	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Clostridium_innocuum_I46	L-Malate-e0
Clostridium_innocuum_I46##L-Malate-e0##Microbe##O2-e0	-1.4444444444288493	-1.4444444444288493	0.0	0.0	0.0	-4.333333333067284	-4.333333333067284	1.5757575758003033	-0.6153846153821272	-0.6153846154244383	-0.9142857143133181	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.9999999999933658	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.9999999999971305	-0.9999999999972506	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Clostridium_innocuum_I46	L-Malate-e0
Clostridium_innocuum_I46##L-Malate-e0##Microbe##Riboflavin	-6.277777777694772	-6.277777777694772	0.0	0.0	0.0	-13.999999999165812	-13.999999999165812	5.090909091057152	-2.461538461529984	-2.4615384616764406	-3.8857142857676195	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-4.499999999991462	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.499999999998091	-2.499999999998548	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Clostridium_innocuum_I46	L-Malate-e0
Clostridium_innocuum_I46##L-Malate-e0##Microbe##PAN	2454.69096317541	2454.69096317541	-30.586966284819155	-30.58696628522504	-30.586966284986833	7662.715947026979	7662.715947026979	-2911.106552011672	1712.149719120837	1712.149719209152	2581.729292661483	-91.42055208570176	-91.42055208570176	-91.42055210073293	-91.42055208446082	-91.42055208446082	-91.42055208446082	-91.42055208446082	-91.42055208446082	-91.42055208446082	-91.42055208446082	-91.42055208446082	-91.42055208446082	-91.42055208446082	-91.42055208440709	-521.9344047498864	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-243.446710716944	-243.4467107169623	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Clostridium_innocuum_I46	L-Malate-e0
Clostridium_innocuum_I46##L-Alanine-e0##Microbe##L-Aspartate-e0	-0.11111111114195805	-0.11111111114195805	-1.0000000000902654	-0.11111111116677194	-0.2500000000522282	2.6666666666310905	2.6666666666310905	-0.9696969698266295	-1.0192307692956175	-1.01923076939842	0.42857142854572333	1.0000000000020335	1.0000000000020335	1.000000000008476	1.0000000000014564	1.0000000000014564	1.0000000000014564	1.0000000000014564	1.0000000000014564	1.0000000000014564	1.0000000000014564	1.0000000000014564	1.0000000000014564	1.0000000000014564	0.0	1.000000000003349	1.0000000000033467	1.000000000003521	1.0000000000155764	1.0000000000143607	1.0000000000143638	1.000000000009337	0.9999999999973445	0.99999999999735	1.000000000002685	1.000000000002697	1.000000000002683	1.0000000000027052	1.0000000000027112	1.0000000000027214	1.0000000000059597	1.0000000000027258	1.0000000000027767	1.000000000002742	1.000000000002728	1.0000000000060318	1.0000000000061584	1.0000000000061584	1.0000000000132698	1.000000000013163	1.000000000013163	1.0000000000137743	1.0000000000150864	1.000000000015502	1.0000000000156122	1.0000000000132538	1.0000000000133624	1.0000000000133624	1.0000000000158402	-1.0000000000000382	0.0	0.24999999997837785	0.24999999997837785	1.0000000000208424	7.000000000794817	1.000000000018538	1.0000000000157694	1.0000000000157694	1.0000000000157694	0.42857142854521485	1.0000000000193903	1.0000000000193903	7.000000002377372	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0000000000002178	-1.0000000000002678	-1.0000000000002678	-3.0000000000064353	-1.0000000000009386	-1.666666666666677	-0.9999999999991216	-0.9999999999995375	-0.9999999999995375	Clostridium_innocuum_I46	L-Alanine-e0
Clostridium_innocuum_I46##L-Alanine-e0##Microbe##Spermidine-e0	-0.44444444445704834	-0.44444444445704834	0.0	-0.4444444444462738	-0.4999999999945321	-6.333333333118458	-6.333333333118458	0.9393939394921533	0.9615384616106999	0.9615384616572167	0.31428571430826446	0.9999999999986139	0.9999999999986139	1.0000000000165727	0.9999999999988398	0.9999999999988398	0.9999999999988398	0.9999999999988398	0.9999999999988398	0.9999999999988398	0.9999999999988398	0.9999999999988398	0.9999999999988398	0.9999999999988398	0.49999999999594946	-3.0000000000049774	-2.9999999999974554	-3.000000000001541	0.0	-0.3333333333431998	-0.3333333333451836	2.333333333323261	-0.999999999992389	-0.9999999999927613	0.9999999999969323	0.9999999999994924	0.9999999999995579	0.9999999999991052	0.99999999999913	1.000000000000531	1.0000000000011915	1.0000000000005238	1.0000000000005376	1.0000000000005427	1.0000000000003049	1.0000000000005411	1.000000000001271	1.000000000001271	0.9999999999872152	0.999999999987929	0.999999999987929	0.9999999999883927	0.9999999999897472	0.9999999999903102	0.9999999999898992	0.9999999999900795	0.9999999999899623	0.9999999999899623	0.9999999999927185	0.999999999998038	0.9999999999953966	-0.2499999999190629	-0.2499999999190629	2.0000000000176295	20.000000000823373	2.0000000000108216	2.0000000000025198	2.0000000000025198	2.0000000000025198	0.28571428573520313	2.0000000000112226	2.0000000000112226	8.000000002125885	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Clostridium_innocuum_I46	L-Alanine-e0
Clostridium_innocuum_I46##L-Alanine-e0##Microbe##Thiamin-e0	-9.444444444314094	-9.444444444314094	-19.4000000001583	-9.444444444590426	-11.125000000032394	21.83333333213388	21.83333333213388	-19.257575758140334	-19.76923076911191	-19.76923077017272	-6.14285714292717	-0.9999999999936237	-0.9999999999936237	-0.9999999999098516	-1.0000000000016833	-1.0000000000016833	-1.0000000000016833	-1.0000000000016833	-1.0000000000016833	-1.0000000000016833	-1.0000000000016833	-1.0000000000016833	-1.0000000000016833	-1.0000000000016833	-1.000000000007385	1.000000000002227	0.999999999997964	1.0000000000013936	-5.000000000025512	-4.333333333363758	-4.333333333373159	-1.6666666666983987	5.000000000001724	5.000000000002254	0.9999999999925204	1.0000000000030338	1.0000000000027798	1.0000000000000058	1.000000000000066	1.0000000000097091	-0.9999999999920988	1.0000000000025675	1.0000000000004299	1.0000000000067784	0.9999999999992708	-1.5000000000065865	-1.5000000000062643	-1.5000000000062643	-3.000000000024297	-3.000000000023298	-3.000000000023298	-3.0000000000252554	-3.0000000000291545	-3.0000000000303246	-3.0000000000306173	-3.0000000000345155	-3.0000000000338405	-3.0000000000338405	-3.000000000034265	2.000000000000988	-0.5000000000024716	-5.124999999788032	-5.124999999788032	-3.000000000024556	13.99999999930441	-3.0000000000313456	-3.0000000000395555	-3.0000000000395555	-3.0000000000395555	-4.61904761893612	-3.0000000000332316	-3.0000000000332316	4.000000000984528	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0000000000004512	1.0000000000005518	1.0000000000005518	7.000000000016429	2.0000000000020264	3.666666666666544	1.999999999997485	2.0000000000012528	2.0000000000012528	Clostridium_innocuum_I46	L-Alanine-e0
Clostridium_innocuum_I46##L-Alanine-e0##Microbe##N-Acetyl-D-glucosamine-e0	-0.9999999999719429	-0.9999999999719429	-4.200000000073818	-1.0000000000601734	-1.250000000048751	3.9999999998711133	3.9999999998711133	-2.5454545456144637	-2.615384615453599	-2.615384615597534	-0.5714285714587103	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0000000000035096	0.9999999999999115	1.0000000000019698	1.0000000000008458	3.0000000000117404	2.777777777790969	2.777777777794153	1.8888888889007536	-0.3333333333341812	-0.3333333333343534	1.000000000003108	1.0000000000001692	1.0000000000002462	1.0000000000010034	1.000000000001007	0.9999999999982673	1.8000000000015661	1.0000000000011287	1.0000000000020421	0.9999999999994993	1.000000000002404	2.000000000007343	2.0000000000075135	2.0000000000075135	3.000000000036051	3.000000000034877	3.000000000034877	3.0000000000365863	3.0000000000405755	3.0000000000413043	3.0000000000416485	3.000000000020956	3.000000000021906	3.000000000021906	3.0000000000281504	1.0000000000025944	2.000000000008519	-1.499999999900079	-1.499999999900079	3.000000000053144	39.00000000228854	3.000000000039698	3.0000000000231086	3.0000000000231086	3.0000000000231086	-0.42857142857178976	3.000000000041361	3.000000000041361	35.000000010711375	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0000000000000173	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Clostridium_innocuum_I46	L-Alanine-e0
Clostridium_innocuum_I46##L-Alanine-e0##Microbe##Folate-e0	-10.666666666602215	-10.666666666602215	-21.600000000306814	-10.666666666902085	-12.000000000163457	25.3333333321579	25.3333333321579	-21.21212121296832	-21.769230769340112	-21.76923077049075	-5.485714285833593	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.500000000014145	3.0000000000042912	3.0000000000009397	4.000000000004986	2.000000000026286	2.222222222243731	2.2222222222438135	2.111111111125354	4.333333333325766	4.333333333326281	3.0000000000041878	3.0000000000036304	3.000000000003459	3.0000000000034577	3.000000000003514	3.0000000000035105	3.0000000000072626	2.000000000004028	2.0000000000040945	2.0000000000040865	2.000000000004388	2.0000000000091114	2.0000000000091225	2.0000000000091225	2.0000000000641878	2.000000000061936	2.000000000061936	2.000000000062678	2.0000000000659317	2.0000000000652753	2.0000000000661817	2.000000000029939	2.000000000031572	2.000000000031572	2.000000000036073	2.0000000000086207	2.0000000000208344	-5.249999999812416	-5.249999999812416	3.0000000000954796	69.00000000414327	3.000000000070642	3.000000000040402	3.000000000040402	3.000000000040402	-3.2857142857135577	3.000000000073468	3.000000000073468	77.00000002406664	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.999999999999981	1.9999999999998443	1.9999999999998443	-4.000000000005579	0.999999999995443	-0.6666666666651925	1.0000000000004652	1.0000000000079539	1.0000000000079539	Clostridium_innocuum_I46	L-Alanine-e0
Clostridium_innocuum_I46##L-Alanine-e0##Microbe##N-Acetyl-D-chondrosamine-e0	-0.11111111108776545	-0.11111111108776545	0.6000000000718795	-0.11111111106816472	0.0	0.0	0.0	0.0	0.019230769270129885	0.019230769311566323	-0.5428571428433436	-1.000000000001136	-1.000000000001136	-1.0000000000062848	-1.0000000000011238	-1.0000000000011238	-1.0000000000011238	-1.0000000000011238	-1.0000000000011238	-1.0000000000011238	-1.0000000000011238	-1.0000000000011238	-1.0000000000011238	-1.0000000000011238	1.999999999993966	0.0	0.0	0.999999999998253	2.9999999999992	2.7777777777796073	2.7777777777845	1.8888888888946178	-0.33333333333211473	-0.33333333333200865	1.0000000000010634	0.9999999999981527	0.9999999999982117	0.999999999999028	0.999999999998996	0.999999999996253	1.7999999999969707	0.0	0.0	0.0	0.0	1.0000000000038072	1.000000000003867	1.000000000003867	3.0000000000245586	3.0000000000235185	3.0000000000235185	3.00000000002524	3.000000000029245	3.000000000029943	3.0000000000304747	3.0000000000118363	3.0000000000125726	3.0000000000125726	3.000000000016035	0.9999999999998488	2.000000000001504	-0.49999999990329064	-0.49999999990329064	3.0000000000353326	31.000000001579107	3.0000000000248157	3.0000000000119793	3.0000000000119793	3.0000000000119793	0.33333333334545934	3.0000000000257097	3.0000000000257097	27.000000007877777	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0000000000000644	1.000000000000077	1.000000000000077	-3.000000000001002	0.9999999999954816	-0.33333333333164805	0.999999999999791	1.0000000000014064	1.0000000000014064	Clostridium_innocuum_I46	L-Alanine-e0
Clostridium_innocuum_I46##L-Alanine-e0##Microbe##O2-e0	-0.888888888857718	-0.888888888857718	-3.2000000000346702	-0.888888888921784	-1.2500000000093734	6.333333333060469	6.333333333060469	-3.1212121213451542	-3.230769230756324	-3.230769230984162	-0.9142857143124465	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.9999999999948386	0.0	0.0	0.0	-1.9999999999974105	-1.7777777777776373	-1.7777777777811123	-0.8888888888924156	1.3333333333313238	1.3333333333315043	0.0	0.0	0.0	0.0	0.0	0.0	-0.7999999999961105	0.0	0.0	0.0	0.0	-1.0000000000017557	-1.000000000001675	-1.000000000001675	-2.0000000000105924	-2.0000000000099774	-2.0000000000099774	-2.0000000000113545	-2.0000000000139395	-2.000000000014502	-2.000000000014543	-2.0000000000054263	-2.0000000000057634	-2.0000000000057634	-2.000000000008741	0.0	-0.9999999999972773	-0.2500000000451314	-0.2500000000451314	-2.0000000000181823	-16.000000000810804	-2.0000000000128484	-2.0000000000065796	-2.0000000000065796	-2.0000000000065796	-0.6666666666713719	-2.000000000013546	-2.000000000013546	-12.00000000336334	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Clostridium_innocuum_I46	L-Alanine-e0
Clostridium_innocuum_I46##L-Alanine-e0##Microbe##Riboflavin	-7.555555555389189	-7.555555555389189	-17.600000000094887	-7.555555555667147	-8.50000000004933	15.99999999914455	15.99999999914455	-14.545454545915378	-14.923076923033184	-14.923076923822103	-3.885714285766274	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.5000000000024976	2.000000000005747	1.9999999999962068	2.000000000001249	-5.000000000015401	-4.222222222244445	-4.222222222252545	-3.1111111111345955	4.666666666663823	4.666666666664509	0.0	0.0	0.0	0.0	0.0	0.0	-0.7999999999920628	0.0	0.0	0.0	0.0	-0.9999999999971613	-0.9999999999973294	-0.9999999999973294	-2.0000000000277374	-2.0000000000258007	-2.0000000000258007	-2.000000000027424	-2.00000000002974	-2.0000000000306715	-2.000000000030619	-2.0000000000304103	-2.000000000030823	-2.000000000030823	-2.000000000032972	0.0	-1.0000000000124152	-1.7499999998988909	-1.7499999998988909	-2.0000000000366343	-4.000000001284246	-2.000000000035712	-2.0000000000349183	-2.0000000000349183	-2.0000000000349183	-1.809523809450904	-2.0000000000373834	-2.0000000000373834	-8.000000002946232	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Clostridium_innocuum_I46	L-Alanine-e0
