	0.0000-0.0000	0.0000-0.0805	0.0805-0.0843	0.1213-0.1215	0.1215-0.1885	0.1885-0.2207	0.2207-0.2207	0.2273-0.2294	0.2294-0.4758	0.4758-0.4760	0.4760-0.4760	0.4802-0.4803	0.4803-0.4979	0.4979-0.7269	0.7269-0.7283	0.9461-0.9461	0.9706-0.9725	0.9725-0.9726	0.9726-0.9727	0.9727-0.9728	0.9808-1.0567	1.0567-1.3064	1.3064-1.3621	1.3629-1.6015	1.6015-1.6015	1.6015-1.6688	1.6688-1.6701	1.6701-1.6702	1.6702-1.6703	1.6703-1.6703	1.6876-1.6878	1.6878-1.6878	1.6878-1.7052	1.7052-1.7056	1.7056-1.7276	1.7276-1.7675	1.7675-1.7675	1.7675-1.7676	1.7676-6.3268	6.3268-6.5370	6.5370-10.2751	10.2751-12.9607	12.9607-16.6732	16.6732-20.0000	Source	Target
Neu5Ac-e0##L-Aspartate-e0##Muribaculum_intestinale_YL27	0.8075601374642671	3.0000000000257896	3.0000000000205174	1.000000000000306	2.50000000000675	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Neu5Ac-e0	L-Aspartate-e0
Sucrose##L-Aspartate-e0##Muribaculum_intestinale_YL27	0.15463917525849516	1.0000000000066676	0.9999999999981718	7.0000000000048175	2.4999999999899307	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Sucrose	L-Aspartate-e0
Folate##L-Aspartate-e0##Muribaculum_intestinale_YL27	4.255441008022811	5.000000000010633	5.000000000011433	-6.333333333348513	3.6666666666715786	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Folate	L-Aspartate-e0
Riboflavin##L-Aspartate-e0##Muribaculum_intestinale_YL27	1.8843069874005325	0.9999999999923169	1.0000000000007767	3.666666666668093	3.166666666666999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin	L-Aspartate-e0
PAN##L-Aspartate-e0##Muribaculum_intestinale_YL27	-1657.812435292657	-1774.9224647750375	-1774.9224647716687	-558.2035360907723	-1499.525641170397	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	L-Aspartate-e0
PAN##L-Cysteine-e0##Muribaculum_intestinale_YL27	-13.013505963569264	-13.013505963605088	-13.013505963565096	-13.013505963549063	-13.013505963529143	-13.01350596338895	-13.013505963592197	-13.01350596352075	-1574.9597498488645	-387.9422638981263	-387.9422638983142	-1141.2144226014473	-1141.2144226016164	-1141.2144226018577	-1141.2144226029177	-1141.2144226011576	-77.66904925477652	-1773.5533875849756	-1773.5533875867447	-1773.5533875900983	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	L-Cysteine-e0
PAN##L-Histidine-e0##Muribaculum_intestinale_YL27	-11.393282031288837	-11.393282031283647	-11.393282031265064	-11.393282031194115	-11.39328203123065	-11.39328203110152	-11.393282031220757	-11.39328203124693	-11.393282031167011	-11.393282031168393	-11.393282031182814	-11.393282031166764	-11.3932820311699	-11.393282031175994	-11.393282031185612	-11.393282031168074	-11.393282031187997	-11.393282031159183	-11.39328203117225	-11.393282031194932	-11.39328203117042	-11.393282031181956	-11.393282031182281	-11.393282031178112	-11.393282031171058	-11.393282031171058	-11.393282031132975	-11.393282031171918	-11.393282031090768	-11.393282031306667	-11.393282031115428	-11.393282031121235	-11.393282031239734	-11.393282031317158	-11.393282031247832	-11.39328203114571	-11.39328203112056	-11.393282031181537	-11.393282031162816	-11.393282031162816	-11.39328203116436	-11.39328203116436	-11.39328203116436	-11.39328203116436	PAN	L-Histidine-e0
PAN##L-Arginine-e0##Muribaculum_intestinale_YL27	-36.57235834212699	-36.572358342115415	-36.57235834204769	-36.57235834181207	-36.57235834192676	-36.57235834151808	-36.57235834194914	-36.5723583420077	-36.572358341716956	-36.57235834173076	-36.57235834177054	-36.57235834172207	-36.57235834172745	-36.57235834173916	-36.57235834177235	-36.572358341712345	-36.57235834178501	-36.57235834169555	-36.572358341733796	-36.5723583418032	-1199.6405369928227	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	L-Arginine-e0
PAN##L-Lysine-e0##Muribaculum_intestinale_YL27	-41.2689993577712	-41.26899935776664	-41.26899935768763	-41.26899935746035	-41.26899935758114	-41.26899935712577	-41.268999357583084	-41.26899935763855	-41.26899935735656	-41.268999357373495	-41.26899935741166	-41.268999357360016	-41.2689993573672	-41.26899935737607	-41.26899935741501	-41.26899935734832	-41.268999357423816	-41.26899935733276	-41.268999357375094	-41.26899935745405	-41.26899935734817	-41.26899935740745	-41.268999357370326	-41.26899935739149	-41.268999357362695	-41.268999357362695	-41.268999357215996	-41.268999357403	-41.268999357090536	-41.26899935781869	-41.26899935718802	-41.2689993571654	-41.26899935763472	-41.26899935793465	-41.26899935768079	-41.26899935727112	-41.26899935718735	-41.268999357380665	-41.26899935732677	-41.26899935732677	-41.26899935733011	-41.26899935733011	-41.26899935733011	-41.26899935733011	PAN	L-Lysine-e0
Folate##Inosine-e0##Muribaculum_intestinale_YL27	1.0000000000001459	1.0000000000003544	1.0000000000003704	0.9999999999985203	1.000000000000172	0.9999999999985317	1.0000000000001608	1.0000000000003657	0.9999999999993772	0.9999999999992423	0.9999999999990785	0.9999999999993175	0.999999999999244	0.9999999999993423	0.9999999999992631	0.9999999999994167	0.9999999999991598	0.9999999999993092	0.999999999999211	0.9999999999991033	0.9999999999990192	0.9999999999991485	0.9999999999990725	0.999999999999152	0.9999999999989791	0.9999999999989791	0.9999999999980964	0.9999999999992618	0.999999999997769	1.0000000000012785	0.9999999999978748	0.9999999999985698	1.0000000000004567	1.0000000000020455	1.0000000000004485	0.9999999999986429	0.9999999999982744	0.9999999999990866	0.9999999999988093	0.9999999999988093	0.9999999999988808	0.9999999999988808	0.9999999999988808	0.9999999999988808	Folate	Inosine-e0
Riboflavin##Inosine-e0##Muribaculum_intestinale_YL27	1.0000000000000047	0.9999999999997328	1.0000000000000036	1.0000000000000426	0.9999999999999853	0.9999999999985995	0.9999999999999852	1.0000000000002065	0.9999999999993446	0.9999999999997464	0.9999999999999614	0.9999999999992307	0.9999999999993394	0.999999999999328	0.99999999999971	0.9999999999991726	0.9999999999998617	0.999999999998976	0.9999999999993837	1.0000000000000828	0.9999999999994942	0.9999999999997188	0.9999999999994947	0.9999999999996164	0.9999999999995659	0.9999999999995659	0.9999999999993231	0.9999999999996229	0.9999999999992208	1.0000000000001612	0.999999999999219	0.9999999999994585	1.0000000000001321	1.0000000000009794	1.0000000000001084	0.9999999999992087	0.9999999999988722	0.9999999999996	0.9999999999993419	0.9999999999993419	0.0	0.0	0.0	0.0	Riboflavin	Inosine-e0
PAN##Inosine-e0##Muribaculum_intestinale_YL27	-60.084785614394285	-60.08478561438511	-60.084785614281785	-60.084785613936994	-60.084785614104426	-60.08478561341544	-60.08478561409934	-60.08478561419121	-60.08478561375887	-60.08478561380632	-60.084785613838335	-60.084785613764126	-60.08478561377443	-60.08478561378725	-60.084785613846336	-60.08478561375803	-60.08478561385999	-60.08478561372672	-60.08478561378728	-60.084785613899065	-60.084785613742085	-60.084785613832	-60.084785613768304	-60.0847856138079	-60.08478561374755	-60.08478561374755	-60.08478561349055	-60.08478561383171	-60.0847856133795	-60.08478561442358	-60.084785613429496	-60.08478561362171	-60.08478561420773	-60.08478561472492	-60.084785614208144	-60.084785613626565	-60.08478561348888	-60.08478561378481	-60.08478561368943	-60.08478561368943	-59.08478561371324	-59.08478561371324	-59.08478561371324	-59.08478561371324	PAN	Inosine-e0
Neu5Ac-e0##NH3-e0##Muribaculum_intestinale_YL27	-2.000000000006233	-2.000000000021678	-2.000000000017358	-1.9999999999999756	-1.5000000000049007	-3.999999999965085	1.0000000000014906	1.0000000000036096	-1.4999999999952918	-3.999999999997452	-4.000000000006365	-3.9999999999932303	-1.4999999999967482	-1.4999999999960758	-1.500000000001256	-3.9999999999894107	-4.000000000004946	-1.499999999991603	-1.499999999996656	-1.5000000000054436	-6.49999999999595	-1.500000000000115	0.9999999999989285	0.9999999999997655	0.9999999999993091	0.9999999999993091	0.9999999999958871	0.9999999999997183	0.9999999999945689	1.0000000000063918	0.999999999995436	0.9999999999969915	1.0000000000058868	1.0000000000146474	1.0000000000060116	0.9999999999956344	0.999999999992361	0.9999999999997731	0.9999999999971023	0.9999999999971023	0.9999999999977087	0.9999999999977087	0.9999999999977087	0.9999999999977087	Neu5Ac-e0	NH3-e0
Sucrose##NH3-e0##Muribaculum_intestinale_YL27	-1.0000000000005882	-1.0000000000056426	-0.9999999999986804	-1.0000000000091407	-2.4999999999917097	-4.999999999938064	0.0	0.0	-2.499999999982812	-7.999999999984934	-8.000000000005713	-7.999999999977125	-2.499999999986851	-2.499999999984861	-2.499999999995974	-7.999999999966576	-8.000000000001656	-2.4999999999758855	-2.4999999999871263	-2.5000000000063984	-11.99999999997817	-3.9999999999983866	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Sucrose	NH3-e0
Folate##NH3-e0##Muribaculum_intestinale_YL27	-6.000000000003652	-6.000000000008773	-6.000000000009394	-5.999999999960928	-2.6666666666695913	-6.333333333270099	1.0000000000013611	1.0000000000039109	-2.666666666654947	-1.66666666664933	-1.666666666642922	-1.666666666648402	-2.6666666666519236	-2.6666666666538785	-2.666666666652344	-1.6666666666508263	-1.6666666666431755	-2.1666666666540215	-2.1666666666523104	-2.166666666650438	-3.9999999999530145	0.6666666666725538	2.999999999987071	2.9999999999878764	2.9999999999858793	2.9999999999858793	2.9999999999735745	2.9999999999889346	2.9999999999682063	3.000000000017712	2.9999999999709526	2.999999999976031	3.0000000000058424	3.000000000027262	3.000000000006869	2.9999999999809317	2.9999999999760294	2.9999999999873346	2.999999999983166	2.999999999983166	2.999999999983521	2.999999999983521	2.999999999983521	2.999999999983521	Folate	NH3-e0
Riboflavin##NH3-e0##Muribaculum_intestinale_YL27	-3.000000000000475	-2.999999999993444	-3.0000000000003935	-3.0000000000007576	-3.1666666666660634	-6.333333333273094	0.0	0.0	-3.1666666666543133	-6.666666666656028	-6.666666666666327	-6.666666666647209	-3.1666666666543364	-3.166666666654302	-3.166666666661156	-6.666666666642194	-6.666666666663412	-3.1666666666484495	-3.1666666666554666	-3.1666666666677155	-9.999999999977147	-3.3333333333313018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin	NH3-e0
PAN##NH3-e0##Muribaculum_intestinale_YL27	1443.5502469831172	1443.5502469828702	1443.5502469801072	1443.5502469705543	1129.7762119489473	2629.3018530895492	-411.1182636764184	-469.0974100141669	1092.8488338743095	1488.5213291920259	1488.5213291934624	1523.4848143218792	1116.5123550327878	1116.5123550330907	1116.5123550341677	1610.788476648919	1610.7884766520735	1045.4936972048524	1045.4936972058933	1045.4936972078606	2761.144845572981	361.86377158781676	-837.7767654058863	-837.7767654062843	-837.7767654055439	-837.7767654055439	-837.7767654019738	-837.7767654064648	-837.7767654001851	-837.7767654149154	-837.7767654012738	-837.7767654025314	-837.776765411787	-837.7767654187546	-837.7767654121407	-837.7767654037806	-837.7767654019606	-837.7767654060688	-837.7767654046274	-837.7767654046274	-837.776765404707	-837.776765404707	-837.776765404707	-837.776765404707	PAN	NH3-e0
Neu5Ac-e0##Neu5Ac-e0##Muribaculum_intestinale_YL27	-1.0000000000000007	-1.0000000000000002	-0.9999999999999978	-1.000000000000001	-1.0000000000000007	-1.0000000000000013	-1.0000000000000016	-1.0000000000000013	-1.0000000000000016	-1.000000000000002	-1.0000000000000018	-1.0000000000000004	-0.9999999999999986	-1.0000000000000002	-0.9999999999999991	-1.0	-0.9999999999999993	-0.9999999999999997	-1.0000000000000002	-1.0000000000000002	-0.9999999999999987	-0.9999999999999994	-1.0000000000000009	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0	-1.0000000000000002	-0.9999999999999988	-1.0000000000000007	-1.0000000000000018	-1.0	-0.9999999999999998	-1.0000000000000002	-1.0000000000000007	-1.0000000000000002	-1.000000000000001	-1.0000000000000016	-1.0000000000000016	-1.0000000000000016	-1.0000000000000022	-1.0000000000000022	-1.0000000000000022	-1.0000000000000022	Neu5Ac-e0	Neu5Ac-e0
PAN##Ca2+-e0##Muribaculum_intestinale_YL27	-0.9241112603258484	-0.9241112603256061	-0.9241112603235262	-0.924111260317514	-0.9241112603205486	-0.9241112603102613	-0.9241112603228431	-0.924111260323116	-0.9241112603148661	-0.9241112603153012	-0.924111260316097	-0.9241112603150844	-0.9241112603151816	-0.9241112603154872	-0.9241112603163496	-0.924111260314602	-0.9241112603166435	-0.9241112603146315	-0.9241112603153356	-0.9241112603172672	-0.9241112603147493	-0.9241112603160758	-0.924111260315572	-0.9241112603164408	-0.924111260316095	-0.924111260316095	-0.9241112603128087	-0.9241112603167407	-0.9241112603097137	-0.9241112603259156	-0.9241112603120688	-0.9241112603104953	-0.9241112603220071	-0.9241112603290297	-0.9241112603221662	-0.9241112603137303	-0.9241112603119518	-0.9241112603158057	-0.9241112603145152	-0.9241112603145152	-0.9241112603145155	-0.9241112603145155	-0.9241112603145155	-0.9241112603145155	PAN	Ca2+-e0
PAN##Cu2+-e0##Muribaculum_intestinale_YL27	-0.9241112603266811	-0.9241112603261928	-0.9241112603238569	-0.9241112603170979	-0.9241112603204139	-0.9241112603107443	-0.9241112603230073	-0.9241112603243659	-0.9241112603142814	-0.9241112603145218	-0.9241112603152355	-0.9241112603147523	-0.924111260314918	-0.9241112603150939	-0.924111260316082	-0.9241112603138567	-0.9241112603163911	-0.9241112603142817	-0.9241112603150523	-0.9241112603168302	-0.9241112603149793	-0.9241112603162143	-0.9241112603141235	-0.9241112603148629	-0.924111260315664	-0.924111260315664	-0.9241112603113908	-0.9241112603162432	-0.9241112603086598	-0.9241112603232314	-0.9241112603093502	-0.924111260305259	-0.9241112603235604	-0.9241112603322341	-0.9241112603252114	-0.9241112603102548	-0.9241112603084682	-0.924111260313487	-0.9241112603129027	-0.9241112603129027	-0.9241112603131386	-0.9241112603131386	-0.9241112603131386	-0.9241112603131386	PAN	Cu2+-e0
PAN##Fe2+-e0##Muribaculum_intestinale_YL27	-1.9241112603302701	-1.9241112603327992	-1.9241112603307031	-1.9241112603818846	-1.9241112603828119	-1.9241112603709862	-1.924111260323528	-1.9241112603561832	-1.9241112603861128	-1.9241112603824602	-1.9241112603801152	-1.9241112603828245	-1.9241112603874984	-1.9241112603885888	-1.9241112603889308	-1.9241112603837351	-1.9241112603796964	-1.9241112603826944	-1.9241112603869182	-1.9241112603937625	-1.924111260385906	-1.9241112603929098	-1.924111260406685	-1.9241112604036739	-1.92411126042793	-1.92411126042793	-1.9241112604859851	-1.9241112604075137	-1.9241112603845183	-1.924111260444058	-1.9241112605008117	10400.551679932734	0.0	0.0	0.0	0.0	-1.9241112604094535	-1.9241112604045112	-1.9241112604427129	-1.9241112604427129	-1.9241112604425392	-1.9241112604425392	-1.9241112604425392	-1.9241112604425392	PAN	Fe2+-e0
PAN##Galactose-e0##Muribaculum_intestinale_YL27	-6.9926970261449615	-6.992697026134586	-6.992697026120979	-6.992697026135194	-6.9926970261666135	-6.992697026106334	-1527.2027554250253	-8.740871282645148	-8.740871282570202	-8.740871282574487	-8.740871282578315	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	PAN	Galactose-e0
Neu5Ac-e0##D-Glucose-e0##Muribaculum_intestinale_YL27	0.9518900343683295	1.5000000000142755	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Neu5Ac-e0	D-Glucose-e0
