	0.0000-0.0000	0.0029-0.0033	0.0033-0.0033	0.0033-0.0229	0.0284-0.0300	0.0300-0.0395	0.0395-0.0767	0.0767-0.2344	0.2375-0.3273	0.3273-0.3273	0.3273-0.3275	0.3589-0.3684	0.3684-0.4725	0.4725-0.4796	0.4796-0.5798	0.5798-0.5802	0.5802-0.6056	0.6056-0.6111	0.6143-0.6143	0.6143-0.6649	0.6649-0.6649	0.6818-0.6819	0.6819-0.6872	0.6872-0.6872	0.6872-0.8082	0.9518-1.0082	1.0082-4.9381	4.9381-5.2359	5.3547-5.3566	5.3566-5.3618	5.3618-5.4844	5.4844-5.5262	5.5262-5.5264	5.5264-5.5464	5.5464-5.5925	5.5925-7.1042	7.1042-7.1408	7.1408-7.1655	7.1655-10.1773	10.1773-10.4017	10.4017-15.9471	15.9471-16.2721	16.2721-16.2729	16.2729-17.0678	17.0678-17.1934	17.1934-17.9633	17.9633-18.1061	18.1061-18.2519	18.2519-18.5850	18.5850-18.6081	18.6081-19.7882	19.7882-19.7899	19.7899-19.8008	19.8008-20.0000	Source	Target
Folate##L-Aspartate-e0##Turicimonas_muris_YL45	10.499999999997545	10.499999999997545	10.499999999997545	10.499999999997545	10.499999999997545	10.499999999997545	10.499999999997545	10.499999999997545	10.499999999997545	10.499999999997545	10.499999999997545	10.499999999997545	10.499999999997545	10.499999999997545	10.499999999997545	10.499999999997545	10.499999999997545	10.499999999997545	10.499999999997545	10.499999999997545	10.499999999997545	10.500000000001137	10.500000000001137	10.500000000001137	10.500000000001137	10.500000000001137	10.500000000001137	34.00000000030921	34.000000000148894	7.999999999974594	7.999999999968949	104.0000000019194	103.99999999755255	104.00000000182784	104.00000000190629	103.99999999823406	103.99999999867903	103.99999999817928	103.99999999659666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Folate	L-Aspartate-e0
Riboflavin##L-Aspartate-e0##Turicimonas_muris_YL45	-682.1171616418994	-682.1171616418994	-682.1171616418994	-682.1171616418994	-682.1171616418994	-682.1171616418994	-682.1171616418994	-682.1171616418994	-682.1171616418994	-682.1171616418994	-682.1171616418994	-682.1171616418994	-682.1171616418994	-682.1171616418994	-682.1171616418994	-682.1171616418994	-682.1171616418994	-682.1171616418994	-682.1171616418994	-682.1171616418994	-682.1171616418994	-682.1171616425733	-682.1171616425733	-682.1171616425733	-682.1171616425733	-682.1171616425733	-682.1171616425733	-8110.732305480001	-8110.732305416569	-1073.2862451429178	-1073.2862451412104	-28754.39220170994	-28754.392200497732	-28754.39220168766	-28754.392201712522	-28754.392200718157	-28754.392200846192	-28754.3922007032	-28754.39220026334	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin	L-Aspartate-e0
Riboflavin##Sulfate-e0##Turicimonas_muris_YL45	-0.9241112602976418	-0.9241112602976418	-0.9241112602976418	-0.9241112602976418	-0.9241112602976418	-0.9241112602976418	-0.9241112602976418	-0.9241112602976418	-0.9241112602976418	-0.9241112602976418	-0.9241112602976418	-0.9241112602976418	-0.9241112602976418	-0.9241112602976418	-0.9241112602976418	-0.9241112602976418	-0.9241112602976418	-0.9241112602976418	-0.9241112602976418	-0.9241112602976418	-0.9241112602976418	-0.924111260235717	-0.924111260235717	-0.924111260235717	-0.924111260235717	-0.924111260235717	-0.924111260235717	-0.9241112604142181	-0.9241112603243826	-0.9241112601515041	-0.9241112600278459	-0.9241112606910424	-0.9241112616859108	-0.9241112606723605	-0.9241112604380018	-0.92411126010897	-0.9241112602409326	-0.9241112603262557	-0.9241112601911351	-0.9241112600528641	-0.9241112602967022	-0.9241112601806517	-0.9241112600255689	-0.9241112598422485	-0.9241112604046968	-0.924111260354495	-0.9241112599475213	-0.9241112603713965	-0.9241112601713322	-0.9241112601343505	-0.9241112600427005	-0.9241112601885106	-0.9241112599081905	-0.9241112602946308	Riboflavin	Sulfate-e0
Riboflavin##L-Arginine-e0##Turicimonas_muris_YL45	-35.572358341825215	-35.572358341825215	-35.572358341825215	-35.572358341825215	-35.572358341825215	-35.572358341825215	-35.572358341825215	-35.572358341825215	-35.572358341825215	-35.572358341825215	-35.572358341825215	-35.572358341825215	-35.572358341825215	-35.572358341825215	-35.572358341825215	-35.572358341825215	-35.572358341825215	-35.572358341825215	-35.572358341825215	-35.572358341825215	-35.572358341825215	-35.57235834189601	-35.57235834189601	-35.57235834189601	-35.57235834189601	-35.57235834189601	-35.57235834189601	-35.57235834234117	-35.57235834207211	-35.5723583416434	-35.572358341593656	-35.572358342521895	-35.572358340680694	-35.572358342501396	-35.572358342533555	-35.572358341291434	-35.57235834149389	-35.572358341290425	-35.57235834069811	-35.57235834155258	-35.57235834208574	-35.57235834176249	-35.572358342020266	-35.572358341932905	-35.5723583411696	-35.57235834141333	-35.57235834194225	-35.572358341868465	-35.572358341573405	-35.57235834210489	-35.57235834244642	-35.57235834189125	-35.57235834209048	-35.572358342697214	Riboflavin	L-Arginine-e0
Riboflavin##L-Histidine-e0##Turicimonas_muris_YL45	-11.393282031188376	-11.393282031188376	-11.393282031188376	-11.393282031188376	-11.393282031188376	-11.393282031188376	-11.393282031188376	-11.393282031188376	-11.393282031188376	-11.393282031188376	-11.393282031188376	-11.393282031188376	-11.393282031188376	-11.393282031188376	-11.393282031188376	-11.393282031188376	-11.393282031188376	-11.393282031188376	-11.393282031188376	-11.393282031188376	-11.393282031188376	-11.393282031202512	-11.393282031202512	-11.393282031202512	-11.393282031202512	-11.393282031202512	-11.393282031202512	-11.393282031331402	-11.393282031234733	-11.393282031096284	-11.393282031084107	-11.39328203147447	-11.39328203089523	-11.393282031463755	-11.393282031418922	-11.39328203104084	-11.393282031069393	-11.393282031012445	-11.393282030852387	-11.393282031110378	-11.393282031258574	-11.393282031151514	-11.393282031229226	-11.393282031175017	-11.393282030992143	-11.393282031073003	-11.393282031199094	-11.39328203119716	-11.393282031079158	-11.393282031229964	-11.393282031321785	-11.39328203119299	-11.393282031204503	-11.39328203140029	Riboflavin	L-Histidine-e0
Riboflavin##L-Proline-e0##Turicimonas_muris_YL45	-26.584324739459074	-26.584324739459074	-26.584324739459074	-26.584324739459074	-26.584324739459074	-26.584324739459074	-26.584324739459074	-26.584324739459074	-26.584324739459074	-26.584324739459074	-26.584324739459074	-26.584324739459074	-26.584324739459074	-26.584324739459074	-26.584324739459074	-26.584324739459074	-26.584324739459074	-26.584324739459074	-26.584324739459074	-26.584324739459074	-26.584324739459074	-26.58432473949164	-26.58432473949164	-26.58432473949164	-26.58432473949164	-26.58432473949164	-26.58432473949164	-26.584324739810555	-26.58432473961249	-26.58432473930272	-26.584324739274763	-26.584324739982527	-26.584324738797662	-26.584324739957726	-26.58432474000203	-26.584324739089517	-26.584324739192805	-26.584324739052025	-26.58432473866468	-26.584324739262613	-26.58432473962314	-26.584324739389675	-26.584324739551032	-26.584324739451308	-26.584324738983547	-26.584324739166746	-26.584324739491244	-26.584324739477257	-26.584324739225377	-26.5843247396359	-26.584324739853567	-26.58432473947618	-26.584324739597545	-26.584324740060897	Riboflavin	L-Proline-e0
Riboflavin##Co2+-e0##Turicimonas_muris_YL45	-0.9241112603165876	-0.9241112603165876	-0.9241112603165876	-0.9241112603165876	-0.9241112603165876	-0.9241112603165876	-0.9241112603165876	-0.9241112603165876	-0.9241112603165876	-0.9241112603165876	-0.9241112603165876	-0.9241112603165876	-0.9241112603165876	-0.9241112603165876	-0.9241112603165876	-0.9241112603165876	-0.9241112603165876	-0.9241112603165876	-0.9241112603165876	-0.9241112603165876	-0.9241112603165876	-0.9241112603174524	-0.9241112603174524	-0.9241112603174524	-0.9241112603174524	-0.9241112603174524	-0.9241112603174524	-0.9241112603288956	-0.9241112603115378	-0.9241112602979207	-0.9241112602969273	-0.9241112603486151	-0.92411126030032	-0.924111260347226	-0.9241112603189109	-0.924111260278933	-0.924111260293337	-0.9241112602855531	-0.9241112602878895	-0.924111260294693	-0.9241112603153907	-0.9241112603084204	-0.9241112603145911	-0.9241112603026563	-0.9241112602990526	-0.9241112603069508	-0.9241112603065271	-0.9241112603196493	-0.9241112603006028	-0.9241112603053215	-0.9241112603163453	-0.9241112603110765	-0.9241112603014665	-0.9241112603215755	Riboflavin	Co2+-e0
Riboflavin##L-Threonine-e0##Turicimonas_muris_YL45	-75.99313011324399	-75.99313011324399	-75.99313011324399	-75.99313011324399	-75.99313011324399	-75.99313011324399	-75.99313011324399	-75.99313011324399	-75.99313011324399	-75.99313011324399	-75.99313011324399	-75.99313011324399	-75.99313011324399	-75.99313011324399	-75.99313011324399	-75.99313011324399	-75.99313011324399	-75.99313011324399	-75.99313011324399	-75.99313011324399	-75.99313011324399	-75.99313011345008	-75.99313011345008	-75.99313011345008	-75.99313011345008	-75.99313011345008	-75.99313011345008	-75.99313011460414	-75.99313011387426	-75.99313011269626	-75.99313011240017	-75.99313011554746	-75.99313011301183	-75.99313011555161	-75.99313011529175	-75.9931301122127	9232.515862245495	9232.515862199867	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Riboflavin	L-Threonine-e0
Spermidine-e0##Spermidine-e0##Turicimonas_muris_YL45	-0.9999999999999997	-0.9999999999999997	-0.9999999999999997	-0.9999999999999997	-0.9999999999999997	-0.9999999999999997	-0.9999999999999997	-0.9999999999999997	-0.9999999999999997	-0.9999999999999997	-0.9999999999999997	-0.9999999999999997	-0.9999999999999997	-0.9999999999999997	-0.9999999999999997	-0.9999999999999997	-0.9999999999999997	-0.9999999999999997	-0.9999999999999997	-0.9999999999999997	-0.9999999999999997	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-0.9999999999999994	-1.0000000000000013	-0.999999999999999	-0.9999999999999997	-1.0000000000000024	-1.0000000000000004	-0.9999999999999991	-1.000000000000002	-0.9999999999999989	-0.9999999999999999	-0.9999999999999991	-0.9999999999999992	-1.0000000000000004	-1.0000000000000016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Spermidine-e0	Spermidine-e0
Riboflavin##fe3-e0##Turicimonas_muris_YL45	-0.9241112603232884	-0.9241112603232884	-0.9241112603232884	-0.9241112603232884	-0.9241112603232884	-0.9241112603232884	-0.9241112603232884	-0.9241112603232884	-0.9241112603232884	-0.9241112603232884	-0.9241112603232884	-0.9241112603232884	-0.9241112603232884	-0.9241112603232884	-0.9241112603232884	-0.9241112603232884	-0.9241112603232884	-0.9241112603232884	-0.9241112603232884	-0.9241112603232884	-0.9241112603232884	-0.9241112602968138	-0.9241112602968138	-0.9241112602968138	-0.9241112602968138	-0.9241112602968138	-0.9241112602968138	-0.9241112601210938	-0.9241112601838714	-0.924111260257659	-0.9241112602953325	-0.9241112602623991	-0.9241112608977086	-0.92411126023873	-0.9241112601488631	-0.9241112604673464	-0.9241112601165545	-0.9241112602207957	-0.9241112605591245	-0.9241112605116659	-0.9241112602340821	-0.9241112602902656	-0.9241112601679947	-0.924111260014627	-0.924111260434747	-0.924111260465867	-0.9241112602612019	-0.9241112602754508	-0.9241112601551872	-0.9241112601294639	-0.9241112600587502	-0.924111260223124	-0.9241112600791275	-0.924111260085251	Riboflavin	fe3-e0
Spermidine-e0##H+-e0##Turicimonas_muris_YL45	4.999999999981624	4.999999999981624	4.999999999981624	4.999999999981624	4.999999999981624	4.999999999981624	4.999999999981624	4.999999999981624	4.999999999981624	4.999999999981624	4.999999999981624	4.999999999981624	4.999999999981624	4.999999999981624	4.999999999981624	4.999999999981624	4.999999999981624	4.999999999981624	4.999999999981624	4.999999999981624	4.999999999981624	4.999999999984216	4.999999999984216	4.999999999984216	4.999999999984216	4.999999999984216	4.999999999984216	4.000000000001123	3.999999999992858	4.000000000002572	4.000000000003016	3.999999999978881	4.000000000034326	3.999999999978593	-9.50000000023844	4.000000000025697	-1.333333333224548	-1.3333333331949522	4.000000000045027	4.000000000024123	10.499999999934083	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Spermidine-e0	H+-e0
Folate##H+-e0##Turicimonas_muris_YL45	-20.499999999957076	-20.499999999957076	-20.499999999957076	-20.499999999957076	-20.499999999957076	-20.499999999957076	-20.499999999957076	-20.499999999957076	-20.499999999957076	-20.499999999957076	-20.499999999957076	-20.499999999957076	-20.499999999957076	-20.499999999957076	-20.499999999957076	-20.499999999957076	-20.499999999957076	-20.499999999957076	-20.499999999957076	-20.499999999957076	-20.499999999957076	-20.499999999985498	-20.499999999985498	-20.499999999985498	-20.499999999985498	-20.499999999985498	-20.499999999985498	3.000000000076641	3.0000000000366	2.9999999999563434	2.9999999999489804	3.0000000001388543	2.9999999998299387	3.0000000001336247	78.75000000149126	2.999999999871889	35.999999999496055	35.99999999929666	2.999999999753584	2.9999999999181455	-49.000000000136225	-48.9999999997247	-49.00000000004158	-118.99999999956664	17.000000000004384	17.000000000002732	-115.00000000004442	25.000000000023398	-122.99999999861	-251.00000000118655	-251.0000000033595	-81.66666666662003	-251.0000000009936	-251.00000000533444	Folate	H+-e0
Riboflavin##H+-e0##Turicimonas_muris_YL45	5559.150782363717	5559.150782363717	5559.150782363717	5559.150782363717	5559.150782363717	5559.150782363717	5559.150782363717	5559.150782363717	5559.150782363717	5559.150782363717	5559.150782363717	5559.150782363717	5559.150782363717	5559.150782363717	5559.150782363717	5559.150782363717	5559.150782363717	5559.150782363717	5559.150782363717	5559.150782363717	5559.150782363717	5559.150782370505	5559.150782370505	5559.150782370505	5559.150782370505	5559.150782370505	5559.150782370505	-1869.4643613913113	-1869.4643613755384	-1869.4643613538585	-1869.4643613517173	-1869.4643614064262	-1869.4643613207008	-1869.464361405193	-22464.808288416	-1993.2713594073757	-11301.780351780984	-11301.78035172389	-2069.2644894883924	-2069.264489533278	12322.426397667055	12322.426397558578	12322.426397627645	28131.092001205416	-61.11840821777352	-61.118408217458835	24705.97120340383	441.76270127651674	24203.090093669896	46835.85997926112	46835.85997964186	16760.225712930172	46828.46708912235	46828.46708991775	Riboflavin	H+-e0
Riboflavin##Uracil-e0##Turicimonas_muris_YL45	-39.6422308775792	-39.6422308775792	-39.6422308775792	-39.6422308775792	-39.6422308775792	-39.6422308775792	-39.6422308775792	-39.6422308775792	-39.6422308775792	-39.6422308775792	-39.6422308775792	-39.6422308775792	-39.6422308775792	-39.6422308775792	-39.6422308775792	-39.6422308775792	-39.6422308775792	-39.6422308775792	-39.6422308775792	-39.6422308775792	-39.6422308775792	-39.6422308776308	-39.6422308776308	-39.6422308776308	-39.6422308776308	-39.6422308776308	-39.6422308776308	-39.6422308781641	-39.64223087782343	-39.642230877335045	-39.64223087729276	-39.642230878515974	-39.642230876711984	-39.64223087848094	-39.64223087849981	-39.64223087700925	-39.642230877393004	-39.642230877199914	-39.64223087644687	-39.64223087723393	-39.642230877795214	-39.64223087743073	-39.64223087767573	-39.642230877531546	-39.64223087680056	-39.64223087709328	-39.642230877602664	-39.64223087755266	-39.64223087719443	-39.64223087789634	-39.642230878209425	-39.64223087758309	-39.64223087786859	-39.642230878547736	Riboflavin	Uracil-e0
Riboflavin##L-Methionine-e0##Turicimonas_muris_YL45	-18.982435295089385	-18.982435295089385	-18.982435295089385	-18.982435295089385	-18.982435295089385	-18.982435295089385	-18.982435295089385	-18.982435295089385	-18.982435295089385	-18.982435295089385	-18.982435295089385	-18.982435295089385	-18.982435295089385	-18.982435295089385	-18.982435295089385	-18.982435295089385	-18.982435295089385	-18.982435295089385	-18.982435295089385	-18.982435295089385	-18.982435295089385	-18.982435295167658	-18.982435295167658	-18.982435295167658	-18.982435295167658	-18.982435295167658	-18.982435295167658	-18.982435295484542	-18.98243529531126	-18.982435295061435	-18.982435295080744	-18.98243529539675	-18.98243529351776	-18.982435295423517	-18.98243529555662	-18.982435294698444	-18.98243529515577	-18.98243529495486	-18.982435294341048	-18.982435294779197	-18.982435295273927	-18.982435295086322	-18.98243529536566	-18.98243529542106	-18.982435294605693	-18.9824352947618	-18.98243529536044	-18.98243529505182	-18.98243529507446	-18.982435295431628	-18.982435295711223	-18.98243529520435	-18.982435295520784	-18.98243529576339	Riboflavin	L-Methionine-e0
