	0.0000-0.0000	0.0000-0.0007	0.0007-0.0009	0.0013-0.0017	0.0017-0.0069	0.0069-0.0111	0.0111-0.0111	0.0111-0.0185	0.0185-0.0232	0.0232-0.0242	0.0244-0.0246	0.0246-0.0415	0.0415-0.0416	0.0417-0.0562	0.0562-0.0562	0.0562-0.0563	0.0563-0.0564	0.0564-0.0564	0.0565-0.0907	0.0907-0.1180	0.1180-11.2878	11.2878-13.6805	13.6805-14.1362	14.1362-20.0000	Source	Target
Enterococcus_faecalis_KB1##Ca2+-e0##Microbe	-0.7060625360034076	-0.7060625360034076	-0.7060625361697453	-0.7060625358323463	-0.7060625358323463	-0.7060625346801273	-0.7060625346997942	-0.7060625345011989	-0.7060625345011989	-0.7060625345011989	-0.7060625345011989	-0.7060625345011989	-0.706062535265884	-0.7060625360707244	-0.7060625360560694	-0.706062536060367	-0.7060625360538123	-0.7060625360692088	-0.7060625360789217	-0.7060625360789217	-0.7060625360789217	-0.7060625360789217	-0.7060625318996417	-0.7060625318996417	Enterococcus_faecalis_KB1	Ca2+-e0
Enterococcus_faecalis_KB1##O2-e0##Microbe	-1.0000000000000002	-1.0000000000000002	-1.0000000000000007	-1.0	-1.0	-1.0000000000000013	-1.000000000000002	-0.9999999999999996	-0.9999999999999996	-0.9999999999999996	-0.9999999999999996	-0.9999999999999996	-1.0000000000000013	-0.9999999999999996	-0.9999999999999997	-1.000000000000001	-1.0000000000000002	-0.9999999999999988	300.89903976843834	300.89903976843834	300.89903976843834	300.89903976843834	300.89903784729637	300.89903784729637	Enterococcus_faecalis_KB1	O2-e0
Enterococcus_faecalis_KB1##PAN##Microbe	-1.0000000000449705	-1.0000000000449705	-1.0000000002780303	-0.9999999997988542	-0.9999999997988542	-0.9999999981544012	-0.9999999981808771	-0.9999999978981183	-0.9999999978981183	-0.9999999978981183	-0.9999999978981183	-0.9999999978981183	-0.9999999989944911	-1.0000000001119682	-1.0000000000961513	-1.0000000000988793	-1.0000000000935854	-1.0000000001101674	-1.0000000001218836	-1.0000000001218836	-1.0000000001218836	-1.0000000001218836	-0.999999994201566	-0.999999994201566	Enterococcus_faecalis_KB1	PAN
Enterococcus_faecalis_KB1##Fe2+-e0##Microbe	-2.4121250720503133	-2.4121250720503133	-2.412125072618974	-2.4121250714653044	-2.4121250714653044	-2.4121250675232764	-2.41212506759449	-2.41212506691207	-2.41212506691207	-2.41212506691207	-2.41212506691207	-2.41212506691207	-2.4121250695239738	-2.412125072278857	-2.4121250722281022	-2.412125072241649	-2.4121250722193053	-2.4121250722735437	-2.412125072305394	-2.412125072305394	-2.412125072305394	-2.412125072305394	-2.4121250580269598	-2.4121250580269598	Enterococcus_faecalis_KB1	Fe2+-e0
Enterococcus_faecalis_KB1##L-Methionine-e0##Microbe	-13.748894121977376	-13.748894121977376	-13.748894125449077	-13.748894118428044	-13.748894118428044	-13.748894094484946	-13.748894094890828	-13.748894090731254	-13.748894090731254	-13.748894090731254	-13.748894090731254	-13.748894090731254	-13.74889410672976	-13.74889412338727	-13.748894123081431	-13.748894123168663	-13.748894123030952	-13.748894123355926	-13.748894123560078	-13.748894123560078	-13.748894123560078	-13.748894123560078	-13.748894036373201	-13.748894036373201	Enterococcus_faecalis_KB1	L-Methionine-e0
Enterococcus_faecalis_KB1##K+-e0##Microbe	-0.7060625359888664	-0.7060625359888664	-0.7060625362180842	-0.7060625357628498	-0.7060625357628498	-0.7060625340840442	-0.7060625341108047	-0.7060625338094696	-0.7060625338094696	-0.7060625338094696	-0.7060625338094696	-0.7060625338094696	-0.7060625349831289	-0.7060625362625038	-0.7060625362205317	-0.7060625362405019	-0.7060625362220956	-0.7060625362667714	-0.7060625362762769	-0.7060625362762769	-0.7060625362762769	-0.7060625362762769	-0.7060625405377197	-0.7060625405377197	Enterococcus_faecalis_KB1	K+-e0
Muribaculum_intestinale_YL27##Sulfate-e0##Microbe	-0.9241112603231592	-0.924111260322839	-0.924111260322839	-0.9241112603231906	-0.9241112603237286	-0.9241112603237286	-0.9241112603237286	-0.9241112603237286	-0.9241112603200393	-0.9241112603202333	-0.9241112603200571	-0.9241112603201866	-0.9241112603201866	-0.9241112603201866	-0.9241112603201866	-0.9241112603201866	-0.9241112603201866	-0.9241112603201866	-0.9241112603201866	-0.005977078193579029	-0.9241112603270436	-0.9241112603271465	-0.9241112603271465	-0.9241112603246541	Muribaculum_intestinale_YL27	Sulfate-e0
Muribaculum_intestinale_YL27##Riboflavin##Microbe	-0.9999999999999998	-1.0000000000000004	-1.0000000000000004	-0.9999999999999996	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-0.9999999999999999	-1.0	-1.0000000000000007	-0.9999999999999997	-0.9999999999999997	-0.9999999999999997	-0.9999999999999997	-0.9999999999999997	-0.9999999999999997	-0.9999999999999997	-0.9999999999999997	-1.0000000000000009	-0.9999999999999579	-0.9999999999999213	-0.9999999999999213	-0.9999999999999797	Muribaculum_intestinale_YL27	Riboflavin
Muribaculum_intestinale_YL27##L-Arginine-e0##Microbe	-36.57235834212351	-36.57235834213837	-36.57235834213837	-36.572358342137	-36.57235834215226	-36.57235834215226	-36.57235834215226	-36.57235834215226	-36.57235834193881	-36.572358341990125	-36.57235834187396	-36.572358341923916	-36.572358341923916	-36.572358341923916	-36.572358341923916	-36.572358341923916	-36.572358341923916	-36.572358341923916	-36.572358341923916	-0.23654710738760903	-36.572358341923916	-36.57235834192094	-36.57235834192094	-36.57235834194856	Muribaculum_intestinale_YL27	L-Arginine-e0
Muribaculum_intestinale_YL27##L-Proline##Microbe	-26.584324739666485	-26.584324739677122	-26.584324739677122	-26.584324739677946	-26.58432473968986	-26.58432473968986	-26.58432473968986	-26.58432473968986	-26.58432473953873	-26.584324739576505	-26.58432473949153	-26.58432473952779	-26.58432473952779	-26.58432473952779	-26.58432473952779	-26.58432473952779	-26.58432473952779	-26.58432473952779	-26.58432473952779	-0.17194529978609377	-26.58432473953518	-26.58432473953296	-26.58432473953296	-26.5843247395474	Muribaculum_intestinale_YL27	L-Proline
Enterococcus_faecalis_KB1##L-Arginine-e0##Microbe	-20.72374738465832	-20.72374738465832	-20.723747390028862	-20.723747379186662	-20.723747379186662	-20.72374734236744	-20.723747342987625	-20.723747336578363	-20.723747336578363	-20.723747336578363	-20.723747336578363	-20.723747336578363	-20.723747361229805	-20.72374738681828	-20.723747386348965	-20.723747386482827	-20.723747386268883	-20.723747386768853	-20.723747387084025	-20.723747387084025	-20.723747387084025	-20.723747387084025	-20.72374725279432	-20.72374725279432	Enterococcus_faecalis_KB1	L-Arginine-e0
Muribaculum_intestinale_YL27##H+-e0##Microbe	1673.1991050312163	1847.712946506951	1847.712946506951	1847.7129465070286	1530.0397315371827	1530.0397315371827	1530.0397315371827	1530.0397315371827	-2236.6020482941526	-3147.1412448036	-1073.9364048807302	-2119.8436423345865	-2119.8436423345865	-2119.8436423345865	-2119.8436423345865	-2119.8436423345865	-2119.8436423345865	-2119.8436423345865	-2119.8436423345865	-0.7950631837126969	-686.1578030350344	-708.7679841025674	-708.7679841025674	57.764117257698715	Muribaculum_intestinale_YL27	H+-e0
Enterococcus_faecalis_KB1##L-Histidine-e0##Microbe	-9.204977705350693	-9.204977705350693	-9.204977707520024	-9.204977703120745	-9.204977703120745	-9.204977688087107	-9.20497768833878	-9.204977685752551	-9.204977685752551	-9.204977685752551	-9.204977685752551	-9.204977685752551	-9.204977695730648	-9.204977706224566	-9.204977706034239	-9.204977706089286	-9.204977706002339	-9.204977706204883	-9.20497770633231	-9.20497770633231	-9.20497770633231	-9.20497770633231	-9.204977651852108	-9.204977651852108	Enterococcus_faecalis_KB1	L-Histidine-e0
Enterococcus_faecalis_KB1##L-Cysteine-e0##Microbe	-6.397459505273416	-6.397459505273416	-6.397459507025509	-6.3974595034801585	-6.3974595034801585	-6.397459491466625	-6.397459491674702	-6.397459489573226	-6.397459489573226	-6.397459489573226	-6.397459489573226	-6.397459489573226	-6.397459497576116	-6.397459505916172	-6.397459505771647	-6.397459505810307	-6.397459505746411	-6.397459505899914	-6.397459506001687	-6.397459506001687	-6.397459506001687	-6.397459506001687	-6.397459462371292	-6.397459462371292	Enterococcus_faecalis_KB1	L-Cysteine-e0
Enterococcus_faecalis_KB1##Spermidine-e0##Microbe	-0.9999999999999987	-0.9999999999999987	-1.0000000000000016	-0.9999999999999999	-0.9999999999999999	-0.9999999999999996	-1.0000000000000002	-1.0000000000000009	-1.0000000000000009	-1.0000000000000009	-1.0000000000000009	-1.0000000000000009	-1.0000000000000009	-0.9999999999999997	-0.9999999999999989	-0.9999999999999983	-0.9999999999999991	-1.0000000000000002	-1.0000000000000009	-1.0000000000000009	-1.0000000000000009	-1.0000000000000009	-1.000000000000001	-1.000000000000001	Enterococcus_faecalis_KB1	Spermidine-e0
Enterococcus_faecalis_KB1##H+-e0##Microbe	1064.203108129491	1064.203108129491	868.2914246486253	868.2914242199197	868.2914242199197	-173.7017311396806	-1093.752173690142	-480.8852118415806	-480.8852118415806	-480.8852118415806	-480.8852118415806	-480.8852118415806	931.8775743089132	-429.28832704627024	-187.30005669466377	-426.7650136042995	-261.4893342726431	-424.88303584832244	-424.8830358542567	-424.8830358542567	-424.8830358542567	-424.8830358542567	-424.8830332010351	-424.8830332010351	Enterococcus_faecalis_KB1	H+-e0
Enterococcus_faecalis_KB1##L-Leucine-e0##Microbe	-47.22328715718031	-47.22328715718031	-47.22328716842407	-47.22328714560746	-47.22328714560746	-47.22328706772837	-47.22328706903069	-47.22328705563463	-47.22328705563463	-47.22328705563463	-47.22328705563463	-47.22328705563463	-47.22328710732001	-47.223287161607594	-47.22328716063573	-47.22328716091861	-47.22328716047788	-47.223287161507976	-47.22328716215376	-47.22328716215376	-47.22328716215376	-47.22328716215376	-47.22328690601944	-47.22328690601944	Enterococcus_faecalis_KB1	L-Leucine-e0
Muribaculum_intestinale_YL27##Ca2+-e0##Microbe	-0.9241112603256154	-0.9241112603260722	-0.9241112603260722	-0.9241112603264712	-0.924111260326537	-0.924111260326537	-0.924111260326537	-0.924111260326537	-0.9241112603199619	-0.9241112603213454	-0.9241112603181346	-0.9241112603197182	-0.9241112603197182	-0.9241112603197182	-0.9241112603197182	-0.9241112603197182	-0.9241112603197182	-0.9241112603197182	-0.9241112603197182	-0.005977078193576502	-0.9241112603197412	-0.9241112603196598	-0.9241112603196598	-0.9241112603208057	Muribaculum_intestinale_YL27	Ca2+-e0
Muribaculum_intestinale_YL27##O2-e0##Microbe	-1.000000000000001	-1.0000000000000013	-1.0000000000000013	-1.0000000000000009	-0.9999999999999993	-0.9999999999999993	-0.9999999999999993	-0.9999999999999993	-0.9999999999999997	-1.0000000000000016	-1.0000000000000009	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000002	-1.0000000000000009	1432.6858392997015	1460.948565634104	1460.948565634104	502.7834389348227	Muribaculum_intestinale_YL27	O2-e0
Muribaculum_intestinale_YL27##Galactose-e0##Microbe	-6.992697026146778	-6.992697026155155	-6.992697026155155	-6.992697026154773	-6.992697026150377	-6.992697026150377	-6.992697026150377	-6.992697026150377	-6.992697026060369	-6.992697026067678	-6.992697026033822	-6.992697026053094	-6.992697026053094	-6.992697026053094	-6.992697026053094	-6.992697026053094	-6.992697026053094	-6.992697026053094	-6.992697026053094	-0.04522820866225266	-6.992697025967185	-6.992697025969213	-6.992697025969213	-6.992697026032561	Muribaculum_intestinale_YL27	Galactose-e0
Muribaculum_intestinale_YL27##L-Tyrosine##Microbe	-17.08355495665558	-17.08355495666404	-17.08355495666404	-17.083554956663246	-17.083554956670916	-17.083554956670916	-17.083554956670916	-17.083554956670916	-17.083554956546383	-17.083554956572176	-17.083554956509925	-17.083554956538418	-17.083554956538418	-17.083554956538418	-17.083554956538418	-17.083554956538418	-17.083554956538418	-17.083554956538418	-17.083554956538418	-0.11049507584632846	-17.083554956513147	-17.083554956511147	-17.083554956511147	-17.083554956541708	Muribaculum_intestinale_YL27	L-Tyrosine
Muribaculum_intestinale_YL27##PAN##Microbe	-0.9999999999999836	-0.9999999999997061	-0.9999999999997061	-1.000000000000084	-1.000000000000133	-1.000000000000133	-1.000000000000133	-1.000000000000133	-1.000000000000022	-1.0000000000000318	-0.9999999999999677	-0.9999999999998986	-0.9999999999998986	-0.9999999999998986	-0.9999999999998986	-0.9999999999998986	-0.9999999999998986	-0.9999999999998986	-0.9999999999998986	-0.006467920531018349	-1.0000000000047073	-1.0000000000047364	-1.0000000000047364	-1.000000000005338	Muribaculum_intestinale_YL27	PAN
Muribaculum_intestinale_YL27##Fe2+-e0##Microbe	-1.9241112603285004	-1.924111260328974	-1.924111260328974	-1.924111260331988	-1.9241112603357684	-1.9241112603357684	-1.9241112603357684	-1.9241112603357684	-1.9241112603370365	-1.9241112603408317	-1.9241112603289512	-1.9241112603366977	-1.9241112603366977	-1.9241112603366977	-1.9241112603366977	-1.9241112603366977	-1.9241112603366977	-1.9241112603366977	-1.9241112603366977	-0.012444998724612086	-1.9241112603391508	-1.924111260337633	-1.924111260337633	-1.9241112603354757	Muribaculum_intestinale_YL27	Fe2+-e0
Enterococcus_faecalis_KB1##H2O-e0##Microbe	-195.91168369709823	-195.91168369709823	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1341.313385736538	1099.325115366444	620.3952015572272	620.395201551304	1273.970007844832	621.3952015739119	621.3952015739119	621.3952015739119	621.3952015739119	621.3951979149767	621.3951979149767	Enterococcus_faecalis_KB1	H2O-e0
Muribaculum_intestinale_YL27##L-Lysine-e0##Microbe	-41.268999357765196	-41.26899935778093	-41.26899935778093	-41.26899935778505	-41.268999357806045	-41.268999357806045	-41.268999357806045	-41.268999357806045	-41.268999357581166	-41.268999357640936	-41.26899935750645	-41.268999357564965	-41.268999357564965	-41.268999357564965	-41.268999357564965	-41.268999357564965	-41.268999357564965	-41.268999357564965	-41.268999357564965	-0.2669246082393792	-41.26899935757704	-41.26899935757212	-41.26899935757212	-41.268999357595895	Muribaculum_intestinale_YL27	L-Lysine-e0
Muribaculum_intestinale_YL27##Zn2+-e0##Microbe	-0.9241112603244502	-0.9241112603251546	-0.9241112603251546	-0.9241112603247734	-0.9241112603250036	-0.9241112603250036	-0.9241112603250036	-0.9241112603250036	-0.9241112603200318	-0.9241112603217749	-0.9241112603177353	-0.9241112603196731	-0.9241112603196731	-0.9241112603196731	-0.9241112603196731	-0.9241112603196731	-0.9241112603196731	-0.9241112603196731	-0.9241112603196731	-0.00597707819357046	-0.9241112603184772	-0.9241112603180656	-0.9241112603180656	-0.9241112603195801	Muribaculum_intestinale_YL27	Zn2+-e0
Enterococcus_faecalis_KB1##L-Lysine-e0##Microbe	-36.359661936130586	-36.359661936130586	-36.35966194470669	-36.35966192731428	-36.35966192731428	-36.35966186789329	-36.359661868886775	-36.35966185866634	-36.35966185866634	-36.35966185866634	-36.35966185866634	-36.35966185866634	-36.359661898104015	-36.359661939574494	-36.35966193882288	-36.3596619390406	-36.35966193869873	-36.359661939496036	-36.35966193999837	-36.35966193999837	-36.35966193999837	-36.35966193999837	-36.35966173195552	-36.35966173195552	Enterococcus_faecalis_KB1	L-Lysine-e0
Enterococcus_faecalis_KB1##Niacin##Microbe	-1.0000000000553193	-1.0000000000553193	-1.0000000003377731	-0.9999999997479856	-0.9999999997479856	-0.9999999979112877	-0.9999999979503833	-0.9999999976351904	-0.9999999976351904	-0.9999999976351904	-0.9999999976351904	-0.9999999976351904	-0.9999999988106576	-1.000000000060847	-1.0000000000594502	-1.0000000000528428	-1.0000000000385538	-1.0000000000523046	-1.0000000000782316	-1.0000000000782316	-1.0000000000782316	-1.0000000000782316	-0.9999999782457533	-0.9999999782457533	Enterococcus_faecalis_KB1	Niacin
Muribaculum_intestinale_YL27##Asparagine##Microbe	-28.989573168496346	-28.989573168503057	-28.989573168503057	-28.989573168508187	-28.989573168528807	-28.989573168528807	-28.989573168528807	-28.989573168528807	-28.989573168397854	-28.98957316844182	-28.989573168353203	-28.989573168388418	-28.989573168388418	-28.989573168388418	-28.989573168388418	-28.989573168388418	-28.989573168388418	-28.989573168388418	-28.989573168388418	-0.1875022554811392	-28.989573168446338	-28.98957316844155	-28.98957316844155	-28.98957316842492	Muribaculum_intestinale_YL27	Asparagine
Enterococcus_faecalis_KB1##Zn2+-e0##Microbe	-0.7060625360013801	-0.7060625360013801	-0.7060625361681881	-0.7060625358309085	-0.7060625358309085	-0.7060625346790217	-0.7060625346981452	-0.7060625344998841	-0.7060625344998841	-0.7060625344998841	-0.7060625344998841	-0.7060625344998841	-0.7060625352655012	-0.7060625360710456	-0.7060625360560433	-0.7060625360603271	-0.7060625360536918	-0.7060625360694396	-0.7060625360789117	-0.7060625360789117	-0.7060625360789117	-0.7060625360789117	-0.7060625318999351	-0.7060625318999351	Enterococcus_faecalis_KB1	Zn2+-e0
Enterococcus_faecalis_KB1##Putrescine-e0##Microbe	-1.0000000000000002	-1.0000000000000002	-0.9999999999999993	-1.0000000000000018	-1.0000000000000018	-1.0000000000000004	-1.0000000000000002	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-0.9999999999999994	-1.0000000000000002	-0.9999999999999992	-0.9999999999999997	-1.0000000000000002	-1.0000000000000004	-1.0	-1.0	-1.0	-1.0	-0.9999999999999991	-0.9999999999999991	Enterococcus_faecalis_KB1	Putrescine-e0
Muribaculum_intestinale_YL27##L-Cysteine-e0##Microbe	-13.013505963566706	-13.013505963551726	-13.013505963551726	-13.01350596356736	-13.013505963605345	-13.013505963605345	-13.013505963605345	-13.013505963605345	-13.013505963749166	-13.013505963778739	-13.01350596375517	-13.013505963755602	-13.013505963755602	-13.013505963755602	-13.013505963755602	-13.013505963755602	-13.013505963755602	-13.013505963755602	-13.013505963755602	-0.08417032240233313	-13.013505964019082	-13.013505964014202	-13.013505964014202	-13.013505963822928	Muribaculum_intestinale_YL27	L-Cysteine-e0
Muribaculum_intestinale_YL27##L-Histidine-e0##Microbe	-11.393282031287972	-11.393282031294557	-11.393282031294557	-11.393282031292877	-11.393282031295941	-11.393282031295941	-11.393282031295941	-11.393282031295941	-11.393282031214524	-11.393282031228965	-11.393282031190795	-11.393282031207962	-11.393282031207962	-11.393282031207962	-11.393282031207962	-11.393282031207962	-11.393282031207962	-11.393282031207962	-11.393282031207962	-0.07369084276542731	-11.393282031191314	-11.393282031190457	-11.393282031190457	-11.393282031209965	Muribaculum_intestinale_YL27	L-Histidine-e0
Muribaculum_intestinale_YL27##L-Phenylalanine##Microbe	-22.280195972291114	-22.280195972299605	-22.280195972299605	-22.280195972301012	-22.280195972310697	-22.280195972310697	-22.280195972310697	-22.280195972310697	-22.28019597218825	-22.280195972219456	-22.280195972149397	-22.280195972179698	-22.280195972179698	-22.280195972179698	-22.280195972179698	-22.280195972179698	-22.280195972179698	-22.280195972179698	-22.280195972179698	-0.14410653696358958	-22.280195972191464	-22.28019597218978	-22.28019597218978	-22.280195972197788	Muribaculum_intestinale_YL27	L-Phenylalanine
Muribaculum_intestinale_YL27##Sucrose##Microbe	-0.9999999999999996	-1.0000000000000002	-1.0000000000000002	-0.9999999999999991	-1.0	-1.0	-1.0	-1.0	-1.0	-0.9999999999999996	-0.9999999999999993	-0.9999999999999989	-0.9999999999999989	-0.9999999999999989	-0.9999999999999989	-0.9999999999999989	-0.9999999999999989	-0.9999999999999989	-0.9999999999999989	-0.9999999999999986	-0.9999999999999993	-1.0	-1.0	-0.9999999999999982	Muribaculum_intestinale_YL27	Sucrose
Enterococcus_faecalis_KB1##L-Valine-e0##Microbe	-34.56469128357124	-34.56469128357124	-34.564691291659386	-34.5646912752652	-34.5646912752652	-34.564691219148706	-34.56469122008868	-34.56469121042716	-34.56469121042716	-34.56469121042716	-34.56469121042716	-34.56469121042716	-34.564691247703024	-34.564691286919924	-34.56469128619836	-34.56469128640936	-34.564691286080176	-34.5646912868501	-34.56469128732712	-34.56469128732712	-34.56469128732712	-34.56469128732712	-34.56469107034079	-34.56469107034079	Enterococcus_faecalis_KB1	L-Valine-e0
Muribaculum_intestinale_YL27##Folate##Microbe	-0.9999999999999996	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-1.000000000000001	-0.9999999999999999	-1.0000000000000007	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-0.9999999999999993	-0.9999999999999997	-1.0000000000000004	-1.0000000000000004	-1.0000000000000007	Muribaculum_intestinale_YL27	Folate
Enterococcus_faecalis_KB1##L-Glutamate-e0##Microbe	-19.852516679137555	-19.852516679137555	-19.852516683006375	-19.852516675259007	-19.852516675259007	-19.852516649462927	-19.852516649896298	-19.85251664543367	-19.85251664543367	-19.85251664543367	-19.85251664543367	-19.85251664543367	-19.852516662489283	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Enterococcus_faecalis_KB1	L-Glutamate-e0
Muribaculum_intestinale_YL27##L-Serine##Microbe	-41.36883445550367	-41.36883445554414	-41.36883445554414	-41.3688344555381	-41.36883445553105	-41.36883445553105	-41.36883445553105	-41.36883445553105	-41.36883445508697	565.6572965490506	-119.41828639755727	-119.41828639772015	-119.41828639772015	-119.41828639772015	-119.41828639772015	-119.41828639772015	-119.41828639772015	-119.41828639772015	-119.41828639772015	-0.7723879863710923	-119.41828639777503	-119.41828639776644	-119.41828639776644	-119.41828639779976	Muribaculum_intestinale_YL27	L-Serine
