	0.17335	0.34975	0.39155	0.4328	0.4333	0.4339	0.43495	0.8229	1.6052	Source	Target
GTP##bc1003##Metabolite	1.71256798	0.25796571	0.14603086	0.10966303	0.10966303	0.10966303	0.10966303	6.69e-06	0.0	GTP	bc1003
bc1003##Glycerol##Microbe	-0.7878262	-0.118671	-0.06717803	-0.05044787	-0.05044787	-0.05044787	-0.05044787	-3.08e-06	0.0	bc1003	Glycerol
Glycerol##bc1003##Metabolite	0.7878262	0.118671	0.06717803	0.05044787	0.05044787	0.05044787	0.05044787	3.08e-06	0.0	Glycerol	bc1003
bc1003##Glycine##Microbe	-6.34214324	-0.95532296	-0.54079526	-0.40611446	-0.40611446	-0.40611446	-0.40611446	-2.478e-05	0.0	bc1003	Glycine
Glycine##bc1003##Metabolite	6.34214324	0.95532296	0.54079526	0.40611446	0.40611446	0.40611446	0.40611446	2.478e-05	0.0	Glycine	bc1003
bc1003##H+##Microbe	64.45568018	9.70901932	5.49614304	4.12737192	4.12737192	4.12737192	4.12737192	0.00025183	0.0	bc1003	H+
bc1003##H2O##Microbe	166.82067487	25.12835411	14.22481757	10.68223881	10.68223881	10.68223881	10.68223881	0.00065177	1e-08	bc1003	H2O
bc1003##Heme##Microbe	-0.03549111	-0.00534606	-0.00302633	-0.00227265	-0.00227265	-0.00227265	-0.00227265	-1.4e-07	0.0	bc1003	Heme
Heme##bc1003##Metabolite	0.03549111	0.00534606	0.00302633	0.00227265	0.00227265	0.00227265	0.00227265	1.4e-07	0.0	Heme	bc1003
bc1003##K+##Microbe	-0.03549111	-0.00534606	-0.00302633	-0.00227265	-0.00227265	-0.00227265	-0.00227265	-1.4e-07	0.0	bc1003	K+
K+##bc1003##Metabolite	0.03549111	0.00534606	0.00302633	0.00227265	0.00227265	0.00227265	0.00227265	1.4e-07	0.0	K+	bc1003
bc1003##L-Alanine##Microbe	-5.72865576	-0.86291277	-0.48848312	-0.36683024	-0.36683024	-0.36683024	-0.36683024	-2.238e-05	0.0	bc1003	L-Alanine
L-Alanine##bc1003##Metabolite	5.72865576	0.86291277	0.48848312	0.36683024	0.36683024	0.36683024	0.36683024	2.238e-05	0.0	L-Alanine	bc1003
bc1003##L-Arginine##Microbe	-3.12011666	-0.46998609	-0.2660527	-0.19979437	-0.19979437	-0.19979437	-0.19979437	-1.219e-05	0.0	bc1003	L-Arginine
L-Arginine##bc1003##Metabolite	3.12011666	0.46998609	0.2660527	0.19979437	0.19979437	0.19979437	0.19979437	1.219e-05	0.0	L-Arginine	bc1003
bc1003##L-Asparagine##Microbe	-2.54002277	-0.382606	-0.21658803	-0.16264848	-0.16264848	-0.16264848	-0.16264848	-9.92e-06	0.0	bc1003	L-Asparagine
L-Asparagine##bc1003##Metabolite	2.54002277	0.382606	0.21658803	0.16264848	0.16264848	0.16264848	0.16264848	9.92e-06	0.0	L-Asparagine	bc1003
bc1003##L-Aspartate##Microbe	-2.54002277	-0.382606	-0.21658803	-0.16264848	-0.16264848	-0.16264848	-0.16264848	-9.92e-06	0.0	bc1003	L-Aspartate
L-Aspartate##bc1003##Metabolite	2.54002277	0.382606	0.21658803	0.16264848	0.16264848	0.16264848	0.16264848	9.92e-06	0.0	L-Aspartate	bc1003
bc1003##L-Cysteine##Microbe	-0.9630685	-0.14506791	-0.08212096	-0.06166938	-0.06166938	-0.06166938	-0.06166938	-3.76e-06	0.0	bc1003	L-Cysteine
L-Cysteine##bc1003##Metabolite	0.9630685	0.14506791	0.08212096	0.06166938	0.06166938	0.06166938	0.06166938	3.76e-06	0.0	L-Cysteine	bc1003
bc1003##L-Glutamate##Microbe	-3.22922179	-0.4864207	-0.2753561	-0.20678083	-0.20678083	-0.20678083	-0.20678083	-1.262e-05	0.0	bc1003	L-Glutamate
L-Glutamate##bc1003##Metabolite	3.22922179	0.4864207	0.2753561	0.20678083	0.20678083	0.20678083	0.20678083	1.262e-05	0.0	L-Glutamate	bc1003
bc1003##L-Glutamine##Microbe	-2.69995171	-0.40669625	-0.23022518	-0.17288942	-0.17288942	-0.17288942	-0.17288942	-1.055e-05	0.0	bc1003	L-Glutamine
L-Glutamine##bc1003##Metabolite	2.69995171	0.40669625	0.23022518	0.17288942	0.17288942	0.17288942	0.17288942	1.055e-05	0.0	L-Glutamine	bc1003
bc1003##L-Histidine##Microbe	-1.00249236	-0.15100636	-0.08548264	-0.06419386	-0.06419386	-0.06419386	-0.06419386	-3.92e-06	0.0	bc1003	L-Histidine
L-Histidine##bc1003##Metabolite	1.00249236	0.15100636	0.08548264	0.06419386	0.06419386	0.06419386	0.06419386	3.92e-06	0.0	L-Histidine	bc1003
bc1003##L-Isoleucine##Microbe	-3.05816489	-0.46065423	-0.26077006	-0.19582733	-0.19582733	-0.19582733	-0.19582733	-1.195e-05	0.0	bc1003	L-Isoleucine
L-Isoleucine##bc1003##Metabolite	3.05816489	0.46065423	0.26077006	0.19582733	0.19582733	0.19582733	0.19582733	1.195e-05	0.0	L-Isoleucine	bc1003
bc1003##L-Leucine##Microbe	-4.74775875	-0.71515934	-0.40484192	-0.30401923	-0.30401923	-0.30401923	-0.30401923	-1.855e-05	0.0	bc1003	L-Leucine
L-Leucine##bc1003##Metabolite	4.74775875	0.71515934	0.40484192	0.30401923	0.30401923	0.30401923	0.30401923	1.855e-05	0.0	L-Leucine	bc1003
bc1003##L-Lysine##Microbe	-3.61009888	-0.54379257	-0.30783353	-0.23117002	-0.23117002	-0.23117002	-0.23117002	-1.41e-05	0.0	bc1003	L-Lysine
L-Lysine##bc1003##Metabolite	3.61009888	0.54379257	0.30783353	0.23117002	0.23117002	0.23117002	0.23117002	1.41e-05	0.0	L-Lysine	bc1003
bc1003##L-Methionine##Microbe	-1.54539591	-0.23278443	-0.13177608	-0.09895829	-0.09895829	-0.09895829	-0.09895829	-6.04e-06	0.0	bc1003	L-Methionine
L-Methionine##bc1003##Metabolite	1.54539591	0.23278443	0.13177608	0.09895829	0.09895829	0.09895829	0.09895829	6.04e-06	0.0	L-Methionine	bc1003
bc1003##L-Phenylalanine##Microbe	-1.9542969	-0.29437757	-0.16664311	-0.12514196	-0.12514196	-0.12514196	-0.12514196	-7.64e-06	0.0	bc1003	L-Phenylalanine
L-Phenylalanine##bc1003##Metabolite	1.9542969	0.29437757	0.16664311	0.12514196	0.12514196	0.12514196	0.12514196	7.64e-06	0.0	L-Phenylalanine	bc1003
bc1003##L-Proline##Microbe	-2.33163953	-0.35121704	-0.19881916	-0.14930482	-0.14930482	-0.14930482	-0.14930482	-9.11e-06	0.0	bc1003	L-Proline
L-Proline##bc1003##Metabolite	2.33163953	0.35121704	0.19881916	0.14930482	0.14930482	0.14930482	0.14930482	9.11e-06	0.0	L-Proline	bc1003
bc1003##L-Serine##Microbe	-2.69909196	-0.40656674	-0.23015187	-0.17283436	-0.17283436	-0.17283436	-0.17283436	-1.055e-05	0.0	bc1003	L-Serine
L-Serine##bc1003##Metabolite	2.69909196	0.40656674	0.23015187	0.17283436	0.17283436	0.17283436	0.17283436	1.055e-05	0.0	L-Serine	bc1003
bc1003##L-Threonine##Microbe	-2.6695583	-0.40211806	-0.22763353	-0.1709432	-0.1709432	-0.1709432	-0.1709432	-1.043e-05	0.0	bc1003	L-Threonine
L-Threonine##bc1003##Metabolite	2.6695583	0.40211806	0.22763353	0.1709432	0.1709432	0.1709432	0.1709432	1.043e-05	0.0	L-Threonine	bc1003
bc1003##L-Tryptophan##Microbe	-0.59698983	-0.08992514	-0.05090539	-0.0382278	-0.0382278	-0.0382278	-0.0382278	-2.33e-06	0.0	bc1003	L-Tryptophan
L-Tryptophan##bc1003##Metabolite	0.59698983	0.08992514	0.05090539	0.0382278	0.0382278	0.0382278	0.0382278	2.33e-06	0.0	L-Tryptophan	bc1003
bc1003##L-Tyrosine##Microbe	-1.52626646	-0.22990294	-0.13014491	-0.09773335	-0.09773335	-0.09773335	-0.09773335	-5.96e-06	0.0	bc1003	L-Tyrosine
L-Tyrosine##bc1003##Metabolite	1.52626646	0.22990294	0.13014491	0.09773335	0.09773335	0.09773335	0.09773335	5.96e-06	0.0	L-Tyrosine	bc1003
bc1003##L-Valine##Microbe	-4.45489582	-0.67104512	-0.37986946	-0.28526597	-0.28526597	-0.28526597	-0.28526597	-1.741e-05	0.0	bc1003	L-Valine
L-Valine##bc1003##Metabolite	4.45489582	0.67104512	0.37986946	0.28526597	0.28526597	0.28526597	0.28526597	1.741e-05	0.0	L-Valine	bc1003
bc1003##Mg##Microbe	-0.03549111	-0.00534606	-0.00302633	-0.00227265	-0.00227265	-0.00227265	-0.00227265	-1.4e-07	0.0	bc1003	Mg
Mg##bc1003##Metabolite	0.03549111	0.00534606	0.00302633	0.00227265	0.00227265	0.00227265	0.00227265	1.4e-07	0.0	Mg	bc1003
bc1003##Mn2+##Microbe	-0.03549111	-0.00534606	-0.00302633	-0.00227265	-0.00227265	-0.00227265	-0.00227265	-1.4e-07	0.0	bc1003	Mn2+
Mn2+##bc1003##Metabolite	0.03549111	0.00534606	0.00302633	0.00227265	0.00227265	0.00227265	0.00227265	1.4e-07	0.0	Mn2+	bc1003
bc1003##Myristic acid##Microbe	-1.5816171	-0.23824046	-0.13486467	-0.10127768	-0.10127768	-0.10127768	-0.10127768	-6.18e-06	0.0	bc1003	Myristic acid
Myristic acid##bc1003##Metabolite	1.5816171	0.23824046	0.13486467	0.10127768	0.10127768	0.10127768	0.10127768	6.18e-06	0.0	Myristic acid	bc1003
bc1003##N-Acetyl-D-glucosamine##Microbe	-1.11149887	-0.16742611	-0.09477763	-0.07117401	-0.07117401	-0.07117401	-0.07117401	-4.34e-06	0.0	bc1003	N-Acetyl-D-glucosamine
N-Acetyl-D-glucosamine##bc1003##Metabolite	1.11149887	0.16742611	0.09477763	0.07117401	0.07117401	0.07117401	0.07117401	4.34e-06	0.0	N-Acetyl-D-glucosamine	bc1003
bc1003##NADP##Microbe	-0.07098222	-0.01069212	-0.00605266	-0.00454529	-0.00454529	-0.00454529	-0.00454529	-2.8e-07	0.0	bc1003	NADP
NADP##bc1003##Metabolite	0.07098222	0.01069212	0.00605266	0.00454529	0.00454529	0.00454529	0.00454529	2.8e-07	0.0	NADP	bc1003
bc1003##Niacin##Microbe	0.03549111	0.00534606	0.00302633	0.00227265	0.00227265	0.00227265	0.00227265	1.4e-07	0.0	bc1003	Niacin
bc1003##Nicotinamide ribonucleotide##Microbe	-0.03549111	-0.00534606	-0.00302633	-0.00227265	-0.00227265	-0.00227265	-0.00227265	-1.4e-07	0.0	bc1003	Nicotinamide ribonucleotide
Nicotinamide ribonucleotide##bc1003##Metabolite	0.03549111	0.00534606	0.00302633	0.00227265	0.00227265	0.00227265	0.00227265	1.4e-07	0.0	Nicotinamide ribonucleotide	bc1003
bc1003##Nitrite##Microbe	-0.01183037	-0.00178202	-0.00100878	-0.00075755	-0.00075755	-0.00075755	-0.00075755	-5e-08	0.0	bc1003	Nitrite
Nitrite##bc1003##Metabolite	0.01183037	0.00178202	0.00100878	0.00075755	0.00075755	0.00075755	0.00075755	5e-08	0.0	Nitrite	bc1003
bc1003##O2##Microbe	-82.67668179	-12.45366582	-7.04984988	-5.29414031	-5.29414031	-5.29414031	-5.29414031	-0.00032302	0.0	bc1003	O2
O2##bc1003##Metabolite	82.67668179	12.45366582	7.04984988	5.29414031	5.29414031	5.29414031	5.29414031	0.00032302	0.0	O2	bc1003
bc1003##Oxidized glutathione##Microbe	-0.01774555	-0.00267303	-0.00151317	-0.00113632	-0.00113632	-0.00113632	-0.00113632	-7e-08	0.0	bc1003	Oxidized glutathione
Oxidized glutathione##bc1003##Metabolite	0.01774555	0.00267303	0.00151317	0.00113632	0.00113632	0.00113632	0.00113632	7e-08	0.0	Oxidized glutathione	bc1003
bc1003##PPi##Microbe	0.23344148	0.03516351	0.01990558	0.01494825	0.01494825	0.01494825	0.01494825	9.1e-07	0.0	bc1003	PPi
bc1003##Putrescine##Microbe	-0.03549111	-0.00534606	-0.00302633	-0.00227265	-0.00227265	-0.00227265	-0.00227265	-1.4e-07	0.0	bc1003	Putrescine
Putrescine##bc1003##Metabolite	0.03549111	0.00534606	0.00302633	0.00227265	0.00227265	0.00227265	0.00227265	1.4e-07	0.0	Putrescine	bc1003
bc1003##Pyridoxal##Microbe	-0.03549111	-0.00534606	-0.00302633	-0.00227265	-0.00227265	-0.00227265	-0.00227265	-1.4e-07	0.0	bc1003	Pyridoxal
Pyridoxal##bc1003##Metabolite	0.03549111	0.00534606	0.00302633	0.00227265	0.00227265	0.00227265	0.00227265	1.4e-07	0.0	Pyridoxal	bc1003
bc1003##Riboflavin##Microbe	-0.10647333	-0.01603818	-0.00907899	-0.00681794	-0.00681794	-0.00681794	-0.00681794	-4.2e-07	0.0	bc1003	Riboflavin
Riboflavin##bc1003##Metabolite	0.10647333	0.01603818	0.00907899	0.00681794	0.00681794	0.00681794	0.00681794	4.2e-07	0.0	Riboflavin	bc1003
bc1003##S-Adenosyl-L-methionine##Microbe	-0.10647333	-0.01603818	-0.00907899	-0.00681794	-0.00681794	-0.00681794	-0.00681794	-4.2e-07	0.0	bc1003	S-Adenosyl-L-methionine
S-Adenosyl-L-methionine##bc1003##Metabolite	0.10647333	0.01603818	0.00907899	0.00681794	0.00681794	0.00681794	0.00681794	4.2e-07	0.0	S-Adenosyl-L-methionine	bc1003
bc1003##Spermidine##Microbe	-0.03549111	-0.00534606	-0.00302633	-0.00227265	-0.00227265	-0.00227265	-0.00227265	-1.4e-07	0.0	bc1003	Spermidine
Spermidine##bc1003##Metabolite	0.03549111	0.00534606	0.00302633	0.00227265	0.00227265	0.00227265	0.00227265	1.4e-07	0.0	Spermidine	bc1003
bc1003##Sulfate##Microbe	-0.03549111	-0.00534606	-0.00302633	-0.00227265	-0.00227265	-0.00227265	-0.00227265	-1.4e-07	0.0	bc1003	Sulfate
Sulfate##bc1003##Metabolite	0.03549111	0.00534606	0.00302633	0.00227265	0.00227265	0.00227265	0.00227265	1.4e-07	0.0	Sulfate	bc1003
bc1003##TRHL##Microbe	-0.74913716	-0.11284323	-0.06387901	-0.04797044	-0.04797044	-0.04797044	-0.04797044	-2.93e-06	0.0	bc1003	TRHL
TRHL##bc1003##Metabolite	0.74913716	0.11284323	0.06387901	0.04797044	0.04797044	0.04797044	0.04797044	2.93e-06	0.0	TRHL	bc1003
bc1003##TTP##Microbe	-0.143192	-0.02156914	-0.01221	-0.00916919	-0.00916919	-0.00916919	-0.00916919	-5.6e-07	0.0	bc1003	TTP
TTP##bc1003##Metabolite	0.143192	0.02156914	0.01221	0.00916919	0.00916919	0.00916919	0.00916919	5.6e-07	0.0	TTP	bc1003
bc1003##Thiamin##Microbe	-0.03549111	-0.00534606	-0.00302633	-0.00227265	-0.00227265	-0.00227265	-0.00227265	-1.4e-07	0.0	bc1003	Thiamin
Thiamin##bc1003##Metabolite	0.03549111	0.00534606	0.00302633	0.00227265	0.00227265	0.00227265	0.00227265	1.4e-07	0.0	Thiamin	bc1003
bc1003##UMP##Microbe	-1.18429448	-0.17839138	-0.10098492	-0.07583542	-0.07583542	-0.07583542	-0.07583542	-4.63e-06	0.0	bc1003	UMP
UMP##bc1003##Metabolite	1.18429448	0.17839138	0.10098492	0.07583542	0.07583542	0.07583542	0.07583542	4.63e-06	0.0	UMP	bc1003
bc1003##Zn2+##Microbe	-0.03549111	-0.00534606	-0.00302633	-0.00227265	-0.00227265	-0.00227265	-0.00227265	-1.4e-07	0.0	bc1003	Zn2+
Zn2+##bc1003##Metabolite	0.03549111	0.00534606	0.00302633	0.00227265	0.00227265	0.00227265	0.00227265	1.4e-07	0.0	Zn2+	bc1003
bc1003##dATP##Microbe	-0.143192	-0.02156914	-0.01221	-0.00916919	-0.00916919	-0.00916919	-0.00916919	-5.6e-07	0.0	bc1003	dATP
dATP##bc1003##Metabolite	0.143192	0.02156914	0.01221	0.00916919	0.00916919	0.00916919	0.00916919	5.6e-07	0.0	dATP	bc1003
bc1003##dGTP##Microbe	-0.22650081	-0.03411803	-0.01931375	-0.01450381	-0.01450381	-0.01450381	-0.01450381	-8.8e-07	0.0	bc1003	dGTP
dGTP##bc1003##Metabolite	0.22650081	0.03411803	0.01931375	0.01450381	0.01450381	0.01450381	0.01450381	8.8e-07	0.0	dGTP	bc1003
bc1003##ddca##Microbe	-0.31632342	-0.04764809	-0.02697293	-0.02025554	-0.02025554	-0.02025554	-0.02025554	-1.24e-06	0.0	bc1003	ddca
ddca##bc1003##Metabolite	0.31632342	0.04764809	0.02697293	0.02025554	0.02025554	0.02025554	0.02025554	1.24e-06	0.0	ddca	bc1003
bc1003##fe3##Microbe	-0.10647333	-0.01603818	-0.00907899	-0.00681794	-0.00681794	-0.00681794	-0.00681794	-4.2e-07	0.0	bc1003	fe3
fe3##bc1003##Metabolite	0.10647333	0.01603818	0.00907899	0.00681794	0.00681794	0.00681794	0.00681794	4.2e-07	0.0	fe3	bc1003
bc1003##meso-2,6-Diaminopimelate##Microbe	-0.31632342	-0.04764809	-0.02697293	-0.02025554	-0.02025554	-0.02025554	-0.02025554	-1.24e-06	0.0	bc1003	meso-2,6-Diaminopimelate
meso-2,6-Diaminopimelate##bc1003##Metabolite	0.31632342	0.04764809	0.02697293	0.02025554	0.02025554	0.02025554	0.02025554	1.24e-06	0.0	meso-2,6-Diaminopimelate	bc1003
bc1009##1,2-Diacyl-sn-glycerol dioctadecanoyl##Microbe	-1.5779024	-0.23768091	-0.13454791	-0.10103982	-0.10103982	-0.10103982	-0.10103982	-6.17e-06	0.0	bc1009	1,2-Diacyl-sn-glycerol dioctadecanoyl
1,2-Diacyl-sn-glycerol dioctadecanoyl##bc1009##Metabolite	1.5779024	0.23768091	0.13454791	0.10103982	0.10103982	0.10103982	0.10103982	6.17e-06	0.0	1,2-Diacyl-sn-glycerol dioctadecanoyl	bc1009
bc1009##4-Hydroxybenzoate##Microbe	-0.03554179	-0.00535369	-0.00303065	-0.00227589	-0.00227589	-0.00227589	-0.00227589	-1.4e-07	0.0	bc1009	4-Hydroxybenzoate
4-Hydroxybenzoate##bc1009##Metabolite	0.03554179	0.00535369	0.00303065	0.00227589	0.00227589	0.00227589	0.00227589	1.4e-07	0.0	4-Hydroxybenzoate	bc1009
bc1009##5-Aminolevulinate##Microbe	-0.28433432	-0.04282954	-0.02424522	-0.01820714	-0.01820714	-0.01820714	-0.01820714	-1.11e-06	0.0	bc1009	5-Aminolevulinate
5-Aminolevulinate##bc1009##Metabolite	0.28433432	0.04282954	0.02424522	0.01820714	0.01820714	0.01820714	0.01820714	1.11e-06	0.0	5-Aminolevulinate	bc1009
bc1009##AMP##Microbe	-1.32436219	-0.19948991	-0.11292851	-0.08480456	-0.08480456	-0.08480456	-0.08480456	-5.18e-06	0.0	bc1009	AMP
AMP##bc1009##Metabolite	1.32436219	0.19948991	0.11292851	0.08480456	0.08480456	0.08480456	0.08480456	5.18e-06	0.0	AMP	bc1009
bc1009##Acetate##Microbe	73.7115043	11.10323276	6.2853882	4.72006178	4.72006178	4.72006178	4.72006178	0.00028813	0.0	bc1009	Acetate
bc1009##Ala-Ala##Microbe	-0.31677513	-0.04771613	-0.02701145	-0.02028446	-0.02028446	-0.02028446	-0.02028446	-1.24e-06	0.0	bc1009	Ala-Ala
Ala-Ala##bc1009##Metabolite	0.31677513	0.04771613	0.02701145	0.02028446	0.02028446	0.02028446	0.02028446	1.24e-06	0.0	Ala-Ala	bc1009
bc1009##BET##Microbe	-0.07108358	-0.01070739	-0.0060613	-0.00455178	-0.00455178	-0.00455178	-0.00455178	-2.8e-07	0.0	bc1009	BET
BET##bc1009##Metabolite	0.07108358	0.01070739	0.0060613	0.00455178	0.00455178	0.00455178	0.00455178	2.8e-07	0.0	BET	bc1009
bc1009##BIOT##Microbe	-0.03554179	-0.00535369	-0.00303065	-0.00227589	-0.00227589	-0.00227589	-0.00227589	-1.4e-07	0.0	bc1009	BIOT
BIOT##bc1009##Metabolite	0.03554179	0.00535369	0.00303065	0.00227589	0.00227589	0.00227589	0.00227589	1.4e-07	0.0	BIOT	bc1009
bc1009##CMP##Microbe	-1.06522578	-0.16045595	-0.09083192	-0.06821095	-0.06821095	-0.06821095	-0.06821095	-4.16e-06	0.0	bc1009	CMP
