	0.0000-0.0012	0.0728-0.0746	0.0751-0.0835	0.0835-0.0991	0.0991-0.1234	0.1234-0.1246	0.1246-0.1247	0.1247-0.2303	0.2303-0.2303	0.2303-0.2355	0.2355-0.2366	0.2366-5.0797	5.0797-12.5617	12.5617-14.4252	14.4252-20.0000	Source	Target
Bacteroides_caecimuris_I48##Neu5Ac-e0##Microbe	-6.9926970260889805	-6.992697025944211	-6.9926970258456285	-6.992697025904967	-0.040997992882742765	-6.99269702597328	-6.992697026059685	-6.992697025992048	-6.992697026107682	-0.02550310074026172	-4.661798015405876	-4.661798015890436	-4.661798015890436	-6.9926970257636505	-6.9926970257636505	Bacteroides_caecimuris_I48	Neu5Ac-e0
Enterocloster_clostridioformis_YL32##Succinate-e0##Microbe	46.91845487467489	46.91845487467489	46.91845487467489	46.91845487467489	46.91845487467489	46.91845487467489	46.91845487467489	46.91845487467489	46.91845487467489	46.91845487467489	46.91845487467489	46.91845487467489	48.656941884386164	50.65694188438471	52.654507559693414	Enterocloster_clostridioformis_YL32	Succinate-e0
Enterocloster_clostridioformis_YL32##D-Glucose-e0##Microbe	-737.9349221311184	-737.9349221311184	-737.9349221311184	-737.9349221311184	-737.9349221311184	-737.9349221311184	-737.9349221311184	-737.9349221311184	-737.9349221311184	-737.9349221311184	-737.9349221311184	-737.9349221311184	-736.1964351209733	-735.1964351209557	-736.195217958383	Enterocloster_clostridioformis_YL32	D-Glucose-e0
Enterocloster_clostridioformis_YL32##L-Proline-e0##Microbe	-26.584324739982332	-26.584324739982332	-26.584324739982332	-26.584324739982332	-26.584324739982332	-26.584324739982332	-26.584324739982332	-26.584324739982332	-26.584324739982332	-26.584324739982332	-26.584324739982332	-26.584324739982332	-26.584324739969286	-26.584324739969286	-26.584324739980868	Enterocloster_clostridioformis_YL32	L-Proline-e0
Enterocloster_clostridioformis_YL32##L-Isoleucine-e0##Microbe	-45.48445267530978	-45.48445267530978	-45.48445267530978	-45.48445267530978	-45.48445267530978	-45.48445267530978	-45.48445267530978	-45.48445267530978	-45.48445267530978	-45.48445267530978	-45.48445267530978	-45.48445267530978	-45.48445267528745	-45.48445267528745	-45.48445267528861	Enterocloster_clostridioformis_YL32	L-Isoleucine-e0
Bacteroides_caecimuris_I48##Co2+-e0##Microbe	-0.9241112603165806	-0.9241112603082581	-0.9241112603017192	-0.9241112603037696	-0.005418039238944778	-0.9241112603172367	-0.9241112603177485	-0.9241112603174525	-0.9241112603190172	-0.00337033085792749	-0.616074173308149	-0.6160741733660027	-0.6160741733660027	-0.9241112603038362	-0.9241112603038362	Bacteroides_caecimuris_I48	Co2+-e0
Bacteroides_caecimuris_I48##Uracil-e0##Microbe	-39.64223087747924	-39.642230877065	-39.6422308767312	-39.642230876856495	-0.23242132374795488	-39.6422308773599	-39.64223087745049	-39.64223087736871	-39.64223087757478	-0.14457938101245998	-26.42815390788513	-26.428153910464633	-26.428153910464633	-39.642230876627686	-39.642230876627686	Bacteroides_caecimuris_I48	Uracil-e0
Bacteroides_caecimuris_I48##Acetate-e0##Microbe	1990.07864263423	687.0141740964995	1622.931228521083	1622.9312285236101	4.5445166110405815	322.9563881410781	1415.8990218002914	339.5303909624825	1713.6598967216578	2.264486108902836	-676.8272147000597	-676.8272147650744	-676.8272147650744	-1022.7408224296171	-1022.7408224296171	Bacteroides_caecimuris_I48	Acetate-e0
Enterocloster_clostridioformis_YL32##Mg-e0##Microbe	-0.9241112603356905	-0.9241112603356905	-0.9241112603356905	-0.9241112603356905	-0.9241112603356905	-0.9241112603356905	-0.9241112603356905	-0.9241112603356905	-0.9241112603356905	-0.9241112603356905	-0.9241112603356905	-0.9241112603356905	-0.9241112603349434	-0.9241112603349434	-0.924111260334705	Enterocloster_clostridioformis_YL32	Mg-e0
Bacteroides_caecimuris_I48##Cl--e0##Microbe	-0.9241112603180367	-0.924111260309766	-0.9241112603026466	-0.9241112603046725	-0.005418039238944513	-0.9241112603180217	-0.924111260318617	-0.924111260318282	-0.9241112603200012	-0.0033703308579283277	-0.6160741733074623	-0.6160741733659507	-0.6160741733659507	-0.9241112603037398	-0.9241112603037398	Bacteroides_caecimuris_I48	Cl--e0
Enterocloster_clostridioformis_YL32##L-Tyrosine-e0##Microbe	-16.083554956851906	-16.083554956851906	-16.083554956851906	-16.083554956851906	-16.083554956851906	-16.083554956851906	-16.083554956851906	-16.083554956851906	-16.083554956851906	-16.083554956851906	-16.083554956851906	-16.083554956851906	-16.083554956843585	-16.083554956843585	-16.08355495683073	Enterocloster_clostridioformis_YL32	L-Tyrosine-e0
Bacteroides_caecimuris_I48##Cu2+-e0##Microbe	-0.9241112603175047	-0.9241112603109122	-0.9241112603036395	-0.9241112603054907	-0.005418039238943285	-0.9241112603181368	-0.9241112603191027	-0.9241112603186126	-0.9241112603184575	-0.0033703308579272353	-0.6160741733063959	-0.6160741733654798	-0.6160741733654798	-0.9241112603030545	-0.9241112603030545	Bacteroides_caecimuris_I48	Cu2+-e0
Enterocloster_clostridioformis_YL32##CO2-e0##Microbe	1688.9518422483882	1688.9518422483882	1688.9518422483882	1688.9518422483882	1688.9518422483882	1688.9518422483882	1688.9518422483882	1688.9518422483882	1688.9518422483882	1688.9518422483882	1688.9518422483882	1688.9518422483882	1693.2980597718977	1698.2980597718567	1696.3004940959256	Enterocloster_clostridioformis_YL32	CO2-e0
Enterocloster_clostridioformis_YL32##L-Methionine-e0##Microbe	-18.982435295437472	-18.982435295437472	-18.982435295437472	-18.982435295437472	-18.982435295437472	-18.982435295437472	-18.982435295437472	-18.982435295437472	-18.982435295437472	-18.982435295437472	-18.982435295437472	-18.982435295437472	-18.982435295437128	-18.982435295437128	-18.98243529550852	Enterocloster_clostridioformis_YL32	L-Methionine-e0
Enterocloster_clostridioformis_YL32##K+-e0##Microbe	-0.9241112603505227	-0.9241112603505227	-0.9241112603505227	-0.9241112603505227	-0.9241112603505227	-0.9241112603505227	-0.9241112603505227	-0.9241112603505227	-0.9241112603505227	-0.9241112603505227	-0.9241112603505227	-0.9241112603505227	-0.9241112603501329	-0.9241112603501329	-0.9241112603925928	Enterocloster_clostridioformis_YL32	K+-e0
Enterocloster_clostridioformis_YL32##XAN-e0##Microbe	52.63310216123397	52.63310216123397	52.63310216123397	52.63310216123397	52.63310216123397	52.63310216123397	52.63310216123397	52.63310216123397	52.63310216123397	52.63310216123397	52.63310216123397	52.63310216123397	52.633102161208285	52.633102161208285	52.63310216120531	Enterocloster_clostridioformis_YL32	XAN-e0
Bacteroides_caecimuris_I48##L-Aspartate-e0##Microbe	-1071.151328039455	-25.0368160105448	944.0282440579086	-267.36104353007613	-1.5675305420847596	-267.3610435335497	-2453.24631085107	-1376.8776800161897	-1.0000000000000016	-1.0000000000000004	-1.0	-0.9999999999999996	-0.9999999999999996	-0.9999999999999996	-0.9999999999999996	Bacteroides_caecimuris_I48	L-Aspartate-e0
Bacteroides_caecimuris_I48##Succinate-e0##Microbe	1031.4135806147472	-14.700931413562998	-983.7659914816002	227.62329610618653	1.3345492074127612	-1072.3515442966057	20.59108936513608	20.591089365134973	20.591089365080784	0.07509786631298646	13.727392904848367	13.727392906066884	13.727392906066884	20.59108936477798	20.59108936477798	Bacteroides_caecimuris_I48	Succinate-e0
Bacteroides_caecimuris_I48##D-Glucose-e0##Microbe	-1047.1145120269855	-1.0000000000000004	-0.9999999999999986	-0.9999999999999984	-0.9999999999999984	-1.0000000000000002	-0.9999999999999997	-0.9999999999999991	-1.000000000000002	-1.0000000000000018	-1.0	-0.9999999999999996	-0.9999999999999996	-1.0000000000000004	-1.0000000000000004	Bacteroides_caecimuris_I48	D-Glucose-e0
Enterocloster_clostridioformis_YL32##L-Threonine-e0##Microbe	-30.508677439676013	-30.508677439676013	-30.508677439676013	-30.508677439676013	-30.508677439676013	-30.508677439676013	-30.508677439676013	-30.508677439676013	-30.508677439676013	-30.508677439676013	-30.508677439676013	-30.508677439676013	-30.508677439643765	-30.508677439643765	-30.508677439500595	Enterocloster_clostridioformis_YL32	L-Threonine-e0
Enterocloster_clostridioformis_YL32##Sulfate-e0##Microbe	-0.9241112603320996	-0.9241112603320996	-0.9241112603320996	-0.9241112603320996	-0.9241112603320996	-0.9241112603320996	-0.9241112603320996	-0.9241112603320996	-0.9241112603320996	-0.9241112603320996	-0.9241112603320996	-0.9241112603320996	-0.9241112603317201	-0.9241112603317201	-0.924111260331436	Enterocloster_clostridioformis_YL32	Sulfate-e0
Bacteroides_caecimuris_I48##Mg-e0##Microbe	-0.92411126031729	-0.9241112603110517	-0.9241112603047441	-0.9241112603060913	-0.005418039238941434	-0.9241112603192075	-0.9241112603177806	-0.9241112603189052	-0.9241112603191893	-0.0033703308579274734	-0.6160741733081752	-0.6160741733674165	-0.6160741733674165	-0.9241112603059378	-0.9241112603059378	Bacteroides_caecimuris_I48	Mg-e0
Enterocloster_clostridioformis_YL32##L-Arginine-e0##Microbe	-34.57235834253166	-34.57235834253166	-34.57235834253166	-34.57235834253166	-34.57235834253166	-34.57235834253166	-34.57235834253166	-34.57235834253166	-34.57235834253166	-34.57235834253166	-34.57235834253166	-34.57235834253166	-34.57235834250711	-36.572358342506284	-36.57235834242658	Enterocloster_clostridioformis_YL32	L-Arginine-e0
Bacteroides_caecimuris_I48##L-Threonine##Microbe	-75.99313011345714	-75.99313011314177	-75.99313011263867	-75.9931301126884	-0.4455456594085956	-75.99313011389786	-75.99313011359881	-75.99313011386353	-75.99313011356752	-0.27715492972600403	-50.66208672331575	-50.662086728028335	-50.662086728028335	-75.99313011299652	-75.99313011299652	Bacteroides_caecimuris_I48	L-Threonine
Bacteroides_caecimuris_I48##H2-e0##Microbe	2343.930022097626	1040.865553560333	1976.7826079832869	765.3933203953073	4.818859273851393	2065.368160814234	3158.310794464396	1005.5735327944075	5125.339788677528	-0.23805230175326741	-4770.1422965216225	698.1408823278578	698.1408823278578	1039.2113237778394	1039.2113237778394	Bacteroides_caecimuris_I48	H2-e0
Bacteroides_caecimuris_I48##Mn2+-e0##Microbe	-0.9241112603169239	-0.9241112603106484	-0.9241112603042145	-0.9241112603058097	-0.005418039238943455	-0.9241112603186715	-0.9241112603172434	-0.9241112603187798	-0.9241112603178184	-0.003370330857929164	-0.6160741733098161	-0.6160741733669861	-0.6160741733669861	-0.9241112603052924	-0.9241112603052924	Bacteroides_caecimuris_I48	Mn2+-e0
Bacteroides_caecimuris_I48##K+-e0##Microbe	-0.924111260319323	-0.9241112603108593	-0.924111260303588	-0.9241112603055889	-0.005418039238941309	-0.9241112603190786	-0.9241112603195984	-0.9241112603193226	-0.9241112603216948	-0.0033703308579263276	-0.6160741733043676	-0.6160741733666015	-0.6160741733666015	-0.924111260304624	-0.924111260304624	Bacteroides_caecimuris_I48	K+-e0
Bacteroides_caecimuris_I48##L-Methionine-e0##Microbe	-18.482435295022555	-18.48243529467946	-18.482435294474737	-18.482435294590783	0.885775010616917	-18.482435294784022	-18.482435294961533	-18.482435294812948	-18.482435295076357	0.9289455115613804	-11.98829019128994	-11.988290192605632	-11.988290192605632	-19.48243529426864	-19.48243529426864	Bacteroides_caecimuris_I48	L-Methionine-e0
Bacteroides_caecimuris_I48##Sorbitol-e0-e0##Microbe	6.992697026037586	6.992697024491373	6.992697022668823	6.992697023713359	0.04099799288107834	6.992697022753069	6.9926970250096305	6.992697023071097	-1364.5145473468558	1.0015894530104035	3637.158165635364	-8.36395355592081	-8.36395355592081	-12.04593033776521	-12.04593033776521	Bacteroides_caecimuris_I48	Sorbitol-e0-e0
Enterocloster_clostridioformis_YL32##H+-e0##Microbe	779.515490732177	779.515490732177	779.515490732177	779.515490732177	779.515490732177	779.515490732177	779.515490732177	779.515490732177	779.515490732177	779.515490732177	779.515490732177	779.515490732177	769.9538121781327	759.9538121781145	761.9513778536565	Enterocloster_clostridioformis_YL32	H+-e0
Enterocloster_clostridioformis_YL32##L-Leucine-e0##Microbe	-64.7264401061606	-64.7264401061606	-64.7264401061606	-64.7264401061606	-64.7264401061606	-64.7264401061606	-64.7264401061606	-64.7264401061606	-64.7264401061606	-64.7264401061606	-64.7264401061606	-64.7264401061606	-64.72644010612505	-64.72644010612505	-64.72644010609422	Enterocloster_clostridioformis_YL32	L-Leucine-e0
Bacteroides_caecimuris_I48##Sulfate-e0##Microbe	-0.9241112602928861	-0.9241112596823061	-0.9241112594696628	-0.9241112597285149	-0.005418039238460546	-0.924111259483185	-0.9241112600460577	-0.9241112595661057	-0.9241112603735225	-0.0033703308571166666	-0.6160741720133817	-0.6160741723882713	-0.6160741723882713	-0.9241112588373059	-0.9241112588373059	Bacteroides_caecimuris_I48	Sulfate-e0
Enterocloster_clostridioformis_YL32##Ca2+-e0##Microbe	-0.9241112603369159	-0.9241112603369159	-0.9241112603369159	-0.9241112603369159	-0.9241112603369159	-0.9241112603369159	-0.9241112603369159	-0.9241112603369159	-0.9241112603369159	-0.9241112603369159	-0.9241112603369159	-0.9241112603369159	-0.9241112603362004	-0.9241112603362004	-0.9241112603361333	Enterocloster_clostridioformis_YL32	Ca2+-e0
Bacteroides_caecimuris_I48##Riboflavin##Microbe	-0.9999999999999991	-1.0000000000000009	-0.999999999999999	-0.9999999999999981	-0.9999999999999996	-1.0000000000000169	-1.000000000000225	-0.9999999999999453	-1.0000000000001827	-0.0036471050647750285	-0.6666666664068954	-0.6666666664718026	-0.6666666664718026	-0.9999999999834432	-0.9999999999834432	Bacteroides_caecimuris_I48	Riboflavin
Bacteroides_caecimuris_I48##Glycerol-e0##Microbe	3.9543954170359035	3.95439541700746	3.95439541697638	3.954395416984998	0.023184513008136832	3.954395417040749	3.9543954170374698	3.954395417041628	3.954395417040768	0.014422095553631078	2.6362636103507193	2.6362636105970236	2.6362636105970236	3.9543954169859674	3.9543954169859674	Bacteroides_caecimuris_I48	Glycerol-e0
Bacteroides_caecimuris_I48##L-Arginine-e0##Microbe	-35.57235834181547	-35.57235834170119	-35.57235834148191	-35.57235834147955	0.7855772556123728	-35.57235834208447	-35.57235834190482	-35.57235834206048	-35.57235834186821	0.8666167666602173	-23.38157221885735	-23.38157222108389	-23.38157222108389	-36.57235834169043	-36.57235834169043	Bacteroides_caecimuris_I48	L-Arginine-e0
Enterocloster_clostridioformis_YL32##PAN##Microbe	-1.000000000000322	-1.000000000000322	-1.000000000000322	-1.000000000000322	-1.000000000000322	-1.000000000000322	-1.000000000000322	-1.000000000000322	-1.000000000000322	-1.000000000000322	-1.000000000000322	-1.000000000000322	-0.9999999999999394	-0.9999999999999394	-1.000000000000059	Enterocloster_clostridioformis_YL32	PAN
Enterocloster_clostridioformis_YL32##Fe2+-e0##Microbe	-1.9241112603529542	-1.9241112603529542	-1.9241112603529542	-1.9241112603529542	-1.9241112603529542	-1.9241112603529542	-1.9241112603529542	-1.9241112603529542	-1.9241112603529542	-1.9241112603529542	-1.9241112603529542	-1.9241112603529542	-1.9241112603518744	-1.9241112603518744	-1.924111260351547	Enterocloster_clostridioformis_YL32	Fe2+-e0
Enterocloster_clostridioformis_YL32##L-Lysine-e0##Microbe	-41.268999358227795	-41.268999358227795	-41.268999358227795	-41.268999358227795	-41.268999358227795	-41.268999358227795	-41.268999358227795	-41.268999358227795	-41.268999358227795	-41.268999358227795	-41.268999358227795	-41.268999358227795	-41.26899935820405	-41.26899935820405	-41.26899935814942	Enterocloster_clostridioformis_YL32	L-Lysine-e0
Bacteroides_caecimuris_I48##L-Proline##Microbe	-26.58432473944087	-26.58432473926139	-26.584324739069267	-26.584324739111352	-0.15586317445114561	-26.58432473949865	-26.584324739461124	-26.584324739493514	-26.58432473949016	-0.0969558254011301	-17.722883152843803	-17.72288315452143	-17.72288315452143	-26.5843247391125	-26.5843247391125	Bacteroides_caecimuris_I48	L-Proline
Bacteroides_caecimuris_I48##H+-e0##Microbe	1238.4349110991523	192.3203990682275	-776.7446610030063	-776.7446610037956	0.7480312780108962	-2076.719501421127	-3169.6621350745127	-2093.293504241633	2032.5913615488405	0.4386039847874761	-465.2062382289991	-465.206238274452	-465.206238274452	-709.8093576069706	-709.8093576069706	Bacteroides_caecimuris_I48	H+-e0
