	0.0000-0.0012	0.0728-0.0746	0.0751-0.0835	0.0835-0.0991	0.0991-0.1234	0.1234-0.1246	0.1246-0.1247	0.1247-0.2303	0.2303-0.2303	0.2303-0.2355	0.2355-0.2366	0.2366-5.0797	5.0797-12.5617	12.5617-14.4252	14.4252-20.0000	Source	Target
Bacteroides_caecimuris_I48##H+-e0##Microbe##Folate	-3.9999999999889977	-2.8333333333285786	-1.666666666687362	-1.6666666666873393	-3.8596372148645886	1.9999999999922693	5.666666666628117	2.4999999999870446	-9.999999999979988	-6.776604939921791	-473.87290489502084	-473.8729049406413	-473.8729049406413	0.0	0.0	Bacteroides_caecimuris_I48	H+-e0
Bacteroides_caecimuris_I48##H+-e0##Microbe##Riboflavin	-4.999999999997711	-2.833333333325574	-0.6666666666902361	-0.6666666666875392	-2.560595776473959	-2087.219501421134	-3184.6621350744917	-2104.293504241634	2039.5913615488275	0.0	0.0	0.0	0.0	0.0	0.0	Bacteroides_caecimuris_I48	H+-e0
Bacteroides_caecimuris_I48##H+-e0##Microbe##PAN	1241.4349110991093	191.153732401537	-782.0779943362772	-782.0779943370729	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-710.8093576069565	-710.8093576069565	Bacteroides_caecimuris_I48	H+-e0
Bacteroides_caecimuris_I48##Uracil-e0##Microbe##PAN	-39.64223087747924	-39.642230877065	-39.6422308767312	-39.642230876856495	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-39.642230876627686	-39.642230876627686	Bacteroides_caecimuris_I48	Uracil-e0
Bacteroides_caecimuris_I48##L-Aspartate-e0##Microbe##Folate	1.999999999990071	0.8333333333315464	-0.3333333333065528	0.0	-0.7496885201261916	0.0	7.333333333304074	4.166666666657455	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteroides_caecimuris_I48	L-Aspartate-e0
Bacteroides_caecimuris_I48##L-Aspartate-e0##Microbe##Riboflavin	0.9999999999978576	-1.1666666666703671	-3.3333333332999735	0.0	-0.6474582673821113	-267.3610435335497	-2462.2463108510537	-1381.8776800161884	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteroides_caecimuris_I48	L-Aspartate-e0
Bacteroides_caecimuris_I48##L-Aspartate-e0##Microbe##PAN	-1074.151328039443	-23.87014934386727	949.3615773911565	-267.36104353007613	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteroides_caecimuris_I48	L-Aspartate-e0
Bacteroides_caecimuris_I48##D-Glucose-e0##Microbe##Spermidine-e0	0.8333333333272207	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteroides_caecimuris_I48	D-Glucose-e0
Bacteroides_caecimuris_I48##D-Glucose-e0##Microbe##O2-e0	-1.000000000019118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteroides_caecimuris_I48	D-Glucose-e0
Bacteroides_caecimuris_I48##D-Glucose-e0##Microbe##Folate	1.1666666666571794	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteroides_caecimuris_I48	D-Glucose-e0
Bacteroides_caecimuris_I48##D-Glucose-e0##Microbe##Riboflavin	2.1666666666647134	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteroides_caecimuris_I48	D-Glucose-e0
Bacteroides_caecimuris_I48##D-Glucose-e0##Microbe##PAN	-1050.2811786936154	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteroides_caecimuris_I48	D-Glucose-e0
Bacteroides_caecimuris_I48##L-Cysteine-e0##Microbe##PAN	-13.01350596349274	-13.013505963690932	-13.013505963704098	-13.013505963608228	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-13.013505963997735	-13.013505963997735	Bacteroides_caecimuris_I48	L-Cysteine-e0
Bacteroides_caecimuris_I48##L-Glutamate-e0##Microbe##Folate	0.9999999999993892	0.9999999999982295	0.0	0.0	-0.0922418917115641	0.0	7.333333333307088	0.9999999999981345	1.000000000001677	0.8940425515868368	-43.696123674922234	-43.696123679592574	-43.696123679592574	0.0	0.0	Bacteroides_caecimuris_I48	L-Glutamate-e0
Bacteroides_caecimuris_I48##L-Glutamate-e0##Microbe##PAN	-67.04418554084123	-67.04418553951773	-32.89617989661936	-32.89617989720054	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-65.54418553746159	-65.54418553746159	Bacteroides_caecimuris_I48	L-Glutamate-e0
Bacteroides_caecimuris_I48##L-Histidine-e0##Microbe##PAN	-11.393282031193825	-11.393282031206173	-11.393282031153257	-11.393282031131957	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-11.393282031271145	-11.393282031271145	Bacteroides_caecimuris_I48	L-Histidine-e0
Bacteroides_caecimuris_I48##L-Arginine-e0##Microbe##Spermidine-e0	0.999999999999788	0.9999999999998928	0.9999999999997485	0.9999999999997714	0.9906772719832249	1.0000000000001783	1.00000000000013	1.0000000000001694	1.0000000000001301	0.9644311377762242	0.9999999999835038	0.9999999999867886	0.9999999999867886	0.0	0.0	Bacteroides_caecimuris_I48	L-Arginine-e0
Bacteroides_caecimuris_I48##L-Arginine-e0##Microbe##PAN	-36.57235834181526	-36.57235834170108	-36.57235834148166	-36.57235834147932	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-36.57235834169043	-36.57235834169043	Bacteroides_caecimuris_I48	L-Arginine-e0
Bacteroides_caecimuris_I48##L-Lysine-e0##Microbe##PAN	-41.268999357415524	-41.26899935726744	-41.26899935701071	-41.268999357019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-41.26899935722265	-41.26899935722265	Bacteroides_caecimuris_I48	L-Lysine-e0
Bacteroides_caecimuris_I48##Inosine-e0##Microbe##Folate	0.9999999999994147	0.9999999999987361	0.999999999998313	0.9999999999983199	0.8315204286545169	0.9999999999997282	0.9999999999992266	0.9999999999996252	0.9999999999991598	0.9066216842918511	-38.38985706110853	-38.38985706469589	-38.38985706469589	0.0	0.0	Bacteroides_caecimuris_I48	Inosine-e0
Bacteroides_caecimuris_I48##Inosine-e0##Microbe##Riboflavin	0.9999999999998789	0.9999999999990187	0.9999999999981198	0.9999999999983592	0.8544949156562189	-59.08478561411507	-59.08478561396397	-59.08478561410702	-59.08478561395211	0.0	0.0	0.0	0.0	0.0	0.0	Bacteroides_caecimuris_I48	Inosine-e0
Bacteroides_caecimuris_I48##Inosine-e0##Microbe##PAN	-60.084785613895605	-60.08478561353996	-60.08478561314378	-60.084785613217	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-57.58478561292203	-57.58478561292203	Bacteroides_caecimuris_I48	Inosine-e0
Bacteroides_caecimuris_I48##NH3-e0##Microbe##Spermidine-e0	-2.833333333324589	-0.999999999992703	-0.9999999999884741	-2.6666666666435725	-2.0289507420843904	-1.9999999999985594	-1.9999999999989482	-2.3333333333343274	-1.999999999998983	-2.4036913734646723	-2.0000000001897735	-2.0000000001521228	-2.0000000001521228	0.0	0.0	Bacteroides_caecimuris_I48	NH3-e0
Bacteroides_caecimuris_I48##NH3-e0##Microbe##O2-e0	-5.333333333303276	0.0	0.0	1.9999999999983704	0.08685222625776821	0.0	0.0	0.9999999999982605	0.0	0.3027685301007894	0.0	0.0	0.0	0.0	0.0	Bacteroides_caecimuris_I48	NH3-e0
Bacteroides_caecimuris_I48##NH3-e0##Microbe##Folate	-4.233333333317444	-5.9999999999741735	-5.9999999999660165	-6.333333333264537	0.6815418370606893	1.0000000000021165	0.9999999999975423	-2.1666666666595744	1.9999999999944327	1.3440015181162328	-274.7204167022907	-274.7204167278679	-274.7204167278679	0.0	0.0	Bacteroides_caecimuris_I48	NH3-e0
Bacteroides_caecimuris_I48##NH3-e0##Microbe##Riboflavin	-2.366666666662956	-2.999999999980509	-2.999999999963572	-6.333333333263786	-0.2750320498107108	-113.57157603513242	-113.57157603376082	966.7970548049987	-415.08062521003995	0.0	0.0	0.0	0.0	0.0	0.0	Bacteroides_caecimuris_I48	NH3-e0
Bacteroides_caecimuris_I48##NH3-e0##Microbe##PAN	1546.705440336528	1284.9888171566508	1284.9888171494144	2501.7114380733024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-412.0806252054284	-412.0806252054284	Bacteroides_caecimuris_I48	NH3-e0
Bacteroides_caecimuris_I48##Neu5Ac-e0##Microbe##PAN	-6.9926970260889805	-6.992697025944211	-6.9926970258456285	-6.992697025904967	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-6.9926970257636505	-6.9926970257636505	Bacteroides_caecimuris_I48	Neu5Ac-e0
Bacteroides_caecimuris_I48##Acetate-e0##Microbe##Spermidine-e0	-0.8333333333220454	1.83333333333807	1.000000000020118	1.0000000000155225	1.4149789830896777	1.3333333333341484	0.9999999999986036	1.3333333333339659	0.9999999999979411	2.670529629039596	3.6666666661844425	3.666666666280579	3.666666666280579	0.0	0.0	Bacteroides_caecimuris_I48	Acetate-e0
Bacteroides_caecimuris_I48##Acetate-e0##Microbe##O2-e0	-3.3333333332955273	1.0000000000025009	1.9999999999946534	1.9999999999996692	0.7550630507361837	1.0000000000003204	1.99999999999478	1.0000000000002547	1.9999999999957565	0.747102778217905	0.0	0.0	0.0	0.0	0.0	Bacteroides_caecimuris_I48	Acetate-e0
Bacteroides_caecimuris_I48##Acetate-e0##Microbe##Folate	-4.233333333313852	-4.833333333319436	-4.999999999954505	-4.9999999999548495	-0.43523118602581706	-1.3333333333289374	-4.999999999984214	-1.8333333333293937	-5.9999999999848	-3.2853893528068605	-684.4938813656987	-684.4938814309892	-684.4938814309892	0.0	0.0	Bacteroides_caecimuris_I48	Acetate-e0
Bacteroides_caecimuris_I48##Acetate-e0##Microbe##Riboflavin	-2.3666666666623066	-0.8333333333217136	-2.9999999999461373	-2.999999999954196	0.9423003393418861	320.45638814107195	1417.8990218002823	337.53039096247727	1717.659896721648	0.0	0.0	0.0	0.0	0.0	0.0	Bacteroides_caecimuris_I48	Acetate-e0
Bacteroides_caecimuris_I48##Acetate-e0##Microbe##PAN	2000.8453093008236	688.8475074297958	1627.931228520969	1627.931228523504	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1026.740822429597	-1026.740822429597	Bacteroides_caecimuris_I48	Acetate-e0
Bacteroides_caecimuris_I48##L-Asparagine-e0##Microbe##PAN	-28.989573168201265	-28.989573167216975	-28.98957316675025	-28.989573167132214	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-28.989573165931752	-28.989573165931752	Bacteroides_caecimuris_I48	L-Asparagine-e0
Bacteroides_caecimuris_I48##Ca2+-e0##Microbe##PAN	-0.9241112603168803	-0.924111260310076	-0.9241112603030354	-0.9241112603044593	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.9241112603038966	-0.9241112603038966	Bacteroides_caecimuris_I48	Ca2+-e0
Bacteroides_caecimuris_I48##Cu2+-e0##Microbe##PAN	-0.9241112603175047	-0.9241112603109122	-0.9241112603036395	-0.9241112603054907	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.9241112603030545	-0.9241112603030545	Bacteroides_caecimuris_I48	Cu2+-e0
Bacteroides_caecimuris_I48##Fe2+-e0##Microbe##PAN	-1.9241112603159987	-1.9241112605362662	-1.9241112605853683	-1.9241112604994528	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.9241112608461302	-1.9241112608461302	Bacteroides_caecimuris_I48	Fe2+-e0
Bacteroides_caecimuris_I48##Formate-e0##Microbe##Folate	-0.9999999999999643	-2.1666666666465737	-0.9999999999994981	-0.9999999999992788	-0.7685288191329714	-1.000000000003356	-0.9999999999974583	-1.0000000000019023	-0.9999999999946769	-0.8742790760611686	52.03296794504903	52.03296794903624	52.03296794903624	0.0	0.0	Bacteroides_caecimuris_I48	Formate-e0
Bacteroides_caecimuris_I48##Formate-e0##Microbe##Riboflavin	-3.000000000000006	-5.166666666651841	-3.0000000000014824	-2.999999999999801	-2.800093071070129	79.54945194480034	79.54945194302964	79.549451944561	79.54945194216442	0.0	0.0	0.0	0.0	0.0	0.0	Bacteroides_caecimuris_I48	Formate-e0
Bacteroides_caecimuris_I48##Formate-e0##Microbe##PAN	5.499999999969946	1055.781178688381	82.54945194343401	82.5494519428062	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	78.04945194507634	78.04945194507634	Bacteroides_caecimuris_I48	Formate-e0
Bacteroides_caecimuris_I48##K+-e0##Microbe##PAN	-0.924111260319323	-0.9241112603108593	-0.924111260303588	-0.9241112603055889	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.924111260304624	-0.924111260304624	Bacteroides_caecimuris_I48	K+-e0
Bacteroides_caecimuris_I48##L-Methionine-e0##Microbe##Spermidine-e0	0.9999999999998924	0.9999999999995804	0.9999999999994295	0.9999999999996037	0.9950336961136029	0.9999999999997844	0.9999999999998432	0.9999999999997915	0.999999999999859	0.9810521364161368	0.9999999999901201	0.9999999999920576	0.9999999999920576	0.0	0.0	Bacteroides_caecimuris_I48	L-Methionine-e0
Bacteroides_caecimuris_I48##L-Methionine-e0##Microbe##PAN	-19.482435295022448	-19.48243529467904	-19.482435294474165	-19.482435294590385	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-19.48243529426864	-19.48243529426864	Bacteroides_caecimuris_I48	L-Methionine-e0
Bacteroides_caecimuris_I48##Succinate-e0##Microbe##Folate	-1.9999999999905336	-0.8333333333326866	0.3333333333049029	0.0	0.6382626644139325	3.666666666663874	0.0	0.0	0.0	0.0325424087357165	13.727392904848367	13.727392906066884	13.727392906066884	0.0	0.0	Bacteroides_caecimuris_I48	Succinate-e0
Bacteroides_caecimuris_I48##Succinate-e0##Microbe##Riboflavin	-0.9999999999979765	1.1666666666690204	3.3333333332976833	0.0	0.5512268465395407	-1076.8515442966118	20.59108936513608	20.591089365134973	20.591089365080784	0.0	0.0	0.0	0.0	0.0	0.0	Bacteroides_caecimuris_I48	Succinate-e0
Bacteroides_caecimuris_I48##Succinate-e0##Microbe##PAN	1034.4135806147356	-15.86759808023646	-989.0993248148422	227.62329610618653	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.59108936477798	20.59108936477798	Bacteroides_caecimuris_I48	Succinate-e0
Bacteroides_caecimuris_I48##Cl--e0##Microbe##PAN	-0.9241112603180367	-0.924111260309766	-0.9241112603026466	-0.9241112603046725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.9241112603037398	-0.9241112603037398	Bacteroides_caecimuris_I48	Cl--e0
Bacteroides_caecimuris_I48##H2-e0##Microbe##Spermidine-e0	-0.8333333333198889	1.8333333333374193	1.0000000000204674	2.666666666669659	2.8616895336427177	2.3333333333252906	1.9999999999921865	2.6666666666612033	1.666666666655279	6.669852719520461	13.666666663266424	5.666666667030083	5.666666667030083	0.0	0.0	Bacteroides_caecimuris_I48	H2-e0
Bacteroides_caecimuris_I48##H2-e0##Microbe##O2-e0	-3.333333333289098	1.0000000000019575	1.999999999992413	0.0	-0.5850686009438368	0.999999999992451	1.9999999999782194	0.0	2.999999999973271	-0.7523895396654912	-5.99999999949848	0.0	0.0	0.0	0.0	Bacteroides_caecimuris_I48	H2-e0
Bacteroides_caecimuris_I48##H2-e0##Microbe##Folate	-4.233333333310552	-4.833333333313808	-4.999999999947753	-4.666666666649185	-2.5214151298918335	-8.33333333333357	-11.999999999958622	-5.666666666665364	-18.166666666601515	-10.036489330739633	-4794.808963181545	693.4742156606769	693.4742156606769	0.0	0.0	Bacteroides_caecimuris_I48	H2-e0
Bacteroides_caecimuris_I48##H2-e0##Microbe##Riboflavin	-2.3666666666616365	-0.8333333333204699	-2.9999999999411373	0.33333333334962306	2.1860505696370787	2069.868160814259	3167.3107944643803	1006.5735327944162	5144.339788677492	0.0	0.0	0.0	0.0	0.0	0.0	Bacteroides_caecimuris_I48	H2-e0
Bacteroides_caecimuris_I48##H2-e0##Microbe##PAN	2354.6966887642075	1042.6988868936237	1981.782607983163	765.0599870619313	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1040.211323777841	1040.211323777841	Bacteroides_caecimuris_I48	H2-e0
Bacteroides_caecimuris_I48##Mg-e0##Microbe##PAN	-0.92411126031729	-0.9241112603110517	-0.9241112603047441	-0.9241112603060913	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.9241112603059378	-0.9241112603059378	Bacteroides_caecimuris_I48	Mg-e0
Bacteroides_caecimuris_I48##Sucrose-e0##Microbe##PAN	-6.992697026108399	-6.992697026169707	-6.9926970261535955	-6.992697026114999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteroides_caecimuris_I48	Sucrose-e0
Bacteroides_caecimuris_I48##Glycerol-e0##Microbe##PAN	3.9543954170359035	3.95439541700746	3.95439541697638	3.954395416984998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9543954169859674	3.9543954169859674	Bacteroides_caecimuris_I48	Glycerol-e0
Bacteroides_caecimuris_I48##H2O-e0##Microbe##Spermidine-e0	1.8333333333318804	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteroides_caecimuris_I48	H2O-e0
Bacteroides_caecimuris_I48##H2O-e0##Microbe##O2-e0	5.333333333327419	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteroides_caecimuris_I48	H2O-e0
Bacteroides_caecimuris_I48##H2O-e0##Microbe##Folate	-1.7666666666704032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteroides_caecimuris_I48	H2O-e0
Bacteroides_caecimuris_I48##H2O-e0##Microbe##Riboflavin	-0.6333333333344389	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteroides_caecimuris_I48	H2O-e0
Bacteroides_caecimuris_I48##H2O-e0##Microbe##PAN	-261.7166231729966	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteroides_caecimuris_I48	H2O-e0
Bacteroides_caecimuris_I48##CO2-e0##Microbe##Spermidine-e0	-3.833333333318293	-1.1666666666575458	-1.9999999999724376	-1.999999999978577	-1.421379549153198	-2.000000000002543	-2.6666666666723646	-2.0000000000026574	-2.0000000000030433	0.23619493383507856	0.6666666664527435	0.6666666664951632	0.6666666664951632	0.0	0.0	Bacteroides_caecimuris_I48	CO2-e0
Bacteroides_caecimuris_I48##CO2-e0##Microbe##O2-e0	-3.3333333332834423	1.0000000000047473	1.9999999999922615	1.9999999999989253	0.26413864746557636	1.9999999999961087	3.999999999979949	1.9999999999954896	1.9999999999932117	0.3228537996191549	0.0	0.0	0.0	0.0	0.0	Bacteroides_caecimuris_I48	CO2-e0
Bacteroides_caecimuris_I48##CO2-e0##Microbe##Folate	-4.233333333307582	-4.833333333306185	-4.999999999936369	-4.99999999993679	1.3648249593004553	-4.9999999999874625	-12.333333333280883	-5.999999999983505	-5.999999999978445	-2.366183232511223	-296.7443550061105	-296.74435503491094	-296.74435503491094	0.0	0.0	Bacteroides_caecimuris_I48	CO2-e0
Bacteroides_caecimuris_I48##CO2-e0##Microbe##Riboflavin	-2.366666666660891	-0.8333333333111195	-2.9999999999253446	-2.999999999936021	2.4968942830328484	2266.884355098425	4461.769622411679	2301.0323607404716	2299.284186482449	0.0	0.0	0.0	0.0	0.0	0.0	Bacteroides_caecimuris_I48	CO2-e0
Bacteroides_caecimuris_I48##CO2-e0##Microbe##PAN	2642.7984358503527	1330.8006339754452	2269.8843550621077	2269.8843550654387	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-445.1165326751035	-445.1165326751035	Bacteroides_caecimuris_I48	CO2-e0
Bacteroides_caecimuris_I48##O2-e0##Microbe##O2-e0	-0.9999999999999988	-1.0000000000000007	-0.9999999999999981	-1.0000000000000007	-0.9999999999999977	-0.9999999999999984	-0.9999999999999992	-1.0000000000000018	-1.0	-0.9999999999999977	-0.9999999999999998	0.0	0.0	0.0	0.0	Bacteroides_caecimuris_I48	O2-e0
Bacteroides_caecimuris_I48##L-Glycine##Microbe##PAN	-77.0494519422868	973.2317267449495	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteroides_caecimuris_I48	L-Glycine
Bacteroides_caecimuris_I48##L-Phenylalanine##Microbe##PAN	-22.28019597210415	-22.280195971951585	-22.280195971793027	-22.28019597182808	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-22.28019597182525	-22.28019597182525	Bacteroides_caecimuris_I48	L-Phenylalanine
Bacteroides_caecimuris_I48##L-Proline##Microbe##PAN	-26.58432473944087	-26.58432473926139	-26.584324739069267	-26.584324739111352	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-26.5843247391125	-26.5843247391125	Bacteroides_caecimuris_I48	L-Proline
Bacteroides_caecimuris_I48##L-Serine##Microbe##Spermidine-e0	0.8333333333290496	0.6666666666522173	0.6666666666376704	0.6666666666436805	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteroides_caecimuris_I48	L-Serine
Bacteroides_caecimuris_I48##L-Serine##Microbe##O2-e0	5.333333333316923	-2.0000000000073217	-1.9999999999905416	-1.999999999996974	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteroides_caecimuris_I48	L-Serine
Bacteroides_caecimuris_I48##L-Serine##Microbe##Folate	4.233333333324398	8.333333333282173	7.333333333262463	7.333333333262681	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteroides_caecimuris_I48	L-Serine
Bacteroides_caecimuris_I48##L-Serine##Microbe##Riboflavin	1.3666666666645124	6.333333333295405	6.3333333332520985	6.333333333262257	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteroides_caecimuris_I48	L-Serine
Bacteroides_caecimuris_I48##L-Serine##Microbe##PAN	-810.5852855642512	-2649.4310197651776	-2615.2830141032096	-2615.2830141062786	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteroides_caecimuris_I48	L-Serine
Bacteroides_caecimuris_I48##L-Threonine##Microbe##PAN	-75.99313011345714	-75.99313011314177	-75.99313011263867	-75.9931301126884	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-75.99313011299652	-75.99313011299652	Bacteroides_caecimuris_I48	L-Threonine
Bacteroides_caecimuris_I48##L-Tryptophan##Microbe##PAN	-6.835969218711587	-6.835969218696611	-6.835969218654753	-6.835969218654356	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-6.8359692187048315	-6.8359692187048315	Bacteroides_caecimuris_I48	L-Tryptophan
Bacteroides_caecimuris_I48##L-Tyrosine##Microbe##PAN	-17.08355495650353	-17.083554956450335	-17.083554956358704	-17.083554956356426	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-17.083554956440693	-17.083554956440693	Bacteroides_caecimuris_I48	L-Tyrosine
Bacteroides_caecimuris_I48##Folate##Microbe##Folate	-1.0000000000000004	-1.0000000000000007	-1.0000000000000007	-1.0	-1.0	-1.0000000000000013	-1.0000000000000009	-0.9999999999999993	-0.9999999999999984	-0.999999999999998	-0.9999999999999384	-1.0000000000000684	-1.0000000000000684	0.0	0.0	Bacteroides_caecimuris_I48	Folate
