	0.0000-8.4216	8.4216-9.7200	9.7200-10.5276	10.5276-10.7929	10.8249-10.9095	10.9095-10.9180	10.9180-10.9351	10.9351-10.9522	10.9522-10.9895	10.9895-11.0231	11.0304-11.1167	11.2721-11.3147	11.3147-11.3173	11.3173-11.3588	11.3799-15.5774	15.5774-15.9143	15.9143-20.0000	Source	Target
Bifidobacterium_animalis_YL2##Phosphate-e0##Microbe	-129.86418561972636	-129.8641856194246	-129.8641856194246	-129.8641856200571	-129.8641856203405	-129.86418562032316	-129.86418562031537	-129.86418561931825	-129.86418561985087	-129.86418562033873	-129.8641856203481	-129.8641856229511	-129.86418562056872	-129.86418561981876	-129.86418562004008	-129.86418562000216	-129.8641856200915	Bifidobacterium_animalis_YL2	Phosphate-e0
Bifidobacterium_animalis_YL2##L-Proline-e0##Microbe	-18.087781190337797	-18.087781190296134	-18.087781190296134	-18.087781190407554	-18.087781190400296	-18.087781190397873	-18.0877811903969	-18.087781190296436	-18.087781190351098	-18.087781190399426	-18.087781190397077	-18.087781190743684	-18.087781190496493	-18.08778119035872	-18.087781190410073	-18.087781190404197	-18.08778119039984	Bifidobacterium_animalis_YL2	L-Proline-e0
Enterocloster_clostridioformis_YL32##Mg-e0##Microbe	-0.9241112603354001	-0.9241112603354001	-0.9241112603356935	-0.9241112603356935	-0.9241112603356935	-0.9241112603356935	-0.9241112603356935	-0.9241112603356935	-0.9241112603356935	-0.9241112603356935	-0.9241112603356935	-0.9241112603356935	-0.9241112603356935	-0.9241112603356935	-0.9241112603356935	-0.9241112603356935	-0.9241112603356935	Enterocloster_clostridioformis_YL32	Mg-e0
Enterocloster_clostridioformis_YL32##L-Tyrosine-e0##Microbe	-16.083554956849813	-16.083554956849813	-16.08355495685279	-16.08355495685279	-16.08355495685279	-16.08355495685279	-16.08355495685279	-16.08355495685279	-16.08355495685279	-16.08355495685279	-16.08355495685279	-16.08355495685279	-16.08355495685279	-16.08355495685279	-16.08355495685279	-17.083554956853014	-17.083554956853014	Enterocloster_clostridioformis_YL32	L-Tyrosine-e0
Bifidobacterium_animalis_YL2##L-Glutamate-e0##Microbe	-130.0968206218271	-134.09682062150725	-134.09682062150725	-134.09682062219073	-2377.7269853830812	-2377.7269853827574	-2377.7269853826056	-45.61368107312678	-1221.4571549979587	-2409.315481251861	-2415.8154812516327	-2561.254129039945	117.12250047008273	30.641857182036826	118.12250050220815	120.12250050217294	-642.6186111423734	Bifidobacterium_animalis_YL2	L-Glutamate-e0
Bifidobacterium_animalis_YL2##2-Oxoglutarate-e0-e0##Microbe	64.77794440866882	66.77794440849875	66.77794440849875	66.77794440890503	2310.40810916993	2310.4081091696135	2310.408109169461	-21.705195139812883	1154.1382787849016	2341.9966050387084	2354.996605038375	2500.435252825551	-177.94137668374384	-4.980090075192693	-179.94137671560006	-181.94137671554705	580.7997349289993	Bifidobacterium_animalis_YL2	2-Oxoglutarate-e0-e0
Enterocloster_clostridioformis_YL32##CO2-e0##Microbe	1688.2946993909625	1693.2946993909206	1691.2971337158851	1691.2971337158851	1691.2971337158851	1691.2971337158851	1691.2971337158851	1691.2971337158851	1691.2971337158851	1691.2971337158851	1691.2971337158851	1691.2971337158851	1691.2971337158851	1691.2971337158851	1691.2971337158851	1695.5828480016187	1695.5828480016187	Enterocloster_clostridioformis_YL32	CO2-e0
Enterocloster_clostridioformis_YL32##L-Methionine-e0##Microbe	-18.98243529543746	-18.98243529543746	-18.982435295447967	-18.982435295447967	-18.982435295447967	-18.982435295447967	-18.982435295447967	-18.982435295447967	-18.982435295447967	-18.982435295447967	-18.982435295447967	-18.982435295447967	-18.982435295447967	-18.982435295447967	-18.982435295447967	-18.982435295447967	-18.982435295447967	Enterocloster_clostridioformis_YL32	L-Methionine-e0
Enterocloster_clostridioformis_YL32##K+-e0##Microbe	-0.924111260346492	-0.924111260346492	-0.9241112603558553	-0.9241112603558553	-0.9241112603558553	-0.9241112603558553	-0.9241112603558553	-0.9241112603558553	-0.9241112603558553	-0.9241112603558553	-0.9241112603558553	-0.9241112603558553	-0.9241112603558553	-0.9241112603558553	-0.9241112603558553	-0.9241112603558553	-0.9241112603558553	Enterocloster_clostridioformis_YL32	K+-e0
Bifidobacterium_animalis_YL2##L-Asparagine-e0##Microbe	-16.661009646037385	-16.661009646000156	-16.661009646000156	-16.66100964614011	-16.66100964613069	-16.66100964612979	-16.66100964613046	-16.66100964603003	-16.661009646081506	-16.66100964613048	-16.661009646124665	-16.66100964643207	-16.66100964627019	-16.661009646116106	-16.661009646191104	-16.661009646185022	-16.661009646215053	Bifidobacterium_animalis_YL2	L-Asparagine-e0
Bifidobacterium_animalis_YL2##L-Tyrosine-e0##Microbe	-11.97274479028933	-11.97274479025963	-11.97274479025963	-11.97274479019546	-11.972744790280098	-11.97274479027826	-11.972744790277357	-11.972744790146706	-11.972744790215403	-11.972744790279865	-11.972744790279169	-11.972744790515982	-11.972744790208	-11.972744790218389	-11.97274479018344	-12.972744790180037	-12.972744790207113	Bifidobacterium_animalis_YL2	L-Tyrosine-e0
Bifidobacterium_animalis_YL2##fe3-e0##Microbe	-0.7060625359775363	-0.7060625359759097	-0.7060625359759097	-0.7060625359803865	-0.7060625359797548	-0.7060625359796607	-0.7060625359796106	-0.7060625359758896	-0.7060625359779273	-0.7060625359797168	-0.7060625359795261	-0.7060625359926036	-0.7060625359835193	-0.706062535978404	-0.7060625359805451	-0.7060625359803312	-0.706062535980045	Bifidobacterium_animalis_YL2	fe3-e0
Bifidobacterium_animalis_YL2##Mn2+-e0##Microbe	-0.7060625359773773	-0.7060625359757223	-0.7060625359757223	-0.7060625359785446	-0.7060625359784543	-0.7060625359783791	-0.7060625359783171	-0.7060625359758522	-0.7060625359773071	-0.7060625359784203	-0.7060625359787912	-0.7060625359924926	-0.7060625359798631	-0.7060625359775322	-0.706062535978555	-0.7060625359783684	-0.7060625359782762	Bifidobacterium_animalis_YL2	Mn2+-e0
Enterocloster_clostridioformis_YL32##XAN-e0##Microbe	52.63310216122967	52.63310216122967	52.63310216123976	52.63310216123976	52.63310216123976	52.63310216123976	52.63310216123976	52.63310216123976	52.63310216123976	52.63310216123976	52.63310216123976	52.63310216123976	52.63310216123976	52.63310216123976	52.63310216123976	54.63310216124048	54.63310216124048	Enterocloster_clostridioformis_YL32	XAN-e0
Bifidobacterium_animalis_YL2##D-Lactate-e0##Microbe	1874.6516776769595	1875.1183443393932	1875.1183443393932	-321.04949796255937	812.2505004174792	812.2505004173693	812.2505004173264	812.2505004119945	812.2505004148813	812.2505004174692	812.2505004174576	3451.610349790239	-4583.519538530802	-259.4873725678155	-564.1696241892482	-475.85156255915314	-94.48100673724937	Bifidobacterium_animalis_YL2	D-Lactate-e0
Enterocloster_clostridioformis_YL32##L-Threonine-e0##Microbe	-30.508677439666787	-30.508677439666787	-30.50867743965312	-30.50867743965312	-30.50867743965312	-30.50867743965312	-30.50867743965312	-30.50867743965312	-30.50867743965312	-30.50867743965312	-30.50867743965312	-30.50867743965312	-30.50867743965312	-30.50867743965312	-30.50867743965312	-30.50867743965312	-30.50867743965312	Enterocloster_clostridioformis_YL32	L-Threonine-e0
Bifidobacterium_animalis_YL2##L-Tryptophan-e0##Microbe	-6.1213101738354965	-6.121310173822782	-6.121310173822782	-6.121310173854886	-6.121310173841933	-6.12131017384178	-6.121310173840693	-6.121310173813588	-6.121310173827653	-6.121310173841515	-6.12131017383693	-6.1213101739455436	-6.121310173896929	-6.121310173855166	-6.12131017388517	-6.121310173882772	-6.121310173897297	Bifidobacterium_animalis_YL2	L-Tryptophan-e0
Enterocloster_clostridioformis_YL32##Sulfate-e0##Microbe	-0.9241112603315199	-0.9241112603315199	-0.9241112603319834	-0.9241112603319834	-0.9241112603319834	-0.9241112603319834	-0.9241112603319834	-0.9241112603319834	-0.9241112603319834	-0.9241112603319834	-0.9241112603319834	-0.9241112603319834	-0.9241112603319834	-0.9241112603319834	-0.9241112603319834	-0.9241112603319834	-0.9241112603319834	Enterocloster_clostridioformis_YL32	Sulfate-e0
Bifidobacterium_animalis_YL2##Acetate-e0##Microbe	3186.9225345921764	3189.1225345849757	3189.1225345849757	-105.12922886578843	-1261.399059247143	-1261.3990592469777	-1261.3990592468895	1070.7142450552635	-105.1292288655958	-1292.987555115951	-1292.9875551158882	-3968.707066433948	1388.0461924279566	134.07686431241578	46.09622099227104	-95.13087145263748	-476.5014272750996	Bifidobacterium_animalis_YL2	Acetate-e0
Enterocloster_clostridioformis_YL32##L-Arginine-e0##Microbe	-34.57235834252824	-36.57235834252739	-36.57235834251698	-36.57235834251698	-36.57235834251698	-36.57235834251698	-36.57235834251698	-36.57235834251698	-36.57235834251698	-36.57235834251698	-36.57235834251698	-36.57235834251698	-36.57235834251698	-36.57235834251698	-36.57235834251698	-36.57235834251698	-36.57235834251698	Enterocloster_clostridioformis_YL32	L-Arginine-e0
Bifidobacterium_animalis_YL2##Sulfate-e0##Microbe	-0.7060625445221866	-0.7060625445816022	-0.7060625445816022	-0.7060625845654798	-0.7060626711601152	-0.7060626715635188	-0.7060626733042632	-0.7060625821275153	-0.7060626277348092	-0.7060626743353993	-0.7060626746065282	-0.7060627122186525	-0.7060625692612951	-0.7060625360428431	-0.7060625360956786	-0.7060625360948171	-0.7060625361545319	Bifidobacterium_animalis_YL2	Sulfate-e0
Bifidobacterium_animalis_YL2##Cl--e0##Microbe	-0.7060625359761686	-0.7060625359745417	-0.7060625359745417	-0.7060625359790376	-0.7060625359788358	-0.7060625359787418	-0.7060625359786935	-0.7060625359749984	-0.7060625359770207	-0.706062535978793	-0.7060625359788338	-0.7060625359920344	-0.7060625359829461	-0.706062535977537	-0.7060625359791094	-0.7060625359788583	-0.7060625359787154	Bifidobacterium_animalis_YL2	Cl--e0
Bifidobacterium_animalis_YL2##Glycerol-e0##Microbe	2.5233134356673723	2.5233134356593876	2.5233134356593876	2.523313435652042	2.5233134356468874	2.5233134356459903	2.523313435645316	2.523313435644796	2.5233134356450546	2.5233134356454037	2.5233134356414775	2.523313435671276	2680.8999429034575	0.0	-1.0000000000000009	-1.0000000000000007	-1.0000000000000009	Bifidobacterium_animalis_YL2	Glycerol-e0
Bifidobacterium_animalis_YL2##Cu2+-e0##Microbe	-0.706062535975464	-0.7060625359738284	-0.7060625359738284	-0.7060625359804815	-0.7060625359797609	-0.7060625359796671	-0.7060625359796535	-0.7060625359750307	-0.7060625359775876	-0.7060625359799142	-0.7060625359799626	-0.7060625359937313	-0.7060625359848249	-0.7060625359782718	-0.7060625359805975	-0.7060625359804106	-0.706062535980109	Bifidobacterium_animalis_YL2	Cu2+-e0
Enterocloster_clostridioformis_YL32##Fumarate-e0##Microbe	-1.0000000000000004	-1.0000000000000004	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	Enterocloster_clostridioformis_YL32	Fumarate-e0
Enterocloster_clostridioformis_YL32##H+-e0##Microbe	781.2012050177732	771.2012050177542	773.1987706933812	773.1987706933812	773.1987706933812	773.1987706933812	773.1987706933812	773.1987706933812	773.1987706933812	773.1987706933812	773.1987706933812	773.1987706933812	773.1987706933812	773.1987706933812	773.1987706933812	772.7701992648199	772.7701992648199	Enterocloster_clostridioformis_YL32	H+-e0
Enterocloster_clostridioformis_YL32##L-Leucine-e0##Microbe	-64.72644010615024	-64.72644010615024	-64.72644010615912	-64.72644010615912	-64.72644010615912	-64.72644010615912	-64.72644010615912	-64.72644010615912	-64.72644010615912	-64.72644010615912	-64.72644010615912	-64.72644010615912	-64.72644010615912	-64.72644010615912	-64.72644010615912	-64.72644010615912	-64.72644010615912	Enterocloster_clostridioformis_YL32	L-Leucine-e0
Bifidobacterium_animalis_YL2##Fumarate-e0##Microbe	28.01233132549266	28.012331325422295	28.012331325422295	28.012331325184572	28.012331325228374	28.01233132522698	28.012331325229077	28.012331325110335	28.01233132517169	28.012331325232648	28.01233132522149	28.01233132556948	28.01233132521507	-58.46831199474548	29.01233132517348	31.0123313251653	31.012331325178167	Bifidobacterium_animalis_YL2	Fumarate-e0
Bifidobacterium_animalis_YL2##D-Glucose-e0##Microbe	-2194.0345089715847	-2196.1678422999503	-2196.1678422999503	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bifidobacterium_animalis_YL2	D-Glucose-e0
