	0.0000-0.0006	0.0022-0.0057	0.0080-0.0094	0.0098-0.0098	0.0098-0.0111	0.0116-0.0119	0.0119-0.0119	0.0119-0.0120	0.0120-0.0120	0.0120-0.0121	0.0124-0.0125	0.0125-0.0125	0.0125-0.0152	0.0153-0.0154	0.0154-0.1650	0.1650-0.2723	0.2723-0.2725	0.2725-0.2739	0.2739-0.3731	0.3731-0.3813	0.5883-0.5964	0.5964-7.5314	7.5314-8.2204	8.2756-10.5441	10.5441-18.5801	Source	Target
Limosilactobacillus_reuteri_I49##L-Proline-e0##Microbe	-18.087781190331253	-18.087781190321998	-0.32815827862613034	-75.99620808790647	-75.99620808790647	-75.99620809046803	-75.99620808932436	-75.9962080893032	-75.99620809093881	-75.99620808941329	-0.10298737990287077	-0.8976591636108178	-0.5428645976239278	-75.99620808618724	-75.99620809726709	-75.99620807552594	-75.99620806974752	-75.9962080644172	-75.99620807396506	-0.4839385678262609	-38.62116064155947	-38.62116064155947	-18.087781189917926	-18.087781189915162	-18.08778118991462	Limosilactobacillus_reuteri_I49	L-Proline-e0
Enterocloster_clostridioformis_YL32##L-Valine-e0##Microbe	-50.889993073701724	-50.889993073701724	-50.889993073701724	-50.889993073701724	-50.88999307368565	-50.88999307368565	-50.88999307368565	-50.88999307368565	-50.88999307368565	-50.88999307368565	-50.88999307368565	-50.88999307368565	-50.88999307368565	-50.88999307368565	-50.88999307368565	-50.88999307368565	-50.88999307368565	-50.88999307368565	-50.88999307368565	-50.88999307368565	-50.889993073712375	-50.88999307361403	-50.88999307361403	-50.88999307360498	-50.88999307360498	Enterocloster_clostridioformis_YL32	L-Valine-e0
Limosilactobacillus_reuteri_I49##Urea-e0##Microbe	-0.9999999999999998	-0.9999999999999989	-1.0000000000000002	-1.0000000000000007	-1.0000000000000007	-1.0	-1.0000000000000009	-1.0000000000000007	-1.0000000000000018	-1.0000000000000007	-0.9999999999999982	-0.9999999999999998	-0.9999999999999993	-1.0000000000000004	-0.9999999999999996	-0.9999999999999986	-1.000000000000001	-1.000000000000002	-1.0	-1.0000000000000009	-1.0000000000000013	-1.0000000000000013	-1.0000000000000002	-1.0000000000000004	-0.9999999999999996	Limosilactobacillus_reuteri_I49	Urea-e0
Enterocloster_clostridioformis_YL32##L-Glutamate-e0##Microbe	-93.52869390849868	-93.52869390849868	-93.52869390849868	-93.52869390849868	-93.33821771798576	-93.33821771798576	-93.33821771798576	-93.33821771798576	-93.33821771798576	-93.33821771798576	-93.33821771798576	-93.33821771798576	-93.33821771798576	-93.33821771798576	-93.33821771798576	-93.33821771798576	-93.33821771798576	-93.33821771798576	-93.33821771798576	-93.33821771798576	-66.04418554221184	-66.04418554209889	-66.04418554209889	-66.04418554209265	-66.04418554209265	Enterocloster_clostridioformis_YL32	L-Glutamate-e0
Enterocloster_clostridioformis_YL32##L-Asparagine-e0##Microbe	-28.989573168843787	-28.989573168843787	-28.989573168843787	-28.989573168843787	-28.989573168843467	-28.989573168843467	-28.989573168843467	-28.989573168843467	-28.989573168843467	-28.989573168843467	-28.989573168843467	-28.989573168843467	-28.989573168843467	-28.989573168843467	-28.989573168843467	-28.989573168843467	-28.989573168843467	-28.989573168843467	-28.989573168843467	-28.989573168843467	-28.989573168850043	-28.989573168799385	-28.989573168799385	-28.9895731687989	-28.9895731687989	Enterocloster_clostridioformis_YL32	L-Asparagine-e0
Limosilactobacillus_reuteri_I49##Inosine##Microbe	-19.508390007168387	-19.508390007157818	2.591640652788757	-91.56949266981702	-91.56949266981702	-91.5694926728506	-91.56949267153102	-91.56949267150321	-91.56949267341912	-91.56949267162841	2.8718427601311154	1.8829551654055046	2.3244606424769465	-91.5694926678281	-91.56949268105146	-91.56949265476129	-91.569492648698	-91.5694926419792	-91.56949265307404	2.397788047660288	-45.06007641857863	-45.06007641857863	-19.50839000666756	-19.50839000668029	-20.00839000668344	Limosilactobacillus_reuteri_I49	Inosine
Limosilactobacillus_reuteri_I49##L-Asparagine-e0##Microbe	-16.661009646047678	-16.661009646033452	-0.3022730200068074	-70.00159625378252	-70.00159625378252	-1.0000000000000016	-0.9999999999999998	-1.0000000000000002	-1.0000000000000007	-1.0000000000000004	-0.9999999999999996	-1.0000000000000002	-0.9999999999999999	-1.000000000000001	-1.0000000000000007	-1.0000000000000007	-1.0000000000000004	-1.0000000000000002	-0.9999999999999987	-1.0000000000000002	-0.9999999999999997	-0.9999999999999997	-1.0000000000000002	-0.9999999999999996	-0.9999999999999997	Limosilactobacillus_reuteri_I49	L-Asparagine-e0
Enterocloster_clostridioformis_YL32##fe3-e0##Microbe	-0.9241112603363127	-0.9241112603363127	-0.9241112603363127	-0.9241112603363127	-0.9241112603361018	-0.9241112603361018	-0.9241112603361018	-0.9241112603361018	-0.9241112603361018	-0.9241112603361018	-0.9241112603361018	-0.9241112603361018	-0.9241112603361018	-0.9241112603361018	-0.9241112603361018	-0.9241112603361018	-0.9241112603361018	-0.9241112603361018	-0.9241112603361018	-0.9241112603361018	-0.9241112603364965	-0.9241112603347419	-0.9241112603347419	-0.9241112603346741	-0.9241112603346741	Enterocloster_clostridioformis_YL32	fe3-e0
Enterocloster_clostridioformis_YL32##Mn2+-e0##Microbe	-0.9241112603363152	-0.9241112603363152	-0.9241112603363152	-0.9241112603363152	-0.9241112603361364	-0.9241112603361364	-0.9241112603361364	-0.9241112603361364	-0.9241112603361364	-0.9241112603361364	-0.9241112603361364	-0.9241112603361364	-0.9241112603361364	-0.9241112603361364	-0.9241112603361364	-0.9241112603361364	-0.9241112603361364	-0.9241112603361364	-0.9241112603361364	-0.9241112603361364	-0.9241112603366048	-0.9241112603347396	-0.9241112603347396	-0.9241112603345943	-0.9241112603345943	Enterocloster_clostridioformis_YL32	Mn2+-e0
Limosilactobacillus_reuteri_I49##L-Tyrosine-e0##Microbe	-11.972744790283512	-11.97274479027804	0.7646414695847611	-53.50527083258918	-53.50527083258918	-53.50527083429333	-53.50527083353818	-53.50527083352286	-53.50527083461246	-53.505270833592476	0.9261363800191458	0.35618951182893005	0.6106518645657125	-53.50527083139614	-53.50527083887461	-53.50527082421087	-53.505270820362995	-53.50527081649933	-53.50527082322344	0.6529142259894303	-26.699498088548957	-26.699498088548957	-11.97274478999398	-11.972744789991573	-12.472744789994811	Limosilactobacillus_reuteri_I49	L-Tyrosine-e0
Limosilactobacillus_reuteri_I49##D-Mannitol-e0##Microbe	1.0000000000000064	1.0000000000000053	0.9999999999999815	0.9999999999999805	0.9999999999999805	0.9999999999999988	0.9999999999999989	0.9999999999999969	0.9999999999999977	0.9999999999999968	1.0000000000000102	0.9999999999999905	0.9999999999999915	0.9999999999999941	0.9999999999999974	1.0000000000000022	0.9999999999999654	0.9999999999999777	0.9999999999999986	1.000000000000001	0.9999999999999941	0.9999999999999941	1.0000000000000009	0.999999999999999	0.9999999999999969	Limosilactobacillus_reuteri_I49	D-Mannitol-e0
Limosilactobacillus_reuteri_I49##fe3-e0##Microbe	-0.7060625359774549	-0.7060625359771023	-0.01280976721084782	-2.966537180130191	-2.966537180130191	-2.966537180228125	-2.9665371801835216	-2.9665371801826854	-2.966537180246533	-2.966537180186993	-0.004020146521181419	-0.03504042308078449	-0.021190899561271064	-2.9665371800605222	-2.966537180492443	-2.966537179646279	-2.9665371794318585	-2.9665371792257886	-2.966537179587939	-0.018890702450527933	-1.5075898109356094	-1.5075898109356094	-0.7060625359614118	-0.7060625359613131	-0.7060625359613006	Limosilactobacillus_reuteri_I49	fe3-e0
Limosilactobacillus_reuteri_I49##Mn2+-e0##Microbe	-0.7060625359773164	-0.7060625359769215	-0.012809767210839389	-2.9665371801206657	-2.9665371801206657	-2.966537180222267	-2.966537180179012	-2.966537180178185	-2.9665371802407647	-2.966537180182068	-0.004020146521193549	-0.03504042308078058	-0.021190899561263313	-2.9665371800574034	-2.966537180487693	-2.9665371796351465	-2.9665371794164415	-2.9665371792064246	-2.9665371795803916	-0.018890702450511027	-1.5075898109312964	-1.5075898109312964	-0.706062535959825	-0.7060625359595365	-0.7060625359595027	Limosilactobacillus_reuteri_I49	Mn2+-e0
Enterocloster_clostridioformis_YL32##Neu5Ac-e0##Microbe	-5.992697026241887	-5.992697026241887	-5.992697026241887	-5.992697026241887	-5.992697026236919	-5.992697026236919	-5.992697026236919	-5.992697026236919	-5.992697026236919	-5.992697026236919	-5.992697026236919	-5.992697026236919	-5.992697026236919	-5.992697026236919	-5.992697026236919	-5.992697026236919	-5.992697026236919	-5.992697026236919	-5.992697026236919	-5.992697026236919	-5.992697026225864	-5.992697026221871	-5.992697026221871	0.0	0.0	Enterocloster_clostridioformis_YL32	Neu5Ac-e0
Enterocloster_clostridioformis_YL32##L-Serine-e0##Microbe	-34.532865237128185	-34.532865237128185	-34.532865237128185	-34.532865237128185	-34.532865237119594	-34.532865237119594	-34.532865237119594	-34.532865237119594	-34.532865237119594	-34.532865237119594	-34.532865237119594	-34.532865237119594	-34.532865237119594	-34.532865237119594	-34.532865237119594	-34.532865237119594	-34.532865237119594	-34.532865237119594	-34.532865237119594	-34.532865237119594	-34.53286523713979	-34.53286523707194	-34.53286523707194	-34.53286523706953	-34.53286523706953	Enterocloster_clostridioformis_YL32	L-Serine-e0
Limosilactobacillus_reuteri_I49##D-Lactate-e0##Microbe	2650.901519174964	2559.837993601565	25.874953492488643	6695.455962228425	6695.455962228425	-895.559394971312	689.6452727601909	689.6452727599965	-709.5509957894974	-709.5509957749514	11.505072650639235	15.402316997882368	20.183855876088764	-996.6950085957365	3608.3932739668926	-25802.873313498072	62427.926441071715	62427.92643666853	3609.393272873519	12.054412579859463	1828.8785113239517	1828.8785113239517	850.6861683090472	846.6861683089443	851.6861683088794	Limosilactobacillus_reuteri_I49	D-Lactate-e0
PAN##Limosilactobacillus_reuteri_I49##Metabolite	96.79614651719008	96.79614651714034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	96.79614651499753	96.79614651498487	96.79614651498343	PAN	Limosilactobacillus_reuteri_I49
Enterocloster_clostridioformis_YL32##Co2+-e0##Microbe	-0.924111260336197	-0.924111260336197	-0.924111260336197	-0.924111260336197	-0.9241112603360454	-0.9241112603360454	-0.9241112603360454	-0.9241112603360454	-0.9241112603360454	-0.9241112603360454	-0.9241112603360454	-0.9241112603360454	-0.9241112603360454	-0.9241112603360454	-0.9241112603360454	-0.9241112603360454	-0.9241112603360454	-0.9241112603360454	-0.9241112603360454	-0.9241112603360454	-0.9241112603364355	-0.9241112603347013	-0.9241112603347013	-0.9241112603345187	-0.9241112603345187	Enterocloster_clostridioformis_YL32	Co2+-e0
Limosilactobacillus_reuteri_I49##L-Tryptophan-e0##Microbe	-6.121310173820639	-6.1213101738174	-0.11105610956047504	-25.718818513191245	-25.718818513191245	-25.718818514061827	-25.718818513675934	-25.718818513668765	-25.718818514221596	-25.71881851370589	-0.03485323543789296	-0.30378796122187035	-0.183717535582592	-25.718818512616025	-25.71881851636122	-25.718818509009132	-25.718818507030356	-25.718818505206997	-25.718818508486038	-0.16377564763583613	-13.070265560626726	-13.070265560626726	-6.121310173685773	-6.121310173684941	-6.121310173684861	Limosilactobacillus_reuteri_I49	L-Tryptophan-e0
Enterocloster_clostridioformis_YL32##Acetate-e0##Microbe	3623.732602567154	3623.732602567154	3623.732602567154	3623.732602567154	3624.4945073282374	3624.4945073282374	3624.4945073282374	3624.4945073282374	3624.4945073282374	3624.4945073282374	3624.4945073282374	3624.4945073282374	3624.4945073282374	3624.4945073282374	3624.4945073282374	3624.4945073282374	3624.4945073282374	3624.4945073282374	3624.4945073282374	3624.4945073282374	3665.4355555932784	3735.670636027321	3735.670636027321	3747.663333052999	3747.663333052999	Enterocloster_clostridioformis_YL32	Acetate-e0
Enterocloster_clostridioformis_YL32##Cl--e0##Microbe	-0.9241112603359095	-0.9241112603359095	-0.9241112603359095	-0.9241112603359095	-0.924111260335698	-0.924111260335698	-0.924111260335698	-0.924111260335698	-0.924111260335698	-0.924111260335698	-0.924111260335698	-0.924111260335698	-0.924111260335698	-0.924111260335698	-0.924111260335698	-0.924111260335698	-0.924111260335698	-0.924111260335698	-0.924111260335698	-0.924111260335698	-0.9241112603361489	-0.9241112603344565	-0.9241112603344565	-0.9241112603343978	-0.9241112603343978	Enterocloster_clostridioformis_YL32	Cl--e0
Limosilactobacillus_reuteri_I49##Acetate-e0##Microbe	974.6345329619159	974.6345329614537	5.90005565430325	-1518.811192077879	-1518.811192077879	-0.608120645021587	527.7934352610012	527.7934352608548	61.394679084111075	61.39467908298286	16.577269000438683	5.599184285454927	3.9790055267306608	348.53869193217105	-4256.549590730052	25154.716996932206	-4255.54958918605	-4255.5495888845435	-4255.54958942323	8.671710672198403	-2144.959159608821	-2144.959159608821	-985.4274094269597	-983.4274094268691	-989.4274094267892	Limosilactobacillus_reuteri_I49	Acetate-e0
Limosilactobacillus_reuteri_I49##Sulfate-e0##Microbe	-0.70606253597932	-0.7060625359790415	-0.012809767210832717	-2.9665371801277582	-2.9665371801277582	-2.966537180224027	-2.9665371801801887	-2.966537180179251	-2.9665371802417497	-2.966537180181879	-0.004020146521188136	-0.035040423080749464	-0.021190899561249366	-2.966537180055807	-2.9665371804883884	-2.9665371796325832	-2.966537179456794	-2.9665371792266115	-2.966537179586741	-0.018890702450497412	-1.5075898109353028	-1.5075898109353028	-0.7060625359614903	-0.706062535961458	-0.7060625359617786	Limosilactobacillus_reuteri_I49	Sulfate-e0
Enterocloster_clostridioformis_YL32##Cu2+-e0##Microbe	-0.924111260335335	-0.924111260335335	-0.924111260335335	-0.924111260335335	-0.9241112603352971	-0.9241112603352971	-0.9241112603352971	-0.9241112603352971	-0.9241112603352971	-0.9241112603352971	-0.9241112603352971	-0.9241112603352971	-0.9241112603352971	-0.9241112603352971	-0.9241112603352971	-0.9241112603352971	-0.9241112603352971	-0.9241112603352971	-0.9241112603352971	-0.9241112603352971	-0.9241112603355769	-0.9241112603339203	-0.9241112603339203	-0.9241112603337486	-0.9241112603337486	Enterocloster_clostridioformis_YL32	Cu2+-e0
Enterocloster_clostridioformis_YL32##Folate-e0##Microbe	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999991	-0.9999999999999991	-0.9999999999999991	-0.9999999999999991	-0.9999999999999991	-0.9999999999999991	-0.9999999999999991	-0.9999999999999991	-0.9999999999999991	-0.9999999999999991	-0.9999999999999991	-0.9999999999999991	-0.9999999999999991	-0.9999999999999991	-0.9999999999999991	-0.9999999999999991	-1.0000000000000018	-1.000000000000002	-1.000000000000002	-1.0000000000000016	-1.0000000000000016	Enterocloster_clostridioformis_YL32	Folate-e0
Limosilactobacillus_reuteri_I49##Cu2+-e0##Microbe	-0.7060625359761229	-0.7060625359757299	-0.012809767210840883	-2.966537180126165	-2.966537180126165	-2.9665371802279674	-2.9665371801826605	-2.966537180181724	-2.9665371802457328	-2.9665371801869505	-0.004020146521170182	-0.03504042308078634	-0.021190899561262928	-2.9665371800617706	-2.966537180492092	-2.9665371796389985	-2.9665371794052966	-2.966537179198177	-2.9665371795933275	-0.01889070245054175	-1.5075898109407166	-1.5075898109407166	-0.7060625359634252	-0.7060625359634118	-0.7060625359630988	Limosilactobacillus_reuteri_I49	Cu2+-e0
Limosilactobacillus_reuteri_I49##Folate-e0##Microbe	-1.0000000000000002	-1.0000000000000004	-1.0000000000000002	-0.9999999999998664	-0.9999999999998664	-0.9999999999999551	-0.9999999999999757	-0.9999999999999882	-0.9999999999999473	-1.0000000000000067	-1.0000000000000013	-0.9999999999999997	-1.0000000000000009	-0.9999999999999745	-0.9999999999999741	-0.9999999999996445	-1.0000000000002418	-1.0000000000007172	-1.0000000000000164	-0.9999999999999998	-1.0000000000000555	-1.0000000000000555	-0.9999999999999982	-0.9999999999999972	-0.999999999999999	Limosilactobacillus_reuteri_I49	Folate-e0
Enterocloster_clostridioformis_YL32##Succinate-e0##Microbe	47.57559773179784	47.57559773179784	47.57559773179784	47.57559773179784	47.38512154130638	47.38512154130638	47.38512154130638	47.38512154130638	47.38512154130638	47.38512154130638	47.38512154130638	47.38512154130638	47.38512154130638	47.38512154130638	47.38512154130638	47.38512154130638	47.38512154130638	47.38512154130638	47.38512154130638	47.38512154130638	20.091089365509188	20.091089365472918	20.091089365472918	20.09108936547052	20.09108936547052	Enterocloster_clostridioformis_YL32	Succinate-e0
Limosilactobacillus_reuteri_I49##Fumarate-e0##Microbe	2415.3697639184143	2415.3697639172024	-0.8275743724240093	38.93101721377147	38.93101721377147	38.931017214943125	38.93101721443538	38.93101721442683	38.931017215181996	38.931017214491234	-0.9458868943140254	-0.5283390524811378	-0.7147603000451529	38.931017212990284	38.9310172181838	38.931017207819124	38.93101720479742	38.93101720183111	38.931017207244686	-0.7457220594435762	19.292883937744072	19.292883937744072	8.503941318196494	8.503941318188577	9.003941318190765	Limosilactobacillus_reuteri_I49	Fumarate-e0
Enterocloster_clostridioformis_YL32##D-Glucose-e0##Microbe	-738.2777792738639	-738.2777792738639	-738.2777792738639	-738.2777792738639	-737.9682554641715	-737.9682554641715	-737.9682554641715	-737.9682554641715	-737.9682554641715	-737.9682554641715	-737.9682554641715	-737.9682554641715	-737.9682554641715	-737.9682554641715	-737.9682554641715	-737.9682554641715	-737.9682554641715	-737.9682554641715	-737.9682554641715	-737.9682554641715	-748.2035175303716	-692.0154531776376	-692.0154531776376	-685.518191792702	-685.518191792702	Enterocloster_clostridioformis_YL32	D-Glucose-e0
Enterocloster_clostridioformis_YL32##L-Proline-e0##Microbe	-26.58432473997577	-26.58432473997577	-26.58432473997577	-26.58432473997577	-26.584324739971287	-26.584324739971287	-26.584324739971287	-26.584324739971287	-26.584324739971287	-26.584324739971287	-26.584324739971287	-26.584324739971287	-26.584324739971287	-26.584324739971287	-26.584324739971287	-26.584324739971287	-26.584324739971287	-26.584324739971287	-26.584324739971287	-26.584324739971287	-26.584324739984304	-26.58432473993408	-26.58432473993408	-26.584324739931787	-26.584324739931787	Enterocloster_clostridioformis_YL32	L-Proline-e0
Enterocloster_clostridioformis_YL32##L-Isoleucine-e0##Microbe	-45.484452675302464	-45.484452675302464	-45.484452675302464	-45.484452675302464	-45.48445267530138	-45.48445267530138	-45.48445267530138	-45.48445267530138	-45.48445267530138	-45.48445267530138	-45.48445267530138	-45.48445267530138	-45.48445267530138	-45.48445267530138	-45.48445267530138	-45.48445267530138	-45.48445267530138	-45.48445267530138	-45.48445267530138	-45.48445267530138	-45.48445267531685	-45.48445267523709	-45.48445267523709	-45.484452675241506	-45.484452675241506	Enterocloster_clostridioformis_YL32	L-Isoleucine-e0
Limosilactobacillus_reuteri_I49##D-Glucose-e0##Microbe	-3778.0173564902716	-3869.0808820605507	-0.9999999999999987	-0.9999999999999997	-0.9999999999999997	-1.0000000000000002	-1.0	-0.9999999999999986	-0.9999999999999986	-0.9999999999999991	-0.9999999999999997	-1.0000000000000004	-0.9999999999999997	-1.0000000000000007	-1.0000000000000007	-1.0	-1.000000000000001	-0.9999999999999998	-0.9999999999999994	-1.0000000000000004	-1.000000000000001	-1.000000000000001	-1.0000000000000004	-1.0000000000000007	-1.0	Limosilactobacillus_reuteri_I49	D-Glucose-e0
Limosilactobacillus_reuteri_I49##L-Isoleucine-e0##Microbe	-38.570608112677775	-38.570608112658014	-0.6997687682438508	-162.05525317686985	-162.05525317686985	-162.0552531823164	-162.0552531798696	-162.0552531798243	-162.0552531833186	-162.05525318006391	-0.21961156147310568	-1.9141794924456599	-1.1576111759018883	-162.0552531731932	-162.05525319676516	-162.0552531506196	-162.05525313821448	-162.05525312678355	-162.05525314719415	-1.0319565818398142	-82.35624017602683	-82.35624017602683	-38.570608111796155	-38.57060811178949	-38.570608111790015	Limosilactobacillus_reuteri_I49	L-Isoleucine-e0
Enterocloster_clostridioformis_YL32##Mg-e0##Microbe	-0.9241112603354001	-0.9241112603354001	-0.9241112603354001	-0.9241112603354001	-0.9241112603352629	-0.9241112603352629	-0.9241112603352629	-0.9241112603352629	-0.9241112603352629	-0.9241112603352629	-0.9241112603352629	-0.9241112603352629	-0.9241112603352629	-0.9241112603352629	-0.9241112603352629	-0.9241112603352629	-0.9241112603352629	-0.9241112603352629	-0.9241112603352629	-0.9241112603352629	-0.9241112603356221	-0.924111260333985	-0.924111260333985	-0.9241112603339282	-0.9241112603339282	Enterocloster_clostridioformis_YL32	Mg-e0
Limosilactobacillus_reuteri_I49##Thiamine##Microbe	-1.0000000000000016	-1.0000000000000013	-0.9999999999999983	-0.9999999999992067	-0.9999999999992067	-1.0000000000001728	-1.0000000000001374	-1.0000000000002116	-1.0000000000002476	-1.0000000000001497	-0.9999999999999979	-1.0000000000000016	-0.9999999999999992	-0.999999999999949	-1.0000000000000198	-1.0000000000001146	-0.9999999999986035	-1.0000000000006177	-1.0000000000002596	-0.9999999999999992	-1.0000000000000506	-1.0000000000000506	-1.0000000000000002	-1.0000000000000009	-0.4999999999947543	Limosilactobacillus_reuteri_I49	Thiamine
