	0.0000-0.0000	0.0067-0.0071	0.0071-0.0078	0.0078-0.0113	0.0113-0.0176	0.0176-0.2791	0.2791-0.3051	0.3051-8.5359	8.5359-9.4819	9.4819-11.8500	11.8500-16.1491	16.1491-20.0000	Source	Target
Akkermansia_muciniphilaYL44##L-Arginine-e0##Microbe	-35.5723583418762	-35.57235834173429	-35.57235834181739	-35.57235834204239	-35.57235834196946	-35.57235834187906	-35.57235834207101	-35.57235834203902	-35.57235834242495	-35.57235834242495	-35.57235833087212	-35.57235833087212	Akkermansia_muciniphilaYL44	L-Arginine-e0
Akkermansia_muciniphilaYL44##galactose##Microbe	-6.992697026121221	-6.992697026048632	-6.992697026124665	-6.992697026115245	-6.9926970261142385	-6.992697026110856	-6.992697026123656	-8.740871282654698	-8.740871282749834	-8.740871282749834	-8.740871280234504	-8.740871280234504	Akkermansia_muciniphilaYL44	galactose
Akkermansia_muciniphilaYL44##L-Histidine-e0##Microbe	-11.393282031208072	-11.393282031162151	-11.393282031187107	-11.393282031257076	-11.393282031234948	-11.393282031206164	-11.393282031264976	-11.39328203126186	-11.393282031385299	-11.393282031385299	-11.39328202762341	-11.39328202762341	Akkermansia_muciniphilaYL44	L-Histidine-e0
Akkermansia_muciniphilaYL44##L-Cysteine-e0##Microbe	-13.01350596348749	-13.013505963516968	2256.103683809065	-677.0679118242066	-13.013505963479034	-13.013505963446681	-13.013505963482144	-13.013505963408024	-13.013505963548027	-13.013505963548027	-13.013505961199431	-13.013505961199431	Akkermansia_muciniphilaYL44	L-Cysteine-e0
Enterocloster_clostridioformis_YL32##L-Threonine-e0##Microbe	-30.5086774396536	-30.5086774396536	-30.5086774396536	-30.5086774396536	-30.5086774396536	-30.5086774396536	-30.5086774396536	-30.5086774396536	-30.5086774396536	-30.50867743964871	-30.50867743964871	-25.439202304334852	Enterocloster_clostridioformis_YL32	L-Threonine-e0
Akkermansia_muciniphilaYL44##H+-e0##Microbe	663.4372740380475	-508.4606765564925	-508.46067655705195	-508.4606765598404	-508.46067655905415	527.481013883162	-2623.46220166207	-3648.041867279297	-3648.041867318791	-3648.041867318791	-3649.5418660803953	-3649.5418660803953	Akkermansia_muciniphilaYL44	H+-e0
Enterocloster_clostridioformis_YL32##Sulfate-e0##Microbe	-0.9241112603321119	-0.9241112603321119	-0.9241112603321119	-0.9241112603321119	-0.9241112603321119	-0.9241112603321119	-0.9241112603321119	-0.9241112603321119	-0.9241112603321119	-0.924111260332246	-0.924111260332246	-0.9241112603314425	Enterocloster_clostridioformis_YL32	Sulfate-e0
Enterocloster_clostridioformis_YL32##L-Arginine-e0##Microbe	-34.572358342518434	-34.572358342518434	-34.572358342518434	-34.572358342518434	-34.572358342518434	-34.572358342518434	-34.572358342518434	-34.572358342518434	-34.572358342518434	-34.572358342521696	-36.57235834252086	-40.99725614845134	Enterocloster_clostridioformis_YL32	L-Arginine-e0
Akkermansia_muciniphilaYL44##H2O-e0##Microbe	-2349.947678671754	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Akkermansia_muciniphilaYL44	H2O-e0
Akkermansia_muciniphilaYL44##L-Tyrosine##Microbe	-17.083554956563823	-17.083554956525923	-17.083554956498958	-17.083554956431257	-17.083554956464845	-17.08355495652119	-17.08355495649365	-17.083554956605663	-17.08355495679041	-17.08355495679041	-17.08355494903639	-17.08355494903639	Akkermansia_muciniphilaYL44	L-Tyrosine
Enterocloster_clostridioformis_YL32##H+-e0##Microbe	781.0869193036191	781.0869193036191	781.0869193036191	781.0869193036191	781.0869193036191	780.3059669226674	780.3059669226674	780.3059669226674	780.3059669226674	782.3035325981411	772.3035325981222	766.4554174735475	Enterocloster_clostridioformis_YL32	H+-e0
Enterocloster_clostridioformis_YL32##L-Leucine-e0##Microbe	-64.72644010615595	-64.72644010615595	-64.72644010615595	-64.72644010615595	-64.72644010615595	-64.72644010615595	-64.72644010615595	-64.72644010615595	-64.72644010615595	-64.72644010615939	-64.72644010615939	-64.61594796634498	Enterocloster_clostridioformis_YL32	L-Leucine-e0
Akkermansia_muciniphilaYL44##L-Lysine-e0##Microbe	-41.268999357466235	-41.26899935732852	-41.26899935739493	-41.26899935768046	-41.26899935758853	-41.268999357469426	-41.268999357704615	-41.26899935764142	-41.26899935808927	-41.26899935808927	-41.26899934518959	-41.26899934518959	Akkermansia_muciniphilaYL44	L-Lysine-e0
Enterocloster_clostridioformis_YL32##Ca2+-e0##Microbe	-0.9241112603366911	-0.9241112603366911	-0.9241112603366911	-0.9241112603366911	-0.9241112603366911	-0.9241112603366911	-0.9241112603366911	-0.9241112603366911	-0.9241112603366911	-0.9241112603368438	-0.9241112603368438	-0.924111260336186	Enterocloster_clostridioformis_YL32	Ca2+-e0
Akkermansia_muciniphilaYL44##Zn2+-e0##Microbe	-0.9241112603199275	-0.9241112603147061	-0.9241112603189258	-0.924111260322394	-0.9241112603214308	-0.9241112603191503	-0.9241112603236789	-0.9241112603241685	-0.9241112603340523	-0.9241112603340523	-0.92411126002887	-0.92411126002887	Akkermansia_muciniphilaYL44	Zn2+-e0
Enterocloster_clostridioformis_YL32##PAN##Microbe	-1.0000000000005405	-1.0000000000005405	-1.0000000000005405	-1.0000000000005405	-1.0000000000005405	-1.0000000000005405	-1.0000000000005405	-1.0000000000005405	-1.0000000000005405	-1.000000000000436	-1.000000000000436	-0.9999999999998352	Enterocloster_clostridioformis_YL32	PAN
Enterocloster_clostridioformis_YL32##Fe2+-e0##Microbe	-1.9241112603529968	-1.9241112603529968	-1.9241112603529968	-1.9241112603529968	-1.9241112603529968	-1.9241112603529968	-1.9241112603529968	-1.9241112603529968	-1.9241112603529968	-1.924111260352992	-1.924111260352992	-1.9241112603517032	Enterocloster_clostridioformis_YL32	Fe2+-e0
Enterocloster_clostridioformis_YL32##L-Lysine-e0##Microbe	-41.268999358223226	-41.268999358223226	-41.268999358223226	-41.268999358223226	-41.268999358223226	-41.268999358223226	-41.268999358223226	-41.268999358223226	-41.268999358223226	-41.26899935822508	-41.26899935822508	-43.33482895273041	Enterocloster_clostridioformis_YL32	L-Lysine-e0
Akkermansia_muciniphilaYL44##Inosine-e0##Microbe	-59.08478561400517	-59.08478561376992	-59.08478561390462	-59.08478561409912	-59.08478561404109	-59.08478561395752	-59.08478561417332	-59.08478561419075	-59.084785614839106	-59.084785614839106	-58.58478559704712	-58.58478559704712	Akkermansia_muciniphilaYL44	Inosine-e0
Enterocloster_clostridioformis_YL32##Zn2+-e0##Microbe	-0.9241112603362567	-0.9241112603362567	-0.9241112603362567	-0.9241112603362567	-0.9241112603362567	-0.9241112603362567	-0.9241112603362567	-0.9241112603362567	-0.9241112603362567	-0.9241112603363861	-0.9241112603363861	-0.9241112603356898	Enterocloster_clostridioformis_YL32	Zn2+-e0
Akkermansia_muciniphilaYL44##L-Phenylalanine##Microbe	38.591951727231205	38.5919517271044	38.5919517271733	38.59195172721794	38.59195172721367	38.59195172719938	38.59195172727863	38.59195172728008	38.59195172768441	38.59195172768441	39.09195171243672	39.09195171243672	Akkermansia_muciniphilaYL44	L-Phenylalanine
Akkermansia_muciniphilaYL44##L-Glutamate-e0##Microbe	-1817.9960279768275	-1230.5091083049347	-2365.0677031930504	-898.4819053819864	-1230.5091083106088	-712.5382630876798	-262.40351801248187	-1293.9758806552938	-1293.975880669344	-1293.975880669344	-1291.4758802433207	-1291.4758802433207	Akkermansia_muciniphilaYL44	L-Glutamate-e0
Akkermansia_muciniphilaYL44##NH3-e0##Microbe	1498.595684059693	911.1087643889937	-223.44983049612065	1243.1359673247796	911.1087643930897	393.13791917070387	1293.4074093287966	3353.055786101505	3353.055786137856	3353.055786137856	3350.5557850217415	3350.5557850217415	Akkermansia_muciniphilaYL44	NH3-e0
Akkermansia_muciniphilaYL44##Glycine-e0##Microbe	-70.5494519423248	-70.5494519421368	-70.54945194220839	-70.54945194249275	-70.5494519424008	-70.54945194227258	-70.54945194255166	-70.54945194259577	-70.54945194334626	-70.54945194334626	-71.04945191889412	-71.04945191889412	Akkermansia_muciniphilaYL44	Glycine-e0
Akkermansia_muciniphilaYL44##Folate##Microbe	-0.9999999999999989	-1.0	-0.9999999999999991	-0.9999999999999994	-1.0000000000000002	-1.0000000000000007	-0.9999999999999986	-0.9999999999999998	-0.9999999999999996	-0.9999999999999996	-1.4999999984860128	-1.4999999984860128	Akkermansia_muciniphilaYL44	Folate
Enterocloster_clostridioformis_YL32##L-Tryptophan##Microbe	-6.835969218850911	-6.835969218850911	-6.835969218850911	-6.835969218850911	-6.835969218850911	-6.835969218850911	-6.835969218850911	-6.835969218850911	-6.835969218850911	-6.835969218851267	-6.835969218851267	-6.835969218846705	Enterocloster_clostridioformis_YL32	L-Tryptophan
Enterocloster_clostridioformis_YL32##L-Histidine-e0##Microbe	-11.393282031421622	-11.393282031421622	-11.393282031421622	-11.393282031421622	-11.393282031421622	-11.393282031421622	-11.393282031421622	-11.393282031421622	-11.393282031421622	-11.393282031422627	-11.393282031422627	-11.393282031415097	Enterocloster_clostridioformis_YL32	L-Histidine-e0
Akkermansia_muciniphilaYL44##Neu5Ac-e0##Microbe	-6.992697026115231	-6.992697026167797	-6.992697026089427	-6.992697026102761	-6.992697026100302	-6.992697026100147	-6.992697026111281	-6.9926970260227765	-6.992697026097626	-6.992697026097626	-6.992697023575851	-6.992697023575851	Akkermansia_muciniphilaYL44	Neu5Ac-e0
Enterocloster_clostridioformis_YL32##L-Cysteine-e0##Microbe	-12.013505963702748	-12.013505963702748	-12.013505963702748	-12.013505963702748	-12.013505963702748	-12.013505963702748	-12.013505963702748	-12.013505963702748	-12.013505963702748	-12.013505963699085	-12.013505963699085	-11.707189449510562	Enterocloster_clostridioformis_YL32	L-Cysteine-e0
Enterocloster_clostridioformis_YL32##Spermidine-e0##Microbe	-1.0000000000000009	-1.0000000000000009	-1.0000000000000009	-1.0000000000000009	-1.0000000000000009	-1.0000000000000009	-1.0000000000000009	-1.0000000000000009	-1.0000000000000009	-0.9999999999999993	0.0	0.0	Enterocloster_clostridioformis_YL32	Spermidine-e0
Akkermansia_muciniphilaYL44##Co2+-e0##Microbe	-0.9241112603179403	-0.9241112603131775	-0.9241112603169499	-0.9241112603213796	-0.9241112603197993	-0.9241112603174371	-0.924111260322179	-0.9241112603225066	-0.9241112603325382	-0.9241112603325382	-0.9241112600273637	-0.9241112600273637	Akkermansia_muciniphilaYL44	Co2+-e0
Enterocloster_clostridioformis_YL32##L-Phenylalanine##Microbe	-22.280195972556353	-22.280195972556353	-22.280195972556353	-22.280195972556353	-22.280195972556353	-22.280195972556353	-22.280195972556353	-22.280195972556353	-22.280195972556353	-22.28019597255738	-22.28019597255738	-22.280195972543634	Enterocloster_clostridioformis_YL32	L-Phenylalanine
Enterocloster_clostridioformis_YL32##Thiamin-e0##Microbe	-0.9999999999999984	-0.9999999999999984	-0.9999999999999984	-0.9999999999999984	-0.9999999999999984	-0.9999999999999984	-0.9999999999999984	-0.9999999999999984	-0.9999999999999984	-1.0000000000000009	-1.0000000000000009	-1.0000000000000018	Enterocloster_clostridioformis_YL32	Thiamin-e0
Enterocloster_clostridioformis_YL32##NH3-e0##Microbe	2497.852909120216	2497.852909120216	2497.852909120216	2497.852909120216	2497.852909120216	2497.462432929741	2497.462432929741	2497.462432929741	2497.462432929741	2501.457564280733	2505.457564280672	2504.192679812625	Enterocloster_clostridioformis_YL32	NH3-e0
Enterocloster_clostridioformis_YL32##Glycine-e0##Microbe	-2529.835343086931	-2529.835343086931	-2529.835343086931	-2529.835343086931	-2529.835343086931	-2530.0543907059805	-2530.0543907059805	-2530.0543907059805	-2530.0543907059805	-2532.051956381572	-2532.0519563815105	-2529.49613902115	Enterocloster_clostridioformis_YL32	Glycine-e0
Akkermansia_muciniphilaYL44##Cu2+-e0##Microbe	-0.9241112603195881	-0.9241112603155355	-0.9241112603184956	-0.9241112603228039	-0.9241112603210621	-0.9241112603183304	-0.924111260323409	-0.92411126032515	-0.9241112603350504	-0.9241112603350504	-0.9241112600301978	-0.9241112600301978	Akkermansia_muciniphilaYL44	Cu2+-e0
Riboflavin##Akkermansia_muciniphilaYL44##Metabolite	126.6890741174977	126.68907411699925	126.6890741172843	126.68907411804412	126.68907411780162	126.68907411749326	126.68907411814955	126.6890741180901	0.0	0.0	0.0	0.0	Riboflavin	Akkermansia_muciniphilaYL44
Akkermansia_muciniphilaYL44##L-Aspartate-e0##Microbe	-333.91602467723874	-333.91602467613734	-333.9160246766235	-333.9160246783047	-333.91602467780507	-333.91602467716945	-1684.3202599132565	-2712.396274043121	-2712.3962740723773	-2712.3962740723773	-2711.3962731637803	-2711.3962731637803	Akkermansia_muciniphilaYL44	L-Aspartate-e0
Enterocloster_clostridioformis_YL32##Uracil-e0##Microbe	-40.64223087826882	-40.64223087826882	-40.64223087826882	-40.64223087826882	-40.64223087826882	-40.64223087826882	-40.64223087826882	-40.64223087826882	-40.64223087826882	-40.64223087827251	-38.642230878271505	-38.824396764929155	Enterocloster_clostridioformis_YL32	Uracil-e0
PAN##Enterocloster_clostridioformis_YL32##Metabolite	126.68907411986153	126.68907411986153	126.68907411986153	126.68907411986153	126.68907411986153	126.68907411986153	126.68907411986153	126.68907411986153	126.68907411986153	126.68907411987007	126.68907411987007	126.68907411979005	PAN	Enterocloster_clostridioformis_YL32
