	0.0000-0.0009	0.0009-0.0010	0.0010-0.0017	0.0017-0.0019	0.0019-0.0025	0.0029-0.0030	0.0030-0.0031	0.0031-0.0031	0.0031-0.0043	0.0043-0.0044	0.0045-0.0321	0.0321-0.4541	0.4541-0.9787	0.9787-5.1447	5.1447-6.3270	6.3270-6.5371	6.5371-7.3519	7.3519-7.9983	7.9983-10.2915	10.2915-17.3043	17.3043-19.8381	19.8381-20.0000	Source	Target
Acutalibacter_muris_KB1##Zn2+-e0##Microbe	-1.4121250719342693	-1.4121250719342693	-1.4121250719342693	-1.4121250719342693	-1.4121250719342693	-1.4121250719342693	-1.4121250719342693	-1.4121250719342693	-1.4121250719342693	-1.4121250719342693	-1.4121250719342693	-1.4121250719342693	-1.4121250719285556	-1.4121250719920777	-1.4121250719930531	-0.7060625359914449	-0.7060625359914449	-0.7060625359914449	-0.7060625359914449	-0.7060625359917526	-0.7060625359917526	0.0	Acutalibacter_muris_KB1	Zn2+-e0
Clostridium_innocuum_I46##Sulfate-e0##Microbe	-0.9241112603079106	-0.9241112603152479	-0.9241112603271826	-0.9241112603057009	-0.9241112603346225	-0.924111260321266	-0.9241112603207307	-0.9241112603211973	-0.924111260321694	-0.9241112603035411	-0.9241112603260262	-0.9241112603205938	-0.9241112603205938	-0.9241112603205938	-0.9241112603205938	-0.9241112603205938	-0.9241112603205385	-0.9241112603205359	-0.9241112603205512	-0.9241112603205512	-0.9241112603205812	0.0	Clostridium_innocuum_I46	Sulfate-e0
Clostridium_innocuum_I46##N-Acetyl-D-glucosamine-e0##Microbe	-1.0000000000000007	-0.9999999999999997	-0.9999999999999992	-0.9999999999999974	-1.0000000000000002	-1.0	-1.000000000000002	-0.999999999999998	-1.000000000000002	-1.0000000000000009	-1.000000000000001	-1.0000000000000013	-1.0000000000000013	-1.0000000000000013	-1.0000000000000013	-1.0000000000000013	-1.0000000000000002	-1.0000000000000007	-0.9999999999999993	-0.9999999999999993	-0.9999999999999996	-0.9999999999999994	Clostridium_innocuum_I46	N-Acetyl-D-glucosamine-e0
Clostridium_innocuum_I46##Cl--e0##Microbe	-0.9241112603131217	-0.9241112603300295	-0.924111260334252	-0.9241112602847263	-0.92411126033456	-0.9241112603202938	-0.9241112603198647	-0.9241112603201692	-0.9241112603206532	-0.9241112603132501	-0.9241112603140265	-0.9241112603201299	-0.9241112603201299	-0.9241112603201299	-0.9241112603201299	-0.9241112603201299	-0.924111260320058	-0.9241112603200804	-0.924111260320109	-0.924111260320109	-0.9241112603201874	0.0	Clostridium_innocuum_I46	Cl--e0
Acutalibacter_muris_KB1##Riboflavin##Microbe	2.4292613645413366	2.4292613645413366	2.4292613645413366	2.4292613645413366	2.4292613645413366	2.4292613645413366	2.4292613645413366	2.4292613645413366	2.4292613645413366	2.4292613645413366	2.4292613645413366	2.4292613645413366	2.4292613645444607	2.4292613641022203	2.429261364108248	1.5479640153819347	1.5479640153819347	1.5479640153819347	1.5479640153819347	1.2146306822664097	1.2146306822664097	0.0	Acutalibacter_muris_KB1	Riboflavin
Clostridium_innocuum_I46##Cu2+-e0##Microbe	-0.9241112603173224	-0.9241112603311282	-0.9241112603364028	-0.9241112602854891	-0.9241112603359312	-0.9241112603219421	-0.9241112603215875	-0.9241112603218845	-0.9241112603224385	-0.9241112603190996	-0.9241112603232425	-0.924111260320259	-0.924111260320259	-0.924111260320259	-0.924111260320259	-0.924111260320259	-0.9241112603201828	-0.9241112603201836	-0.924111260320202	-0.924111260320202	-0.9241112603202097	0.0	Clostridium_innocuum_I46	Cu2+-e0
PAN##Clostridium_innocuum_I46##Metabolite	126.68907411694224	126.6890741191337	126.68907411971692	126.68907411285635	126.68907411956822	126.68907411784906	126.6890741177894	126.68907411783394	126.68907411789726	126.68907411702264	126.68907411693124	126.68907411773955	126.68907411773955	126.68907411773955	126.68907411773955	126.68907411773955	126.68907411773242	126.68907411773363	126.68907411773634	126.68907411773634	126.68907411774072	0.0	PAN	Clostridium_innocuum_I46
Acutalibacter_muris_KB1##L-Tryptophan##Microbe	-12.242620347589458	-12.242620347589458	-12.242620347589458	-12.242620347589458	-12.242620347589458	-12.242620347589458	-12.242620347589458	-12.242620347589458	-12.242620347589458	-12.242620347589458	-12.242620347589458	-12.242620347589458	-12.24262034758742	-12.242620347593174	-12.242620347594917	-6.1213101737572755	-6.1213101737572755	-6.1213101737572755	-6.1213101737572755	-6.121310173755909	-6.121310173755909	0.0	Acutalibacter_muris_KB1	L-Tryptophan
Clostridium_innocuum_I46##Folate-e0##Microbe	-0.9999999999999981	-0.9999999999999986	-1.0000000000000007	-0.9999999999999964	-0.9999999999999997	-0.9999999999999989	-0.9999999999999994	-1.0	-0.9999999999999991	-0.9999999999999999	-1.0000000000000013	-0.9999999999999997	-0.9999999999999997	-0.9999999999999997	-0.9999999999999997	-0.9999999999999997	-1.0000000000000002	-0.9999999999999996	-0.9999999999999993	-0.9999999999999993	-0.9999999999999984	0.0	Clostridium_innocuum_I46	Folate-e0
Acutalibacter_muris_KB1##L-Histidine-e0##Microbe	-18.409955409896824	-18.409955409896824	-18.409955409896824	-18.409955409896824	-18.409955409896824	-18.409955409896824	-18.409955409896824	-18.409955409896824	-18.409955409896824	-18.409955409896824	-18.409955409896824	-18.409955409896824	-18.40995540989537	-18.409955409919228	-18.409955409921352	-9.20497770490028	-9.20497770490028	-9.20497770490028	-9.20497770490028	-9.20497770489842	-9.20497770489842	0.0	Acutalibacter_muris_KB1	L-Histidine-e0
Acutalibacter_muris_KB1##L-Cysteine-e0##Microbe	-15.794919009899505	-15.794919009899505	-15.794919009899505	-15.794919009899505	-15.794919009899505	-15.794919009899505	-15.794919009899505	-15.794919009899505	-15.794919009899505	-15.794919009899505	-15.794919009899505	-15.794919009899505	-15.794919009885524	-15.794919010583339	-15.794919010577429	-7.397459505233255	-7.397459505233255	-7.397459505233255	-7.397459505233255	-7.89745950490422	-7.89745950490422	0.0	Acutalibacter_muris_KB1	L-Cysteine-e0
Acutalibacter_muris_KB1##Spermidine-e0##Microbe	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.000000000000001	-0.9999999999999994	-1.0000000000000009	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	0.0	0.0	0.0	0.0	Acutalibacter_muris_KB1	Spermidine-e0
Acutalibacter_muris_KB1##L-Phenylalanine##Microbe	-39.58140413129046	-39.58140413129046	-39.58140413129046	-39.58140413129046	-39.58140413129046	-39.58140413129046	-39.58140413129046	-39.58140413129046	-39.58140413129046	-39.58140413129046	-39.58140413129046	-39.58140413129046	-39.58140413128556	-39.58140413130709	-39.58140413131201	-19.790702065526197	-19.790702065526197	-19.790702065526197	-19.790702065526197	-19.790702065522137	-19.790702065522137	0.0	Acutalibacter_muris_KB1	L-Phenylalanine
Clostridium_innocuum_I46##D-Glucose-e0##Microbe	-2756.293406665753	-293.18214387711	-2761.691767832826	3513.4368502349034	-272.4112322039965	-223.64401728716925	-223.6440172870633	-175.37680237408864	-175.3768023741788	-5139.798097101765	1359.319875514855	-182.3768023739356	-182.3768023739356	-182.3768023739356	-182.3768023739356	-182.3768023739356	-182.37680237392735	-188.3694994000832	-184.36949940006676	-184.36949940006676	-184.1194994001035	2.5000000000014673	Clostridium_innocuum_I46	D-Glucose-e0
Clostridium_innocuum_I46##L-Isoleucine-e0##Microbe	-44.48445267428358	-44.4844526750046	-44.484452675270795	-44.48445267276703	-44.48445267517	-44.48445267457863	-44.48445267455738	-44.48445267457319	-44.484452674595246	-44.48445267432356	-44.4844526742411	-44.484452674545	-44.484452674545	-44.484452674545	-44.484452674545	-44.484452674545	-44.48445267454297	-44.48445267454324	-44.48445267454424	-44.48445267454424	-44.48445267449318	0.0	Clostridium_innocuum_I46	L-Isoleucine-e0
Clostridium_innocuum_I46##Mg-e0##Microbe	-0.9241112603160675	-0.924111260328573	-0.9241112603350624	-0.9241112602859294	-0.9241112603358006	-0.9241112603222204	-0.9241112603217821	-0.9241112603221254	-0.9241112603226204	-0.9241112603175394	-0.9241112603137343	-0.9241112603197448	-0.9241112603197448	-0.9241112603197448	-0.9241112603197448	-0.9241112603197448	-0.9241112603196914	-0.9241112603197013	-0.9241112603197219	-0.9241112603197219	-0.9241112603197654	0.0	Clostridium_innocuum_I46	Mg-e0
Clostridium_innocuum_I46##Ca2+-e0##Microbe	-0.9241112603147561	-0.9241112603317175	-0.9241112603334688	-0.9241112602859267	-0.9241112603319304	-0.9241112603205941	-0.9241112603201062	-0.9241112603204318	-0.9241112603208798	-0.9241112603155656	-0.9241112603122403	-0.9241112603198363	-0.9241112603198363	-0.9241112603198363	-0.9241112603198363	-0.9241112603198363	-0.9241112603198086	-0.9241112603198172	-0.9241112603198215	-0.9241112603198215	-0.9241112603198977	0.0	Clostridium_innocuum_I46	Ca2+-e0
Acutalibacter_muris_KB1##H2O-e0##Microbe	-4122.6553690808005	-4122.988702414136	-4122.988702414136	-4122.988702414136	-4122.988702414136	-4122.988702414136	-4122.988702414136	-4122.988702414136	-4122.988702414136	-4122.988702414136	-4122.988702414136	-4122.988702414136	-4122.988702413919	3400.4578475984795	3299.724839288003	1639.3624196331405	1639.3624196331405	1639.3624196331405	1642.862419633137	1649.1124196287012	1649.1124196287012	-4.999999999980916	Acutalibacter_muris_KB1	H2O-e0
Clostridium_innocuum_I46##Fe2+-e0##Microbe	-1.9241112603084354	-1.9241112603386996	-1.9241112603524422	-1.9241112602392028	-1.924111260349267	-1.9241112603255668	-1.9241112603246897	-1.9241112603256085	-1.924111260326632	-1.9241112603082238	-1.9241112603096484	-0.9241112603200364	-0.9241112603200364	-0.9241112603200364	-0.9241112603200364	-0.9241112603200364	-0.9241112603199231	-0.9241112603199817	-1.4241112603220578	-1.4241112603220578	-1.4241112603221058	0.0	Clostridium_innocuum_I46	Fe2+-e0
Clostridium_innocuum_I46##L-Methionine-e0##Microbe	-19.482435295027173	-19.482435295234996	-19.482435295477803	-19.482435294172248	-19.482435295462626	-19.48243529515784	-19.482435295146676	-19.482435295157156	-19.48243529516897	-19.482435295036453	-19.48243529495632	-19.482435295077824	-19.482435295077824	-19.482435295077824	-19.482435295077824	-19.482435295077824	-19.482435295077444	-19.48243529507742	-20.482435295077437	-20.482435295077437	-20.482435294853946	0.0	Clostridium_innocuum_I46	L-Methionine-e0
Clostridium_innocuum_I46##K+-e0##Microbe	-0.9241112603147006	-0.9241112603405292	-0.9241112603355731	-0.9241112602811641	-0.9241112603324313	-0.9241112603209798	-0.9241112603205442	-0.924111260320892	-0.9241112603213953	-0.9241112603157702	-0.9241112603169465	-0.9241112603204177	-0.9241112603204177	-0.9241112603204177	-0.9241112603204177	-0.9241112603204177	-0.9241112603204309	-0.9241112603203852	-0.9241112603204243	-0.9241112603204243	-0.9241112603204574	0.0	Clostridium_innocuum_I46	K+-e0
Clostridium_innocuum_I46##L-Alanine-e0##Microbe	4883.0004757409815	8822.378496363479	4872.763098076159	-15207.648479525464	-64.2561498321354	-259.32500948328493	-259.3250094831616	-259.3250094832606	-259.325009483387	9669.517579976182	-3328.7183652563263	-247.32500948319716	-247.32500948319716	-247.32500948319716	-247.32500948319716	-247.32500948319716	-247.32500948318267	-235.33961543087707	-243.33961543089785	-243.33961543089785	-243.83961543076185	1.0000000000017157	Clostridium_innocuum_I46	L-Alanine-e0
Clostridium_innocuum_I46##L-Threonine-e0##Microbe	-30.508677438967553	-30.50867743957954	-30.50867743961339	-30.508677438067277	-30.508677439622595	-30.508677439202483	-30.508677439189224	-30.508677439199325	-222.5775370912641	-222.5775370903713	-3202.98435039273	-133.59099461810663	-133.59099461810663	-133.59099461810663	-133.59099461810663	-133.59099461810663	-133.5909946180996	-133.59099461810075	-133.59099461810473	-133.59099461810473	-134.0909946181531	0.0	Clostridium_innocuum_I46	L-Threonine-e0
Acutalibacter_muris_KB1##Puryvate##Microbe	-1.0000000000000013	-1.0000000000000013	-1.0000000000000013	-1.0000000000000013	-1.0000000000000013	-1.0000000000000013	-1.0000000000000013	-1.0000000000000013	-1.0000000000000013	-1.0000000000000013	-1.0000000000000013	-1.0000000000000013	-0.9999999999999991	-1.0000000000000013	-1.0	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-1.0000000000000007	-0.9999999999999991	-0.9999999999999991	-0.9999999999999991	Acutalibacter_muris_KB1	Puryvate
Clostridium_innocuum_I46##Riboflavin##Microbe	-1.0000000000000002	-0.9999999999999993	-0.9999999999999996	-1.0000000000000009	-1.0	-0.9999999999999988	-1.0000000000000016	-1.0000000000000004	-0.9999999999999994	-0.9999999999999987	-0.9999999999999984	-1.0	-1.0	-1.0	-1.0	-1.0	-0.9999999999916419	-0.9999999999917115	-0.9999999999917597	-0.9999999999917597	-0.9999999999918211	0.0	Clostridium_innocuum_I46	Riboflavin
Clostridium_innocuum_I46##L-Arginine-e0##Microbe	-35.572358341721824	-35.57235834235965	-35.57235834250285	-35.57235834058998	-35.57235834246814	-35.572358341977946	-35.57235834196182	-35.57235834197358	-35.572358341991276	-35.572358341741534	-35.57235834174084	-35.572358341952224	-35.572358341952224	-35.572358341952224	-35.572358341952224	-35.572358341952224	-35.572358341949986	-35.57235834195015	-35.57235834195105	-35.57235834195105	-35.57235834196705	0.0	Clostridium_innocuum_I46	L-Arginine-e0
Acutalibacter_muris_KB1##Inosine-e0##Microbe	-81.30471627442112	-81.30471627442112	-81.30471627442112	-81.30471627442112	-81.30471627442112	-81.30471627442112	-81.30471627442112	-81.30471627442112	-81.30471627442112	-81.30471627442112	-81.30471627442112	-81.30471627442112	-81.30471627442226	-81.30471627483654	-81.30471627484111	-40.48569147048631	-40.48569147048631	-40.48569147048631	-40.48569147048631	-40.65235813703555	-40.65235813703555	0.0	Acutalibacter_muris_KB1	Inosine-e0
Acutalibacter_muris_KB1##Phosphate-e0##Microbe	-259.7283712383541	-259.7283712383541	-259.7283712383541	-259.7283712383541	-259.7283712383541	-259.7283712383541	-259.7283712383541	-259.7283712383541	-259.7283712383541	-259.7283712383541	-259.7283712383541	-259.7283712383541	-259.72837123830914	-259.72837123979855	-259.72837123981316	-129.8641856190549	-129.8641856190549	-129.8641856190549	-129.8641856190549	-129.86418561902764	-129.86418561902764	0.0	Acutalibacter_muris_KB1	Phosphate-e0
Clostridium_innocuum_I46##L-Histidine-e0##Microbe	-11.393282031152339	-11.39328203133509	-11.393282031399153	-11.3932820308153	-11.393282031397064	-11.393282031234875	-11.393282031229607	-11.393282031233248	-11.393282031238803	-11.393282031151	-11.393282031159028	-11.39328203122696	-11.39328203122696	-11.39328203122696	-11.39328203122696	-11.39328203122696	-11.393282031226324	-11.393282031226402	-11.393282031226645	-11.393282031226645	-11.393282031227042	0.0	Clostridium_innocuum_I46	L-Histidine-e0
Clostridium_innocuum_I46##L-Cysteine-e0##Microbe	-12.013505963412975	-12.01350596377663	-12.013505963694145	-12.01350596313625	-12.013505963901844	-12.01350596371963	-12.013505963714607	-12.013505963726576	-12.01350596373594	-12.01350596342635	-12.013505963491133	-12.013505963494008	-12.013505963494008	-12.013505963494008	-12.013505963494008	-12.013505963494008	-12.013505963492923	-12.013505963492436	-12.013505963494422	-12.013505963494422	-12.513505963583876	0.0	Clostridium_innocuum_I46	L-Cysteine-e0
Clostridium_innocuum_I46##H+-e0##Microbe	4811.628800970054	8751.006821591844	2332.8817993496527	-7707.323989443383	-135.62782460622014	-233.16225443056487	-233.1622544304503	-233.1622544306707	-137.12782460481475	9791.714764856286	-3295.5077228474906	-208.11436707535702	-208.11436707535702	-208.11436707535702	-208.11436707535702	-208.11436707535702	-208.11436707533085	-196.12897302302503	-209.12897302305703	-209.12897302305703	-208.62897302289937	1.0000000000015123	Clostridium_innocuum_I46	H+-e0
Acutalibacter_muris_KB1##L-Valine-e0##Microbe	-69.12938256413541	-69.12938256413541	-69.12938256413541	-69.12938256413541	-69.12938256413541	-69.12938256413541	-69.12938256413541	-69.12938256413541	-69.12938256413541	-69.12938256413541	-69.12938256413541	-69.12938256413541	-69.12938256413946	-69.12938256432933	-69.12938256434046	-34.564691281942096	-34.564691281942096	-34.564691281942096	-34.564691281942096	-34.564691281935296	-34.564691281935296	0.0	Acutalibacter_muris_KB1	L-Valine-e0
Clostridium_innocuum_I46##L-Leucine-e0##Microbe	-64.7264401046574	-64.72644010578266	-64.7264401060755	-64.726440102588	-64.72644010600497	-64.72644010512602	-64.72644010509566	-64.72644010511846	-64.72644010515046	-64.72644010467992	-64.72644010465918	-64.72644010507676	-64.72644010507676	-64.72644010507676	-64.72644010507676	-64.72644010507676	-64.72644010507307	-64.72644010507366	-64.72644010507507	-64.72644010507507	-64.72644010507722	0.0	Clostridium_innocuum_I46	L-Leucine-e0
Acutalibacter_muris_KB1##L-Asparagine-e0##Microbe	-112.25906502282703	-112.25906502282703	-112.25906502282703	-112.25906502282703	-112.25906502282703	-112.25906502282703	-112.25906502282703	-112.25906502282703	-112.25906502282703	-112.25906502282703	-112.25906502282703	-112.25906502282703	-112.25906502281772	-112.25906502445044	-112.25906502444273	-54.796199178510975	-54.796199178510975	-54.796199178510975	-55.296199178511074	-56.379532511122214	-56.379532511122214	0.0	Acutalibacter_muris_KB1	L-Asparagine-e0
Acutalibacter_muris_KB1##L-Lactate-e0##Microbe	-0.9999999999999996	-0.9999999999999996	-0.9999999999999996	-0.9999999999999996	-0.9999999999999996	-0.9999999999999996	-0.9999999999999996	-0.9999999999999996	-0.9999999999999996	-0.9999999999999996	-0.9999999999999996	-0.9999999999999996	-0.9999999999999996	-0.9999999999999999	-1.0000000000000009	-1.0000000000000009	-1.0000000000000009	-1.0000000000000009	-1.0000000000000009	-0.9999999999999992	-0.9999999999999992	-0.9999999999999992	Acutalibacter_muris_KB1	L-Lactate-e0
Acutalibacter_muris_KB1##Glycine-e0##Microbe	-107.8709485996415	-107.8709485996415	-107.8709485996415	-107.8709485996415	-107.8709485996415	-107.8709485996415	-107.8709485996415	-107.8709485996415	-107.8709485996415	-107.8709485996415	-107.8709485996415	-107.8709485996415	-107.87094859962782	-107.8709486002185	-107.87094860022228	-53.26880763308655	-53.26880763308655	-53.26880763308655	-53.26880763308655	-53.93547429930495	-53.93547429930495	0.0	Acutalibacter_muris_KB1	Glycine-e0
Clostridium_innocuum_I46##H2O-e0##Microbe	1390.7694174531616	-3041.0308556280397	1402.2864674761943	1402.2864673979864	1402.2864674747582	1402.286467455437	1402.2864674547577	1402.2864674553032	1306.2520376300238	1306.252037620672	7445.038749169191	1302.2520376279447	1302.2520376279447	1302.2520376279447	1302.2520376279447	1302.2520376279447	1302.2520376278933	1302.2520376279037	1303.2520376278974	1303.2520376278974	1306.2520376283176	-0.9999999999983488	Clostridium_innocuum_I46	H2O-e0
Acutalibacter_muris_KB1##L-Serine-e0##Microbe	-58.50491445224393	-58.50491445224393	-58.50491445224393	-58.50491445224393	-58.50491445224393	-58.50491445224393	-58.50491445224393	-58.50491445224393	-58.50491445224393	-58.50491445224393	-58.50491445224393	-58.50491445224393	-58.50491445223549	-58.50491445295182	-58.50491445294825	-28.75245722627912	-28.75245722627912	-28.75245722627912	-28.75245722627912	-29.252457225946127	-29.252457225946127	0.0	Acutalibacter_muris_KB1	L-Serine-e0
Clostridium_innocuum_I46##L-Tyrosine##Microbe	-16.08355495643746	-16.08355495676408	-16.08355495682879	-16.083554955901395	-16.083554956930726	-16.08355495671038	-16.083554956702073	-16.083554956714668	-16.083554956726626	-16.08355495645401	-16.083554956485223	-16.0835549565283	-16.0835549565283	-16.0835549565283	-16.0835549565283	-16.0835549565283	-16.083554956527482	-16.083554956527664	-16.083554956528364	-16.083554956528364	-16.583554956565305	0.0	Clostridium_innocuum_I46	L-Tyrosine
Acutalibacter_muris_KB1##L-Glutamine-e0##Microbe	-122.63775242553452	-122.63775242553452	-122.63775242553452	-122.63775242553452	-122.63775242553452	-122.63775242553452	-122.63775242553452	-122.63775242553452	-122.63775242553452	-122.63775242553452	-122.63775242553452	-122.63775242553452	-122.63775242553871	-122.63775242566471	-122.63775242567735	-60.818876212433025	-60.818876212433025	-60.818876212433025	-61.818876212432855	-61.81887621242194	-61.81887621242194	0.0	Acutalibacter_muris_KB1	L-Glutamine-e0
Clostridium_innocuum_I46##PAN##Microbe	-1.0000000000003342	-0.9999999999998687	-0.9999999999997571	-1.0000000000009357	-1.000000000000204	-0.999999999999911	-0.9999999999998358	-0.9999999999998379	-0.9999999999998336	-1.0000000000003422	-1.0000000000002516	-1.0000000000000309	-1.0000000000000309	-1.0000000000000309	-1.0000000000000309	-1.0000000000000309	-0.9999999999999646	-0.9999999999999549	-0.9999999999999718	-0.9999999999999718	-0.9999999999999749	0.0	Clostridium_innocuum_I46	PAN
Acutalibacter_muris_KB1##Co2+-e0##Microbe	-1.412125071938286	-1.412125071938286	-1.412125071938286	-1.412125071938286	-1.412125071938286	-1.412125071938286	-1.412125071938286	-1.412125071938286	-1.412125071938286	-1.412125071938286	-1.412125071938286	-1.412125071938286	-1.4121250719367449	-1.4121250719515606	-1.4121250719521599	-0.7060625359713689	-0.7060625359713689	-0.7060625359713689	-0.7060625359713689	-0.7060625359717	-0.7060625359717	0.0	Acutalibacter_muris_KB1	Co2+-e0
Acutalibacter_muris_KB1##Uracil-e0##Microbe	-7.157622423830993	-7.157622423830993	-7.157622423830993	-7.157622423830993	-7.157622423830993	-7.157622423830993	-7.157622423830993	-7.157622423830993	-7.157622423830993	-7.157622423830993	-7.157622423830993	-7.157622423830993	-7.157622423830222	-7.157622423198559	-7.157622423208715	-3.995477878250797	-3.995477878250797	-3.995477878250797	-3.995477878250797	-3.578811211855447	-3.578811211855447	0.0	Acutalibacter_muris_KB1	Uracil-e0
Acutalibacter_muris_KB1##Cl--e0##Microbe	-1.4121250719475749	-1.4121250719475749	-1.4121250719475749	-1.4121250719475749	-1.4121250719475749	-1.4121250719475749	-1.4121250719475749	-1.4121250719475749	-1.4121250719475749	-1.4121250719475749	-1.4121250719475749	-1.4121250719475749	-1.412125071947073	-1.412125071947728	-1.4121250719478617	-0.7060625359692989	-0.7060625359692989	-0.7060625359692989	-0.7060625359692989	-0.7060625359691639	-0.7060625359691639	0.0	Acutalibacter_muris_KB1	Cl--e0
