	0.0000-0.0012	0.0012-0.0020	0.0084-0.0251	0.0251-0.0259	0.0260-0.0306	0.0398-0.0400	0.0400-0.0405	0.0405-0.0408	0.0408-0.0517	0.0517-0.0519	0.0519-0.0521	0.0521-0.0730	0.0737-0.0738	0.0738-0.0749	0.0749-0.0835	0.0991-0.1051	0.1051-0.1064	0.1064-0.1065	0.1066-0.1076	0.1078-0.1624	0.1624-0.1624	0.1625-0.2068	0.2068-0.2069	0.2071-0.2071	0.2071-0.2138	0.2139-0.2140	0.2140-0.2146	0.2146-0.2147	0.2147-0.2225	0.2225-0.2229	0.2229-0.2232	0.2232-0.2233	0.2237-0.2409	0.4494-0.4495	0.4495-0.4498	0.4498-0.4545	0.4545-0.5826	0.5827-0.5954	0.5954-0.7580	0.7601-0.9046	0.9046-0.9046	0.9046-1.0088	1.0088-1.0089	1.0089-1.0089	1.0877-1.0879	1.0879-1.0879	1.0879-1.0881	1.0881-1.2949	1.2949-1.3095	1.3095-9.0913	9.0913-9.5517	9.5517-20.0000	Source	Target
Bacteroides_caecimuris_I48##H+-e0##Microbe##O2-e0	2.0000000000223865	2.000000000011499	2.000000000011499	2.000000000011499	2.000000000011499	2.000000000011499	2.000000000011499	2.000000000011499	2.000000000012535	2.000000000012535	2.000000000012535	2.000000000012535	1.0000000000020917	1.0000000000020917	0.0	-1.0000000000035278	-1.000000000008589	-1.000000000008589	-1.000000000008589	-1.000000000008589	-1.000000000008589	-1.000000000008589	1.3333333333416877	2.000000000018415	-0.6666666666649119	0.0	0.0	0.0	0.48727810031157204	0.48727810031157204	0.48727810031157204	0.48727810031157204	0.48727810031157204	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteroides_caecimuris_I48	H+-e0
Bacteroides_caecimuris_I48##H+-e0##Microbe##Folate	-3.999999999988259	-3.9999999999844524	-3.9999999999844524	-3.9999999999844524	-3.9999999999844524	-3.9999999999844524	-3.9999999999844524	-3.9999999999844524	-3.9999999999839666	-3.9999999999839666	-3.9999999999839666	-3.9999999999839666	-2.8333333333296267	-2.8333333333296267	-1.6666666666881154	2.499999999983004	2.499999999999453	2.499999999999453	2.499999999999453	2.499999999999453	2.499999999999453	2.499999999999453	-7.222222222228391	-10.000000000032955	1.1111111111035241	-1.6666666667091778	-1.6666666667091778	-1.6666666667091778	-3.696992084603264	-3.696992084603264	-3.696992084603264	-3.696992084603264	-3.696992084603264	-1.6666666666347782	-1.6666666666347782	-1.6666666666347782	-1.6666666666347782	-1.6666666666347782	-1.6666666666347782	-1.6666666666347782	-1.6666666666347782	-1.6666666666347782	-1.6666666666347782	-1.6666666666347782	-1.6666666666347782	-1.6666666666347782	-1.6666666666347782	-1.6666666666347782	-1.6666666666347782	-1.6666666666347782	-1.6666666666347782	-449.52099059678847	Bacteroides_caecimuris_I48	H+-e0
Bacteroides_caecimuris_I48##H+-e0##Microbe##Riboflavin	-4.99999999999742	-4.999999999996066	-4.999999999996066	-4.999999999996066	-4.999999999996066	-4.999999999996066	-4.999999999996066	-4.999999999996066	-4.999999999995936	-4.999999999995936	-4.999999999995936	-4.999999999995936	-2.8333333333278086	-2.8333333333278086	-0.6666666666884118	2.499999999974272	2.4999999999899787	2.4999999999899787	2.4999999999899787	2.4999999999899787	2.4999999999899787	2.4999999999899787	-4.888888888887087	-7.000000000013072	1.44444444443831	-0.6666666666949626	-0.6666666666949626	-0.6666666666949626	-2.209713984290357	-2.209713984290357	-2.209713984290357	-2.209713984290357	-2.209713984290357	-672.4481599963462	-672.4481599963462	-672.4481599963462	-672.4481599963462	-672.4481599963462	-672.4481599963462	-672.4481599963462	-672.4481599963462	-672.4481599963462	-672.4481599963462	-672.4481599963462	-672.4481599963462	-672.4481599963462	-672.4481599963462	-672.4481599963462	-672.4481599963462	-672.4481599963462	-672.4481599963462	-0.6666666813720288	Bacteroides_caecimuris_I48	H+-e0
Bacteroides_caecimuris_I48##H+-e0##Microbe##PAN	1241.434911098748	1241.4349110993255	1241.4349110993255	1241.4349110993255	1241.4349110993255	1241.4349110993255	1241.4349110993255	1241.4349110993255	1241.4349110992587	1241.4349110992587	1241.4349110992587	1241.4349110992587	191.15373240284134	191.15373240284134	-782.0779943372875	-2106.7935042254408	-2106.793504230831	-2106.793504230831	-2106.793504230831	-2106.793504230831	-2106.793504230831	-2106.793504230831	1124.9766380147869	2046.5913615508093	-1616.5585424852989	-671.7814932990239	-671.7814932990239	-671.7814932990239	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteroides_caecimuris_I48	H+-e0
Bacteroides_caecimuris_I48##Uracil-e0##Microbe##PAN	-39.64223087746433	-39.64223087746857	-39.64223087746857	-39.64223087746857	-39.64223087746857	-39.64223087746857	-39.64223087746857	-39.64223087746857	-39.642230877468165	-39.642230877468165	-39.642230877468165	-39.642230877468165	-39.64223087707308	-39.64223087707308	-39.64223087672454	-39.64223087698585	-39.64223087711388	-39.64223087711388	-39.64223087711388	-39.64223087711388	-39.64223087711388	-39.64223087711388	-39.64223087726508	-39.642230877540946	-39.64223087695335	-39.64223087635769	-39.64223087635769	-39.64223087635769	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteroides_caecimuris_I48	Uracil-e0
Bacteroides_caecimuris_I48##L-Aspartate-e0##Microbe##Folate	1.9999999999892704	1.9999999999856086	1.9999999999856086	1.9999999999856086	1.9999999999856086	1.9999999999856086	1.9999999999856086	1.9999999999856086	1.9999999999851985	1.9999999999851985	1.9999999999851985	1.9999999999851985	0.8333333333314585	0.8333333333314585	-0.33333333330855414	0.9999999999957153	4.166666666665011	4.166666666665011	4.166666666665011	4.166666666665011	4.166666666665011	4.166666666665011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteroides_caecimuris_I48	L-Aspartate-e0
Bacteroides_caecimuris_I48##L-Aspartate-e0##Microbe##Riboflavin	0.9999999999975495	0.9999999999962212	0.9999999999962212	0.9999999999962212	0.9999999999962212	0.9999999999962212	0.9999999999962212	0.9999999999962212	0.9999999999961394	0.9999999999961394	0.9999999999961394	0.9999999999961394	-1.1666666666706504	-1.1666666666706504	-3.3333333333075146	0.0	3.1666666666585686	3.1666666666585686	3.1666666666585686	3.1666666666585686	3.1666666666585686	3.1666666666585686	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteroides_caecimuris_I48	L-Aspartate-e0
Bacteroides_caecimuris_I48##L-Aspartate-e0##Microbe##PAN	-1074.1513280390495	-1074.1513280395793	-1074.1513280395793	-1074.1513280395793	-1074.1513280395793	-1074.1513280395793	-1074.1513280395793	-1074.1513280395793	-1074.1513280395332	-1074.1513280395332	-1074.1513280395332	-1074.1513280395332	-23.87014934369007	-23.87014934369007	949.3615773952887	-301.50904917364085	-1385.0443466753866	-1385.0443466753866	-1385.0443466753866	-1385.0443466753866	-1385.0443466753866	-1385.0443466753866	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteroides_caecimuris_I48	L-Aspartate-e0
Bacteroides_caecimuris_I48##D-Glucose-e0##Microbe##Spermidine-e0	0.8333333333285041	0.833333333332617	0.833333333332617	0.833333333332617	0.833333333332617	0.833333333332617	0.833333333332617	0.833333333332617	0.8333333333326498	0.8333333333326498	0.8333333333326498	0.8333333333326498	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteroides_caecimuris_I48	D-Glucose-e0
Bacteroides_caecimuris_I48##D-Glucose-e0##Microbe##Fumarate-e0	-0.5000000000082893	-0.5000000000055025	-0.5000000000055025	-0.5000000000055025	-0.5000000000055025	-0.5000000000055025	-0.5000000000055025	-0.5000000000055025	-0.5000000000058749	-0.5000000000058749	-0.5000000000058749	-0.5000000000058749	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteroides_caecimuris_I48	D-Glucose-e0
Bacteroides_caecimuris_I48##D-Glucose-e0##Microbe##O2-e0	-1.0000000000193572	-1.0000000000068507	-1.0000000000068507	-1.0000000000068507	-1.0000000000068507	-1.0000000000068507	-1.0000000000068507	-1.0000000000068507	-1.0000000000075877	-1.0000000000075877	-1.0000000000075877	-1.0000000000075877	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteroides_caecimuris_I48	D-Glucose-e0
Bacteroides_caecimuris_I48##D-Glucose-e0##Microbe##Folate	1.1666666666564214	1.1666666666520358	1.1666666666520358	1.1666666666520358	1.1666666666520358	1.1666666666520358	1.1666666666520358	1.1666666666520358	1.166666666651633	1.166666666651633	1.166666666651633	1.166666666651633	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteroides_caecimuris_I48	D-Glucose-e0
Bacteroides_caecimuris_I48##D-Glucose-e0##Microbe##Riboflavin	2.166666666664428	2.166666666662849	2.166666666662849	2.166666666662849	2.166666666662849	2.166666666662849	2.166666666662849	2.166666666662849	2.16666666666275	2.16666666666275	2.16666666666275	2.16666666666275	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteroides_caecimuris_I48	D-Glucose-e0
Bacteroides_caecimuris_I48##D-Glucose-e0##Microbe##PAN	-1050.2811786932386	-1050.2811786938867	-1050.2811786938867	-1050.2811786938867	-1050.2811786938867	-1050.2811786938867	-1050.2811786938867	-1050.2811786938867	-1050.2811786938407	-1050.2811786938407	-1050.2811786938407	-1050.2811786938407	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteroides_caecimuris_I48	D-Glucose-e0
Bacteroides_caecimuris_I48##L-Cysteine-e0##Microbe##PAN	-13.013505963488306	-13.013505963513921	-13.013505963513921	-13.013505963513921	-13.013505963513921	-13.013505963513921	-13.013505963513921	-13.013505963513921	-13.013505963515245	-13.013505963515245	-13.013505963515245	-13.013505963515245	-13.01350596369099	-13.01350596369099	-13.013505963702338	-13.013505963763148	-13.013505963766642	-13.013505963766642	-13.013505963766642	-13.013505963766642	-13.013505963766642	-13.013505963766642	-13.013505963755403	-13.013505963569317	-13.013505963771413	-13.01350596345598	-13.01350596345598	-13.01350596345598	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteroides_caecimuris_I48	L-Cysteine-e0
Bacteroides_caecimuris_I48##L-Glutamate-e0##Microbe##Folate	0.9999999999992829	0.9999999999997006	0.9999999999997006	0.9999999999997006	0.9999999999997006	0.9999999999997006	0.9999999999997006	0.9999999999997006	0.9999999999997511	0.9999999999997511	0.9999999999997511	0.9999999999997511	0.9999999999978586	0.9999999999978586	0.999999999996603	0.9999999999966448	0.9999999999977327	0.9999999999977327	0.9999999999977327	0.9999999999977327	0.9999999999977327	0.9999999999977327	0.9999999999992849	1.0000000000041915	0.9999999999972353	0.9999999999956733	0.9999999999956733	0.9999999999956733	0.7973723370170814	0.7973723370170814	0.7973723370170814	0.7973723370170814	0.7973723370170814	0.9999999999934773	0.9999999999934773	0.9999999999934773	0.9999999999934773	0.9999999999934773	0.9999999999934773	0.9999999999934773	0.9999999999934773	0.9999999999934773	0.9999999999934773	0.9999999999934773	0.9999999999934773	0.9999999999934773	0.9999999999934773	0.9999999999934773	0.9999999999934773	0.9999999999934773	0.9999999999934773	-43.696123253846295	Bacteroides_caecimuris_I48	L-Glutamate-e0
Bacteroides_caecimuris_I48##L-Glutamate-e0##Microbe##PAN	-67.04418554078983	-67.0441855407213	-67.0441855407213	-67.0441855407213	-67.0441855407213	-67.0441855407213	-67.0441855407213	-67.0441855407213	-67.04418554069123	-67.04418554069123	-67.04418554069123	-67.04418554069123	-67.04418553894304	-67.04418553894304	-67.04418553794265	-67.04418553843239	-67.04418553879685	-67.04418553879685	-67.04418553879685	-67.04418553879685	-67.04418553879685	-67.04418553879685	-67.04418553930685	-67.04418554064917	-67.04418553834785	-67.04418553782327	-67.04418553782327	-67.04418553782327	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteroides_caecimuris_I48	L-Glutamate-e0
Bacteroides_caecimuris_I48##L-Histidine-e0##Microbe##PAN	-11.393282031188864	-11.393282031201181	-11.393282031201181	-11.393282031201181	-11.393282031201181	-11.393282031201181	-11.393282031201181	-11.393282031201181	-11.393282031202354	-11.393282031202354	-11.393282031202354	-11.393282031202354	-11.393282031206008	-11.393282031206008	-11.393282031150068	-11.393282031232127	-11.393282031254744	-11.393282031254744	-11.393282031254744	-11.393282031254744	-11.393282031254744	-11.393282031254744	-11.3932820312646	-11.393282031245691	-11.393282031227244	-11.393282030978941	-11.393282030978941	-11.393282030978941	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteroides_caecimuris_I48	L-Histidine-e0
Bacteroides_caecimuris_I48##L-Arginine-e0##Microbe##Spermidine-e0	0.999999999999831	1.0000000000000113	1.0000000000000113	1.0000000000000113	1.0000000000000113	1.0000000000000113	1.0000000000000113	1.0000000000000113	1.0000000000000195	1.0000000000000195	1.0000000000000195	1.0000000000000195	0.9999999999999217	0.9999999999999217	0.9999999999997164	0.9999999999997908	0.9999999999998189	0.9999999999998189	0.9999999999998189	0.9999999999998189	0.9999999999998189	0.9999999999998189	0.9999999999998298	0.9999999999998499	0.9999999999997984	0.9999999999996216	0.9999999999996216	0.9999999999996216	0.9911573879931563	0.9911573879931563	0.9911573879931563	0.9911573879931563	0.9911573879931563	1.0000000000002887	1.0000000000002887	1.0000000000002887	1.0000000000002887	1.0000000000002887	1.0000000000002887	1.0000000000002887	1.0000000000002887	1.0000000000002887	1.0000000000002887	1.0000000000002887	1.0000000000002887	1.0000000000002887	1.0000000000002887	1.0000000000002887	1.0000000000002887	1.0000000000002887	1.0000000000002887	0.9999999997342098	Bacteroides_caecimuris_I48	L-Arginine-e0
Bacteroides_caecimuris_I48##L-Arginine-e0##Microbe##PAN	-36.57235834180224	-36.57235834183055	-36.57235834183055	-36.57235834183055	-36.57235834183055	-36.57235834183055	-36.57235834183055	-36.57235834183055	-36.57235834183032	-36.57235834183032	-36.57235834183032	-36.57235834183032	-36.57235834170394	-36.57235834170394	-36.572358341475066	-36.5723583417369	-36.572358341826614	-36.572358341826614	-36.572358341826614	-36.572358341826614	-36.572358341826614	-36.572358341826614	-36.57235834188987	-36.57235834194968	-36.5723583417153	-36.57235834101144	-36.57235834101144	-36.57235834101144	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteroides_caecimuris_I48	L-Arginine-e0
Bacteroides_caecimuris_I48##L-Lysine-e0##Microbe##PAN	-41.26899935740058	-41.26899935743019	-41.26899935743019	-41.26899935743019	-41.26899935743019	-41.26899935743019	-41.26899935743019	-41.26899935743019	-41.26899935743129	-41.26899935743129	-41.26899935743129	-41.26899935743129	-41.2689993572715	-41.2689993572715	-41.26899935700304	-41.268999357293794	-41.26899935739725	-41.26899935739725	-41.26899935739725	-41.26899935739725	-41.26899935739725	-41.26899935739725	-41.26899935748084	-41.26899935756083	-41.26899935727017	-41.268999356484585	-41.268999356484585	-41.268999356484585	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteroides_caecimuris_I48	L-Lysine-e0
