	0.0000-0.0012	0.0012-0.0020	0.0084-0.0251	0.0251-0.0259	0.0260-0.0306	0.0398-0.0400	0.0400-0.0405	0.0405-0.0408	0.0408-0.0517	0.0517-0.0519	0.0519-0.0521	0.0521-0.0730	0.0737-0.0738	0.0738-0.0749	0.0749-0.0835	0.0991-0.1051	0.1051-0.1064	0.1064-0.1065	0.1066-0.1076	0.1078-0.1624	0.1624-0.1624	0.1625-0.2068	0.2068-0.2069	0.2071-0.2071	0.2071-0.2138	0.2139-0.2140	0.2140-0.2146	0.2146-0.2147	0.2147-0.2225	0.2225-0.2229	0.2229-0.2232	0.2232-0.2233	0.2237-0.2409	0.4494-0.4495	0.4495-0.4498	0.4498-0.4545	0.4545-0.5826	0.5827-0.5954	0.5954-0.7580	0.7601-0.9046	0.9046-0.9046	0.9046-1.0088	1.0088-1.0089	1.0089-1.0089	1.0877-1.0879	1.0879-1.0879	1.0879-1.0881	1.0881-1.2949	1.2949-1.3095	1.3095-9.0913	9.0913-9.5517	9.5517-20.0000	Source	Target
Flavonifractor_plautii_YL31##Cl--e0##Microbe	-0.9241112603156585	-0.9241112603156585	-0.9241112603251778	-0.9241112603233758	-0.9241112603235372	-0.924111260356786	-0.9241112603414341	-0.9241112603199346	-0.9241112603237756	-0.9241112603237392	-0.9241112603237265	-0.9241112603230305	-0.9241112603209589	-0.9241112603247624	-0.9241112603247624	-0.9241112603247624	-0.9241112603247624	-0.9241112603296106	-0.924111260328908	-0.9241112603229868	-0.9241112603322752	-0.9241112603254344	-0.9241112603254344	-0.9241112603254344	-0.9241112603254344	-0.9241112603253508	-0.924111260325314	-0.9241112603251711	-0.9241112603251711	-0.92411126032247	-0.9241112603262123	-0.9241112603248182	-0.924111260326698	-0.9241112603228623	-0.9241112603230731	-0.9241112603226457	-0.924111260320231	-0.9241112603214676	-0.9241112603199012	-0.9241112603196577	-0.9241112603224195	-0.9241112603284503	-0.9241112603286322	-0.9241112603258534	-0.924111260323634	-0.9241112603233853	-0.9241112603227549	-0.9241112603155369	-0.9241112603238829	-0.9241112603234387	-0.9241112603233157	-0.9241112603233157	Flavonifractor_plautii_YL31	Cl--e0
Flavonifractor_plautii_YL31##Fumarate-e0##Microbe	25.591089365155117	25.591089365155117	24.591089365251886	24.591089365234144	24.591089365239462	24.5910893660544	24.59108936563525	24.591089365238936	24.5910893652461	24.59108936524678	24.59108936523536	24.59108936522154	24.591089365107095	24.591089365259705	24.591089365259705	24.591089365259705	24.591089365259705	24.59108936542867	24.591089365373726	24.591089365225418	24.59108936546242	24.591089365203974	24.591089365203974	24.591089365203974	24.591089365203974	24.591089365278464	24.591089365290674	24.591089365270673	24.591089365270673	24.591089365154943	24.591089365273582	24.591089365257208	24.591089365241178	24.591089365215822	24.591089365228047	1734.7782488779792	-60.22732059319365	-60.22732059325059	-60.22732059315625	-60.22732059313532	-60.22732059330695	-60.22732059374391	-60.22732059376533	-60.22732059355709	-60.22732059338446	-60.22732059337311	-60.22732059333215	-60.22732059287429	-60.22732059339409	-60.227320593378764	-60.22732059337455	-60.22732059337455	Flavonifractor_plautii_YL31	Fumarate-e0
Flavonifractor_plautii_YL31##D-Glucose-e0##Microbe	-8.74087128262537	-8.74087128262537	-8.740871282651748	-8.740871282644642	-8.740871282644918	-8.740871282948534	-8.740871282817256	-8.740871282627971	-8.740871282658347	-8.740871282657956	-8.740871282657068	-8.740871282641129	-8.74087128260853	-8.740871282657231	-8.740871282657231	-8.740871282657231	-8.740871282657231	-8.740871282713906	-8.740871282694345	-353.72388108370274	-350.7580845243606	530.2125581270351	530.2125581270351	530.2125581270351	530.2125581270351	-301.5849837062978	-301.58498370637534	-301.58498370622846	-301.58498370622846	566.6762401726281	-368.84863733405143	-368.84863733333145	529.6541474043541	-368.34863733312767	-368.3486373331246	-368.348637332898	529.1541474010852	-183.37555316270465	-51.56781760787022	-0.9999999999999993	-1.0000000000000002	-1.000000000000001	-0.9999999999999998	-1.0000000000000009	-1.0000000000000004	-0.9999999999999991	-0.9999999999999996	-0.9999999999999993	-1.0000000000000016	-1.0000000000000024	-0.9999999999999996	-0.9999999999999996	Flavonifractor_plautii_YL31	D-Glucose-e0
Bacteroides_caecimuris_I48##Inosine-e0##Microbe	-58.084785613870906	-58.08478561390725	-58.08478561390725	-58.08478561390725	-58.08478561390725	-58.08478561390725	-58.08478561390725	-58.08478561390725	-58.08478561390702	-58.08478561390702	-58.08478561390702	-58.08478561390702	-58.084785613552306	-58.084785613552306	-58.08478561313662	-58.084785613546686	-58.08478561372155	-58.08478561372155	-58.08478561372155	-58.08478561372155	-58.08478561372155	-58.08478561372155	-58.084785613874885	-58.08478561401495	-58.084785613533384	-58.0847856124876	-58.0847856124876	-58.0847856124876	1.5351186780026427	1.5351186780026427	1.5351186780026427	1.5351186780026427	1.5351186780026427	-58.08478561431785	-58.08478561431785	-58.08478561431785	-58.08478561431785	-58.08478561431785	-58.08478561431785	-58.08478561431785	-58.08478561431785	-58.08478561431785	-58.08478561431785	-58.08478561431785	-58.08478561431785	-58.08478561431785	-58.08478561431785	-58.08478561431785	-58.08478561431785	-58.08478561431785	-58.08478561431785	-38.056523319412356	Bacteroides_caecimuris_I48	Inosine-e0
Bacteroides_caecimuris_I48##Phosphate-e0##Microbe	-127.45775495894372	-127.45775495901766	-127.45775495901766	-127.45775495901766	-127.45775495901766	-127.45775495901766	-127.45775495901766	-127.45775495901766	-127.4577549590209	-127.4577549590209	-127.4577549590209	-127.4577549590209	-127.45775495834592	-127.45775495834592	-127.45775495750607	-127.45775495829888	-127.45775495863764	-127.45775495863764	-127.45775495863764	-127.45775495863764	-127.45775495863764	-127.45775495863764	-127.45775495900257	-127.45775495922025	-127.45775495826369	-127.45775495606746	-127.45775495606746	-127.45775495606746	-0.9861519687347768	-0.9861519687347768	-0.9861519687347768	-0.9861519687347768	-0.9861519687347768	-127.45775496003284	-127.45775496003284	-127.45775496003284	-127.45775496003284	-127.45775496003284	-127.45775496003284	-127.45775496003284	-127.45775496003284	-127.45775496003284	-127.45775496003284	-127.45775496003284	-127.45775496003284	-127.45775496003284	-127.45775496003284	-127.45775496003284	-127.45775496003284	-127.45775496003284	-127.45775496003284	-84.97183573720584	Bacteroides_caecimuris_I48	Phosphate-e0
Flavonifractor_plautii_YL31##Mg-e0##Microbe	-0.9241112603189859	-0.9241112603189859	-0.9241112603239441	-0.9241112603229213	-0.924111260323864	-0.9241112603573048	-0.9241112603433612	-0.9241112603216164	-0.9241112603230259	-0.9241112603229835	-0.9241112603229976	-0.9241112603245851	-0.9241112603182304	-0.9241112603248196	-0.9241112603248196	-0.9241112603248196	-0.9241112603248196	-0.9241112603299507	-0.9241112603300958	-0.9241112603221994	-0.9241112603316647	-0.9241112603250794	-0.9241112603250794	-0.9241112603250794	-0.9241112603250794	-0.9241112603262097	-0.9241112603260133	-0.9241112603259193	-0.9241112603259193	-0.9241112603214695	-0.9241112603264672	-0.9241112603246201	-0.924111260323629	-0.924111260324048	-0.9241112603229286	-0.9241112603235844	-0.9241112603190139	-0.9241112603210009	-0.9241112603200576	-0.9241112603193316	-0.9241112603214627	-0.9241112603278483	-0.9241112603305438	-0.9241112603281465	-0.9241112603239572	-0.9241112603238518	-0.9241112603230774	-0.9241112603159318	-0.9241112603247301	-0.9241112603242403	-0.9241112603240889	-0.9241112603240889	Flavonifractor_plautii_YL31	Mg-e0
Flavonifractor_plautii_YL31##Ca2+-e0##Microbe	-0.9241112603160422	-0.9241112603160422	-0.9241112603213776	-0.9241112603207273	-0.9241112603208496	-0.924111260348861	-0.9241112603377291	-0.9241112603207964	-0.9241112603215411	-0.9241112603215215	-0.9241112603209576	-0.9241112603201221	-0.9241112603178347	-0.9241112603222185	-0.9241112603222185	-0.9241112603222185	-0.9241112603222185	-0.9241112603286556	-0.9241112603271323	-0.9241112603197615	-0.9241112603286974	-0.9241112603220153	-0.9241112603220153	-0.9241112603220153	-0.9241112603220153	-0.9241112603228177	-0.9241112603224555	-0.9241112603217789	-0.9241112603217789	-0.9241112603181088	-0.9241112603222826	-0.9241112603206851	-0.9241112603230354	-0.9241112603206111	-0.9241112603203341	-0.9241112603200445	-0.9241112603177399	-0.9241112603181304	-0.9241112603168001	-0.92411126031638	-0.9241112603189915	-0.9241112603248581	-0.9241112603250848	-0.9241112603222381	-0.924111260320107	-0.9241112603197379	-0.9241112603192714	-0.9241112603121938	-0.9241112603204349	-0.9241112603195414	-0.9241112603197904	-0.9241112603197904	Flavonifractor_plautii_YL31	Ca2+-e0
Flavonifractor_plautii_YL31##H2-e0##Microbe	2800.4396409603264	2800.4396409603264	-455.3724675303114	106.24427638439867	106.2442763843927	-4779.730741777941	-1660.0869479822093	1318.303231215066	23.56383586625584	37.80752845355234	233.98155413289862	27.124759013053968	27.12475901295313	27.12475901309665	27.12475901309665	27.12475901309665	27.12475901309665	27.1247590132605	27.1247590132458	27.124759013035828	31.079154430404675	31.079154430154986	31.079154430154986	31.079154430154986	31.079154430154986	31.079154430174842	31.079154430171013	31.079154430154354	31.079154430154354	31.079154430037665	31.079154430248064	31.079154430113228	31.079154430208202	31.07915443009872	31.079154430115075	31.079154430096434	31.079154429991636	738.3363277719149	1265.5672699887791	1164.4316347725949	254.00151933819572	-201.21353838198468	-201.71353838203476	0.0	0.0	0.0	0.0	0.0	-1545.9044670432104	-1.0000000000000002	-1.0	-1.0	Flavonifractor_plautii_YL31	H2-e0
Flavonifractor_plautii_YL31##O2-e0##Microbe	-0.9999999999999994	-0.9999999999999994	-1.0000000000000002	-1.0000000000000007	-0.999999999999998	-1.0000000000000004	-1.0	-0.9999999999999982	-0.9999999999999996	-1.0	-0.9999999999999979	-1.0000000000000002	-0.9999999999999986	-0.9999999999999993	-0.9999999999999993	-0.9999999999999993	-0.9999999999999993	-0.9999999999999998	-0.9999999999999997	-1.0	-1.0000000000000002	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-0.9999999999999998	-1.0000000000000004	-1.0000000000000013	-1.0000000000000009	-1.0000000000000009	-0.9999999999999996	-0.9999999999999987	-0.999999999999999	-1.0000000000000007	-1.0000000000000002	-1.0	-0.9999999999999993	-1.0000000000000007	-1.0000000000000004	-1.0000000000000009	-1.0000000000000016	-0.9999999999999992	-1.0000000000000018	-0.9999999999999994	-1.000000000000001	-1.0	-1.0	-0.9999999999999997	-1.0000000000000004	-1.0000000000000002	771.4522335213702	769.9522335213119	769.9522335213119	Flavonifractor_plautii_YL31	O2-e0
Bacteroides_caecimuris_I48##L-Glutamate-e0##Microbe	-66.04418554079054	-66.0441855407216	-66.0441855407216	-66.0441855407216	-66.0441855407216	-66.0441855407216	-66.0441855407216	-66.0441855407216	-66.04418554069149	-66.04418554069149	-66.04418554069149	-66.04418554069149	-66.04418553894519	-66.04418553894519	-66.04418553794605	-66.04418553843574	-66.04418553879913	-66.04418553879913	-66.04418553879913	-66.04418553879913	-66.04418553879913	-66.04418553879913	-66.04418553930756	-66.04418554064497	-66.04418553835062	-66.04418553782759	-66.04418553782759	-66.04418553782759	0.4812731827584617	0.4812731827584617	0.4812731827584617	0.4812731827584617	0.4812731827584617	-66.0441855377177	-66.0441855377177	-66.0441855377177	-66.0441855377177	-66.0441855377177	-66.0441855377177	-66.0441855377177	-66.0441855377177	-66.0441855377177	-66.0441855377177	-66.0441855377177	-66.0441855377177	-66.0441855377177	-66.0441855377177	-66.0441855377177	-66.0441855377177	-66.0441855377177	-66.0441855377177	-43.696123253846295	Bacteroides_caecimuris_I48	L-Glutamate-e0
Flavonifractor_plautii_YL31##PAN##Microbe	-1.0000000000038953	-1.0000000000038953	-0.999999999974372	-0.9999999999803153	-0.9999999999807402	-0.9999999999953577	-0.9999999999869962	-0.9999999999990509	-0.9999999999754923	-0.999999999975444	-0.9999999999759015	-0.9999999999751232	-0.9999999999527589	-0.9999999999786127	-0.9999999999786127	-0.9999999999786127	-0.9999999999786127	-1.0000000000075606	-1.0000000000041194	-0.9999999999718734	-0.9999999999851822	-0.999999999979982	-0.999999999979982	-0.999999999979982	-0.999999999979982	-0.9999999999838045	-0.9999999999843938	-0.9999999999809834	-0.9999999999809834	-0.9999999999688519	-0.999999999980764	-0.9999999999733806	-0.9999999999874459	-0.99999999997071	-0.9999999999733049	-0.9999999999772128	-0.9999999999752274	-0.999999999977501	-0.9999999999777331	-0.9999999999754501	-0.9999999999690931	-0.9999999999814574	-0.9999999999832506	-0.9999999999790762	-0.9999999999736887	-0.9999999999728832	-0.9999999999717871	-0.9999999999617555	-0.9999999999713021	-0.9999999999717364	-0.9999999999718049	-0.9999999999718049	Flavonifractor_plautii_YL31	PAN
Flavonifractor_plautii_YL31##CO2-e0##Microbe	1565.8334577462995	1565.8334577462995	-63.07259649809159	498.54414741615824	457.90344474769455	529.9978431619351	524.1823043462675	3171.640241370405	582.1614506737093	592.8442201141542	658.2355620072595	606.521363226858	-43.49103929902534	1218.4967100875851	1218.4967100875851	1218.4967100875851	1218.4967100875851	2591.091436059522	2591.0914360573925	384.0944733488368	386.07167106117424	386.0716710579726	386.0716710579726	386.0716710579726	386.0716710579726	1009.9198274336595	1009.9198274338544	1009.9198274334019	1009.9198274334019	-1594.863844203489	276.18591080757034	276.1859108071016	276.1859108075235	276.185910806819	276.1859108069033	276.18591080678544	2071.191480271129	635.5870246999499	899.2024958079511	848.6346781997751	-518.0104949543371	847.6346782078767	849.1346782081307	243.9940630613718	-135.30594654293054	-135.30594654291124	-135.30594654281575	217.34390786148722	-555.6083256582363	-555.6083256580367	-554.1083256580058	-554.1083256580058	Flavonifractor_plautii_YL31	CO2-e0
Flavonifractor_plautii_YL31##Fe2+-e0##Microbe	-1.924111260293192	-1.924111260293192	-1.924111260355799	-1.924111260340403	-1.9241112603339998	-1.9241112604839266	-1.9241112604293318	-1.9241112602810506	-1.9241112603308073	-1.9241112603291446	-1.9241112603386161	-1.9241112603298467	-1.9241112603568389	-1.9241112603399249	-1.9241112603399249	-1.9241112603399249	-1.9241112603399249	-1.924111260330736	-1.9241112603673118	-1.9241112603160269	-1.9241112603573192	-1.924111260389719	-1.924111260389719	-1.924111260389719	-1.924111260389719	-1.9241112603359602	-1.9241112603372688	-1.9241112603388255	-1.9241112603388255	-1.924111260351512	-1.9241112603741943	-1.924111260332102	-1.9241112603812738	-1.9241112603227042	-1.9241112603354187	-1.9241112603330655	-1.9241112603673955	-1.924111260327244	-1.924111260329696	-1.9241112603312307	-1.924111260332291	-1.9241112603676658	-1.924111260365365	-1.9241112603420367	-1.924111260348755	-1.9241112603479698	-1.924111260348813	-1.9241112603240713	-1.9241112603463764	-1.9241112603541273	-1.9241112603570363	-1.9241112603570363	Flavonifractor_plautii_YL31	Fe2+-e0
Flavonifractor_plautii_YL31##K+-e0##Microbe	-0.9241112603166641	-0.9241112603166641	-0.9241112603253213	-0.9241112603239856	-0.924111260324299	-0.9241112603557152	-0.924111260339705	-0.9241112603227222	-0.92411126032468	-0.9241112603246479	-0.9241112603245565	-0.9241112603237461	-0.9241112603238314	-0.9241112603256895	-0.9241112603256895	-0.9241112603256895	-0.9241112603256895	-0.9241112603279439	-0.9241112603284652	-0.9241112603238281	-0.9241112603315211	-0.9241112603252083	-0.9241112603252083	-0.9241112603252083	-0.9241112603252083	-0.9241112603259695	-0.9241112603259843	-0.924111260325565	-0.924111260325565	-0.924111260322467	-0.9241112603275025	-0.9241112603251724	-0.9241112603263792	-0.9241112603236686	-0.9241112603236036	-0.9241112603232087	-0.9241112603198887	-0.9241112603219406	-0.9241112603202762	-0.9241112603198214	-0.9241112603220941	-0.9241112603286719	-0.9241112603291655	-0.9241112603258651	-0.9241112603242394	-0.9241112603234851	-0.9241112603228753	-0.924111260316505	-0.9241112603237309	-0.9241112603237586	-0.9241112603233171	-0.9241112603233171	Flavonifractor_plautii_YL31	K+-e0
