	0.0000-0.0009	0.0009-0.0010	0.0010-0.0012	0.0012-0.0029	0.0029-0.0035	0.0040-0.0068	0.0068-0.0107	0.0107-0.0107	0.0107-0.0952	0.0952-0.0958	0.0958-0.1569	0.1569-0.1569	0.1569-0.1576	0.1576-0.1578	0.1578-0.1583	0.1583-0.1590	0.1590-0.1601	0.1601-0.1847	0.1867-0.1873	0.1873-0.1879	0.1887-0.1888	0.1888-0.2075	0.2075-0.2075	0.2075-0.2084	0.2084-0.2084	0.2249-0.2258	0.2258-0.2260	0.2261-0.2344	0.2344-0.2396	0.2402-0.2403	0.2404-0.2411	0.2411-0.2411	0.2411-0.2417	0.2452-0.2452	0.2460-0.2536	0.2536-0.2536	0.2557-0.2558	0.2558-0.2787	0.2787-0.2787	0.2828-0.2843	0.2843-0.2865	0.2865-0.3037	0.3037-0.3098	0.3139-0.3886	0.3886-0.3886	0.3886-0.4299	0.4299-0.5160	0.5168-0.5168	0.5170-0.5171	0.5171-0.5184	0.5184-0.5230	0.5235-0.5236	0.5237-0.5723	0.5723-0.6684	0.6870-0.6870	0.6870-0.7956	0.7999-0.8119	0.8119-0.8162	0.8188-0.8189	0.8189-0.8399	0.8399-0.8399	1.0308-1.0513	1.0513-1.1745	1.1745-1.2069	1.2069-1.2108	1.2108-3.9407	3.9407-4.1437	4.1437-7.3400	7.3400-7.9368	7.9368-20.0000	Source	Target
Clostridium_innocuum_I46##D-Glucose-e0##Microbe##PAN	-2774.460073332106	-289.1821438776663	-289.1821438756229	-289.1821438736157	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Clostridium_innocuum_I46	D-Glucose-e0
Clostridium_innocuum_I46##Mn2+-e0##Microbe##PAN	-0.9241112603138921	-0.924111260329299	-0.9241112603227104	-0.9241112603198586	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.9241112603282482	-0.9241112603283311	-0.9241112603283729	-0.9241112603283296	-0.924111260328479	-0.9241112603179076	-0.9241112603301833	-0.9241112602986726	-0.9241112603049556	-0.9241112603107761	-0.9241112603108628	-0.9241112603355297	-0.9241112603034607	-0.924111260300714	-0.924111260308417	-0.9241112603049729	-0.924111260305408	-0.9241112603054333	-0.9241112603054333	-0.9241112603065504	-0.9241112603613089	Clostridium_innocuum_I46	Mn2+-e0
Clostridium_innocuum_I46##Zn2+-e0##Microbe##PAN	-0.9241112603127367	-0.9241112603287924	-0.9241112603189446	-0.9241112603173425	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.924111260326161	-0.9241112603262275	-0.9241112603262481	-0.9241112603262426	-0.9241112603264149	-0.9241112603172483	-0.9241112603269173	-0.9241112602949738	-0.9241112603020528	-0.9241112603097207	-0.9241112603094832	-0.9241112603340537	-0.9241112603014625	-0.9241112602989883	-0.924111260306756	-0.9241112603045328	-0.9241112603040091	-0.9241112603040162	-0.9241112603040162	-0.9241112603044775	-0.9241112603592619	Clostridium_innocuum_I46	Zn2+-e0
Clostridium_innocuum_I46##L-Aspartate-e0##Microbe##L-Aspartate-e0	-0.9999999999999989	-1.0000000000000002	-1.0000000000000004	-1.0000000000000002	-0.9999999999999999	-0.9999999999999996	-0.9999999999999996	-1.0000000000000004	-0.9999999999999977	-0.9999999999999987	-1.000000000000001	-1.000000000000001	-1.0000000000000002	-1.0000000000000007	-1.0	-1.0000000000000002	-0.9999999999999986	-1.0	-0.999999999999999	-0.9999999999999986	-0.9999999999999989	-0.9999999999999988	-0.9999999999999992	-1.0000000000000004	-1.0	-1.0	-1.0000000000000018	-1.000000000000001	-0.9999999999999989	-0.9999999999999991	-1.0	-0.9999999999999989	-0.9999999999999998	-1.0000000000000018	-1.0	-1.0	-0.9999999999999999	-0.9999999999999999	-1.0000000000000004	-1.0000000000000004	-1.0000000000000004	-0.9999999999999988	-1.0000000000000007	-0.9999999999999996	-0.9999999999999971	-0.9999999999999974	-1.0000000000000007	-1.0000000000000007	-0.9999999999999933	-0.9999999999999984	-0.9999999999999983	-1.0000000000000009	-0.9999999999999979	-1.0000000000000002	-1.0000000000000009	-0.9999999999999993	-1.0000000000000002	-0.9999999999999982	-0.9999999999999988	-1.0000000000000007	-1.0000000000000018	-1.0000000000000007	-1.0000000000000007	-0.9999999999999992	-0.9999999999999997	-0.9999999999999994	-0.999999999999999	-0.999999999999999	-1.0000000000000002	-0.9999999999999991	Clostridium_innocuum_I46	L-Aspartate-e0
Clostridium_innocuum_I46##Sulfate-e0##Microbe##PAN	-0.9241112603078692	-0.9241112603165401	-0.9241112603203404	-0.9241112603176637	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.9241112603276003	-0.9241112603276944	-0.9241112603277424	-0.9241112603276774	-0.9241112603278294	-0.9241112603208298	-0.9241112603280661	-0.9241112602957403	-0.9241112603067065	-0.9241112603138171	-0.924111260313027	-0.9241112603370134	-0.9241112603055531	-0.9241112603028451	-0.9241112603110603	-0.9241112603077871	-0.9241112603072998	-0.9241112603073325	-0.9241112603073325	-0.9241112603074497	-0.9241112603597129	Clostridium_innocuum_I46	Sulfate-e0
Clostridium_innocuum_I46##L-Arginine-e0##Microbe##PAN	-35.57235834172135	-35.57235834240325	-35.57235834209124	-35.57235834184566	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-35.57235834218755	-35.572358342191485	-35.572358342193006	-35.57235834219156	-35.572358342197546	-35.57235834186837	-35.57235834223032	-35.572358341081184	-35.572358341369295	-35.572358341614155	-35.57235834161266	-35.57235834251274	-35.57235834133343	-35.57235834122684	-35.57235834151544	-35.57235834139338	-35.57235834140347	-35.57235834140435	-35.57235834140435	-35.572358341439106	-35.57235834337979	Clostridium_innocuum_I46	L-Arginine-e0
Clostridium_innocuum_I46##L-Glutamine-e0##Microbe##Spermidine-e0	1.5000000000003484	1.000000000001986	1.500000000000172	1.5000000000002918	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4999999999997635	0.0	0.0	0.0	1.9999999999863403	2.0000000000290052	-2.5000000000007048	-1.6666666666644365	-0.3333333333331349	1.2222222222231631	2.000000000000256	0.0	0.0	0.0	1.999999999999957	1.9999999999998908	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Clostridium_innocuum_I46	L-Glutamine-e0
Clostridium_innocuum_I46##L-Glutamine-e0##Microbe##Thiamin-e0	-1.0000000000028224	10.200000000095084	-0.9999999999993271	-1.0000000000014742	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.500000000000313	0.0	0.0	0.0	0.0	1.9999999999997478	1.5000000000002647	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Clostridium_innocuum_I46	L-Glutamine-e0
Clostridium_innocuum_I46##L-Glutamine-e0##Microbe##N-Acetyl-D-glucosamine-e0	-1.0000000000006353	2.6000000000449006	-0.9999999999995409	-1.000000000000241	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.528705511338767	0.0	0.0	0.0	0.0	-15.889618830081643	10.130857639097506	-14.192715994650918	18.315316862732725	18.315316862732725	18.315316862912216	-76.16366071371888	-76.1636607148573	-2.3498091475381537	47.23006436467838	11.780411016606568	9.793309585493002	8.799758869938895	0.0	0.0	0.0	-1.0000000000001055	-1.000000000000025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Clostridium_innocuum_I46	L-Glutamine-e0
Clostridium_innocuum_I46##L-Glutamine-e0##Microbe##Folate-e0	-0.5000000000015403	11.800000000178757	-0.4999999999978916	-0.500000000000246	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.00000000000257	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999999922088	0.999999999983054	2.874999999998878	1.0000000000025713	1.0000000000002596	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Clostridium_innocuum_I46	L-Glutamine-e0
Clostridium_innocuum_I46##L-Glutamine-e0##Microbe##Riboflavin	-2.500000000003703	8.800000000067117	-2.500000000000076	-2.5000000000022884	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.4999999999979745	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Clostridium_innocuum_I46	L-Glutamine-e0
Clostridium_innocuum_I46##L-Glutamine-e0##Microbe##PAN	-104.55147981765705	-4578.0517529314375	-94.03442982668152	-94.0344298258448	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.261345065471424	16.261345065470035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Clostridium_innocuum_I46	L-Glutamine-e0
Clostridium_innocuum_I46##L-Leucine-e0##Microbe##PAN	-64.72644010465413	-64.72644010587275	-64.72644010535701	-64.7264401049293	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Clostridium_innocuum_I46	L-Leucine-e0
Clostridium_innocuum_I46##L-Histidine-e0##Microbe##PAN	-11.39328203115185	-11.393282031351019	-11.393282031283807	-11.39328203119107	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-11.3932820313039	-11.393282031304937	-11.393282031305414	-11.39328203130499	-11.393282031306837	-11.393282031210349	-11.393282031316836	-11.393282030952689	-11.393282031051868	-11.393282031128994	-11.39328203112772	-11.393282031409363	-11.393282031038446	-11.393282031004057	-11.393282031096982	-11.393282031057568	-11.393282031061716	-11.393282031062043	-11.393282031062043	-11.393282031072982	-11.393282031680615	Clostridium_innocuum_I46	L-Histidine-e0
Clostridium_innocuum_I46##L-Proline-e0##Microbe##PAN	-26.584324739362	-26.5843247398623	-26.58432473964442	-26.58432473946597	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-26.584324739706567	-26.584324739709228	-26.584324739710265	-26.584324739709366	-26.58432473971361	-26.584324739472553	-26.58432473973805	-26.58432473887547	-26.58432473909356	-26.584324739277356	-26.58432473927663	-26.58432473994763	-26.584324739065504	-26.584324738985792	-26.58432473919998	-26.584324739113917	-26.58432473912109	-26.584324739121612	-26.584324739121612	-26.58432473914616	-26.584324740603204	Clostridium_innocuum_I46	L-Proline-e0
Clostridium_innocuum_I46##Co2+-e0##Microbe##PAN	-0.9241112603153536	-0.9241112603355989	-0.9241112603314843	-0.9241112603146691	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.9241112603264365	-0.9241112603265403	-0.9241112603265889	-0.9241112603265335	-0.92411126032667	-0.9241112603201798	-0.9241112603272289	-0.9241112602970276	-0.9241112603063872	-0.9241112603122923	-0.9241112603122698	-0.9241112603322078	-0.9241112603062972	-0.9241112603028813	-0.924111260310682	-0.9241112603073924	-0.9241112603077143	-0.9241112603078271	-0.9241112603078271	-0.9241112603085188	-0.9241112603580043	Clostridium_innocuum_I46	Co2+-e0
Clostridium_innocuum_I46##L-Threonine-e0##Microbe##PAN	-30.508677438965215	-30.508677439615813	-30.508677439320525	-30.508677439119694	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Clostridium_innocuum_I46	L-Threonine-e0
Clostridium_innocuum_I46##Spermidine-e0##Microbe##Spermidine-e0	-0.9999999999999999	-1.0000000000000002	-0.9999999999999996	-1.0000000000000002	-1.0000000000000024	-1.0000000000000002	-1.000000000000001	-0.9999999999999998	-1.0000000000000009	-0.9999999999999978	-1.0	-1.0	-0.9999999999999997	-0.9999999999999981	-0.9999999999999994	-1.0000000000000002	-0.9999999999999996	-1.0000000000000009	-1.0	-1.0000000000000009	-1.0000000000000007	-1.0000000000000009	-1.0000000000000016	-0.9999999999999992	-1.0000000000000004	-1.0	-1.0000000000000009	-1.0000000000000018	-1.000000000000001	-1.000000000000001	-1.0	-1.0000000000000018	-0.9999999999999999	-0.999999999999999	-1.0	-1.0000000000000007	-1.0000000000000002	-1.0000000000000002	-0.9999999999999996	-1.0000000000000013	-0.9999999999999986	-0.999999999999999	-1.0000000000000002	-0.9999999999999978	-1.0000000000000016	-1.0000000000000007	-1.000000000000001	-0.9999999999999983	-0.9999999999999866	-1.0000000000000004	-1.0000000000000007	-1.0000000000000004	-1.000000000000001	-1.0000000000000016	-0.9999999999999971	-1.0000000000000004	-0.9999999999999991	-1.0000000000000007	-1.0000000000000004	-1.0000000000000009	-0.9999999999999967	-1.0	-0.9999999999999998	-0.9999999999999984	-1.0000000000000002	-0.9999999999999989	-0.9999999999999992	-0.9999999999999992	-0.9999999999999996	0.0	Clostridium_innocuum_I46	Spermidine-e0
