	0.0000-0.0000	0.0000-20.0000	Source	Target
Enterocloster_clostridioformis_YL32##Acetate-e0##Microbe##Folate-e0	-4.452380952310347	-4.452380952307352	Enterocloster_clostridioformis_YL32	Acetate-e0
Enterocloster_clostridioformis_YL32##Acetate-e0##Microbe##O2-e0	-2.4000000000494928	0.0	Enterocloster_clostridioformis_YL32	Acetate-e0
Enterocloster_clostridioformis_YL32##Acetate-e0##Microbe##PAN	3632.9087930432192	3631.708793041901	Enterocloster_clostridioformis_YL32	Acetate-e0
Enterocloster_clostridioformis_YL32##Acetate-e0##Microbe##Puryvate	0.5238095238082119	0.5238095238077709	Enterocloster_clostridioformis_YL32	Acetate-e0
Enterocloster_clostridioformis_YL32##Acetate-e0##Microbe##N-acetyl-D-gluosamine	-0.33333333333652937	-0.333333333335732	Enterocloster_clostridioformis_YL32	Acetate-e0
Enterocloster_clostridioformis_YL32##L-Asparagine-e0##Microbe##PAN	-28.98957316885082	-28.989573168840547	Enterocloster_clostridioformis_YL32	L-Asparagine-e0
Enterocloster_clostridioformis_YL32##Ca2+-e0##Microbe##PAN	-0.9241112603365678	-0.9241112603361411	Enterocloster_clostridioformis_YL32	Ca2+-e0
Enterocloster_clostridioformis_YL32##Cu2+-e0##Microbe##PAN	-0.9241112603354563	-0.9241112603349431	Enterocloster_clostridioformis_YL32	Cu2+-e0
Enterocloster_clostridioformis_YL32##Fe2+-e0##Microbe##PAN	-1.9241112603528143	-1.9241112603517088	Enterocloster_clostridioformis_YL32	Fe2+-e0
Enterocloster_clostridioformis_YL32##K+-e0##Microbe##PAN	-0.9241112603518519	-0.9241112603520536	Enterocloster_clostridioformis_YL32	K+-e0
Enterocloster_clostridioformis_YL32##Cl--e0##Microbe##PAN	-0.9241112603359161	-0.9241112603355799	Enterocloster_clostridioformis_YL32	Cl--e0
Enterocloster_clostridioformis_YL32##Mg-e0##Microbe##PAN	-0.9241112603354117	-0.9241112603348327	Enterocloster_clostridioformis_YL32	Mg-e0
Enterocloster_clostridioformis_YL32##L-Serine-e0##Microbe##Thiamin-e0	1.000000000000297	1.000000000000243	Enterocloster_clostridioformis_YL32	L-Serine-e0
Enterocloster_clostridioformis_YL32##L-Serine-e0##Microbe##PAN	-35.53286523713307	-35.53286523710982	Enterocloster_clostridioformis_YL32	L-Serine-e0
Enterocloster_clostridioformis_YL32##Folate-e0##Microbe##Folate-e0	-1.0000000000000009	-0.9999999999999993	Enterocloster_clostridioformis_YL32	Folate-e0
Enterocloster_clostridioformis_YL32##CO2-e0##Microbe##Putrescine-e0	-1.6666666666476244	-1.666666666648034	Enterocloster_clostridioformis_YL32	CO2-e0
Enterocloster_clostridioformis_YL32##CO2-e0##Microbe##Spermidine-e0	-3.333333333310005	-3.333333333310091	Enterocloster_clostridioformis_YL32	CO2-e0
Enterocloster_clostridioformis_YL32##CO2-e0##Microbe##Thiamin-e0	-4.285714285728552	-4.285714285726786	Enterocloster_clostridioformis_YL32	CO2-e0
Enterocloster_clostridioformis_YL32##CO2-e0##Microbe##Folate-e0	-2.2380952380620522	-2.2380952380606276	Enterocloster_clostridioformis_YL32	CO2-e0
Enterocloster_clostridioformis_YL32##CO2-e0##Microbe##O2-e0	0.39999999997695196	0.0	Enterocloster_clostridioformis_YL32	CO2-e0
Enterocloster_clostridioformis_YL32##CO2-e0##Microbe##PAN	1699.7137470099838	1699.9137470093626	Enterocloster_clostridioformis_YL32	CO2-e0
Enterocloster_clostridioformis_YL32##CO2-e0##Microbe##Puryvate	0.3809523809518007	0.3809523809515987	Enterocloster_clostridioformis_YL32	CO2-e0
Enterocloster_clostridioformis_YL32##CO2-e0##Microbe##N-acetyl-D-gluosamine	-0.3333333333348132	-0.33333333333444587	Enterocloster_clostridioformis_YL32	CO2-e0
Enterocloster_clostridioformis_YL32##O2-e0##Microbe##O2-e0	-0.9999999999999998	0.0	Enterocloster_clostridioformis_YL32	O2-e0
Enterocloster_clostridioformis_YL32##L-Phenylalanine##Microbe##PAN	-22.280195972553113	-22.28019597254518	Enterocloster_clostridioformis_YL32	L-Phenylalanine
Enterocloster_clostridioformis_YL32##L-Tryptophan##Microbe##PAN	-6.835969218849583	-6.835969218847292	Enterocloster_clostridioformis_YL32	L-Tryptophan
Enterocloster_clostridioformis_YL32##PAN##Microbe##PAN	-1.00000000000013	-0.9999999999999695	Enterocloster_clostridioformis_YL32	PAN
Enterocloster_clostridioformis_YL32##Puryvate##Microbe##Puryvate	-1.0000000000000002	-0.9999999999999999	Enterocloster_clostridioformis_YL32	Puryvate
Enterocloster_clostridioformis_YL32##N-acetyl-D-gluosamine##Microbe##N-acetyl-D-gluosamine	-0.9999999999999998	-0.9999999999999999	Enterocloster_clostridioformis_YL32	N-acetyl-D-gluosamine
Enterocloster_clostridioformis_YL32##XAN-e0##Microbe##Thiamin-e0	0.0	-2.0000000000005147	Enterocloster_clostridioformis_YL32	XAN-e0
Enterocloster_clostridioformis_YL32##XAN-e0##Microbe##Folate-e0	0.0	-0.4999999999989503	Enterocloster_clostridioformis_YL32	XAN-e0
Enterocloster_clostridioformis_YL32##XAN-e0##Microbe##PAN	0.0	55.133102161208996	Enterocloster_clostridioformis_YL32	XAN-e0
Enterocloster_clostridioformis_YL32##Succinate-e0##Microbe##Putrescine-e0	0.0	-0.3333333333326787	Enterocloster_clostridioformis_YL32	Succinate-e0
Enterocloster_clostridioformis_YL32##Succinate-e0##Microbe##Spermidine-e0	0.0	-1.666666666665805	Enterocloster_clostridioformis_YL32	Succinate-e0
Enterocloster_clostridioformis_YL32##Succinate-e0##Microbe##Thiamin-e0	0.0	-1.714285714285648	Enterocloster_clostridioformis_YL32	Succinate-e0
Enterocloster_clostridioformis_YL32##Succinate-e0##Microbe##Folate-e0	0.0	-3.7619047619040082	Enterocloster_clostridioformis_YL32	Succinate-e0
Enterocloster_clostridioformis_YL32##Succinate-e0##Microbe##PAN	0.0	54.956550112760866	Enterocloster_clostridioformis_YL32	Succinate-e0
Enterocloster_clostridioformis_YL32##Succinate-e0##Microbe##Puryvate	0.0	-0.3809523809523731	Enterocloster_clostridioformis_YL32	Succinate-e0
Enterocloster_clostridioformis_YL32##Succinate-e0##Microbe##N-acetyl-D-gluosamine	0.0	0.3333333333333577	Enterocloster_clostridioformis_YL32	Succinate-e0
Enterocloster_clostridioformis_YL32##O2-e0##Microbe##PAN	0.0	-0.5000000000048175	Enterocloster_clostridioformis_YL32	O2-e0
