	0.0000-0.0000	0.0000-20.0000	Source	Target
Enterocloster_clostridioformis_YL32##L-Lysine-e0##Microbe	-41.268999358219716	-41.26899935820307	Enterocloster_clostridioformis_YL32	L-Lysine-e0
Enterocloster_clostridioformis_YL32##Co2+-e0##Microbe	-0.9241112603362606	-0.9241112603356453	Enterocloster_clostridioformis_YL32	Co2+-e0
PAN##Enterocloster_clostridioformis_YL32##Metabolite	126.68907411984473	126.68907411979897	PAN	Enterocloster_clostridioformis_YL32
Enterocloster_clostridioformis_YL32##N-acetyl-D-gluosamine##Microbe	-0.9999999999999998	-0.9999999999999999	Enterocloster_clostridioformis_YL32	N-acetyl-D-gluosamine
Enterocloster_clostridioformis_YL32##Acetate-e0##Microbe	3622.1040311385304	3623.3040311372683	Enterocloster_clostridioformis_YL32	Acetate-e0
Enterocloster_clostridioformis_YL32##L-Threonine-e0##Microbe	-30.508677439668055	-30.508677439638063	Enterocloster_clostridioformis_YL32	L-Threonine-e0
Enterocloster_clostridioformis_YL32##Zn2+-e0##Microbe	-0.9241112603357836	-0.9241112603357665	Enterocloster_clostridioformis_YL32	Zn2+-e0
Enterocloster_clostridioformis_YL32##Cl--e0##Microbe	-0.9241112603359161	-0.9241112603355799	Enterocloster_clostridioformis_YL32	Cl--e0
Enterocloster_clostridioformis_YL32##Succinate-e0##Microbe	0.0	47.43274058895371	Enterocloster_clostridioformis_YL32	Succinate-e0
Enterocloster_clostridioformis_YL32##XAN-e0##Microbe	0.0	52.63310216120953	Enterocloster_clostridioformis_YL32	XAN-e0
